Row,startego,goalego,startother,goalother,roadfriction,fogdensity,precipitation,precipitationdeposits,cloudiness,windintensity,wetness,fogdistance
Z_{1},0.2743,-0.0745,-0.6642,0.1744,0.125,-0.0344,0.0478,-0.104,0.1107,-0.1375,0.1858,-0.0887
Z_{2},0.7321,-0.4681,0.5583,-0.3015,-0.0654,-0.0112,0.013,0.0439,-0.1437,-0.1285,-0.1081,0.0421
