Row,timeofday,startego,goalego,startother,goalother,roadfriction,fogdensity,precipitation,precipitationdeposits,cloudiness,windintensity,wetness,fogdistance
Z_{1},0.0303,0.6177,-0.2029,-0.8094,0.3585,0.2285,0.1924,0.4453,-0.0554,-0.0926,-0.3457,-0.6206,-0.2678
Z_{2},0.1608,0.4242,-0.5948,0.1373,-0.4285,-0.012,-0.041,0.082,0.0984,0.0049,-0.0979,-0.0864,0.0525
