instances,feature_direction,feature_cloudiness,feature_precipitation,feature_precipitationdeposits,feature_windintensity,feature_timeofday,feature_fogdensity,feature_fogdistance,feature_wetness,feature_roadfriction,collision,minttc,algo_safety
scenario1,0,40,0,60,40,-90,0,60,80,0.8,False,1.333,0
scenario2,1,40,0,20,20,-30,80,40,100,0.2,False,0.835,0
scenario3,0,0,60,0,80,0,0,0,40,1.0,False,1.342,0
scenario4,1,0,0,0,100,-60,20,0,40,0.6,False,0.999,0
scenario5,1,40,60,0,40,-30,80,60,20,0.8,False,0.938,0
scenario6,1,0,60,100,80,0,100,80,100,1.0,False,0.819,0
scenario7,1,80,100,60,40,30,0,100,20,1.0,False,0.672,0
scenario8,0,60,100,40,20,-30,40,80,60,0.1,False,1.511,0
scenario9,1,60,80,40,0,-60,80,0,100,0.4,False,0.973,0
scenario10,0,40,20,60,80,30,100,0,100,0.4,False,1.373,0
scenario11,1,100,100,20,80,0,20,20,80,0.6,False,0.756,0
scenario12,1,60,0,0,20,0,20,0,40,0.4,False,1.378,0
scenario13,1,80,100,60,40,30,0,100,20,1.0,False,0.786,0
scenario14,1,80,100,80,40,90,20,100,40,0.8,False,0.85,0
scenario15,1,100,80,60,40,30,20,100,40,1.0,False,0.738,0
scenario16,0,100,100,60,40,30,0,80,40,0.8,False,0.92,0
scenario17,0,100,80,0,20,30,0,100,20,0.6,False,1.407,0
scenario18,1,80,80,60,80,30,0,80,20,0.8,False,0.99,0
scenario19,1,100,100,20,60,0,0,100,40,1.0,False,1.811,0
scenario20,1,40,100,80,40,0,0,80,0,1.0,False,1.204,0
scenario21,1,80,20,60,20,30,0,80,0,0.6,False,0.979,0
scenario22,0,100,100,100,40,-90,20,80,0,1.0,False,1.374,0
scenario23,0,0,80,100,40,30,0,100,40,1.0,False,1.17,0
scenario24,1,100,80,60,20,-90,20,100,0,0.1,False,1.755,0
scenario25,1,100,80,60,40,30,20,100,40,1.0,False,0.796,0
scenario26,0,100,100,100,20,-30,40,100,20,1.0,False,1.415,0
scenario27,1,20,80,40,60,30,0,80,20,1.0,False,1.846,0
scenario28,0,100,100,80,60,-90,20,60,0,1.0,False,1.474,0
scenario29,0,80,80,60,60,30,0,100,40,0.8,False,0.919,0
scenario30,0,0,0,40,60,0,0,40,40,0.8,False,1.458,0
scenario31,0,80,60,100,40,0,0,100,40,0.2,False,1.467,0
scenario32,0,80,0,80,0,30,20,80,0,0.2,False,1.359,0
scenario33,0,20,80,20,40,90,20,20,60,1.0,False,1.488,0
scenario34,0,80,100,80,40,60,0,80,20,0.8,False,1.355,0
scenario35,1,20,80,80,40,30,0,100,100,1.0,False,0.789,0
scenario36,1,80,100,80,40,0,0,80,0,1.0,False,1.762,0
scenario37,1,20,80,80,40,30,0,100,100,1.0,False,0.64,0
scenario38,0,80,60,100,20,90,0,100,40,0.2,False,1.357,0
scenario39,1,20,80,100,40,60,0,20,60,0.2,False,1.716,0
scenario40,1,0,80,40,80,0,80,80,40,1.0,False,0.906,0
scenario41,0,80,40,100,20,0,20,100,40,0.2,False,1.425,0
scenario42,0,40,40,80,40,30,0,100,80,1.0,False,1.064,0
scenario43,0,100,100,100,20,-30,20,80,0,1.0,False,2.315,0
scenario44,1,0,100,40,60,90,0,20,60,1.0,False,0.98,0
