instances,feature_direction,feature_cloudiness,feature_precipitation,feature_precipitationdeposits,feature_windintensity,feature_timeofday,feature_fogdensity,feature_fogdistance,feature_wetness,feature_roadfriction,collision,minttc,algo_safety
scenario1,0,0,100,40,20,-60,20,100,0,1.0,False,1.047,0
scenario2,0,80,60,0,0,-90,20,20,80,0.8,False,1.067,0
scenario3,0,80,20,100,100,60,80,60,20,0.6,False,1.201,0
scenario4,1,0,20,100,60,-30,40,20,20,0.4,False,0.923,0
scenario5,0,0,60,0,40,90,40,80,40,0.1,False,1.089,0
scenario6,1,80,0,60,0,30,40,100,80,0.4,False,0.848,0
scenario7,0,100,0,0,100,-60,40,0,20,0.1,False,1.029,0
scenario8,1,40,60,100,40,-60,40,40,20,1.0,False,0.802,0
scenario9,1,100,100,100,0,30,100,20,80,1.0,False,0.82,0
scenario10,0,20,60,60,40,60,100,80,20,1.0,False,1.098,0
scenario11,1,0,20,0,40,0,40,0,20,0.8,False,0.953,0
scenario12,1,20,100,60,60,60,60,20,40,0.2,False,0.904,0
scenario13,0,100,80,80,40,60,80,60,80,0.6,False,1.193,0
scenario14,1,20,20,80,60,-90,0,0,20,1.0,False,0.916,0
scenario15,0,100,60,80,0,0,60,80,60,0.8,False,1.116,0
scenario16,1,80,0,100,100,-90,100,80,40,1.0,False,0.896,0
scenario17,1,0,40,60,20,0,0,100,100,0.4,False,0.875,0
scenario18,0,80,0,100,40,90,100,80,80,0.2,False,1.186,0
scenario19,0,40,20,80,80,-90,80,40,60,0.1,False,1.049,0
scenario20,0,40,40,20,0,-60,80,0,0,1.0,False,1.102,0
scenario21,1,0,80,20,20,60,60,80,20,0.4,False,0.788,0
scenario22,1,20,80,100,100,-60,100,40,60,1.0,False,0.923,0
scenario23,1,60,80,60,0,-60,20,0,40,0.1,False,0.835,0
scenario24,0,80,20,0,0,60,100,0,20,0.1,False,1.15,0
scenario25,0,40,0,80,20,-30,100,60,20,0.8,False,1.068,0
scenario26,0,100,80,80,60,-60,60,60,20,0.1,False,1.091,0
scenario27,0,100,60,40,60,0,60,100,0,1.0,False,0.998,0
scenario28,0,0,60,100,40,90,0,20,20,0.2,False,1.028,0
scenario29,1,20,60,20,40,0,20,0,60,0.8,False,0.9,0
scenario30,0,0,100,80,0,-90,20,20,60,0.6,False,1.224,0
scenario31,1,20,60,0,20,0,0,60,40,0.6,False,0.853,0
scenario32,1,60,100,100,80,60,100,60,20,0.2,False,0.758,0
scenario33,1,20,0,80,100,30,0,100,40,0.1,False,0.982,0
scenario34,0,80,60,80,80,-60,0,80,0,0.2,False,0.918,0
scenario35,0,80,0,100,20,0,0,80,20,0.8,False,1.124,0
scenario36,0,80,0,60,100,30,80,80,40,0.4,False,1.08,0
scenario37,0,100,100,40,20,-30,60,20,100,1.0,False,1.07,0
scenario38,1,60,40,0,0,0,80,80,0,0.1,False,0.887,0
scenario39,0,80,40,20,40,-90,20,40,40,0.2,False,1.09,0
scenario40,1,80,100,40,80,90,100,80,0,1.0,False,0.769,0
scenario41,1,100,0,20,40,-90,0,100,80,0.2,False,0.783,0
