instances,feature_direction,feature_cloudiness,feature_precipitation,feature_precipitationdeposits,feature_windintensity,feature_timeofday,feature_fogdensity,feature_fogdistance,feature_wetness,feature_roadfriction,collision,min_ttc,algo_safety
scenario89,0,0,100,20,80,90,40,0,20,0.4,0,1.3696976399323,0
scenario90,0,0,100,80,80,30,40,0,60,0.4,0,0.9893678983936576,0
scenario91,0,0,100,0,80,30,40,0,40,0.4,0,1.0529792392946205,0
scenario92,0,0,100,80,80,30,40,80,20,0.4,0,1.064233590314279,0
scenario93,0,0,100,20,60,30,40,0,20,0.1,0,1.393897600428842,0
scenario94,0,100,100,20,80,30,40,0,60,0.4,0,1.3633877400096,0
scenario95,0,0,100,20,80,-30,40,0,0,0.4,0,0.977753733212089,0
scenario96,0,0,100,80,80,30,20,0,20,0.4,0,1.1414787850056871,0
scenario97,0,100,100,20,80,30,40,80,20,0.4,0,1.4382762443800727,0
scenario98,0,0,100,20,80,30,40,0,40,0.1,0,1.3836340137790233,0
scenario99,0,0,40,80,80,30,40,0,20,0.4,0,1.055968608137679,0
scenario100,0,100,100,60,80,30,40,0,20,0.4,0,1.0100937349480372,0
scenario101,0,100,100,20,80,30,20,0,20,0.4,0,1.462467104321942,0
scenario102,0,0,100,20,80,0,40,0,100,0.4,0,0.5736179460725067,0
scenario103,0,0,20,80,80,30,40,0,20,0.4,0,1.0050776764518283,0
scenario104,0,0,100,20,80,-30,40,0,100,0.4,0,0.8117841798842309,0
scenario105,0,0,100,20,80,30,40,60,20,0.2,0,1.513700271867022,0
scenario106,0,100,40,20,80,30,40,0,20,0.4,0,1.2836033774406974,0
scenario107,0,100,100,20,80,30,40,0,20,1.0,0,1.32433554415369,0
scenario108,0,100,20,20,80,30,40,0,20,0.4,0,1.4904646275719298,0
scenario109,0,0,100,20,80,30,40,60,60,0.4,0,1.5328663899576886,0
scenario110,0,0,100,20,20,30,40,0,20,0.8,0,1.4608274372759054,0
scenario111,0,80,100,20,80,30,40,0,0,0.4,0,1.339646629026191,0
scenario112,0,0,100,20,60,30,40,0,0,0.4,0,1.4218722936279875,0
scenario113,0,100,100,100,80,30,40,0,20,0.4,0,1.910927511233655,0
scenario114,0,0,100,60,80,30,40,60,20,0.4,0,1.1436638381526572,0
scenario115,0,0,100,0,80,30,40,0,20,0.8,0,1.361323686091454,0
scenario116,0,60,100,80,80,30,40,0,20,0.4,0,0.927076402712364,0
scenario117,0,0,100,80,80,30,40,0,20,0.6,0,1.165899296412963,0
scenario118,0,0,40,20,80,30,40,60,20,0.4,0,1.441026914776742,0
scenario119,0,40,100,20,80,30,40,0,20,0.2,0,1.4032029910001935,0
scenario120,0,0,100,0,80,30,40,100,20,0.4,0,1.6881232581624814,0
scenario121,0,0,100,0,80,30,0,0,20,0.4,0,1.8216367794596573,0
scenario122,0,0,20,20,80,30,40,60,20,0.4,0,1.4014263615336648,0
scenario123,0,100,100,20,80,30,40,0,20,0.6,0,1.3608993122966957,0
scenario124,0,100,100,20,100,30,40,0,20,0.4,0,1.3750976228001608,0
scenario125,0,40,100,20,80,30,40,80,20,0.4,0,1.3900450309440535,0
scenario126,0,0,100,100,80,30,40,60,20,0.4,0,0.8398602317298137,0
scenario127,0,40,100,60,80,30,40,0,20,0.4,0,0.8755498328810175,0
scenario128,0,40,100,20,80,30,20,0,20,0.4,0,1.3844371640092563,0
scenario129,0,20,100,20,80,-30,40,0,20,0.4,0,0.95386810520505,0
scenario130,0,60,100,20,80,30,40,60,20,0.4,0,1.3983639558904437,0
scenario131,0,0,100,20,0,-60,40,0,20,0.4,0,0.8362605036616967,0
scenario132,0,0,100,20,80,-60,40,0,20,0.0,0,1.0614000353317692,0
scenario133,0,0,100,40,80,-60,40,0,20,0.4,0,1.0399856894415889,0
scenario134,0,40,100,20,80,30,40,0,20,1.0,0,1.3684311506301894,0
scenario135,0,40,20,20,80,30,40,0,20,0.4,0,1.4686164142280689,0
scenario136,0,0,100,20,80,30,40,60,20,0.6,0,1.1255183629883148,0
scenario137,0,0,100,20,100,30,40,60,20,0.4,0,1.042328344034315,0
scenario138,0,0,100,20,80,30,40,20,20,0.8,0,1.331203314372781,0
scenario139,0,20,100,20,80,30,80,0,20,0.4,0,1.0192723182390775,0
scenario140,0,20,100,20,80,30,40,0,80,0.4,0,1.0970144965899995,0
scenario141,0,0,100,20,80,30,0,20,20,0.4,0,1.535585656832967,0
scenario142,0,0,100,20,40,30,40,0,20,0.2,0,1.355730154993252,0
scenario143,0,0,100,20,80,30,40,0,0,0.8,0,1.3343351562610724,0
scenario144,0,0,100,20,40,30,40,0,60,0.4,0,1.3370991309052631,0
scenario145,0,20,100,20,60,30,40,0,20,0.4,0,1.3126157689271394,0
scenario146,0,0,100,20,80,30,40,100,0,0.4,0,1.8474581938004828,0
scenario147,0,0,100,20,40,30,40,80,20,0.4,0,1.3684911497622447,0
scenario148,0,40,100,20,80,30,40,0,20,0.6,0,1.356609120125198,0
scenario149,0,0,100,20,80,30,0,0,0,0.4,0,1.3432348400036218,0
scenario150,0,0,60,20,80,30,40,40,20,0.4,0,1.4326109450334794,0
scenario151,0,40,100,20,100,30,40,0,20,0.4,0,1.3984013524039056,0
scenario152,0,0,100,20,80,30,40,0,100,0.8,0,1.0163722701524254,0
scenario153,0,0,100,60,40,30,40,0,20,0.4,0,1.1367264001540462,0
scenario154,0,0,100,20,40,30,20,0,20,0.4,0,1.376835823258881,0
scenario155,0,20,100,20,80,30,40,0,40,0.4,0,1.3101342141567915,0
scenario156,0,0,100,20,80,30,40,100,100,0.4,0,2.084391421927516,0
scenario157,0,0,40,20,40,30,40,0,20,0.4,0,1.486280243056066,0
scenario158,0,0,100,20,80,30,40,40,20,0.2,0,1.5465303943006383,0
scenario159,0,0,100,20,80,30,0,0,100,0.4,0,2.0011451862586265,0
scenario160,0,0,100,20,40,30,40,0,20,1.0,0,1.3644903537031463,0
scenario161,0,0,20,20,40,30,40,0,20,0.4,0,1.4233404978569275,0
scenario162,0,0,100,20,80,30,40,40,60,0.4,0,1.4242170251955644,0
scenario163,0,0,100,20,80,30,60,0,20,0.2,0,1.3526668883368689,0
scenario164,0,0,100,20,80,30,40,0,20,0.8,0,1.4378727025187148,0
scenario165,0,0,100,20,80,30,60,0,60,0.4,0,1.3246993581590512,0
scenario166,0,0,100,60,80,30,40,40,20,0.4,0,0.6862933276324781,0
scenario167,0,0,100,20,80,30,20,40,20,0.4,0,1.600982212313326,0
scenario168,0,0,100,20,80,30,60,80,20,0.4,0,1.1140463714879254,0
scenario169,0,0,100,20,80,30,0,0,20,0.4,0,1.5198699176205093,0
scenario170,0,0,40,20,80,30,40,40,20,0.4,0,1.4409076833188426,0
scenario171,0,0,100,60,80,30,60,0,20,0.4,0,1.1132971207150846,0
scenario172,0,0,80,20,80,-30,40,0,20,0.4,0,0.8959165948578399,0
scenario173,0,60,100,20,40,30,40,0,20,0.4,0,1.3383965684887416,0
scenario174,0,0,60,20,80,30,40,0,20,0.2,0,1.3682906448339318,0
scenario175,0,0,100,20,80,30,40,40,20,1.0,0,1.441899722196552,0
scenario176,0,0,0,20,20,30,40,0,20,0.4,0,1.4312295396594716,0
scenario177,0,0,100,20,20,60,40,0,20,0.4,0,1.3523803087180826,0
scenario178,0,0,100,40,20,30,40,0,20,0.4,0,1.0037918393766825,0
scenario179,0,0,20,20,80,30,40,40,20,0.4,0,1.4470705287537036,0
scenario180,0,0,100,20,40,30,40,0,20,0.6,0,1.412769491684171,0
scenario181,0,0,60,20,80,30,40,0,60,0.4,0,1.5070967823638135,0
scenario182,0,0,40,20,80,30,60,0,20,0.4,0,1.3460111686545175,0
scenario183,0,0,100,20,80,30,60,0,20,1.0,0,1.2883978812420342,0
scenario184,0,0,20,20,80,30,60,0,20,0.4,0,1.371988598489012,0
scenario185,0,0,60,20,80,30,40,80,20,0.4,0,1.4362284295822376,0
scenario186,0,0,100,100,80,30,40,40,20,0.4,0,1.188494684709984,0
scenario187,0,20,100,20,80,30,40,0,20,0.8,0,1.3468555200629475,0
scenario188,0,0,0,0,80,30,40,0,20,0.4,0,1.4446146997028804,0
scenario189,0,0,100,0,0,30,40,0,20,0.4,0,1.414024101216103,0
scenario190,0,0,100,0,80,30,40,0,20,0.0,0,1.439569306289362,0
scenario191,0,0,100,0,80,60,40,0,20,0.4,0,1.3333050830511344,0
scenario192,0,0,100,0,80,90,40,0,20,0.4,0,1.423935782398624,0
scenario193,1,0,100,20,80,30,40,0,20,0.2,0,0.8502208709565808,0
scenario194,0,0,80,20,80,30,80,0,20,0.4,0,1.3394156676906708,0
scenario195,0,0,100,20,80,30,40,0,60,0.2,0,1.4780641725890389,0
scenario196,0,0,60,60,80,30,40,0,20,0.4,0,1.096432436118351,0
scenario197,0,0,80,20,80,30,40,0,80,0.4,0,1.0357682269842363,0
scenario198,0,20,100,20,80,30,40,100,20,0.4,0,1.3489235146291358,0
scenario199,0,0,100,80,80,0,40,0,20,0.4,0,1.3369551765248608,0
scenario200,0,0,100,100,80,30,60,0,20,0.4,0,1.022580333615957,0
scenario201,0,20,100,20,80,30,0,0,20,0.4,0,1.3718994544736356,0
scenario202,0,0,100,20,80,30,40,80,20,0.2,0,1.4070294612435723,0
scenario203,0,80,80,20,80,30,40,0,20,0.4,0,1.3403212441192904,0
scenario204,0,0,100,80,80,-30,40,0,20,0.4,0,0.933635231699116,0
scenario205,0,60,100,20,80,30,40,40,20,0.4,0,1.3959928800504626,0
scenario206,0,0,60,20,80,30,40,0,20,1.0,0,1.0698324157924142,0
scenario207,0,0,100,20,80,30,40,40,20,0.6,0,1.0617666536925898,0
scenario208,0,100,100,20,80,0,40,0,20,0.4,0,1.2986676611559504,0
scenario209,0,0,100,60,80,30,40,0,20,0.2,0,1.0294878458281609,0
scenario210,0,0,80,20,60,30,40,0,20,0.4,0,1.320411523252579,0
scenario211,0,0,100,20,80,30,20,0,20,0.2,0,1.3375962799015275,0
scenario212,0,0,100,20,100,30,40,40,20,0.4,0,1.003417193512953,0
scenario213,0,0,0,20,80,30,40,0,20,0.1,0,1.4304216688444975,0
scenario214,0,0,100,20,0,30,40,0,20,0.1,0,1.3653514296738838,0
scenario215,0,0,100,40,80,30,40,0,20,0.1,0,0.6204113888757534,0
scenario216,0,0,100,20,80,60,40,0,20,0.1,0,1.3839116908711364,0
scenario217,0,0,100,20,80,90,40,0,20,0.1,0,1.3467087971309826,0
scenario218,0,100,100,20,80,-30,40,0,20,0.4,0,1.0977212687076596,0
scenario219,0,60,100,20,80,30,60,0,20,0.4,0,1.339222466137159,0
scenario220,0,0,100,20,80,30,20,0,60,0.4,0,1.4708351208891566,0
scenario221,0,0,40,20,80,30,40,0,20,0.2,0,1.3587544588379556,0
scenario222,0,0,100,20,80,30,60,0,20,0.6,0,1.3152881121030406,0
scenario223,0,0,60,100,80,30,40,0,20,0.4,0,1.0697442900861147,0
scenario224,0,0,100,20,100,30,60,0,20,0.4,0,1.3301388433216408,0
scenario225,0,0,100,60,80,30,40,80,20,0.4,0,0.96940280421853,0
scenario226,0,0,20,20,80,30,40,0,20,0.2,0,1.4138540529138837,0
scenario227,0,0,100,20,80,30,20,80,20,0.4,0,1.4442807626653065,0
scenario228,0,0,80,20,80,30,40,0,40,0.4,0,1.3290263242228006,0
scenario229,0,0,100,80,80,30,80,0,20,0.4,0,1.0829456459234688,0
scenario230,1,0,40,20,80,30,40,0,20,0.4,0,1.6389143279771217,0
scenario231,0,0,40,20,80,30,40,0,60,0.4,0,1.3855758388631372,0
scenario232,0,0,100,80,80,30,40,0,80,0.4,0,1.0267670577676933,0
scenario233,1,0,100,20,80,30,40,0,20,1.0,0,0.7927531884695477,0
scenario234,0,0,100,20,80,30,40,0,60,1.0,0,1.3594167402438144,0
scenario235,1,0,20,20,80,30,40,0,20,0.4,0,1.8533062678124776,0
scenario236,0,0,20,20,80,30,40,0,60,0.4,0,1.4895831268686377,0
scenario237,0,0,40,20,80,30,40,80,20,0.4,0,1.545370516199825,0
scenario238,0,0,100,60,80,30,20,0,20,0.4,0,1.538681291373086,0
scenario239,0,80,100,80,80,30,40,0,20,0.4,0,0.8852527217437793,0
scenario240,0,0,100,100,80,30,40,0,20,0.2,0,1.5687934510263384,0
scenario241,0,0,100,20,80,30,40,80,20,1.0,0,1.23551371219327,0
scenario242,0,100,100,20,80,30,80,0,20,0.4,0,1.3237808549593508,0
scenario243,0,60,60,20,80,30,40,0,20,0.4,0,1.316866634160155,0
scenario244,0,0,20,20,80,30,40,80,20,0.4,0,1.4272334392585844,0
scenario245,0,100,100,20,80,30,40,0,80,0.4,0,1.3361739245741593,0
scenario246,0,0,100,20,80,0,40,60,20,0.4,0,1.1156815041824413,0
scenario247,0,0,100,80,60,30,40,0,20,0.4,0,1.0664191558950966,0
scenario248,0,0,40,60,80,30,40,0,20,0.4,0,1.128226474884374,0
scenario249,0,0,40,20,80,30,20,0,20,0.4,0,1.4180240304604517,0
scenario250,0,0,0,20,80,30,40,20,20,0.4,0,1.3730134405696546,0
scenario251,0,0,100,20,0,30,40,20,20,0.4,0,1.3642756884355445,0
scenario252,0,0,100,20,80,30,40,20,20,0.0,0,1.3588405491841198,0
scenario253,0,0,100,40,80,30,40,20,20,0.4,0,0.922247007409312,0
scenario254,0,0,100,20,80,60,40,20,20,0.4,0,1.4860837014567865,0
scenario255,0,0,100,20,80,90,40,20,20,0.4,0,1.383222309103926,0
scenario256,0,0,60,20,80,30,40,0,20,0.6,0,1.3784780163154329,0
scenario257,1,0,100,100,80,30,40,0,20,0.4,0,1.54469254694777,0
scenario258,0,0,100,100,80,30,40,0,60,0.4,0,1.8305923606901788,0
scenario259,0,0,100,20,80,-30,40,60,20,0.4,0,1.4349704924915607,0
scenario260,0,0,100,60,80,30,40,0,20,1.0,0,0.996910532521024,0
scenario261,0,0,100,20,80,30,20,0,20,1.0,0,1.6653416515895354,0
scenario262,0,0,60,20,100,30,40,0,20,0.4,0,1.5122752137591002,0
scenario263,0,0,20,60,80,30,40,0,20,0.4,0,1.0318880083987756,0
scenario264,0,0,20,20,80,30,20,0,20,0.4,0,1.4333724317239127,0
scenario265,0,0,100,100,80,30,40,80,20,0.4,0,1.0540447765288992,0
scenario266,0,100,100,20,60,30,40,0,20,0.4,0,1.4129980392506507,0
scenario267,0,60,100,20,80,30,40,0,20,0.2,0,1.3446358888865195,0
scenario268,0,0,40,20,80,30,40,0,20,1.0,0,1.4576492878508505,0
scenario269,0,0,100,80,80,30,40,0,40,0.4,0,0.6293786788380954,0
scenario270,0,0,0,20,80,30,40,0,0,0.4,0,1.358527048222109,0
scenario271,0,0,100,20,0,30,40,0,0,0.4,0,1.3377269574277937,0
scenario272,0,0,100,20,80,30,40,0,0,0.0,0,1.343535523459766,0
scenario273,0,0,100,40,80,30,40,0,0,0.4,0,1.080584186538159,0
scenario274,0,0,100,20,80,60,40,0,0,0.4,0,1.3707940616289591,0
scenario275,0,0,100,20,80,90,40,0,0,0.4,0,1.371110385639286,0
scenario276,0,0,100,100,80,30,20,0,20,0.4,0,0.994805110390436,0
scenario277,0,0,20,20,80,30,40,0,20,1.0,0,1.38257530974864,0
scenario278,1,60,100,20,80,30,40,0,20,0.4,0,0.8453664839170479,0
scenario279,0,60,100,20,80,30,40,0,60,0.4,0,1.329529269386876,0
scenario280,0,0,100,20,100,30,40,0,20,0.2,0,1.31179499780251,0
scenario281,1,0,100,20,80,30,40,0,20,0.6,0,0.950006651619454,0
scenario282,0,0,100,20,80,30,40,0,60,0.6,0,1.4444107065749814,0
scenario283,0,0,100,20,80,30,80,60,20,0.4,0,1.4514088507483398,0
scenario284,0,0,40,100,80,30,40,0,20,0.4,0,1.0279890817943422,0
scenario285,0,60,100,20,80,30,40,80,20,0.4,0,1.5031332668203106,0
scenario286,0,100,100,20,80,30,40,0,40,0.4,0,1.3425704656753257,0
scenario287,1,0,100,20,100,30,40,0,20,0.4,0,0.7887063231561701,0
scenario288,0,0,100,20,100,30,40,0,60,0.4,0,1.3008387472266685,0
scenario289,0,0,100,20,80,30,40,60,80,0.4,0,0.9263195943283896,0
scenario290,0,0,100,100,80,30,40,0,20,1.0,0,1.772405549076298,0
scenario291,0,40,100,20,80,0,40,0,20,0.4,0,1.3326337077954642,0
scenario292,0,0,100,20,80,30,40,80,20,0.6,0,1.4214559370743194,0
scenario293,0,0,20,100,80,30,40,0,20,0.4,0,0.9491977399136554,0
scenario294,0,0,0,20,80,30,40,0,100,0.4,0,0.8992519793052803,0
scenario295,0,0,100,20,0,30,40,0,100,0.4,0,1.152874758508093,0
scenario296,0,0,100,40,80,30,40,0,100,0.4,0,0.8004832212302985,0
scenario297,0,0,100,20,80,30,40,0,100,0.0,0,0.7843080295884578,0
scenario298,0,0,100,20,80,60,40,0,100,0.4,0,1.5759003930835551,0
scenario299,0,0,100,20,80,90,40,0,100,0.4,0,1.4566369478722911,0
scenario300,0,80,100,20,80,30,40,60,20,0.4,0,1.37680208637109,0
scenario301,0,0,100,20,100,30,40,80,20,0.4,0,1.50553186111188,0
scenario302,0,60,100,60,80,30,40,0,20,0.4,0,0.9541374228338688,0
scenario303,0,60,100,20,80,30,20,0,20,0.4,0,1.499372182365534,0
scenario304,0,40,100,20,80,-30,40,0,20,0.4,0,1.3759065771466237,0
scenario305,0,0,100,60,80,30,40,0,20,0.6,0,0.9327175493690352,0
scenario306,0,0,100,20,80,30,20,0,20,0.6,0,1.6225634708009122,0
scenario307,0,0,100,20,60,30,40,60,20,0.4,0,1.4628959311734049,0
scenario308,0,0,80,20,80,30,40,0,20,0.8,0,1.4327053809010433,0
scenario309,0,60,40,20,80,30,40,0,20,0.4,0,1.4274164629041588,0
scenario310,0,0,100,60,100,30,40,0,20,0.4,0,0.9730451183727792,0
scenario311,0,0,100,20,100,30,20,0,20,0.4,0,1.5147149475851835,0
scenario312,0,60,100,20,80,30,40,0,20,1.0,0,1.3317219570251797,0
scenario313,0,0,40,20,80,30,40,0,20,0.6,0,1.39117244127618,0
scenario314,0,60,20,20,80,30,40,0,20,0.4,0,1.33699026392181,0
scenario315,0,0,80,20,80,30,40,100,20,0.4,0,1.5373529182903036,0
scenario316,0,0,40,20,100,30,40,0,20,0.4,0,1.4463795396675418,0
scenario317,0,0,20,20,80,30,40,0,20,0.6,0,1.460024706505074,0
scenario318,0,0,80,20,80,30,0,0,20,0.4,0,1.443240451770803,0
scenario319,0,0,100,20,100,30,40,0,20,1.0,0,1.3479803362758902,0
scenario320,0,0,100,20,80,30,40,60,40,0.4,0,1.4087470287575985,0
scenario321,0,0,20,20,100,30,40,0,20,0.4,0,1.46541671323844,0
scenario322,0,40,100,20,80,30,80,0,20,0.4,0,1.3542375154320023,0
scenario323,0,40,100,20,80,30,40,0,80,0.4,0,0.9672175094485804,0
scenario324,0,60,100,100,80,30,40,0,20,0.4,0,1.916047942632728,0
scenario325,0,0,0,20,80,30,40,0,20,0.4,0,1.4132922823297798,0
scenario326,0,0,100,20,80,30,40,0,20,0.0,0,1.2913027656786489,0
scenario327,0,0,100,40,80,30,40,0,20,0.4,0,1.0031606573892973,0
scenario328,0,0,100,20,80,60,40,0,20,0.4,0,1.37225856992086,0
scenario329,0,0,100,20,80,90,40,0,20,0.4,0,1.3513287351869885,0
scenario330,0,0,100,100,80,30,40,0,20,0.6,0,1.675398643319826,0
scenario331,0,0,100,100,100,30,40,0,20,0.4,0,2.0512783950227265,0
scenario332,0,0,100,80,80,30,40,0,20,0.8,0,0.9690807297098396,0
scenario333,0,40,100,20,60,30,40,0,20,0.4,0,1.4141508753751744,0
scenario334,0,0,100,80,80,30,40,100,20,0.4,0,1.056004789938063,0
scenario335,0,60,100,20,80,30,40,0,20,0.6,0,1.3942599725217264,0
scenario336,0,100,100,20,80,30,40,0,20,0.8,0,1.325601869843215,0
scenario337,0,0,100,80,80,30,0,0,20,0.4,0,1.2644576568009565,0
scenario338,0,60,100,20,100,30,40,0,20,0.4,0,1.3618845538975426,0
scenario339,0,0,100,20,40,0,40,0,20,0.4,0,1.3364834538374264,0
scenario340,0,40,100,20,80,30,40,0,40,0.4,0,1.3632972484487156,0
scenario341,0,0,100,20,100,30,40,0,20,0.6,0,1.0390624068306136,0
scenario342,0,0,100,20,40,-30,40,0,20,0.4,0,1.7906357497723004,0
scenario343,0,100,100,20,80,30,40,100,20,0.4,0,1.4490791199384558,0
scenario344,0,20,0,20,80,30,40,0,20,0.4,0,1.437786862693711,0
scenario345,0,20,100,20,0,30,40,0,20,0.4,0,1.351471544847959,0
