instances,pathinteraction,feature_startego,feature_goalego,feature_startother,feature_goalother,feature_roadfriction,feature_fogdensity,feature_precipitation,feature_precipitationdeposits,feature_cloudiness,feature_windintensity,feature_wetness,feature_fogdistance,collision,min_ttc,algo_safety
scenario1,c1,0,2,1,2,0.4,100,0,60,60,40,100,40,1,0.0,1
scenario2,c2,2,1,0,1,0.1,40,20,40,80,100,20,60,0,3.452401380478685,0
scenario3,c4,1,0,2,0,0.2,20,80,100,100,0,80,40,0,2.6638022579750467,0
scenario4,c4,2,0,1,2,1.0,0,40,20,0,80,40,60,0,1.4012132748575308,0
scenario5,c2,2,1,0,1,0.8,100,100,100,20,20,60,40,0,5454.741264494956,0
scenario6,c4,1,2,2,0,1.0,20,60,0,40,60,0,60,1,0.0,1
scenario7,c2,0,1,2,1,0.2,80,0,80,40,20,20,0,0,4.043789944968946,0
scenario8,c4,2,0,1,0,0.6,80,100,0,80,80,100,80,0,4.030445047872717,0
scenario9,c2,0,1,2,1,0.4,60,60,100,0,100,100,100,0,3.367565912014089,0
scenario10,c2,0,1,2,0,0.1,0,40,40,20,60,100,40,0,2.03509897581598,0
scenario11,c4,2,0,1,0,0.2,40,100,60,40,40,40,20,0,2.020661666469566,0
scenario12,c1,1,2,0,2,0.4,0,20,100,60,0,0,80,0,5.955484518934676,0
scenario13,c1,1,2,0,1,0.6,0,80,80,100,100,40,0,0,6.279537972511161,0
scenario14,c4,1,2,2,0,0.8,60,40,80,60,80,60,20,0,4.734476550579462,0
scenario15,c1,1,2,0,2,0.1,100,100,20,100,80,80,100,0,9.343716988370725,0
scenario16,c1,1,2,0,2,0.6,60,60,20,40,20,40,80,0,4.760122726055312,0
scenario17,c1,0,1,1,2,0.4,80,40,0,100,100,0,20,0,2.8594874382917594,0
scenario18,c4,2,0,1,2,0.8,20,60,60,100,100,60,80,0,1.0743976533812114,0
scenario19,c4,2,0,1,2,0.2,60,80,40,20,80,20,100,0,1.0482498138395575,0
scenario20,c4,2,0,1,0,0.6,20,0,100,0,40,20,60,0,23.46006036644505,0
scenario21,c4,2,0,1,0,0.8,0,0,20,80,60,80,0,0,14.695718586948088,0
scenario22,c2,0,1,2,1,0.1,0,100,80,0,20,0,20,0,4.418695889465201,0
scenario23,c2,0,1,2,1,0.1,80,80,0,60,40,60,60,0,4.037622197589056,0
scenario24,c4,1,2,2,0,1.0,100,20,60,0,20,80,0,1,0.0,1
scenario25,c2,0,1,2,1,0.8,20,20,40,0,20,40,100,0,3.282594360536796,0
scenario26,c2,2,0,0,1,1.0,40,80,20,40,0,100,100,0,3.326676218127821,0
scenario27,c2,0,1,2,1,1.0,100,40,40,100,20,20,80,0,2.8098601427643457,0
scenario28,c4,2,0,1,0,0.4,80,60,40,20,40,80,0,0,9.854378433644383,0
scenario29,c2,0,1,2,1,0.6,40,60,40,40,80,60,40,0,3.930075924283,0
scenario30,c2,2,0,0,1,0.6,100,60,60,20,80,0,20,0,2.505116169941373,0
scenario31,c1,1,2,0,2,0.2,40,40,80,100,40,100,60,0,5.668984823604651,0
scenario32,c1,1,2,0,1,0.4,0,100,0,80,40,20,100,0,6.161799723720677,0
scenario33,c1,1,2,0,2,1.0,100,0,0,80,0,60,20,0,5.467857769062636,0
scenario34,c2,0,1,2,1,0.4,60,40,60,80,0,40,0,0,3.22282427811337,0
scenario35,c2,2,0,0,1,1.0,40,0,80,60,80,80,80,0,2.4872224940974363,0
scenario36,c1,0,1,1,2,0.6,0,20,20,20,0,20,40,0,2.428728071979854,0
scenario37,c1,0,2,1,2,0.1,20,0,80,20,0,0,0,0,3.3168769372786024,0
scenario38,c1,0,1,1,2,0.1,20,60,100,80,80,40,40,0,3.007114286767512,0
scenario39,c1,1,2,0,2,0.4,0,80,60,40,100,80,60,0,4.45437585425159,0
scenario40,c4,2,0,1,0,0.8,80,80,60,80,20,0,100,0,43.39009246807393,0
scenario41,c4,1,2,2,0,0.2,80,60,20,60,20,100,20,0,4.637350875529567,0
scenario42,c1,0,1,1,2,0.2,40,20,0,0,20,60,80,0,2.4013216684433782,0
scenario43,c2,0,1,2,0,0.6,20,100,60,60,0,60,100,0,1.9905276300865309,0
scenario44,c4,1,0,2,0,0.4,20,100,80,60,100,20,40,0,2.854975868125708,0
scenario45,c2,2,1,0,1,1.0,0,80,60,60,60,20,20,0,3.5947305130995,0
scenario46,c4,2,0,1,0,0.4,100,80,100,40,80,60,0,0,2.539851917848195,0
scenario47,c1,1,2,0,2,0.6,40,20,20,80,40,0,0,0,4.8467652604487625,0
scenario48,c2,0,1,2,1,0.2,0,40,0,20,80,80,80,0,4.013381921989137,0
scenario49,c4,1,0,2,0,0.8,20,20,60,20,80,100,60,0,2.672561109386302,0
scenario50,c2,0,1,2,1,0.4,20,80,20,20,60,40,80,0,5.852846050743909,0
scenario51,c4,2,0,1,0,0.1,60,20,40,40,0,80,20,0,3.083996847237736,0
scenario52,c2,2,0,0,1,0.1,60,20,60,100,40,0,40,0,2.203704136479942,0
scenario53,c4,2,0,1,0,0.4,40,60,80,20,0,60,60,0,59.963607782532485,0
scenario54,c1,0,2,1,2,1.0,0,0,100,100,20,100,100,0,2.9909565764356234,0
scenario55,c1,1,2,0,2,0.8,40,0,100,40,60,40,60,0,5.442056751643137,0
scenario56,c1,1,2,0,1,0.2,80,40,40,0,0,60,40,0,4.803103302612871,0
scenario57,c1,0,1,1,2,0.6,80,40,80,40,60,80,100,0,2.6800566286986784,0
scenario58,c1,1,2,0,2,0.1,80,100,0,0,60,40,0,0,4.547198761352063,0
scenario59,c4,2,0,1,0,1.0,60,0,40,0,100,0,40,0,2.715248106537255,0
scenario60,c1,0,1,1,2,0.8,60,20,0,60,40,20,0,0,2.2099313224460486,0
scenario61,c2,2,0,0,1,0.2,100,60,40,0,60,80,60,0,2.5210164858064967,0
scenario62,c1,0,1,1,2,0.8,100,80,80,0,0,100,80,0,2.570888183770527,0
scenario63,c2,0,1,2,1,0.8,40,0,20,0,100,20,20,0,3.831898462928416,0
scenario64,c1,1,2,0,2,0.6,20,0,0,20,20,80,20,0,4.350526543641573,0
scenario65,c4,1,2,2,0,1.0,80,20,100,20,100,40,80,1,0.0,1
scenario66,c4,1,2,2,0,1.0,60,80,100,80,40,20,80,0,4.673383913605176,0
scenario67,c2,2,0,0,1,0.4,20,20,80,80,60,100,20,0,2.652371109373156,0
scenario68,c4,2,0,1,0,0.1,40,40,60,20,100,20,100,0,10.870492400851385,0
scenario69,c4,2,0,1,0,0.2,80,0,20,100,60,0,80,0,28.8284070730504,0
scenario70,c4,1,0,2,0,0.8,100,40,0,40,0,20,60,0,2.4078029299866035,0
scenario71,c1,1,2,0,2,0.6,80,0,40,60,40,40,20,0,5.010061392416445,0
scenario72,c4,2,0,1,2,0.6,100,20,100,100,60,100,0,0,1.106532320602102,0
scenario73,c2,0,1,2,0,0.8,0,60,0,100,40,40,40,0,2.178148864396453,0
scenario74,c4,1,2,2,0,0.8,40,0,40,100,40,60,100,1,0.0,1
scenario75,c1,1,2,0,2,0.1,60,80,40,80,20,100,0,0,4.10664649090937,0
scenario76,c2,0,1,2,1,0.6,80,80,100,60,60,0,40,0,3.481082497249531,0
scenario77,c2,0,1,2,1,0.2,80,100,20,80,100,40,60,0,3.139637539795576,0
scenario78,c4,2,0,1,2,0.2,20,100,40,60,20,0,60,0,1.3590815428643586,0
scenario79,c4,2,0,1,0,0.1,0,80,20,80,100,60,40,0,12.217460750279727,0
scenario80,c4,2,0,1,0,0.2,80,20,0,60,100,80,100,0,22.934262114176136,0
scenario81,c1,1,2,0,2,1.0,0,100,40,60,100,60,0,0,5.861159636661149,0
scenario82,c4,2,0,1,0,1.0,20,20,20,100,80,20,20,0,20.023680455066675,0
scenario83,c1,1,2,0,2,0.6,20,100,40,40,60,20,80,0,5.885208133966598,0
scenario84,c2,2,1,0,1,1.0,20,40,40,80,100,80,100,0,3.756861261089426,0
scenario85,c1,0,2,1,2,0.4,60,100,60,0,60,60,60,1,0.0,1
scenario86,c2,0,1,2,1,0.1,40,40,100,80,60,60,80,0,4.508848474886968,0
scenario87,c1,1,2,0,2,0.4,80,20,80,0,80,80,40,0,5.750019615605971,0
scenario88,c4,2,0,1,0,0.4,100,60,80,100,20,40,20,0,3.0159918450846708,0
