Row,startego,goalego,startother,goalother,roadfriction,fogdensity,precipitation,precipitationdeposits,cloudiness,windintensity,wetness,fogdistance
Z_{1},0.6184,-0.313,-0.5233,-0.1329,0.0051,0.2106,-0.0222,-0.0413,-0.1691,0.1119,-0.1954,-0.1763
Z_{2},-0.2774,-0.2906,0.49,-0.4771,-0.1292,0.0903,-0.2506,-0.2152,-0.1946,0.3729,0.0381,-0.1947
