instances,pathinteraction,feature_startego,feature_goalego,feature_startother,feature_goalother,feature_roadfriction,feature_fogdensity,feature_precipitation,feature_precipitationdeposits,feature_cloudiness,feature_windintensity,feature_wetness,feature_fogdistance,collision,min_ttc,algo_safety
scenario42,c2,0,1,2,0,0.2,100,60,80,0,80,0,0,0,2.049257042909716,0
scenario43,c1,0,2,1,2,0.2,100,40,0,40,60,0,40,0,3.271061184209165,0
scenario44,c1,1,2,0,1,0.4,80,40,100,20,100,100,60,0,4.492450927399452,0
scenario45,c2,0,1,2,1,0.6,80,100,80,60,0,80,80,0,5.26115168707839,0
scenario46,c2,2,1,0,1,0.1,40,80,40,40,20,60,80,0,2.740782277328868,0
scenario47,c2,2,0,0,1,1.0,20,100,80,20,0,0,80,0,3.318414373970508,0
scenario48,c1,0,1,1,2,1.0,0,0,40,100,40,100,100,0,3.667743006673468,0
scenario49,c2,0,1,2,0,0.1,20,0,0,60,80,60,40,0,2.242380458667612,0
scenario50,c2,0,1,2,1,1.0,60,0,60,0,60,40,60,0,3.026523817107873,0
scenario51,c2,2,1,0,1,0.8,40,80,80,20,20,20,80,0,2.705404091523687,0
scenario52,c1,1,2,0,2,0.2,20,100,20,80,60,20,0,0,6.001442685748134,0
scenario53,c2,2,0,0,1,0.2,100,80,0,100,0,20,80,0,1.9978455854736823,0
scenario54,c1,0,2,1,2,0.4,0,100,40,20,20,40,100,0,2.67314704092752,0
scenario55,c1,1,2,0,1,1.0,40,20,20,100,100,40,100,0,6.989626615154871,0
scenario56,c2,0,1,2,0,0.8,0,60,0,80,100,60,60,0,1.685024262664913,0
scenario57,c2,0,1,2,1,0.1,40,60,0,80,40,40,60,0,2.322787831760768,0
scenario58,c2,2,1,0,1,0.6,100,20,20,20,60,80,0,0,2.9690337984407,0
scenario59,c1,0,1,1,2,0.1,0,60,60,100,100,0,0,0,3.455416851661198,0
scenario60,c1,1,2,0,2,0.4,60,0,80,0,100,60,60,0,5.226187863848888,0
scenario61,c2,2,0,0,1,1.0,60,20,100,0,40,60,0,0,1.7499675926193712,0
scenario62,c2,0,1,2,0,0.6,40,100,100,80,0,0,0,0,1.5590882345135415,0
scenario63,c1,0,2,1,2,0.6,60,80,20,100,20,60,60,0,3.556739473669027,0
scenario64,c1,1,2,0,1,0.6,100,20,40,40,40,40,40,0,6.054633113641344,0
scenario65,c2,0,1,2,1,0.4,60,60,0,40,80,80,100,0,2.943360215743104,0
scenario66,c2,2,1,0,1,0.8,20,40,80,100,40,80,100,0,2.696733293714622,0
scenario67,c1,0,1,1,2,0.6,100,20,0,80,0,20,60,0,2.660361043260705,0
scenario68,c1,1,2,0,2,0.2,20,60,60,60,0,0,100,0,5.8329495219195335,0
scenario69,c2,2,0,0,1,0.1,20,20,80,0,60,80,80,0,3.8231803235150026,0
scenario70,c1,0,2,1,2,0.4,100,80,100,0,20,40,0,0,2.14475165711962,0
scenario71,c1,1,2,0,1,0.6,20,0,60,40,100,80,80,0,6.065032214326315,0
scenario72,c1,0,1,1,2,0.4,0,80,60,0,80,20,40,0,2.666617670120675,0
scenario73,c2,0,1,2,0,0.4,100,80,20,0,60,80,100,0,2.0313688173090334,0
scenario74,c1,1,2,0,2,0.1,0,0,20,40,100,20,80,0,5.621042894626139,0
scenario75,c1,0,2,1,2,0.4,0,20,100,100,40,20,80,1,0.0,1
scenario76,c1,1,2,0,1,0.6,60,60,20,0,80,20,80,0,6.404924960181658,0
scenario77,c1,0,1,1,2,0.6,0,40,80,80,0,20,80,0,3.8228348068800977,0
scenario78,c1,1,2,0,2,0.4,20,40,80,80,0,40,80,0,6.50650599329016,0
scenario79,c1,0,2,1,2,0.1,0,80,100,80,60,80,100,0,3.042177545649641,0
scenario80,c1,1,2,0,1,0.6,60,40,20,100,0,20,100,0,6.818166553084668,0
scenario81,c1,0,1,1,2,0.2,20,20,100,40,20,80,60,0,2.4898877325380915,0
scenario82,c1,1,2,0,2,1.0,80,100,40,0,20,100,20,0,5.040556221078718,0
scenario83,c1,0,2,1,2,1.0,80,100,60,60,20,100,20,0,2.7291325019677743,0
scenario84,c1,1,2,0,1,1.0,80,100,80,60,20,100,20,0,6.101484511256626,0
scenario85,c1,0,1,1,2,0.1,80,100,40,60,20,100,20,0,2.4127636525731884,0
scenario86,c1,1,2,0,2,1.0,80,80,40,60,20,100,20,0,4.990101640512585,0
scenario87,c1,0,2,1,2,1.0,0,100,40,60,20,100,20,0,2.25756468829447,0
scenario88,c1,1,2,0,1,1.0,80,100,40,60,20,20,20,0,5.465497055332362,0
scenario89,c1,0,1,1,2,1.0,80,100,40,60,20,40,20,0,2.3085714453547204,0
scenario90,c1,1,2,0,2,1.0,80,100,40,60,20,100,80,0,3.766988331070734,0
scenario91,c1,0,2,1,2,1.0,80,100,40,80,20,100,20,0,2.7254283826102634,0
scenario92,c1,1,2,0,1,1.0,80,100,20,60,20,100,20,0,4.656376289972173,0
scenario93,c1,0,1,1,2,0.4,80,100,40,60,20,100,20,0,3.2743489650564515,0
scenario94,c1,1,2,0,2,0.6,80,100,40,60,20,100,20,0,5.527622525989029,0
scenario95,c1,0,2,1,2,1.0,80,100,40,60,20,100,100,0,2.143205921624659,0
