instances,pathinteraction,feature_goalego,feature_windintensity,feature_roadfriction,feature_fogdistance,feature_startother,feature_precipitationdeposits,feature_cloudiness,feature_fogdensity,feature_goalother,feature_precipitation,feature_wetness,feature_startego,collision,min_ttc,algo_safety
scenario132,c2,1,80,0.8,40,3,80,80,60,1,80,0,0,0,4.100712095394502,0
scenario133,c4,0,20,0.4,80,2,100,80,80,2,60,20,2,0,0.8918483722073036,0
scenario134,c1,1,80,0.1,60,2,40,80,60,2,40,20,0,0,4.9187967939455,0
scenario135,c2,0,20,1.0,80,1,20,0,80,1,40,100,2,0,1.557874775366273,0
scenario136,c4,0,60,0.6,80,3,60,80,100,0,60,20,1,0,1.9967197165874704,0
scenario137,c4,0,100,0.4,60,2,80,60,80,0,40,20,2,0,3.0694164917677296,0
scenario138,c2,1,0,1.0,100,3,0,0,20,0,40,20,0,0,3.996114970615654,0
scenario139,c2,1,0,0.4,60,3,80,100,0,0,20,60,0,0,4.227647789168039,0
scenario140,c4,0,80,0.8,100,2,100,60,40,0,60,80,2,0,2.901578010627184,0
scenario141,c2,0,20,0.6,100,1,40,0,80,1,100,20,2,0,9999.0,0
scenario142,c4,0,80,0.8,100,3,80,20,40,0,40,40,1,0,9999.0,0
scenario143,c4,0,20,0.2,20,2,20,80,60,0,80,80,2,0,2.7654236589666605,0
scenario144,c1,1,40,0.1,60,2,60,80,40,2,0,100,0,0,3.9964285293476567,0
scenario145,c1,2,80,1.0,60,1,0,100,0,1,40,20,1,0,1326.8334316363694,0
scenario146,c4,0,0,0.2,20,2,60,80,80,2,60,40,2,1,0.0,1
scenario147,c4,2,60,0.6,80,3,0,80,20,0,20,0,1,0,1.9443202126488208,0
scenario148,c4,0,40,0.6,80,3,80,100,0,0,80,0,1,0,9999.0,0
scenario149,c4,2,0,0.2,0,3,20,40,80,0,40,0,1,1,0.0,1
scenario150,c1,2,20,0.4,40,2,40,40,100,2,20,60,0,0,4.883624069519732,0
scenario151,c1,2,80,0.4,60,2,100,60,0,2,100,20,0,0,9999.0,0
scenario152,c2,1,20,0.1,100,3,20,100,20,1,0,20,0,0,4.696832025236473,0
scenario153,c2,1,0,0.6,40,3,100,20,20,1,0,40,0,0,5.349010262111655,0
scenario154,c1,1,0,0.8,40,2,20,0,0,2,80,0,0,0,9999.0,0
scenario155,c1,2,80,0.8,60,1,60,100,80,1,0,80,1,1,0.0,1
scenario156,c1,2,40,0.1,0,2,100,40,100,2,0,0,0,0,2.988198469290339,0
scenario157,c2,0,0,1.0,20,1,80,40,40,1,20,60,2,0,2.9750454796358654,0
scenario158,c4,0,80,0.2,20,2,100,60,20,2,100,80,2,0,0.966935112499939,0
scenario159,c2,1,100,0.4,0,3,80,100,60,0,20,0,0,0,2.533570887838295,0
scenario160,c2,1,80,1.0,60,1,40,20,60,1,60,40,2,0,5.580059229747472,0
scenario161,c4,0,20,0.6,100,2,20,0,100,0,80,100,2,0,3.0809645451218657,0
scenario162,c1,2,100,0.8,0,0,20,0,40,2,20,40,1,0,3.015235997763682,0
scenario163,c1,2,100,0.1,40,1,60,100,80,1,40,40,1,1,0.0,1
scenario164,c2,1,40,0.6,60,3,40,80,100,0,20,100,0,0,4.116403783699848,0
scenario165,c2,1,60,0.1,80,1,60,80,40,1,100,100,2,0,3.610728989066286,0
scenario166,c4,2,80,0.2,20,3,60,80,40,0,0,20,1,0,1.6098368174475326,0
scenario167,c4,0,60,0.6,20,3,80,0,80,0,60,100,1,0,1.996034983688132,0
scenario168,c2,1,60,0.6,80,1,40,60,60,1,40,60,2,0,3.137998687526776,0
scenario169,c4,0,100,0.2,60,2,0,0,0,2,20,60,2,0,0.9044416672748768,0
scenario170,c4,0,40,1.0,100,2,20,100,0,2,40,0,2,1,0.0,1
scenario171,c2,1,60,0.4,40,3,60,60,0,1,100,0,0,0,4.976630050384404,0
scenario172,c1,1,100,0.6,100,2,0,60,80,2,40,40,0,0,9999.0,0
scenario173,c2,0,80,1.0,40,1,40,20,40,1,0,0,2,0,3.3846232607443514,0
scenario174,c2,1,60,0.8,0,1,0,100,0,1,100,40,2,0,9999.0,0
scenario175,c1,2,80,0.8,0,2,0,20,60,2,0,60,0,0,5.227349879663148,0
scenario176,c4,0,20,0.1,80,3,100,60,20,0,100,0,1,0,2.3202496959443053,0
scenario177,c1,1,80,0.4,60,2,100,20,60,2,80,40,0,0,4.700221257071377,0
scenario178,c2,1,60,0.8,40,3,80,80,100,0,20,40,0,0,3.4714927328825578,0
scenario179,c4,0,20,0.1,40,2,100,40,60,0,80,60,2,0,3.208644080616323,0
scenario180,c1,2,80,0.6,80,0,20,40,100,2,40,100,1,0,3.1956058063278228,0
scenario181,c1,2,60,0.4,20,1,60,40,20,1,60,100,1,1,0.0,1
scenario182,c2,1,20,1.0,60,3,60,80,80,0,100,80,0,0,4.030777524819709,0
scenario183,c1,2,60,1.0,60,1,40,80,40,1,40,100,1,1,0.0,1
scenario184,c4,0,40,0.2,60,2,20,20,100,2,100,100,2,1,0.0,1
scenario185,c4,0,100,0.6,0,3,100,0,20,0,80,60,1,1,0.0,1
scenario186,c1,2,100,0.4,0,2,80,80,20,2,0,100,0,0,4.847994856571089,0
scenario187,c4,0,20,0.1,100,2,60,40,80,0,0,20,2,0,4.029999023218072,0
scenario188,c4,0,0,0.2,20,2,20,100,100,0,80,80,2,0,2.584664998007666,0
scenario189,c2,1,40,0.6,60,3,0,20,0,1,20,60,0,0,3.439541843454845,0
scenario190,c2,1,80,0.1,80,3,20,40,20,1,20,80,0,0,4.957930329429759,0
scenario191,c1,2,0,0.4,80,0,40,20,40,2,40,40,1,0,3.6978371200414415,0
scenario192,c1,1,80,0.6,100,2,100,100,40,2,100,20,0,0,5.120356976200086,0
scenario193,c1,2,20,0.8,100,2,40,80,40,2,20,40,0,0,9999.0,0
scenario194,c2,0,0,0.2,40,1,80,60,20,1,20,80,2,0,9999.0,0
scenario195,c4,0,40,0.2,100,2,40,80,40,2,60,100,2,1,0.0,1
scenario196,c4,0,60,0.8,0,3,40,20,100,0,0,0,1,0,1.8886359169472224,0
scenario197,c4,0,20,0.1,0,2,20,0,80,2,60,40,2,1,0.0,1
scenario198,c4,0,100,0.4,0,2,20,80,100,0,0,0,2,0,2.278858124870267,0
scenario199,c4,2,100,0.2,80,3,60,60,80,0,0,60,1,0,2.7284199371843845,0
scenario200,c4,2,40,1.0,80,3,20,40,0,0,20,100,1,0,9999.0,0
scenario201,c2,1,40,0.6,20,3,80,80,80,1,60,0,0,0,4.378345069913623,0
scenario202,c2,1,100,1.0,80,3,40,100,100,1,40,100,0,0,4.574766704189414,0
scenario203,c1,2,20,0.6,40,0,0,80,20,2,80,20,1,0,3.215418363570045,0
scenario204,c4,0,0,1.0,100,2,100,60,60,0,20,0,2,0,2.897139876492724,0
scenario205,c1,2,0,0.2,100,1,80,60,40,1,100,40,1,0,2.1651564918185424,0
scenario206,c2,1,100,1.0,80,3,0,0,40,0,100,40,0,0,3.988049749924998,0
scenario207,c2,0,0,0.6,40,1,60,40,0,1,60,60,2,0,9999.0,0
scenario208,c2,1,100,0.6,40,1,80,80,100,1,20,60,2,0,2.822625429999766,0
scenario209,c2,0,40,0.4,20,1,100,20,60,1,0,20,2,0,2.6448163555530435,0
scenario210,c1,2,60,0.1,0,2,0,100,100,2,0,80,0,0,2.7181741889982383,0
scenario211,c4,0,20,1.0,40,3,0,40,60,0,100,20,1,0,2.0107423330427703,0
scenario212,c4,2,80,0.1,80,3,60,20,0,0,40,60,1,0,9999.0,0
scenario213,c2,1,60,0.2,100,3,60,80,0,0,20,40,0,0,3.9295790491340807,0
scenario214,c1,2,40,0.6,100,2,100,40,20,2,0,0,0,0,9999.0,0
scenario215,c2,0,20,0.2,40,1,80,40,20,1,20,40,2,0,9999.0,0
scenario216,c4,2,0,1.0,60,3,20,0,20,0,100,60,1,1,0.0,1
scenario217,c4,0,20,0.2,80,3,0,20,0,0,80,0,1,0,9999.0,0
scenario218,c2,0,20,0.1,100,1,80,20,60,1,80,60,2,0,3.42018957941969,0
scenario219,c4,0,40,1.0,0,2,60,0,20,2,100,60,2,0,9999.0,0
