Row,goalego,windintensity,roadfriction,fogdistance,startother,precipitationdeposits,cloudiness,fogdensity,goalother,precipitation,wetness,startego
Z_{1},0.4622,0.1259,0.0973,0.0238,0.1474,-0.0377,-0.095,-0.0216,-0.0006,-0.0511,-0.0736,-0.7322
Z_{2},0.226,0.0773,-0.0048,0.0994,-0.7451,0.0963,0.0505,-0.0056,0.6627,0.1543,0.1529,0.128
