Row,cloudiness,windintensity,precipitation,precipitationdeposits,wetness,roadfriction,fogdensity,fogdistance,startego,goalego,startother,goalother
Z_{1},0.1853,0.0606,0.135,0.0568,-0.1578,0.1727,0.0781,-0.093,-0.6946,0.4935,0.0676,0.1411
Z_{2},-0.0409,-0.1138,-0.3465,0.0206,-0.15,-0.0128,-0.9466,0.9398,0.1754,-0.0198,-0.5447,0.2192
