Row,timeofday,cloudiness,windintensity,precipitation,precipitationdeposits,wetness,roadfriction,fogdensity,fogdistance,startego,goalego,startother,goalother
Z_{1},-0.5166,-0.8071,0.0176,0.1504,-0.5304,0.6424,-0.914,0.2982,0.2955,-0.391,0.2853,0.1489,0.071
Z_{2},-0.1922,-0.7361,0.0373,-0.8804,-0.2937,-0.9692,-0.662,0.4634,-0.0982,0.1005,0.1816,-0.3976,0.3857
