Row,goalego,windintensity,roadfriction,fogdistance,startother,precipitationdeposits,cloudiness,fogdensity,goalother,precipitation,wetness,timeofday,startego
Z_{1},-0.1216,0.0658,0.0934,0.1136,-0.8821,0.0434,-0.1211,-0.0055,0.616,0.0901,-0.0712,0.072,0.549
Z_{2},-0.8342,0.1486,-0.0345,0.1511,0.0583,0.0164,0.0569,0.0422,-0.5173,0.049,-0.0747,0.1257,0.7718
