Row,goalego,windintensity,roadfriction,fogdistance,startother,precipitationdeposits,cloudiness,fogdensity,goalother,precipitation,wetness,startego
Z_{1},0.5423,0.1233,0.1186,0.0384,0.1504,-0.0289,-0.094,0.0037,0.1553,-0.0381,-0.065,-0.6267
Z_{2},0.1349,0.063,-0.0245,0.1141,-0.798,0.1017,0.0662,-0.0132,0.6291,0.1444,0.147,0.202
