Row,goalego,windintensity,roadfriction,fogdistance,startother,precipitationdeposits,cloudiness,fogdensity,goalother,precipitation,wetness,startego
Z_{1},0.3848,0.0169,-0.0247,-0.0598,-0.6061,0.0391,0.0934,0.073,0.4979,0.0223,0.0023,-0.0684
Z_{2},0.505,-0.1081,0.0917,-0.1257,0.4706,-0.1116,-0.0537,0.0988,0.1811,0.0265,-0.0633,-0.8339
