Row,goalego,windintensity,roadfriction,fogdistance,startother,precipitationdeposits,cloudiness,fogdensity,goalother,precipitation,wetness,startego
Z_{1},0.5307,0.1257,0.1099,0.0466,0.0869,-0.0313,-0.0886,-0.0061,0.1673,-0.027,-0.0516,-0.6634
Z_{2},0.0358,0.0438,-0.0516,0.1077,-0.8394,0.0907,0.081,-0.0274,0.5739,0.1584,0.1681,0.2073
