Row,goalego,windintensity,roadfriction,fogdistance,startother,precipitationdeposits,cloudiness,fogdensity,goalother,precipitation,wetness,timeofday,startego
Z_{1},-0.348,0.1599,-0.1703,-0.1173,-0.9818,0.0242,-0.0131,-0.2962,0.117,-0.0925,0.0699,0.0365,0.9573
Z_{2},-0.7539,-0.1674,0.0075,0.0703,1.0873,-0.0609,-0.044,0.2181,-1.1603,-0.0827,-0.1173,-0.0327,-0.0435
