Row,z_1,z_2
bnd_pnt_1,-2.14798654069602,0.68040223002605
bnd_pnt_2,-1.97242359525239,0.817915382403385
bnd_pnt_3,-1.46280964246671,0.819917478698496
bnd_pnt_4,-1.57932090845263,0.159274898189549
bnd_pnt_5,NaN,NaN
bnd_pnt_6,-1.57932090845263,0.159274898189549
bnd_pnt_7,-1.37637838990969,0.0180580302977081
bnd_pnt_8,-0.922579239038525,0.0566790565781875
bnd_pnt_9,-0.442070237325642,-1.02415565080321
bnd_pnt_10,-0.860720975707269,-0.532396782502469
bnd_pnt_11,-1.5350624745476,-0.404374259276613
bnd_pnt_12,NaN,NaN
bnd_pnt_13,-0.44022914684252,-1.60516229314337
bnd_pnt_14,-0.442070237325642,-1.02415565080321
bnd_pnt_15,0.103496182826229,-1.04606765824502
bnd_pnt_16,-0.100665841911159,-1.34435900480407
bnd_pnt_17,-0.212041454843805,-1.75674794677812
bnd_pnt_18,-0.134445373355822,-2.51462467601044
bnd_pnt_19,-0.612226348240497,-1.76409820036249
bnd_pnt_20,NaN,NaN
bnd_pnt_21,0.179701290970417,2.09206045082883
bnd_pnt_22,0.347919770236081,2.3741440176515
bnd_pnt_23,0.591106934462795,2.04183611624311
bnd_pnt_24,0.946834896240936,1.99457047877959
bnd_pnt_25,1.05107218024233,1.67523149469571
bnd_pnt_26,0.560404905978366,1.83558970985453
bnd_pnt_27,0.368482875776643,1.42399069902783
bnd_pnt_28,0.353802929822732,1.75959157461137
bnd_pnt_29,NaN,NaN
bnd_pnt_30,0.727586841589102,-0.853464061385181
bnd_pnt_31,1.5904433087833,-1.48962247280694
bnd_pnt_32,1.22597966699494,-1.91224596579069
bnd_pnt_33,1.24144442068555,-2.04917829251097
bnd_pnt_34,1.01863226889873,-1.88269836594919
bnd_pnt_35,0.86759442243006,-1.88605112979729
bnd_pnt_36,1.06183126826684,-1.35658121663643
bnd_pnt_37,NaN,NaN
bnd_pnt_38,0.498237453392332,0.451405279445302
bnd_pnt_39,1.0068757150172,0.734920799069848
bnd_pnt_40,1.22183632047022,1.03605563313623
bnd_pnt_41,1.11307016779135,0.534570642529946
