Row,startego,goalego,startother,goalother,roadfriction,fogdensity,precipitation,precipitationdeposits,cloudiness,windintensity,wetness,fogdistance
Z_{1},0.3435,-0.1584,-0.6354,0.2031,0.1467,-0.0332,0.0339,-0.1034,0.13,-0.1481,0.163,-0.1237
Z_{2},0.5466,-0.4835,0.4582,-0.5461,-0.0585,-0.059,0.0542,0.0522,-0.2025,-0.0903,-0.1029,0.107
