Row,timeofday,startego,goalego,startother,goalother,roadfriction,fogdensity,precipitation,precipitationdeposits,cloudiness,windintensity,wetness,fogdistance
Z_{1},-0.002,-0.8413,0.9287,-0.1169,0.6976,-0.1571,-0.0773,0.1946,-0.009,0.0619,-0.003,0.0869,-0.0021
Z_{2},-0.0259,0.1806,0.7425,-1.2248,1.1372,-0.0132,0.0554,0.1205,-0.168,0.113,0.1632,0.0624,0.075
