instances,feature_timeofday,pathinteraction,feature_startego,feature_goalego,feature_startother,feature_goalother,feature_roadfriction,feature_fogdensity,feature_precipitation,feature_precipitationdeposits,feature_cloudiness,feature_windintensity,feature_wetness,feature_fogdistance,collision,min_ttc,algo_safety
scenario1,-90,c1,0,2,1,2,0.1,100,100,40,20,60,40,0,0,3.308136594340143,0
scenario2,-30,c4,1,0,2,0,0.8,80,0,100,0,20,0,20,0,2.409506731970934,0
scenario3,-90,c2,2,1,0,1,0.6,60,100,20,100,80,20,40,0,3.4467344890943927,0
scenario4,-60,c4,1,2,2,0,0.6,20,20,40,80,0,60,100,0,4.136663012527393,0
scenario5,-90,c2,0,1,2,0,1.0,40,60,0,60,100,100,0,0,1.642434902262924,0
scenario6,-30,c4,2,0,1,2,0.4,0,80,80,40,80,100,60,0,0.9637931460468456,0
scenario7,0,c2,0,1,2,1,0.2,80,40,60,60,40,20,80,0,3.2267425348384013,0
scenario8,60,c4,2,0,1,0,0.1,100,40,0,40,20,20,100,0,2.4361097202191173,0
scenario9,90,c1,1,2,0,1,0.2,60,80,80,0,100,80,100,0,5.065305115044414,0
scenario10,30,c1,1,2,0,2,0.8,0,20,100,100,100,60,0,0,3.120771934023652,0
scenario11,0,c2,2,0,0,1,0.4,20,60,20,20,60,60,80,0,2.817541951418489,0
scenario12,-60,c1,0,1,1,2,0.8,40,0,0,80,40,80,60,0,2.308361892189459,0
scenario13,30,c2,2,0,0,1,0.8,100,80,40,60,0,0,40,1,1.506563763380132,1
scenario14,-60,c1,1,2,0,1,1.0,0,60,60,40,40,40,20,0,3.096411186838783,0
scenario15,0,c4,2,0,1,0,0.4,40,40,40,100,80,80,20,0,3.651637933624443,0
scenario16,-30,c1,1,2,0,2,1.0,20,0,80,80,60,20,40,0,3.236472510575944,0
scenario17,90,c4,2,0,1,0,0.2,40,20,100,20,20,40,80,0,2.4267617710237577,0
scenario18,-30,c2,0,1,2,1,0.2,40,100,60,100,60,0,60,0,2.618884855086897,0
scenario19,-90,c1,1,2,0,1,0.1,80,40,100,100,0,100,60,0,3.554670577323086,0
scenario20,0,c1,0,1,1,2,0.6,0,0,20,40,100,0,100,0,2.818728845304947,0
scenario21,60,c4,1,2,2,0,0.8,60,20,60,20,40,100,40,0,4.201578383559722,0
scenario22,30,c1,1,2,0,2,1.0,100,100,20,0,20,80,80,0,3.6063352262127872,0
scenario23,-30,c1,0,1,1,2,0.1,80,60,40,0,80,60,40,0,2.949386354406485,0
scenario24,-30,c2,0,1,2,1,0.4,60,40,0,0,0,40,0,0,2.8656560571461456,0
scenario25,0,c4,2,0,1,0,1.0,60,100,80,20,0,0,20,0,1.7636879513610129,0
scenario26,-30,c2,2,0,0,1,0.6,20,20,60,0,100,100,80,0,3.737798067275679,0
scenario27,60,c1,0,1,1,2,0.2,60,80,20,80,20,60,20,0,2.25221802378597,0
scenario28,-30,c4,2,0,1,0,0.6,0,60,100,60,60,80,100,0,3.264913268582193,0
scenario29,-90,c4,1,2,2,0,0.4,0,0,80,100,40,40,80,0,4.865546538806481,0
scenario30,-30,c2,0,1,2,0,0.2,100,20,20,40,40,80,0,0,0.9773940029415226,0
scenario31,0,c2,0,1,2,1,0.8,0,60,0,100,20,20,60,0,4.199363358455724,0
scenario32,0,c2,0,1,2,1,1.0,100,0,100,40,80,60,40,0,3.340225879318748,0
scenario33,90,c2,0,1,2,0,0.4,20,100,40,20,100,20,60,0,1.8642520974824224,0
scenario34,0,c4,2,0,1,2,0.1,20,100,100,0,40,100,0,0,1.042419543306451,0
scenario35,30,c4,1,0,2,0,0.1,80,80,60,80,80,40,100,0,2.8397000248309023,0
scenario36,30,c1,1,2,0,2,0.6,40,80,100,40,60,20,20,0,3.79005189889642,0
scenario37,90,c1,1,2,0,2,0.1,60,20,0,60,80,0,60,0,3.1819884186056795,0
scenario38,-60,c2,2,1,0,1,0.4,80,80,80,80,100,0,0,1,1.5996519493383363,1
scenario39,-30,c2,0,1,2,1,0.1,20,80,100,80,0,80,80,0,1.9815744088604896,0
scenario40,90,c2,0,1,2,1,1.0,80,0,0,20,60,100,100,0,2.718544192033413,0
scenario41,30,c2,0,1,2,0,0.6,60,60,80,40,20,40,40,0,2.5673905011070497,0
scenario42,60,c2,0,1,2,1,0.6,100,60,20,80,100,100,60,0,2.6767146817509087,0
scenario43,90,c1,0,2,1,2,0.6,100,40,80,60,40,60,20,0,2.6889870911060165,0
scenario44,-90,c4,2,0,1,2,0.4,100,20,60,100,100,0,20,0,0.9236251246691496,0
scenario45,-60,c1,0,2,1,2,0.8,40,60,80,0,0,20,80,0,5.503291927438758,0
scenario46,0,c4,2,0,1,0,0.6,60,0,40,0,60,60,60,0,2.5853019639176744,0
scenario47,60,c1,1,2,0,2,0.4,0,100,0,0,60,80,40,0,3.493709599756203,0
scenario48,60,c4,2,0,1,0,0.2,0,0,60,0,80,20,0,0,4.029149295573602,0
scenario49,60,c1,1,2,0,2,1.0,0,40,40,40,0,60,80,0,3.294445264868235,0
scenario50,0,c1,1,2,0,2,0.2,80,20,40,80,60,100,20,0,3.4143137460541566,0
scenario51,0,c1,1,2,0,2,0.2,100,60,60,0,0,40,100,0,3.750844785597756,0
scenario52,30,c1,1,2,0,2,0.4,60,0,40,100,20,100,100,0,4.621420436382626,0
scenario53,30,c1,0,1,1,2,1.0,60,40,100,20,80,80,0,0,3.04495089038092,0
scenario54,-60,c4,1,0,2,0,1.0,0,20,20,0,0,0,60,0,2.70085879394539,0
scenario55,60,c2,2,0,0,1,0.6,40,40,100,0,40,0,40,1,3496.60102889577,1
scenario56,-60,c4,2,0,1,2,0.8,80,40,20,100,60,40,40,0,1.2515195060033597,0
scenario57,0,c2,2,0,0,1,0.1,100,0,0,60,100,80,20,1,2517.7547472968454,1
scenario58,-30,c4,2,0,1,0,1.0,0,80,0,0,40,60,100,0,2.843632639113032,0
scenario59,60,c2,2,0,0,1,0.8,20,100,80,60,20,40,0,0,3.120782920758433,0
scenario60,60,c2,0,1,2,1,0.2,20,60,40,20,40,80,20,0,3.3167794395254018,0
scenario61,60,c4,1,2,2,0,0.2,100,100,80,80,80,0,80,0,3.812368567703439,0
scenario62,-30,c4,2,0,1,0,1.0,20,40,20,100,100,40,100,0,4.611545547406799,0
scenario63,90,c4,1,2,2,0,0.1,40,0,20,60,0,20,40,0,4.414426552991355,0
scenario64,90,c4,2,0,1,0,0.8,20,80,0,40,40,0,80,0,2.843737413283469,0
scenario65,30,c2,0,1,2,1,1.0,40,20,60,60,20,60,60,0,2.4843842281232225,0
scenario66,-90,c2,2,0,0,1,0.4,40,100,60,80,0,20,100,0,2.210068541462769,0
scenario67,-60,c1,1,2,0,2,0.2,20,40,0,40,20,100,0,0,3.4665019769385044,0
scenario68,90,c2,0,1,2,1,0.6,0,20,60,80,80,80,40,0,3.1151960154202696,0
scenario69,-30,c1,1,2,0,1,0.6,100,80,60,20,20,20,0,0,2.6862959758752405,0
scenario70,0,c1,1,2,0,2,0.8,40,40,60,20,100,0,60,0,3.814481149039831,0
scenario71,-60,c4,1,2,2,0,0.8,20,80,20,60,80,80,20,0,5.420539703037135,0
scenario72,0,c2,0,1,2,1,0.4,40,80,40,0,20,0,80,0,2.51743583669215,0
scenario73,90,c2,0,1,2,0,0.1,20,40,60,0,60,40,20,0,1.8007263785662515,0
scenario74,-30,c1,1,2,0,2,0.4,40,20,40,60,40,40,40,0,3.510181603595376,0
scenario75,-60,c4,2,0,1,0,0.2,80,0,80,20,100,60,60,0,2.318195296784652,0
scenario76,90,c4,1,0,2,0,0.8,60,60,100,80,60,20,0,0,2.22818807386344,0
scenario77,-60,c1,0,2,1,2,0.6,20,0,60,100,80,40,60,0,1.770170595620015,0
scenario78,30,c4,2,0,1,0,0.6,20,60,0,100,60,0,0,0,2.853504574072546,0
scenario79,60,c2,0,1,2,0,1.0,100,80,0,100,0,100,20,1,2350.05699433485,1
scenario80,0,c2,2,1,0,1,0.6,40,40,20,80,0,40,0,0,1.5985279430539052,0
scenario81,-60,c2,0,1,2,1,1.0,40,100,80,40,20,80,100,0,3.319685394812374,0
scenario82,-30,c1,1,2,0,2,0.1,100,100,0,20,0,60,60,0,3.13117700150176,0
scenario83,60,c4,2,0,1,0,1.0,20,20,100,40,60,80,60,0,2.3280025317518245,0
scenario84,0,c4,2,0,1,0,0.4,80,100,0,40,100,100,40,0,3.084291521459107,0
scenario85,0,c4,2,0,1,0,0.1,0,20,80,60,20,100,80,0,2.2898581851172777,0
scenario86,-90,c1,1,2,0,2,0.2,40,60,0,100,80,60,100,0,3.251268600992516,0
scenario87,60,c2,0,1,2,0,0.1,60,100,100,60,100,60,80,0,1.712883368626394,0
scenario88,0,c2,2,0,0,1,0.2,60,80,40,40,40,40,60,1,575.3331965869728,1
scenario89,30,c1,1,2,0,2,0.8,80,60,20,20,40,20,100,0,3.600996435413818,0
scenario90,-90,c1,0,2,1,2,0.4,80,80,100,20,20,80,40,0,2.0960473152014103,0
scenario91,-60,c1,1,2,0,2,0.1,80,0,60,40,60,80,80,0,3.950961380528745,0
scenario92,60,c2,0,1,2,1,0.4,100,0,100,60,60,100,0,0,3.048672379646547,0
scenario93,-90,c2,0,1,2,1,0.8,60,40,20,40,60,100,80,0,3.5120110281119743,0
scenario94,-60,c1,0,1,1,2,0.1,20,60,80,100,100,100,20,0,2.1861512845068054,0
scenario95,-60,c1,1,2,0,2,0.6,80,80,0,60,60,20,60,0,3.117289434831364,0
scenario96,90,c1,1,2,0,2,1.0,100,40,100,80,20,0,100,0,3.6859490677361673,0
scenario97,-90,c2,2,1,0,1,1.0,20,20,40,60,20,20,20,0,3.571760594480082,0
scenario98,-30,c4,2,0,1,0,0.4,100,60,0,80,80,20,20,0,2.2988708415011114,0
scenario99,-90,c4,2,0,1,2,0.1,40,80,20,60,40,100,100,0,1.2278184769061955,0
