instances,feature_direction,feature_cloudiness,feature_precipitation,feature_precipitationdeposits,feature_windintensity,feature_timeofday,feature_fogdensity,feature_fogdistance,feature_wetness,feature_roadfriction,collision,min_ttc,algo_safety
scenario1,0,0,100,20,80,30,40,0,20,0.4,0,1.5704278071333757,0
scenario2,0,0,100,0,20,-90,100,20,0,0.4,0,0.5597621449217062,0
scenario3,1,20,100,80,80,-60,100,0,100,0.1,0,0.979057671951368,0
scenario4,0,100,100,20,80,30,100,60,20,0.4,0,1.3603127455861184,0
scenario5,1,0,100,60,80,-60,60,40,100,0.4,0,0.9470956134678794,0
scenario6,0,40,100,20,80,-90,40,0,20,0.2,0,0.9913668369074962,0
scenario7,0,0,100,100,40,30,40,0,60,1.0,0,0.6066922492780047,0
scenario8,1,20,100,0,80,30,20,80,0,0.4,0,1.7979498002869874,0
scenario9,1,60,100,0,20,30,40,20,100,0.6,0,0.6630468399998976,0
scenario10,0,80,100,0,80,-60,40,0,80,0.1,0,0.9254594569851002,0
scenario11,0,0,100,80,100,30,100,0,0,0.1,0,1.5159772030858198,0
scenario12,0,40,80,80,80,-90,100,20,20,0.4,0,0.8577857131936499,0
scenario13,1,20,100,40,20,0,80,0,100,0.8,0,1.811907589070386,0
scenario14,1,20,100,60,60,-30,40,60,0,0.4,0,1.86655847266902,0
scenario15,0,0,100,20,40,-60,100,100,40,0.4,0,1.3890814509386693,0
scenario16,0,100,80,20,80,30,40,60,20,0.2,0,1.4403334587786114,0
scenario17,0,0,60,20,20,-90,100,20,20,0.4,0,0.7799031248906587,0
scenario18,0,40,100,100,100,30,0,40,60,0.4,0,1.1502169029490783,0
scenario19,0,60,40,0,80,-60,100,40,20,0.4,0,1.3837809374619086,0
scenario20,1,100,20,60,40,30,100,0,100,0.4,0,0.8706304028308766,0
scenario21,0,40,80,80,80,30,40,0,60,1.0,0,0.9400326812583616,0
scenario22,0,20,100,20,0,60,100,60,0,0.0,0,1.335789314286408,0
scenario23,0,0,100,60,80,90,60,80,20,0.1,0,1.0436727527978944,0
scenario24,0,0,60,0,80,30,60,80,0,0.6,0,0.988209049032843,0
scenario25,0,20,20,0,80,-90,20,0,0,0.1,0,1.4101393667377216,0
scenario26,0,60,40,20,100,30,20,0,100,0.1,0,1.992571956958098,0
scenario27,0,80,60,100,80,0,80,0,80,0.4,0,1.429223143178037,0
scenario28,1,0,60,60,40,-90,40,40,100,0.2,0,0.841821993833524,0
scenario29,0,20,80,0,20,-60,60,0,20,0.2,0,0.8341517292836941,0
scenario30,1,60,40,100,100,-60,40,80,0,0.1,0,0.8437033730243132,0
scenario31,1,0,20,80,0,-60,40,100,100,0.4,0,0.8648409461725796,0
scenario32,0,40,80,20,20,-60,100,20,0,0.1,0,0.8372070747243467,0
scenario33,1,0,80,0,80,-30,40,0,40,0.6,0,0.8534041811714368,0
scenario34,1,100,80,80,100,-90,100,40,20,0.2,0,1.963831644465997,0
scenario35,1,80,0,0,60,30,80,20,80,0.4,0,2.2158045507175967,0
scenario36,1,100,60,20,80,30,100,80,40,0.8,0,0.8116409729088333,0
scenario37,0,0,40,40,20,60,100,60,100,0.4,0,1.3705362063231077,0
scenario38,1,20,0,0,80,90,0,100,100,0.4,0,0.8052905334390872,0
scenario39,0,40,20,60,40,-90,100,60,20,1.0,0,0.8941177482614682,0
scenario40,1,20,80,100,20,30,100,100,60,0.6,0,0.8335419174599478,0
scenario41,0,80,80,80,60,0,40,20,100,0.8,0,1.4083166356528978,0
scenario42,0,60,60,40,60,30,100,0,20,0.8,0,1.3325227199677434,0
scenario43,0,100,80,20,40,-60,40,60,80,0.1,0,1.0095185932824675,0
scenario44,0,20,40,20,80,-90,60,20,20,0.0,0,1.4169828472981942,0
scenario45,0,0,20,20,80,60,60,40,60,0.2,0,1.3726575945466186,0
scenario46,1,40,80,40,80,-60,0,0,0,0.1,0,1.0110188139219976,0
scenario47,0,100,60,80,20,-90,20,80,60,0.1,0,1.4495545508772123,0
scenario48,0,0,40,20,0,30,20,80,20,0.0,0,1.7059700691384083,0
scenario49,0,100,60,0,100,0,100,60,20,0.6,0,1.3656649938272512,0
scenario50,0,0,0,60,100,-30,100,0,80,1.0,0,0.9101533818572004,0
scenario51,0,60,60,20,100,-90,100,20,40,1.0,0,1.438738242341743,0
scenario52,0,0,0,100,0,-90,40,0,20,0.6,0,0.8735766794109353,0
scenario53,1,40,60,20,20,-60,60,40,60,0.6,0,1.786058941125625,0
scenario54,1,100,40,80,100,-60,20,20,0,0.2,0,0.8549412841610612,0
scenario55,0,80,20,60,40,-60,100,60,0,1.0,0,1.3909382396321597,0
scenario56,1,40,40,0,40,60,40,0,100,0.0,0,0.9250319567439232,0
scenario57,1,100,80,40,40,90,40,0,100,0.1,0,1.8780202494000413,0
scenario58,0,20,40,80,20,-60,80,80,20,0.2,0,1.383019661136945,0
scenario59,1,40,60,100,40,-60,60,20,0,0.1,0,0.9188624346960812,0
