instances,feature_direction,feature_cloudiness,feature_precipitation,feature_precipitationdeposits,feature_windintensity,feature_timeofday,feature_fogdensity,feature_fogdistance,feature_wetness,feature_roadfriction,collision,minttc,algo_safety
scenario1,0,40,0,60,40,-90,0,60,80,0.8,False,1.045,0
scenario2,1,40,0,20,20,-30,80,40,100,0.2,False,0.943,0
scenario3,0,0,60,0,80,0,0,0,40,1.0,False,1.008,0
scenario4,1,0,0,0,100,-60,20,0,40,0.6,False,0.956,0
scenario5,1,40,60,0,40,-30,80,60,20,0.8,False,4.792,0
scenario6,1,0,60,100,80,0,100,80,100,1.0,False,0.864,0
scenario7,1,80,100,60,40,30,0,100,20,1.0,False,0.755,0
scenario8,0,60,100,40,20,-30,40,80,60,0.1,False,1.043,0
scenario9,1,60,80,40,0,-60,80,0,100,0.4,False,0.879,0
scenario10,0,40,20,60,80,30,100,0,100,0.4,False,1.197,0
scenario11,1,100,100,20,80,0,20,20,80,0.6,False,0.777,0
scenario12,1,60,0,0,20,0,20,0,40,0.4,False,0.886,0
scenario13,1,80,100,60,40,30,0,100,20,1.0,False,0.825,0
scenario14,1,80,100,80,40,90,20,100,40,0.8,False,0.93,0
scenario15,1,100,80,60,40,30,20,100,40,1.0,False,0.929,0
scenario16,0,100,100,60,40,30,0,80,40,0.8,False,1.104,0
scenario17,0,100,80,0,20,30,0,100,20,0.6,False,1.229,0
scenario18,1,80,80,60,80,30,0,80,20,0.8,False,0.915,0
scenario19,1,100,100,20,60,0,0,100,40,1.0,False,0.964,0
scenario20,1,40,100,80,40,0,0,80,0,1.0,False,0.792,0
scenario21,1,80,20,60,20,30,0,80,0,0.6,False,0.736,0
scenario22,0,100,100,100,40,-90,20,80,0,1.0,False,0.863,0
scenario23,0,0,80,100,40,30,0,100,40,1.0,False,1.081,0
scenario24,1,100,80,60,20,-90,20,100,0,0.1,False,0.732,0
scenario25,1,100,80,60,20,-90,20,100,0,0.1,False,0.822,0
scenario26,0,100,100,100,20,-30,40,100,20,1.0,False,1.115,0
scenario27,1,20,80,40,60,30,0,80,20,1.0,False,0.878,0
scenario28,0,100,100,80,60,-90,20,60,0,1.0,False,1.034,0
scenario29,0,80,80,60,60,30,0,100,40,0.8,False,1.027,0
scenario30,0,0,0,40,60,0,0,40,40,0.8,False,1.085,0
scenario31,0,80,60,100,40,0,0,100,40,0.2,False,1.118,0
scenario32,0,80,0,80,0,30,20,80,0,0.2,False,1.037,0
scenario33,0,20,80,20,40,90,20,20,60,1.0,False,1.116,0
scenario34,0,80,100,80,40,60,0,80,20,0.8,False,1.085,0
scenario35,1,20,80,80,40,30,0,100,100,1.0,False,0.766,0
scenario36,1,80,100,80,40,0,0,80,0,1.0,False,0.856,0
scenario37,1,20,80,80,40,30,0,100,100,1.0,False,0.808,0
scenario38,0,80,60,100,20,90,0,100,40,0.2,False,1.147,0
scenario39,1,20,80,100,40,60,0,20,60,0.2,False,0.823,0
scenario40,1,0,80,40,80,0,80,80,40,1.0,False,0.893,0
scenario41,0,80,40,100,20,0,20,100,40,0.2,False,1.1,0
scenario42,0,40,40,80,40,30,0,100,80,1.0,False,1.179,0
scenario43,0,100,100,100,20,-30,20,80,0,1.0,False,1.049,0
scenario44,1,0,100,40,60,90,0,20,60,1.0,False,0.929,0
scenario45,1,20,100,40,0,90,20,20,60,1.0,False,0.766,0
scenario46,0,20,0,20,60,30,0,40,60,0.6,False,1.084,0
scenario47,0,40,100,40,60,0,0,20,20,1.0,False,1.106,0
scenario48,0,60,80,80,20,60,0,100,20,0.1,False,1.068,0
scenario49,1,20,100,40,0,90,20,20,60,1.0,False,0.802,0
scenario50,1,0,20,80,60,30,20,40,40,0.6,False,0.868,0
scenario51,1,0,100,20,60,90,20,80,40,1.0,False,0.799,0
scenario52,1,100,40,100,20,90,0,100,60,0.2,False,0.784,0
scenario53,0,80,100,100,0,60,0,40,40,0.1,False,1.182,0
scenario54,1,100,60,80,20,30,100,60,20,0.8,False,0.779,0
scenario55,0,0,80,60,100,-30,80,60,40,1.0,False,1.119,0
scenario56,1,20,100,20,0,90,20,20,60,0.8,False,0.836,0
scenario57,0,80,60,60,0,30,0,40,40,0.2,False,1.145,0
scenario58,1,20,100,20,60,60,0,20,20,1.0,False,0.848,0
scenario59,1,60,100,40,80,-30,0,0,20,0.8,False,0.915,0
scenario60,0,0,100,60,60,30,80,80,20,0.4,False,1.171,0
scenario61,1,100,60,80,20,30,100,60,20,0.8,False,0.823,0
scenario62,1,0,80,80,20,30,100,40,40,0.8,False,0.898,0
scenario63,1,0,80,80,60,0,60,80,0,0.2,False,0.889,0
scenario64,1,60,100,80,20,-60,0,0,40,0.6,False,0.844,0
scenario65,1,100,60,60,20,60,0,80,40,0.2,False,0.788,0
scenario66,0,0,100,80,100,30,80,60,0,0.6,False,1.17,0
scenario67,1,100,60,80,20,30,100,80,20,0.8,False,0.832,0
scenario68,1,100,100,20,80,90,0,0,20,0.8,False,0.811,0
scenario69,1,40,100,20,0,90,40,0,60,0.6,False,0.821,0
scenario70,0,60,80,80,20,90,0,20,40,0.2,False,1.18,0
scenario71,0,80,60,40,60,60,0,40,60,0.1,False,1.103,0
scenario72,1,0,100,40,0,90,20,40,60,0.8,False,0.815,0
scenario73,1,80,100,60,40,30,0,100,20,1.0,False,0.763,0
scenario74,0,60,100,20,40,-30,40,80,60,0.1,False,1.139,0
scenario75,1,0,60,100,80,0,100,60,100,1.0,False,0.933,0
scenario76,1,100,80,60,20,-90,0,100,0,0.1,False,0.841,0
scenario77,1,0,0,0,60,-60,40,20,20,0.6,False,0.866,0
scenario78,1,40,20,20,40,-30,80,40,100,0.4,False,0.812,0
scenario79,1,20,100,20,80,0,20,0,100,0.6,False,0.873,0
scenario80,0,20,60,0,40,-60,80,60,20,0.8,False,1.024,0
scenario81,1,0,0,0,100,-60,20,40,40,0.1,False,0.936,0
scenario82,1,100,0,20,0,-30,80,40,100,0.2,False,0.935,0
