Row,z_1,z_2
bnd_pnt_1,-2.79038384853503,0.922151502955183
bnd_pnt_2,-2.74598438293332,1.37879711098964
bnd_pnt_3,-2.49015962196293,1.95948580475111
bnd_pnt_4,-2.51323262555837,2.37661186813048
bnd_pnt_5,-1.47922065776299,3.22850691720078
bnd_pnt_6,-0.455380813974128,3.71502254470708
bnd_pnt_7,-0.358110671428942,3.10475272979405
bnd_pnt_8,-0.0398307335194602,2.72737875488508
bnd_pnt_9,0.513780478873687,3.23274634748184
bnd_pnt_10,0.12712004819709,2.67108839057011
bnd_pnt_11,0.767241942685395,2.50812740537052
bnd_pnt_12,1.07193845414652,2.63607422703372
bnd_pnt_13,1.63297367828692,2.03820308213538
bnd_pnt_14,1.97148788581863,1.97879598733768
bnd_pnt_15,1.7365650136138,1.82437330684383
bnd_pnt_16,1.76201249265018,1.21100735485666
bnd_pnt_17,2.52427507417745,1.09231069927731
bnd_pnt_18,2.75604882374961,0.514106923885625
bnd_pnt_19,3.34135144575023,0.240509892332148
bnd_pnt_20,3.1044518509798,-0.402432997249892
bnd_pnt_21,3.35911339420834,-0.672463051696085
bnd_pnt_22,3.06408219003604,-1.19644881119766
bnd_pnt_23,3.15625467500763,-1.39069858545391
bnd_pnt_24,3.15343041744757,-1.81798739843724
bnd_pnt_25,2.95053336141901,-1.87279925310273
bnd_pnt_26,2.56153554657142,-2.14952317760157
bnd_pnt_27,2.17201022806027,-1.98052005870529
bnd_pnt_28,1.81892073426777,-1.39609973045285
bnd_pnt_29,1.42293406309632,-1.54745418878215
bnd_pnt_30,1.37068659701415,-2.53854004578095
bnd_pnt_31,0.946414128328209,-2.94416935536254
bnd_pnt_32,0.63822823919867,-2.98335827203568
bnd_pnt_33,0.393796777018967,-2.6410909851363
bnd_pnt_34,-0.280022180796445,-2.73245307444949
bnd_pnt_35,-0.589412926990943,-2.89100916762507
bnd_pnt_36,-0.964643449271028,-2.58783980404891
bnd_pnt_37,-1.25081350367376,-2.213227623405
bnd_pnt_38,-1.6337171404256,-1.88260168362999
bnd_pnt_39,-1.66044913634668,-1.74401685622044
bnd_pnt_40,-1.47987563604822,-1.46085332698801
bnd_pnt_41,-1.4290570602485,-0.919199892578554
bnd_pnt_42,-1.51392501218957,-0.794195915343221
bnd_pnt_43,-1.94987332675331,-0.583037720551415
bnd_pnt_44,-2.06328959056023,-0.220649035684505
bnd_pnt_45,-2.46773645343575,0.125390486005048
