Row,timeofday,startego,goalego,startother,goalother,roadfriction,fogdensity,precipitation,precipitationdeposits,cloudiness,windintensity,wetness,fogdistance
Z_{1},-0.1616,0.6255,-0.516,-0.2055,-0.1013,0.2387,0.1634,-0.3714,-0.2835,-0.3773,-0.3852,-0.4406,-0.2848
Z_{2},-0.1845,-0.4974,0.2092,0.6573,-0.3063,0.1881,0.1203,-0.168,-0.1894,-0.1248,-0.1834,-0.0353,-0.2703
