Row,startego,goalego,startother,goalother,cloudiness,precipitation,precipitationdeposits,windintensity,timeofday,fogdensity,fogdistance,wetness,roadfriction
Z_{1},0.5874,-0.5785,0.1886,-0.7536,0.0563,-0.0705,0.0963,0.1557,0.0575,0.4195,0.0543,0.269,0.2073
Z_{2},0.5613,-0.0515,-0.7792,0.2926,-0.1105,-0.2584,0.0539,0.2297,-0.3402,0.4455,0.4501,0.1296,0.4201
