instances,pathinteraction,feature_startego,feature_goalego,feature_startother,feature_goalother,feature_cloudiness,feature_precipitation,feature_precipitationdeposits,feature_windintensity,feature_timeofday,feature_fogdensity,feature_fogdistance,feature_wetness,feature_roadfriction,collision,minttc,algo_safety
scenario27,c4,1,0,2,0,40,40,60,40,30,100,100,60,0.8,True,0.0,1
scenario28,c1,1,2,0,2,40,80,100,20,60,100,80,20,0.8,False,1.898,0
scenario29,c2,2,0,0,1,20,0,40,100,-90,100,40,0,1.0,False,0.696,0
scenario30,c1,1,2,0,1,40,60,100,80,0,80,40,20,1.0,False,2.395,0
scenario31,c1,0,2,1,2,20,40,80,40,30,20,100,20,0.6,False,2.066,0
scenario32,c1,0,2,1,2,40,60,20,100,-90,80,100,60,0.8,False,2.105,0
scenario33,c4,1,0,2,0,0,20,100,80,90,80,40,40,0.8,False,2.375,0
scenario34,c1,1,2,0,1,60,80,80,40,60,100,60,40,1.0,True,0.0,1
scenario35,c1,1,2,0,2,60,60,80,60,-60,40,40,40,0.8,True,0.0,1
scenario36,c2,0,1,2,0,20,60,80,20,-60,100,20,20,0.8,False,3.132,0
scenario37,c4,1,0,2,0,40,40,60,40,30,100,100,60,0.8,False,2.197,0
scenario38,c4,2,0,1,0,40,20,40,100,-90,80,40,0,1.0,False,3.29,0
scenario39,c4,1,0,2,0,80,20,100,100,90,40,40,40,0.8,False,2.474,0
scenario40,c2,2,1,0,1,0,20,40,100,-60,100,20,0,1.0,False,0.97,0
scenario41,c2,0,1,2,0,40,60,100,40,-60,100,40,40,0.8,False,3.571,0
scenario42,c1,1,2,0,1,40,80,20,100,30,0,40,20,1.0,False,9999.0,0
scenario43,c1,1,2,0,2,80,80,60,40,90,100,60,60,0.8,False,1.271,0
scenario44,c4,2,0,1,2,60,40,60,20,30,20,100,80,0.8,False,2.08,0
scenario45,c1,0,1,1,2,60,20,60,20,60,100,0,60,0.6,False,1.17,0
scenario46,c1,0,2,1,2,80,80,80,60,60,80,60,100,0.8,False,1.815,0
scenario47,c4,1,2,2,0,80,80,60,60,30,100,60,60,1.0,True,0.0,1
scenario48,c2,0,1,2,0,0,80,60,40,-60,80,0,20,0.8,False,3.862,0
scenario49,c4,1,2,2,0,80,80,60,60,30,100,60,60,1.0,False,1.152,0
scenario50,c4,1,2,2,0,100,80,60,100,30,100,40,80,1.0,True,0.0,1
scenario51,c4,2,0,1,0,0,100,60,80,60,100,100,80,0.8,True,0.0,1
scenario52,c4,1,2,2,0,60,60,40,40,0,20,100,80,0.8,False,9999.0,0
scenario53,c4,1,2,2,0,100,0,80,80,60,40,40,40,1.0,True,0.0,1
scenario54,c2,0,1,2,0,80,80,40,60,60,80,60,60,1.0,False,3.546,0
scenario55,c2,0,1,2,1,100,40,60,80,0,100,40,60,0.8,False,4.078,0
scenario56,c1,1,2,0,1,20,40,20,80,-60,100,20,40,1.0,False,2.745,0
scenario57,c1,0,1,1,2,60,20,60,40,30,100,0,60,0.6,False,1.955,0
scenario58,c4,1,0,2,0,20,60,60,20,0,100,80,40,0.8,True,0.0,1
scenario59,c1,1,2,0,1,80,20,0,100,0,20,20,0,1.0,False,1.422,0
scenario60,c2,0,1,2,0,60,80,40,0,-90,60,0,20,0.6,False,4.021,0
scenario61,c4,1,2,2,0,100,80,60,100,30,100,40,80,1.0,False,1.338,0
scenario62,c4,2,0,1,0,20,100,60,60,90,80,100,80,0.8,False,0.976,0
scenario63,c4,2,0,1,2,20,60,60,0,0,100,100,40,1.0,False,2.071,0
scenario64,c4,1,2,2,0,80,0,100,80,90,40,20,40,1.0,True,0.0,1
scenario65,c4,1,2,2,0,80,80,40,40,-30,100,40,40,1.0,False,1.712,0
scenario66,c2,0,1,2,0,80,60,40,80,90,60,40,60,1.0,False,3.908,0
scenario67,c2,0,1,2,0,20,60,80,0,-90,60,20,40,0.8,False,3.795,0
scenario68,c4,1,2,2,0,100,100,60,80,0,80,60,80,1.0,False,3.57,0
scenario69,c4,1,2,2,0,80,80,20,100,90,100,40,80,1.0,True,0.0,1
scenario70,c1,1,2,0,1,40,20,0,60,-30,100,20,100,1.0,False,2.494,0
scenario71,c1,1,2,0,1,20,40,20,80,-90,100,20,40,1.0,False,0.371,1
scenario72,c4,1,0,2,0,40,40,80,40,-30,100,80,60,1.0,False,3.388,0
scenario73,c2,2,1,0,1,60,100,80,60,60,80,100,100,0.8,False,9999.0,0
scenario74,c4,2,0,1,2,0,0,20,40,30,40,100,0,0.4,False,1.646,0
scenario75,c4,2,0,1,0,60,60,0,20,-60,60,20,40,0.2,False,2.65,0
scenario76,c2,2,1,0,1,20,80,0,60,60,80,100,100,0.8,False,0.844,0
scenario77,c2,2,1,0,1,60,100,80,100,-30,0,40,20,0.6,False,1.095,0
scenario78,c4,1,2,2,0,100,40,40,100,60,20,80,60,0.2,False,1.724,0
scenario79,c2,2,0,0,1,0,20,80,80,-60,80,60,60,0.8,True,0.0,1
scenario80,c4,1,0,2,0,40,40,80,60,-90,100,60,60,0.8,False,2.929,0
scenario81,c2,2,0,0,1,40,40,80,60,-90,80,60,60,1.0,False,0.611,0
scenario82,c2,2,1,0,1,100,0,20,0,-30,60,100,60,0.4,False,1.14,0
scenario83,c2,0,1,2,1,100,20,20,40,30,100,100,20,0.4,False,4.034,0
scenario84,c4,1,2,2,0,60,60,0,100,-60,60,0,80,0.4,True,0.0,1
scenario85,c2,2,0,0,1,40,40,80,60,-90,80,60,60,1.0,False,0.619,0
scenario86,c2,2,0,0,1,20,40,80,60,-60,60,80,60,0.8,False,2.705,0
scenario87,c2,2,0,0,1,40,20,100,60,-90,100,20,80,1.0,True,0.0,1
scenario88,c2,2,0,0,1,60,40,60,60,-90,100,80,80,1.0,True,0.0,1
scenario89,c4,1,0,2,0,40,0,80,60,-90,80,80,80,0.8,False,2.905,0
scenario90,c2,2,1,0,1,40,20,100,80,-90,80,80,80,0.2,False,2.764,0
scenario91,c2,2,0,0,1,40,40,80,60,-90,80,40,40,1.0,True,0.0,1
scenario92,c1,1,2,0,2,40,20,80,0,-90,80,60,60,1.0,False,1.325,0
scenario93,c2,2,0,0,1,60,60,40,60,-90,80,60,60,1.0,False,0.617,0
scenario94,c2,0,1,2,0,20,40,80,80,-90,100,40,60,1.0,False,2.556,0
scenario95,c2,2,0,0,1,60,20,80,80,-90,80,0,60,0.2,False,0.821,0
scenario96,c1,0,1,1,2,20,20,0,40,-60,60,60,60,1.0,False,1.792,0
scenario97,c2,2,0,0,1,40,20,100,60,-90,100,20,80,1.0,False,0.944,0
scenario98,c2,2,0,0,1,40,20,80,40,-90,60,80,40,1.0,False,0.934,0
scenario99,c2,2,1,0,1,60,40,20,60,-30,100,40,60,0.8,False,1.031,0
scenario100,c2,0,1,2,0,20,40,100,100,-90,100,20,80,0.8,False,2.996,0
scenario101,c2,0,1,2,0,0,80,0,20,-90,80,40,80,1.0,False,3.57,0
scenario102,c4,1,0,2,0,40,0,80,20,-90,60,40,20,0.1,False,2.206,0
scenario103,c4,2,0,1,2,20,0,0,40,-30,40,0,40,0.6,False,1.869,0
scenario104,c2,2,0,0,1,20,20,80,60,-60,100,60,80,0.8,False,0.714,0
scenario105,c2,2,0,0,1,40,40,60,60,-60,60,80,80,0.8,False,0.786,0
scenario106,c4,1,2,2,0,40,20,100,80,-90,80,20,60,0.8,False,1.982,0
scenario107,c1,0,2,1,2,60,0,80,60,-60,60,80,80,0.8,False,2.954,0
scenario108,c2,2,0,0,1,20,0,80,40,-90,100,100,80,1.0,False,0.714,0
scenario109,c2,2,0,0,1,20,20,80,60,-60,100,60,80,0.8,False,0.621,0
scenario110,c2,2,0,0,1,0,20,0,40,30,60,40,100,1.0,False,0.69,0
scenario111,c2,0,1,2,1,60,20,100,20,-90,60,80,40,1.0,False,3.969,0
scenario112,c2,0,1,2,0,40,20,60,60,-60,100,80,100,0.8,False,3.261,0
scenario113,c2,2,0,0,1,20,0,100,100,-90,100,40,100,1.0,False,1.166,0
scenario114,c2,2,0,0,1,60,60,40,80,-90,60,80,60,0.8,False,0.504,0
scenario115,c1,1,2,0,1,20,80,20,0,-90,60,40,80,0.1,False,2.476,0
scenario116,c2,0,1,2,0,0,60,100,100,-30,80,40,80,0.8,False,2.651,0
scenario117,c2,2,1,0,1,80,20,80,40,-90,20,40,0,0.1,False,0.776,0
scenario118,c4,1,0,2,0,40,0,60,20,-90,40,60,20,0.1,False,2.638,0
scenario119,c4,1,0,2,0,40,20,80,20,-90,100,100,60,0.8,False,2.481,0
scenario120,c1,1,2,0,1,40,60,40,60,30,60,60,80,0.6,False,2.307,0
scenario121,c2,2,0,0,1,60,60,40,80,-90,60,80,60,0.8,False,0.703,0
scenario122,c1,1,2,0,2,20,40,20,60,60,80,60,60,0.4,False,1.975,0
scenario123,c2,0,1,2,1,40,40,60,60,-30,100,60,100,1.0,False,4.093,0
scenario124,c4,2,0,1,0,80,40,60,80,60,60,80,100,0.8,False,3.392,0
scenario125,c1,0,1,1,2,40,80,20,20,-90,60,60,60,0.1,False,2.518,0
scenario126,c1,0,2,1,2,20,0,80,80,-90,100,80,100,0.8,False,2.235,0
scenario127,c1,1,2,0,2,40,0,40,20,-90,60,80,0,0.6,False,2.035,0
scenario128,c2,0,1,2,1,20,40,80,40,-90,100,80,60,0.6,False,3.595,0
scenario129,c4,1,2,2,0,60,100,60,40,-60,60,60,60,1.0,True,0.0,1
scenario130,c2,0,1,2,0,0,20,80,80,-30,100,60,100,0.8,False,3.391,0
scenario131,c4,2,0,1,2,60,20,100,40,-90,40,80,20,0.8,False,2.7,0
scenario132,c2,0,1,2,1,20,60,40,100,-60,40,80,60,1.0,False,3.748,0
scenario133,c4,1,2,2,0,60,100,60,40,-60,60,60,60,1.0,False,1.666,0
scenario134,c2,0,1,2,1,0,100,60,80,-90,60,100,40,1.0,False,3.747,0
scenario135,c1,0,2,1,2,100,80,100,100,-90,100,80,100,0.2,False,3.167,0
scenario136,c1,1,2,0,2,20,60,0,80,-30,100,60,60,0.4,False,1.752,0
scenario137,c1,1,2,0,1,40,20,80,100,-90,100,100,40,0.6,False,2.519,0
scenario138,c1,0,2,1,2,60,100,0,0,-90,80,60,60,0.1,False,3.097,0
scenario139,c2,2,1,0,1,60,100,80,60,60,80,100,100,0.8,False,2.133,0
scenario140,c4,2,0,1,2,0,0,20,40,30,40,100,0,0.4,False,1.807,0
scenario141,c4,2,0,1,0,60,60,0,20,-60,60,20,40,0.2,False,2.766,0
scenario142,c2,2,1,0,1,20,80,0,60,60,80,100,100,0.8,False,1.196,0
scenario143,c2,2,1,0,1,60,100,80,100,-30,0,40,20,0.6,True,0.0,1
scenario144,c4,1,2,2,0,100,40,40,100,60,20,80,60,0.2,True,0.0,1
scenario145,c2,2,0,0,1,0,20,80,80,-60,80,60,60,0.8,False,0.782,0
scenario146,c4,1,0,2,0,40,40,80,60,-90,100,60,60,0.8,False,2.621,0
scenario147,c2,2,0,0,1,40,40,80,60,-90,80,60,60,1.0,False,1.021,0
scenario148,c2,2,1,0,1,100,0,20,0,-30,60,100,60,0.4,False,0.695,0
scenario149,c2,0,1,2,1,100,20,20,40,30,100,100,20,0.4,False,4.261,0
scenario150,c4,1,2,2,0,60,60,0,100,-60,60,0,80,0.4,True,0.0,1
scenario151,c2,2,1,0,1,100,0,20,0,-30,60,100,60,0.4,False,1.756,0
scenario152,c1,1,2,0,1,0,20,20,20,-30,0,100,80,0.2,False,9999.0,0
scenario153,c1,0,2,1,2,80,0,20,0,-30,0,80,80,0.2,False,3.226,0
scenario154,c2,2,1,0,1,100,20,40,0,-30,0,100,40,0.2,False,1.083,0
scenario155,c2,2,1,0,1,100,0,0,20,-30,40,100,80,0.6,False,1.394,0
scenario156,c2,2,1,0,1,100,20,40,20,-60,60,100,40,0.4,False,1.0,0
scenario157,c2,2,1,0,1,100,0,40,20,0,60,100,60,0.4,False,1.913,0
scenario158,c2,2,1,0,1,80,20,0,0,-30,40,100,0,0.2,False,1.166,0
scenario159,c2,2,0,0,1,100,0,60,0,30,60,80,60,0.4,False,0.97,0
scenario160,c4,1,2,2,0,80,0,40,20,90,60,60,40,0.4,True,0.0,1
scenario161,c1,1,2,0,1,100,20,40,20,0,40,80,40,0.2,False,0.687,0
scenario162,c2,2,1,0,1,60,80,20,0,-60,60,40,80,0.4,False,1.933,0
scenario163,c4,1,2,2,0,80,0,40,20,90,60,60,40,0.4,True,0.0,1
scenario164,c4,1,0,2,0,60,0,60,0,60,0,0,60,0.1,False,9999.0,0
scenario165,c2,2,1,0,1,100,40,40,0,60,0,100,40,0.2,False,1.37,0
scenario166,c4,1,2,2,0,100,0,20,0,-30,20,0,100,0.8,True,0.0,1
scenario167,c2,2,1,0,1,0,0,0,40,-60,40,100,100,0.8,False,0.774,0
scenario168,c4,2,0,1,0,60,80,20,0,-30,60,20,60,0.2,False,3.619,0
scenario169,c4,1,2,2,0,80,80,60,20,90,40,60,60,0.8,True,0.0,1
scenario170,c1,1,2,0,1,100,0,60,20,30,40,100,40,0.4,True,0.0,1
scenario171,c1,1,2,0,1,0,40,60,0,-30,40,100,40,0.2,False,1769.578,0
scenario172,c1,1,2,0,1,100,20,60,20,0,20,80,20,0.4,False,1.368,0
scenario173,c1,0,2,1,2,80,0,20,20,-30,20,100,20,0.4,False,0.457,1
scenario174,c1,0,2,1,2,0,20,20,40,-30,0,100,100,0.2,False,1.83,0
scenario175,c4,1,2,2,0,80,0,40,20,90,60,60,40,0.4,False,1.945,0
scenario176,c4,2,0,1,0,40,60,20,0,0,80,0,60,0.2,False,2.809,0
scenario177,c1,1,2,0,1,100,40,80,20,0,20,80,0,0.6,False,3.482,0
scenario178,c4,1,2,2,0,80,80,40,60,90,40,60,60,1.0,False,3.532,0
scenario179,c1,0,2,1,2,60,0,20,20,0,20,80,40,0.2,False,1.594,0
scenario180,c4,2,0,1,0,20,20,0,40,-60,20,100,80,0.8,True,0.0,1
scenario181,c1,1,2,0,1,80,40,60,20,0,40,100,40,0.8,False,2.736,0
scenario182,c2,2,1,0,1,0,20,0,60,-30,60,80,80,1.0,False,1.825,0
scenario183,c2,0,1,2,0,20,20,100,60,-30,20,100,100,0.2,False,3.645,0
scenario184,c1,0,2,1,2,60,100,20,20,0,0,20,60,0.2,False,2.052,0
scenario185,c1,1,2,0,2,100,20,40,20,30,20,80,40,0.2,False,1.573,0
scenario186,c4,2,0,1,2,100,40,40,0,60,20,100,60,0.2,False,2.044,0
scenario187,c4,2,0,1,0,20,20,0,40,-60,20,100,80,0.8,True,0.0,1
scenario188,c1,0,1,1,2,100,20,80,0,30,20,0,0,0.4,False,1.946,0
scenario189,c1,0,2,1,2,80,100,20,40,0,0,20,100,0.1,False,1.492,0
scenario190,c4,2,0,1,0,80,80,0,40,-30,20,20,80,0.2,False,2.006,0
scenario191,c2,0,1,2,0,80,60,20,40,60,0,80,60,0.2,False,4.382,0
scenario192,c4,1,0,2,0,100,20,40,100,30,20,60,60,0.2,False,2.301,0
scenario193,c4,2,0,1,0,0,100,0,40,0,20,100,40,0.2,True,0.0,1
scenario194,c2,2,1,0,1,0,40,0,80,-60,60,80,80,1.0,False,1.724,0
scenario195,c1,1,2,0,1,100,20,60,0,-30,20,40,40,0.8,True,0.0,1
scenario196,c2,0,1,2,0,100,20,20,20,60,0,80,40,0.2,False,4.272,0
scenario197,c2,0,1,2,1,100,40,40,40,0,20,60,40,0.1,False,4.359,0
scenario198,c1,1,2,0,1,100,100,20,80,90,40,20,40,1.0,False,3.097,0
scenario199,c4,2,0,1,0,20,20,0,40,-60,20,100,80,0.8,False,1.726,0
scenario200,c1,0,1,1,2,100,20,60,20,-60,40,40,40,0.8,True,0.0,1
scenario201,c4,2,0,1,0,0,40,60,20,-90,20,80,60,0.8,True,0.0,1
scenario202,c4,1,0,2,0,80,20,20,100,0,40,40,0,0.2,False,1.644,0
scenario203,c1,0,2,1,2,60,100,0,0,60,20,20,40,0.8,False,1.869,0
scenario204,c1,0,2,1,2,100,100,60,20,30,0,20,100,0.1,False,3.546,0
scenario205,c2,0,1,2,1,100,20,20,0,60,0,100,40,0.4,False,3.575,0
scenario206,c4,2,0,1,0,80,40,40,40,90,0,20,60,0.4,True,0.0,1
scenario207,c4,1,2,2,0,80,20,40,80,-30,40,40,40,0.4,True,0.0,1
scenario208,c4,2,0,1,0,100,0,40,100,90,60,40,60,0.2,False,2.422,0
scenario209,c1,1,2,0,1,20,80,80,80,90,40,20,60,1.0,False,2.213,0
scenario210,c4,2,0,1,2,100,40,80,0,0,0,20,0,0.4,False,2.548,0
scenario211,c2,2,1,0,1,60,100,80,60,60,80,100,100,0.8,False,0.73,0
scenario212,c1,1,2,0,1,100,40,40,100,-90,80,60,60,1.0,False,0.974,0
scenario213,c4,1,0,2,0,40,40,100,60,60,40,80,80,0.2,False,1.518,0
scenario214,c2,2,1,0,1,40,80,20,60,60,80,100,100,0.6,False,1.171,0
scenario215,c4,2,0,1,2,20,0,20,40,0,60,80,0,0.2,False,2.136,0
scenario216,c4,1,2,2,0,60,60,0,100,-60,60,40,80,0.1,False,3.131,0
scenario217,c1,1,2,0,2,20,20,40,100,90,40,80,40,0.2,False,1.2,0
scenario218,c4,2,0,1,0,60,60,40,100,60,20,80,80,0.2,True,0.0,1
scenario219,c4,1,2,2,0,100,40,20,100,-60,60,0,80,0.4,False,1.08,0
scenario220,c4,1,2,2,0,60,60,0,100,-60,60,0,80,0.4,True,0.0,1
scenario221,c4,1,2,2,0,100,40,40,100,30,20,80,60,0.2,False,3.871,0
scenario222,c4,1,2,2,0,20,0,60,40,60,60,60,40,0.4,False,2.336,0
scenario223,c2,2,1,0,1,60,100,80,60,60,80,100,100,0.8,False,0.587,0
scenario224,c2,2,0,0,1,60,80,80,40,90,80,100,80,1.0,False,1.522,0
scenario225,c2,0,1,2,1,80,100,80,80,30,80,100,80,1.0,False,4.09,0
scenario226,c2,0,1,2,1,80,100,80,40,90,0,100,80,0.6,False,4.516,0
scenario227,c4,1,0,2,0,60,100,0,60,30,100,80,20,0.6,False,1.64,0
scenario228,c4,1,2,2,0,60,80,80,80,30,100,100,100,1.0,True,0.0,1
scenario229,c2,0,1,2,1,80,100,80,40,90,60,100,80,0.8,False,4.159,0
scenario230,c2,2,1,0,1,0,100,80,40,60,100,80,80,0.8,False,1.34,0
scenario231,c1,1,2,0,1,40,100,100,60,60,100,80,20,0.8,False,1.451,0
scenario232,c1,1,2,0,1,60,100,80,40,60,60,80,100,0.6,False,0.729,0
scenario233,c2,2,1,0,1,40,100,80,40,90,80,100,100,0.8,False,2.061,0
scenario234,c2,2,0,0,1,60,100,40,60,60,80,60,100,0.8,False,0.666,0
scenario235,c4,1,2,2,0,60,80,80,80,30,100,100,100,1.0,True,0.0,1
scenario236,c2,2,0,0,1,60,100,0,80,30,100,60,60,0.6,False,0.789,0
scenario237,c2,2,0,0,1,100,100,100,40,90,0,0,80,0.2,False,1.366,0
scenario238,c2,0,1,2,1,0,80,0,20,90,80,80,80,0.8,False,4.462,0
scenario239,c2,2,1,0,1,60,80,80,40,60,60,100,40,0.8,False,1.03,0
scenario240,c1,1,2,0,1,40,80,80,60,-30,100,40,20,0.6,False,0.944,0
scenario241,c1,1,2,0,1,60,100,100,60,-90,60,60,100,0.4,True,0.0,1
scenario242,c2,0,1,2,0,40,80,20,40,30,100,40,100,0.8,False,3.812,0
scenario243,c4,1,2,2,0,0,80,80,60,60,80,60,20,0.1,False,1.11,0
scenario244,c4,2,0,1,2,60,80,0,60,90,60,0,80,0.6,False,2.26,0
scenario245,c2,2,1,0,1,40,80,80,60,90,100,100,100,0.6,False,1.815,0
scenario246,c2,2,1,0,1,40,100,60,60,90,60,100,80,0.6,False,1.043,0
scenario247,c4,1,2,2,0,60,80,80,80,30,100,100,100,1.0,True,0.0,1
scenario248,c4,1,2,2,0,40,60,20,80,90,40,0,80,0.4,True,0.0,1
scenario249,c1,0,2,1,2,80,80,80,40,90,40,100,40,0.8,False,1.184,0
scenario250,c2,2,0,0,1,80,80,80,20,90,20,100,80,1.0,False,0.729,0
scenario251,c2,2,0,0,1,60,20,80,60,30,40,100,60,0.8,False,0.892,0
scenario252,c2,0,1,2,1,60,100,20,60,30,100,60,60,0.6,False,4.346,0
scenario253,c2,0,1,2,0,60,80,0,40,30,100,60,100,0.8,False,4.368,0
scenario254,c2,2,1,0,1,40,60,100,100,30,100,100,100,1.0,False,2.128,0
scenario255,c4,1,2,2,0,60,100,60,80,30,80,60,0,0.1,True,0.0,1
scenario256,c1,1,2,0,1,20,80,20,40,-30,100,40,80,0.4,True,0.0,1
scenario257,c2,0,1,2,0,0,100,20,20,-30,60,100,80,0.8,False,3.712,0
scenario258,c2,2,1,0,1,80,20,80,80,-30,20,40,0,0.6,False,3.712,0
scenario259,c4,1,2,2,0,60,80,80,80,30,100,100,100,1.0,False,3.216,0
scenario260,c2,2,0,0,1,60,80,0,60,0,80,80,60,0.6,False,0.613,0
scenario261,c4,1,2,2,0,100,40,80,60,-30,40,60,60,0.4,True,0.0,1
scenario262,c1,1,2,0,1,60,100,40,80,30,80,40,0,0.6,False,2.288,0
scenario263,c2,2,0,0,1,60,0,60,80,0,40,40,0,0.4,False,0.794,0
scenario264,c2,0,1,2,1,80,100,80,20,90,20,60,80,1.0,False,4.301,0
scenario265,c4,2,0,1,0,80,40,40,60,60,100,60,100,0.8,False,2.776,0
scenario266,c2,0,1,2,1,80,80,0,60,30,100,80,80,0.8,False,4.574,0
scenario267,c1,0,2,1,2,20,60,100,40,60,20,100,80,1.0,False,1.975,0
scenario268,c1,1,2,0,1,20,80,0,40,-60,100,80,60,0.6,False,0.962,0
scenario269,c4,2,0,1,2,60,100,80,60,-90,100,100,80,0.8,False,2.808,0
scenario270,c4,1,2,2,0,80,100,60,60,90,40,80,60,0.8,False,3.622,0
scenario271,c4,1,2,2,0,100,40,80,60,-30,40,60,60,0.4,False,3.243,0
scenario272,c2,0,1,2,0,40,80,80,100,60,100,60,100,1.0,False,4.254,0
scenario273,c4,2,0,1,2,100,40,100,80,-30,20,60,40,0.2,False,1.984,0
scenario274,c2,0,1,2,1,20,100,80,40,90,0,60,80,1.0,False,4.398,0
scenario275,c2,0,1,2,1,0,100,100,80,30,100,100,80,1.0,False,4.015,0
scenario276,c2,0,1,2,1,100,80,100,40,60,20,60,100,0.2,False,4.446,0
scenario277,c2,2,0,0,1,60,100,0,80,-30,100,80,60,0.6,False,0.788,0
scenario278,c2,2,1,0,1,100,100,80,100,90,20,80,40,0.8,False,3.078,0
scenario279,c1,0,2,1,2,80,20,40,60,0,60,40,0,0.1,False,3.712,0
scenario280,c4,2,0,1,0,60,100,80,20,-90,100,100,0,0.6,False,3.067,0
scenario281,c1,1,2,0,2,100,100,60,60,90,60,80,80,0.6,False,2.158,0
scenario282,c2,2,1,0,1,60,100,20,100,30,60,20,0,0.8,False,1.073,0
scenario283,c2,2,1,0,1,60,100,80,60,60,80,100,100,0.8,False,1.299,0
scenario284,c4,1,2,2,0,60,60,80,80,-90,80,60,60,1.0,True,0.0,1
scenario285,c1,1,2,0,2,100,40,0,100,-90,0,40,80,0.6,False,1.296,0
scenario286,c1,1,2,0,2,100,0,40,100,-90,80,80,60,1.0,False,2.923,0
scenario287,c1,1,2,0,2,20,20,40,100,90,80,80,20,0.4,True,0.0,1
scenario288,c4,1,2,2,0,60,80,80,100,60,100,100,100,1.0,False,1.929,0
scenario289,c4,2,0,1,0,40,60,100,60,60,20,100,80,0.2,False,1.663,0
scenario290,c4,1,0,2,0,60,100,80,80,60,100,100,80,1.0,False,1.668,0
scenario291,c4,2,0,1,0,40,60,40,100,30,20,80,80,0.2,True,0.0,1
scenario292,c4,1,0,2,0,100,60,20,100,30,40,100,100,1.0,False,2.468,0
scenario293,c4,1,0,2,0,60,40,40,80,0,80,80,60,0.2,False,2.534,0
scenario294,c4,1,2,2,0,60,60,0,100,-60,60,0,80,0.4,True,0.0,1
scenario295,c1,1,2,0,2,100,40,0,100,-90,0,40,80,0.6,False,2.009,0
scenario296,c1,1,2,0,2,100,20,0,100,-90,0,60,60,0.6,False,1802.345,0
scenario297,c1,1,2,0,2,80,20,0,40,-60,100,60,100,0.8,False,1.112,0
scenario298,c2,2,0,0,1,80,60,0,80,-90,0,60,100,0.6,False,1.453,0
scenario299,c1,1,2,0,2,100,40,20,100,-90,80,40,80,0.8,False,0.942,0
scenario300,c4,1,0,2,0,100,20,0,80,-90,0,40,60,0.4,False,9999.0,0
scenario301,c1,0,2,1,2,60,60,0,100,-90,0,40,80,0.4,False,1.386,0
scenario302,c1,1,2,0,1,100,60,0,100,-90,0,60,80,0.6,False,9999.0,0
scenario303,c2,0,1,2,1,100,40,0,100,-90,0,40,100,0.6,False,3.663,0
scenario304,c1,1,2,0,2,80,20,20,100,-90,0,20,80,0.6,False,1.484,0
scenario305,c1,1,2,0,2,100,40,0,100,-90,20,40,60,0.4,False,0.826,0
scenario306,c1,0,1,1,2,100,60,0,100,-90,20,100,20,0.8,False,2.211,0
scenario307,c1,1,2,0,2,100,40,0,100,-90,20,40,60,0.4,False,2.698,0
scenario308,c2,0,1,2,1,60,60,20,80,90,0,40,100,0.8,False,4.341,0
