Row,startego,goalego,startother,goalother,cloudiness,precipitation,precipitationdeposits,windintensity,timeofday,fogdensity,fogdistance,wetness,roadfriction
scenario1,-1.23891320385419,0.171746912085611,-0.0112900318908629,1.21262346431277,-1.54633828703381,0.179594261891716,0.382149412804914,-1.61124111612948,1.51514898309951,-1.9528317705294,0.773619266111839,0.820944110853442,0.961094842141063
scenario2,-1.23891320385419,0.171746912085611,1.12391114412541,0.24832464368786,-1.54633828703381,-0.919549018568634,-0.109641488498235,0.071466634773448,0.802031402109814,-0.381581847190266,1.37524811848432,-1.06325621730929,-0.80090580393871
scenario3,-1.23891320385419,1.21656267372733,-0.0112900318908629,1.21262346431277,-1.54633828703381,0.638466733453623,0.729913872639972,-1.61124111612948,-1.86849128767861,-0.381581847190266,1.37524811848432,0.244266343979577,-1.24058410350426
scenario4,0.0771718240516505,1.21656267372733,-1.30617643202187,0.24832464368786,1.32708334610115,-0.919549018568634,-0.109641488498235,-1.61124111612948,-0.100769217667524,0.230304678226203,1.09772821504405,0.244266343979577,-0.0790471778344843
scenario5,1.12559502032814,0.171746912085611,-1.30617643202187,0.24832464368786,0.206555934266539,-0.327787285094609,1.00754693620983,0.523112302541601,-0.714204610066938,0.800662353672863,1.37524811848432,0.820944110853442,0.961094842141063
scenario6,1.12559502032814,0.171746912085611,-1.30617643202187,0.24832464368786,0.64254699917147,1.0641979865873,1.00754693620983,0.523112302541601,1.1746490775576,0.800662353672863,1.37524811848432,1.36815468100802,0.961094842141063
scenario7,-1.23891320385419,0.171746912085611,1.12391114412541,-1.17429565636896,0.206555934266539,0.638466733453623,-1.37136690363724,1.24853548122564,-0.714204610066938,1.34187577770534,-1.47765153820424,0.244266343979577,1.35307406495233
scenario8,1.12559502032814,-1.23446602006495,-1.30617643202187,0.24832464368786,0.206555934266539,-0.327787285094609,1.00754693620983,0.523112302541601,-1.86849128767861,1.34187577770534,0.773619266111839,0.244266343979577,0.961094842141063
scenario9,1.12559502032814,0.171746912085611,-1.30617643202187,0.24832464368786,-0.366426707363038,0.638466733453623,-1.37136690363724,1.24853548122564,-0.100769217667524,-1.9528317705294,0.374445287477471,-1.06325621730929,0.493127977899423
scenario10,0.0771718240516505,1.21656267372733,1.12391114412541,-1.17429565636896,1.32708334610115,-0.327787285094609,0.729913872639972,1.24853548122564,1.1746490775576,-1.06288810895801,1.09772821504405,0.244266343979577,-0.80090580393871
scenario11,-1.23891320385419,1.21656267372733,-0.0112900318908629,1.21262346431277,0.64254699917147,0.179594261891716,-1.37136690363724,-1.61124111612948,-0.714204610066938,0.230304678226203,-0.175431854243452,-1.9630612791008,-0.0790471778344843
scenario12,-1.23891320385419,0.171746912085611,1.12391114412541,0.24832464368786,0.64254699917147,1.0641979865873,0.729913872639972,-1.61124111612948,-1.86849128767861,0.800662353672863,-1.47765153820424,0.820944110853442,-0.0790471778344843
scenario13,-1.23891320385419,1.21656267372733,-0.0112900318908629,1.21262346431277,-1.54633828703381,0.638466733453623,0.729913872639972,-1.61124111612948,-1.86849128767861,-0.381581847190266,1.37524811848432,0.244266343979577,-1.24058410350426
scenario14,0.0771718240516505,1.21656267372733,-1.30617643202187,0.24832464368786,-1.54633828703381,1.0641979865873,1.00754693620983,-0.506819639170547,-1.86849128767861,-0.381581847190266,1.37524811848432,-0.374400450994374,-1.24058410350426
scenario15,-1.23891320385419,1.21656267372733,-0.0112900318908629,1.21262346431277,-0.366426707363038,0.638466733453623,1.00754693620983,-0.506819639170547,0.384831678056034,-0.381581847190266,1.37524811848432,0.244266343979577,-1.24058410350426
scenario16,-1.23891320385419,0.171746912085611,1.12391114412541,-1.17429565636896,-1.54633828703381,1.0641979865873,0.382149412804914,-1.61124111612948,-1.86849128767861,-1.06288810895801,1.37524811848432,-1.9630612791008,-1.24058410350426
scenario17,0.0771718240516505,1.21656267372733,-1.30617643202187,1.21262346431277,-1.54633828703381,0.638466733453623,0.729913872639972,-1.61124111612948,0.802031402109814,-0.381581847190266,1.09772821504405,0.244266343979577,-1.24058410350426
scenario18,1.12559502032814,-1.23446602006495,-0.0112900318908629,-1.17429565636896,-1.54633828703381,0.638466733453623,1.00754693620983,-0.506819639170547,1.51514898309951,-0.381581847190266,0.773619266111839,-0.374400450994374,-1.24058410350426
scenario19,-1.23891320385419,1.21656267372733,-0.0112900318908629,1.21262346431277,-0.366426707363038,1.0641979865873,1.00754693620983,-0.506819639170547,-0.714204610066938,-0.381581847190266,1.09772821504405,-0.374400450994374,-1.24058410350426
scenario20,-1.23891320385419,0.171746912085611,1.12391114412541,-1.17429565636896,0.64254699917147,0.638466733453623,0.729913872639972,-1.61124111612948,-1.86849128767861,-0.381581847190266,0.374445287477471,0.820944110853442,-1.24058410350426
scenario21,1.12559502032814,-1.23446602006495,-1.30617643202187,0.24832464368786,0.64254699917147,0.179594261891716,1.00754693620983,-1.61124111612948,1.1746490775576,-0.381581847190266,-1.47765153820424,0.820944110853442,-1.24058410350426
scenario22,-1.23891320385419,1.21656267372733,-0.0112900318908629,1.21262346431277,-1.54633828703381,1.0641979865873,0.729913872639972,-1.61124111612948,1.1746490775576,-0.381581847190266,1.37524811848432,0.244266343979577,-1.24058410350426
scenario23,-1.23891320385419,0.171746912085611,1.12391114412541,-1.17429565636896,-1.54633828703381,1.0641979865873,0.729913872639972,-0.506819639170547,-1.86849128767861,-0.381581847190266,1.09772821504405,-1.9630612791008,-0.80090580393871
scenario24,-1.23891320385419,0.171746912085611,-0.0112900318908629,1.21262346431277,-1.54633828703381,-1.79263181858288,0.382149412804914,-1.61124111612948,-0.714204610066938,-1.06288810895801,0.374445287477471,0.820944110853442,-0.80090580393871
scenario25,-1.23891320385419,1.21656267372733,-0.0112900318908629,1.21262346431277,-0.366426707363038,1.0641979865873,1.00754693620983,-0.506819639170547,-0.714204610066938,-0.381581847190266,1.09772821504405,-0.374400450994374,-1.24058410350426
scenario26,0.0771718240516505,1.21656267372733,-1.30617643202187,0.24832464368786,-0.366426707363038,0.638466733453623,0.729913872639972,-1.61124111612948,-1.86849128767861,0.230304678226203,1.37524811848432,-0.374400450994374,-1.24058410350426
