instances,pathinteraction,feature_startego,feature_goalego,feature_startother,feature_goalother,feature_cloudiness,feature_precipitation,feature_precipitationdeposits,feature_windintensity,feature_timeofday,feature_fogdensity,feature_fogdistance,feature_wetness,feature_roadfriction,collision,minttc,algo_safety
scenario299,c2,0,1,2,0,80,20,0,100,0,80,0,40,0.2,False,1.635,0
scenario300,c2,2,1,0,1,40,100,60,40,-30,60,40,40,0.1,True,0.0,1
scenario301,c2,0,1,2,0,20,80,0,60,0,80,0,100,0.8,False,1.813,0
scenario302,c2,0,1,2,0,40,60,80,40,-30,60,0,100,0.6,False,1.65,0
scenario303,c4,2,0,1,2,20,80,20,80,0,60,0,100,1.0,False,0.834,0
scenario304,c2,2,1,0,1,80,40,0,40,30,80,0,0,1.0,False,3.006,0
scenario305,c2,0,1,2,0,0,80,0,80,-30,80,0,100,0.8,False,1.668,0
scenario306,c1,0,2,1,2,20,40,0,60,30,60,0,100,0.1,False,2.74,0
scenario307,c1,0,1,1,2,20,60,0,40,30,100,0,100,0.6,False,3.072,0
scenario308,c2,0,1,2,0,20,100,20,40,0,80,20,100,0.8,False,1.62,0
scenario309,c1,0,2,1,2,20,100,20,40,0,80,0,100,0.8,False,3.891,0
scenario310,c4,2,0,1,0,40,80,20,40,-90,60,0,100,0.6,False,3928.979,0
scenario311,c4,2,0,1,2,0,80,20,40,0,80,20,80,1.0,True,0.0,1
scenario312,c2,0,1,2,0,100,80,0,60,-30,20,20,20,0.6,False,2165.294,0
scenario313,c4,2,0,1,2,0,80,20,40,0,80,20,80,1.0,True,0.0,1
scenario314,c1,0,2,1,2,20,20,20,60,0,80,0,80,0.2,False,2.089,0
scenario315,c1,0,2,1,2,40,40,0,80,30,80,0,100,0.2,False,2.302,0
scenario316,c4,2,0,1,2,40,60,40,60,0,80,20,100,0.2,False,6.939,0
scenario317,c4,1,2,2,0,20,40,80,20,0,40,0,100,0.8,False,3.995,0
scenario318,c4,2,0,1,2,60,80,40,40,-90,60,20,100,0.1,False,3805.387,0
scenario319,c4,2,0,1,2,0,60,20,40,0,100,100,80,1.0,False,4564.891,0
scenario320,c2,0,1,2,1,100,60,0,60,-30,20,0,0,0.4,False,4275.155,0
scenario321,c1,0,2,1,2,100,100,40,80,-30,40,100,60,0.8,False,2.581,0
scenario322,c1,0,2,1,2,40,100,20,40,30,80,0,80,0.8,False,2.789,0
scenario323,c4,2,0,1,2,40,80,100,60,30,60,100,80,1.0,False,5856.683,0
scenario324,c2,2,0,0,1,0,100,0,60,30,100,0,40,0.6,False,2.783,0
scenario325,c4,2,0,1,2,0,80,20,40,0,80,20,80,1.0,True,0.0,1
scenario326,c4,1,2,2,0,20,80,80,20,30,40,0,80,0.1,False,7.03,0
scenario327,c2,2,1,0,1,0,60,20,80,-60,80,0,60,0.6,False,2.266,0
scenario328,c4,1,0,2,0,40,100,80,60,0,80,100,100,1.0,False,3.035,0
scenario329,c1,0,2,1,2,100,100,40,60,90,100,60,60,1.0,False,2.789,0
scenario330,c4,1,2,2,0,40,80,20,60,0,100,60,80,0.8,False,3.405,0
scenario331,c4,1,2,2,0,40,100,80,40,30,100,100,80,0.8,False,5.289,0
scenario332,c2,2,1,0,1,40,20,0,100,0,100,0,60,0.4,True,0.0,1
scenario333,c2,0,1,2,0,80,80,20,60,0,20,0,0,0.6,False,2313.245,0
scenario334,c2,2,0,0,1,40,80,40,80,0,0,20,100,0.1,False,1.914,0
scenario335,c1,0,2,1,2,60,60,20,80,0,100,0,100,0.1,False,3.816,0
scenario336,c4,2,0,1,2,20,80,0,40,30,100,0,100,1.0,False,0.95,0
scenario337,c4,2,0,1,2,0,80,20,40,0,80,20,80,1.0,False,3723.472,0
scenario338,c2,0,1,2,0,80,100,40,60,0,0,0,0,0.8,False,2616.187,0
scenario339,c2,0,1,2,0,40,0,20,80,0,80,0,60,0.6,True,0.0,1
scenario340,c2,2,1,0,1,40,40,80,60,-60,80,100,80,0.8,False,3.227,0
scenario341,c2,0,1,2,0,0,20,0,80,0,80,0,60,0.2,False,1.707,0
scenario342,c2,0,1,2,0,20,80,0,60,0,80,0,100,0.8,False,2.53,0
scenario343,c4,2,0,1,0,100,100,0,0,-30,80,40,40,0.2,False,4858.288,0
scenario344,c2,0,1,2,1,100,100,20,40,-30,80,60,40,0.2,False,3.198,0
scenario345,c2,0,1,2,0,100,100,0,40,-30,20,40,40,0.2,False,2664.689,0
scenario346,c1,0,1,1,2,40,80,0,100,0,100,20,20,1.0,False,3.526,0
scenario347,c2,0,1,2,0,40,80,20,80,-60,60,20,60,0.8,False,1.661,0
scenario348,c1,0,2,1,2,0,20,0,80,0,80,40,40,1.0,True,0.0,1
scenario349,c2,0,1,2,1,60,80,20,100,-30,60,40,60,1.0,False,3.373,0
scenario350,c2,0,1,2,0,80,20,0,100,0,80,0,40,0.2,False,1.483,0
scenario351,c2,2,1,0,1,40,100,60,40,-30,60,40,40,0.1,False,1.178,0
scenario352,c2,2,1,0,1,40,100,60,40,-30,60,40,40,0.1,False,1.769,0
scenario353,c1,1,2,0,1,0,100,60,60,-30,0,40,60,0.1,False,2.67,0
scenario354,c1,0,2,1,2,20,100,20,40,-30,0,80,60,0.1,False,4.13,0
scenario355,c2,2,1,0,1,40,100,80,40,-30,0,60,20,0.1,False,1552.984,0
scenario356,c2,2,1,0,1,40,100,40,60,-30,40,100,60,0.2,False,7.143,0
scenario357,c2,2,1,0,1,40,100,80,60,-60,60,100,20,0.1,False,4.461,0
scenario358,c2,2,1,0,1,60,100,80,60,0,60,100,40,0.1,False,7.978,0
scenario359,c2,2,1,0,1,20,100,40,20,-30,40,40,0,0.1,True,0.0,1
scenario360,c2,2,0,0,1,40,100,60,20,30,60,80,40,0.1,False,0.894,0
scenario361,c4,1,2,2,0,20,100,80,60,90,60,60,20,0.1,False,4.354,0
scenario362,c1,1,2,0,1,60,100,80,60,0,40,20,20,0.1,False,3.651,0
scenario363,c2,2,1,0,1,60,80,60,20,-60,60,40,60,0.1,True,0.0,1
scenario364,c2,2,1,0,1,20,100,40,20,-30,40,40,0,0.1,False,1.647,0
scenario365,c4,1,0,2,0,60,80,100,40,60,0,0,40,0.1,False,2760.59,0
scenario366,c2,2,1,0,1,40,100,80,20,60,0,60,20,0.1,False,9.802,0
scenario367,c4,1,2,2,0,60,100,60,40,-30,20,0,80,0.4,False,4.233,0
scenario368,c2,2,1,0,1,0,80,40,80,-60,40,100,80,0.4,False,4.151,0
scenario369,c4,2,0,1,0,60,80,60,0,-30,60,20,40,0.1,False,2.788,0
scenario370,c4,1,2,2,0,20,80,100,60,90,40,60,40,0.8,False,4.246,0
scenario371,c1,1,2,0,1,40,80,60,60,30,40,100,20,0.1,False,9999.0,0
scenario372,c1,1,2,0,1,0,40,100,20,-30,40,60,20,0.1,False,4.381,0
scenario373,c1,1,2,0,1,60,100,100,60,0,20,20,20,0.2,False,4.214,0
scenario374,c1,0,2,1,2,20,100,60,60,-30,20,100,20,0.1,True,0.0,1
scenario375,c1,0,2,1,2,0,100,20,80,-30,0,40,80,0.1,False,3.376,0
scenario376,c1,0,2,1,2,20,100,60,60,-30,20,100,20,0.1,False,3.027,0
scenario377,c4,2,0,1,0,40,60,60,0,0,80,0,40,0.1,False,9999.0,0
scenario378,c1,1,2,0,1,80,100,80,60,0,20,20,0,0.4,False,3.942,0
scenario379,c4,1,2,2,0,20,80,80,60,90,40,60,40,1.0,False,4.655,0
scenario380,c1,0,2,1,2,0,100,60,20,0,20,80,40,0.1,True,0.0,1
scenario381,c4,2,0,1,0,20,100,40,80,-60,20,100,60,0.4,False,3962.088,0
scenario382,c1,1,2,0,1,80,40,100,40,0,40,60,20,0.8,False,4.646,0
scenario383,c2,2,1,0,1,0,100,40,100,-30,60,80,60,0.6,True,0.0,1
scenario384,c2,0,1,2,0,20,100,100,100,-30,20,60,100,0.1,True,0.0,1
scenario385,c1,0,2,1,2,60,100,20,20,0,0,20,40,0.1,False,2.206,0
scenario386,c1,1,2,0,2,80,100,80,60,30,20,20,40,0.1,False,15.817,0
scenario387,c4,2,0,1,2,60,100,80,0,60,20,60,40,0.1,False,4189.008,0
scenario388,c1,0,2,1,2,0,100,60,20,0,20,80,40,0.1,False,3.471,0
scenario389,c1,0,1,1,2,100,80,80,40,30,20,0,0,0.2,False,1.913,0
scenario390,c1,0,2,1,2,80,100,20,40,0,0,20,100,0.1,False,2.728,0
scenario391,c4,2,0,1,0,80,80,0,40,-30,20,20,60,0.1,False,3144.733,0
scenario392,c2,0,1,2,0,40,100,60,40,60,0,40,40,0.1,False,20.077,0
scenario393,c4,1,0,2,0,100,100,80,100,30,20,0,60,0.1,False,2.073,0
scenario394,c4,2,0,1,0,0,100,0,40,0,20,100,20,0.1,False,4155.053,0
scenario395,c2,2,1,0,1,0,100,20,100,-60,60,80,60,0.6,True,0.0,1
scenario396,c1,1,2,0,1,100,80,60,40,-30,20,40,40,0.6,False,4.001,0
scenario397,c2,0,1,2,0,80,100,60,60,60,0,20,40,0.1,False,3499.687,0
scenario398,c2,0,1,2,1,100,40,80,80,0,20,0,40,0.1,False,3.456,0
scenario399,c1,1,2,0,1,40,100,60,80,90,40,20,40,1.0,False,2.75,0
scenario400,c2,2,1,0,1,0,100,20,100,-60,60,80,60,0.6,True,0.0,1
scenario401,c1,0,1,1,2,100,20,60,60,-60,40,40,40,0.6,False,2.664,0
scenario402,c4,2,0,1,0,0,100,60,0,-30,20,60,20,0.1,False,9999.0,0
scenario403,c4,1,0,2,0,80,20,60,100,0,40,0,0,0.1,False,2.664,0
scenario404,c1,0,2,1,2,60,100,40,0,60,20,20,40,0.8,False,1.511,0
scenario405,c1,0,2,1,2,100,100,60,20,30,0,20,100,0.1,False,5.27,0
scenario406,c2,0,1,2,1,80,100,60,40,60,0,40,40,0.2,False,5.264,0
scenario407,c4,2,0,1,0,80,80,80,40,90,0,20,40,0.2,False,4791.793,0
scenario408,c4,1,2,2,0,80,100,80,80,-30,40,0,40,0.2,False,4.109,0
scenario409,c4,2,0,1,0,100,80,80,100,90,60,40,60,0.1,False,3901.982,0
scenario410,c1,1,2,0,1,20,80,80,80,90,40,20,60,1.0,False,3.853,0
scenario411,c4,2,0,1,2,100,100,80,20,0,0,20,0,0.2,False,4157.118,0
scenario412,c4,1,0,2,0,80,0,80,0,60,0,60,0,0.6,False,12.91,0
scenario413,c4,1,0,2,0,100,0,100,20,30,40,100,80,1.0,False,4.192,0
scenario414,c1,1,2,0,2,80,0,100,20,90,20,60,100,0.2,False,21.298,0
scenario415,c4,1,0,2,0,20,60,60,0,90,0,40,100,0.1,False,2.611,0
scenario416,c1,1,2,0,2,20,0,80,20,90,20,20,0,1.0,False,10.483,0
scenario417,c4,1,0,2,0,0,60,100,80,-30,0,0,20,0.2,False,3.084,0
scenario418,c4,1,0,2,0,100,0,40,60,-90,20,0,20,0.1,False,2.701,0
scenario419,c4,1,0,2,0,100,80,40,100,-90,0,100,20,1.0,False,4627.942,0
scenario420,c4,1,0,2,0,20,100,60,20,-30,0,80,0,0.1,False,4837.096,0
scenario421,c4,1,0,2,0,60,0,40,0,60,100,100,20,0.8,False,2.695,0
scenario422,c4,1,0,2,0,0,20,0,20,-60,20,0,0,0.1,False,3.084,0
scenario423,c1,1,2,0,2,100,80,80,80,90,60,100,80,0.1,False,4906.195,0
scenario424,c4,1,0,2,0,20,60,60,0,90,0,40,100,0.1,False,1.995,0
scenario425,c4,2,0,1,0,20,0,80,0,90,20,40,100,0.2,False,2889.371,0
scenario426,c4,2,0,1,0,20,60,100,0,90,20,60,80,0.1,False,7858.797,0
scenario427,c4,1,0,2,0,0,60,80,20,90,20,40,80,0.1,False,2.709,0
scenario428,c2,2,0,0,1,40,60,80,0,90,0,60,100,0.1,False,2610.552,0
scenario429,c2,2,0,0,1,0,80,60,20,60,0,20,100,0.2,True,0.0,1
scenario430,c4,1,0,2,0,20,60,80,0,-90,20,40,100,0.1,False,2.725,0
scenario431,c2,0,1,2,0,0,60,60,0,30,0,20,100,0.2,False,1.869,0
scenario432,c2,0,1,2,0,40,80,40,0,60,0,40,100,0.1,False,51.026,0
scenario433,c4,1,2,2,0,0,40,60,0,-60,0,20,80,0.2,False,4.239,0
scenario434,c1,1,2,0,2,40,80,60,0,90,0,20,0,0.1,False,656.695,0
scenario435,c2,0,1,2,0,60,40,40,20,90,0,60,100,0.6,False,2559.573,0
scenario436,c2,2,0,0,1,0,80,60,20,60,0,20,100,0.2,False,2.643,0
scenario437,c4,1,2,2,0,20,40,100,0,-90,40,40,100,0.2,False,5.202,0
scenario438,c2,0,1,2,0,80,60,60,40,30,0,40,80,0.1,False,1547.011,0
scenario439,c4,1,0,2,0,0,60,0,40,30,20,40,80,0.1,False,1.73,0
scenario440,c4,2,0,1,0,0,80,60,0,90,0,60,100,0.2,False,9999.0,0
scenario441,c1,1,2,0,2,20,60,60,20,90,80,0,60,0.1,False,160.393,0
scenario442,c4,1,2,2,0,0,40,60,20,-60,20,20,80,0.2,False,4.18,0
scenario443,c4,2,0,1,0,40,100,40,20,90,0,60,80,0.6,False,8385.171,0
scenario444,c1,0,1,1,2,0,20,40,0,0,40,40,100,0.6,False,7.295,0
scenario445,c1,0,2,1,2,60,100,40,0,60,0,60,80,0.1,True,0.0,1
scenario446,c4,2,0,1,0,0,20,60,0,90,100,60,100,0.1,False,5993.85,0
scenario447,c4,2,0,1,0,20,60,100,20,30,20,60,80,1.0,False,9999.0,0
scenario448,c1,0,2,1,2,60,100,40,0,60,0,60,80,0.1,False,3.602,0
scenario449,c4,2,0,1,0,20,60,40,0,90,20,80,100,0.4,False,8.29,0
scenario450,c4,1,2,2,0,0,40,60,20,-60,20,20,80,0.2,False,3.9,0
scenario451,c1,1,2,0,2,20,60,100,40,90,20,0,60,1.0,False,20.342,0
scenario452,c1,0,2,1,2,40,60,100,20,30,100,0,60,0.1,False,0.954,0
scenario453,c4,2,0,1,2,40,100,20,0,90,20,80,80,0.6,False,4038.859,0
scenario454,c4,1,0,2,0,0,60,60,20,-30,40,80,100,0.2,False,2.603,0
scenario455,c2,2,0,0,1,0,60,80,0,-90,20,20,80,0.2,False,3.534,0
scenario456,c1,1,2,0,2,40,60,60,40,90,60,0,40,0.1,False,19.08,0
scenario457,c4,2,0,1,2,0,80,60,20,90,0,60,100,0.4,False,1.032,0
scenario458,c4,2,0,1,2,0,80,60,0,-30,60,60,100,0.4,True,0.0,1
scenario459,c4,2,0,1,2,0,40,60,100,90,100,80,60,0.1,False,4717.235,0
scenario460,c4,2,0,1,2,0,80,60,0,-30,60,60,100,0.4,True,0.0,1
scenario461,c1,0,1,1,2,0,80,100,0,0,60,60,100,1.0,False,1.929,0
scenario462,c4,2,0,1,2,20,60,60,20,60,0,80,100,0.1,False,3017.029,0
scenario463,c1,1,2,0,1,80,80,40,0,60,20,80,60,0.2,False,3632.731,0
scenario464,c4,1,2,2,0,0,60,100,0,-60,20,40,60,0.2,False,4.351,0
scenario465,c4,2,0,1,2,0,100,20,0,60,0,40,100,0.4,False,0.993,0
scenario466,c1,1,2,0,2,0,100,100,60,90,20,0,60,1.0,False,3638.826,0
scenario467,c1,1,2,0,2,0,60,0,40,-90,80,20,80,0.2,False,3.606,0
scenario468,c4,2,0,1,2,100,60,40,0,90,20,100,80,0.6,False,5695.769,0
scenario469,c2,0,1,2,0,20,60,100,40,60,80,0,40,0.1,False,1.624,0
scenario470,c4,2,0,1,2,0,80,60,20,0,60,60,80,0.6,True,0.0,1
scenario471,c4,1,2,2,0,0,60,40,100,90,80,60,20,0.1,False,3.839,0
scenario472,c4,2,0,1,2,0,80,60,0,-30,60,60,100,0.4,True,0.0,1
scenario473,c2,2,1,0,1,80,60,60,100,60,80,40,20,0.2,True,0.0,1
scenario474,c2,2,1,0,1,0,100,20,0,60,0,20,100,0.6,False,4.339,0
scenario475,c4,2,0,1,2,0,100,60,20,30,60,60,100,0.6,True,0.0,1
scenario476,c1,0,2,1,2,40,0,100,60,60,100,0,20,0.1,False,3.324,0
scenario477,c1,0,1,1,2,0,100,40,20,60,0,40,100,0.4,False,4.288,0
scenario478,c1,1,2,0,1,80,80,60,20,30,40,80,40,0.2,False,3.941,0
scenario479,c2,0,1,2,1,20,80,100,20,0,60,80,80,1.0,False,2.596,0
scenario480,c2,0,1,2,0,40,60,100,40,30,60,20,40,0.1,False,1.687,0
scenario481,c1,1,2,0,1,80,100,40,0,90,40,60,60,0.2,False,4.492,0
scenario482,c2,0,1,2,0,0,60,0,60,-60,100,0,100,0.8,True,0.0,1
scenario483,c1,0,1,1,2,0,40,60,100,60,20,40,0,0.1,False,3.794,0
scenario484,c2,2,1,0,1,40,40,80,60,-60,80,100,80,0.8,False,39.073,0
scenario485,c2,2,0,0,1,0,20,0,20,60,40,0,0,0.1,False,3.074,0
scenario486,c4,1,0,2,0,0,80,100,80,0,0,0,20,0.4,False,4.006,0
scenario487,c1,1,2,0,2,100,0,40,60,-90,20,0,20,0.4,False,17.897,0
scenario488,c2,2,0,0,1,40,20,100,0,30,40,100,80,0.8,False,3.588,0
scenario489,c4,1,0,2,0,80,0,100,40,30,40,100,80,1.0,False,2.668,0
scenario490,c4,1,0,2,0,60,40,100,80,-30,100,0,20,0.2,False,2.601,0
scenario491,c4,1,2,2,0,0,80,100,60,-30,0,0,20,0.2,False,4.106,0
scenario492,c4,2,0,1,0,0,20,0,20,-60,20,0,0,0.1,False,14.786,0
scenario493,c4,1,0,2,0,0,20,0,20,-30,20,0,0,0.1,False,3.808,0
scenario494,c4,1,0,2,0,0,20,0,0,-60,20,0,0,0.4,False,4.29,0
scenario495,c2,2,0,0,1,20,0,0,0,-60,20,0,20,0.2,False,5.459,0
scenario496,c4,1,0,2,0,60,40,100,80,-30,100,0,20,0.2,False,2.348,0
scenario497,c1,1,2,0,2,60,40,20,80,-30,100,0,20,0.4,False,4.244,0
scenario498,c4,1,0,2,0,60,40,80,80,-30,80,0,20,1.0,False,2.714,0
scenario499,c2,2,0,0,1,60,20,100,80,-30,0,0,20,0.2,False,5.561,0
scenario500,c2,2,1,0,1,80,0,100,100,-60,100,80,40,0.1,False,3.908,0
scenario501,c4,1,0,2,0,80,20,100,60,90,0,0,0,0.1,False,1.84,0
scenario502,c2,2,0,0,1,60,20,100,80,-60,100,0,0,0.4,False,2.81,0
scenario503,c2,2,0,0,1,40,60,100,80,-60,100,20,40,0.4,False,2.946,0
scenario504,c2,0,1,2,0,80,20,80,100,-90,80,0,0,0.2,False,1.497,0
scenario505,c1,1,2,0,2,40,20,100,80,-30,100,0,0,0.1,False,134.896,0
scenario506,c4,2,0,1,2,60,40,100,100,-90,100,0,0,0.2,False,1.359,0
scenario507,c4,1,0,2,0,80,100,80,80,-30,80,0,20,0.1,False,1.904,0
scenario508,c4,2,0,1,2,60,40,100,100,-90,100,0,0,0.2,False,1.319,0
scenario509,c1,1,2,0,2,40,20,40,80,30,100,20,40,0.6,False,43.928,0
scenario510,c2,0,1,2,0,100,60,100,100,-90,100,20,0,0.2,False,1.462,0
scenario511,c4,1,0,2,0,80,0,100,60,90,0,20,0,0.1,False,2.704,0
scenario512,c4,2,0,1,2,60,100,100,80,-60,100,20,20,0.2,False,1.014,0
scenario513,c4,2,0,1,2,100,40,40,60,-90,80,40,20,0.8,True,0.0,1
scenario514,c1,1,2,0,1,40,0,100,40,-60,100,20,20,0.1,False,4.196,0
scenario515,c4,1,0,2,0,100,40,80,60,-30,100,80,20,0.2,False,2.55,0
scenario516,c2,2,0,0,1,60,60,80,0,-30,80,0,100,1.0,False,3.153,0
scenario517,c4,1,2,2,0,80,100,60,100,-30,60,40,20,0.1,False,4.05,0
scenario518,c1,1,2,0,1,80,60,20,80,-30,80,0,40,0.2,False,4.066,0
scenario519,c2,2,0,0,1,40,60,100,100,-60,100,0,60,0.2,True,0.0,1
scenario520,c4,2,0,1,2,100,40,40,60,-90,80,40,20,0.8,False,1.004,0
scenario521,c2,2,0,0,1,80,40,100,0,0,40,0,100,1.0,False,3.367,0
scenario522,c2,2,0,0,1,60,60,80,0,-60,60,60,0,0.2,False,2.798,0
scenario523,c4,2,0,1,2,80,60,0,100,-90,80,0,0,0.1,False,0.934,0
scenario524,c1,0,1,1,2,100,100,40,100,-30,100,20,60,0.2,False,2.984,0
scenario525,c1,1,2,0,2,60,40,0,100,60,100,40,40,0.8,False,45.868,0
scenario526,c2,0,1,2,1,40,0,40,80,60,80,40,0,0.6,False,3.308,0
scenario527,c4,1,2,2,0,80,0,100,40,-90,0,40,0,0.1,False,4.826,0
scenario528,c2,0,1,2,0,100,100,20,100,-90,80,20,20,0.4,False,1.619,0
scenario529,c2,2,0,0,1,100,100,40,100,-90,80,20,40,0.8,False,2.762,0
scenario530,c4,2,0,1,0,100,80,60,80,-90,100,40,20,0.8,False,6482.537,0
scenario531,c4,2,0,1,2,60,0,60,100,30,80,20,60,0.8,False,1.2,0
scenario532,c4,2,0,1,2,80,60,0,100,-90,80,0,0,0.1,True,0.0,1
scenario533,c2,0,1,2,1,40,20,20,80,60,60,40,0,0.4,False,3.763,0
scenario534,c2,2,0,0,1,80,80,100,0,0,40,0,100,1.0,False,2.811,0
scenario535,c1,1,2,0,2,60,0,60,0,0,60,20,40,0.8,False,50.282,0
scenario536,c2,2,1,0,1,60,100,100,80,30,100,40,20,0.6,True,0.0,1
scenario537,c4,2,0,1,2,60,20,60,60,90,60,20,80,0.8,False,4494.639,0
scenario538,c2,2,0,0,1,40,60,80,0,-90,60,80,0,0.2,False,2.626,0
scenario539,c1,0,2,1,2,100,100,100,100,-90,100,20,20,1.0,False,3.366,0
scenario540,c2,2,0,0,1,80,60,0,80,60,100,60,40,0.8,False,3.356,0
scenario541,c1,1,2,0,2,40,60,0,100,30,100,60,60,0.8,False,4474.249,0
scenario542,c1,1,2,0,2,100,80,40,0,-60,100,40,80,0.4,False,9.213,0
scenario543,c4,1,0,2,0,100,80,0,0,30,20,0,100,0.8,False,2.494,0
scenario544,c4,2,0,1,2,80,60,0,100,-90,80,0,0,0.1,True,0.0,1
scenario545,c2,0,1,2,1,60,20,0,80,60,40,20,0,0.2,False,3.351,0
scenario546,c4,2,0,1,2,0,0,40,0,30,40,20,20,0.2,False,1.091,0
scenario547,c4,2,0,1,2,80,40,60,0,0,60,80,0,0.1,False,4192.39,0
scenario548,c2,2,0,0,1,100,80,100,0,0,40,100,100,1.0,False,1852.257,0
scenario549,c2,0,1,2,1,40,0,40,80,60,0,40,60,0.4,False,2.88,0
scenario550,c2,0,1,2,0,40,80,0,80,30,100,60,40,0.6,False,1.852,0
scenario551,c1,0,2,1,2,100,80,100,100,-90,100,40,20,0.2,False,0.335,1
scenario552,c4,1,2,2,0,100,60,40,20,-30,100,40,100,0.2,False,4.51,0
scenario553,c1,1,2,0,2,80,20,60,80,30,60,20,20,1.0,False,26.329,0
scenario554,c4,1,0,2,0,60,0,0,60,90,60,20,80,0.6,False,2.769,0
scenario555,c1,0,1,1,2,20,60,20,60,-90,100,0,0,0.8,False,3.091,0
scenario556,c2,2,1,0,1,40,40,80,60,-60,80,100,80,0.8,False,80.296,0
scenario557,c4,2,0,1,2,100,40,20,40,0,40,0,80,0.6,False,3.217,0
scenario558,c4,2,0,1,2,100,0,100,40,90,80,40,20,0.6,True,0.0,1
scenario559,c1,1,2,0,2,40,20,100,0,90,40,100,0,0.4,False,28.91,0
scenario560,c4,1,0,2,0,0,20,0,0,-90,20,0,80,0.8,False,2.317,0
scenario561,c4,1,0,2,0,0,60,100,100,0,0,0,20,0.1,False,1.969,0
scenario562,c2,2,0,0,1,20,0,0,0,-60,40,0,40,0.4,False,3.072,0
scenario563,c4,1,0,2,0,60,0,80,40,0,40,100,80,1.0,False,3.077,0
scenario564,c4,1,0,2,0,0,40,20,20,-60,20,0,0,0.1,False,2.944,0
scenario565,c2,2,0,0,1,40,0,0,0,-60,40,20,100,0.4,False,0.777,0
scenario566,c2,2,0,0,1,40,20,100,0,30,40,80,80,0.8,False,3.067,0
scenario567,c4,1,0,2,0,0,20,0,20,-60,40,0,0,0.4,False,2.852,0
scenario568,c2,2,0,0,1,40,0,0,0,-60,40,20,100,0.4,True,0.0,1
scenario569,c1,0,1,1,2,40,0,20,0,-60,60,20,0,0.4,False,3.38,0
scenario570,c2,0,1,2,1,40,20,0,0,-60,0,20,100,0.2,False,4.859,0
scenario571,c2,2,1,0,1,60,0,0,0,-60,40,20,60,0.2,False,3.483,0
scenario572,c4,2,0,1,0,20,20,0,0,90,20,40,40,0.6,False,4126.234,0
scenario573,c4,1,0,2,0,20,0,0,20,-60,40,60,80,1.0,False,2.717,0
scenario574,c2,2,0,0,1,20,0,0,0,-60,20,20,100,0.4,False,3.234,0
scenario575,c4,1,0,2,0,20,20,0,40,-60,40,0,80,0.4,False,3.062,0
scenario576,c1,0,1,1,2,60,0,0,20,-60,20,80,80,0.2,False,5.018,0
scenario577,c2,2,1,0,1,40,20,0,0,-30,20,60,100,0.4,False,2.971,0
scenario578,c2,2,1,0,1,40,0,0,0,-60,40,20,80,0.2,False,3.157,0
scenario579,c2,2,0,0,1,60,20,0,0,-90,60,20,60,0.2,True,0.0,1
scenario580,c2,2,0,0,1,40,0,0,0,-60,40,20,100,0.4,True,0.0,1
scenario581,c4,1,0,2,0,40,0,0,40,-60,40,60,80,1.0,False,2.03,0
scenario582,c2,2,1,0,1,40,60,0,0,-60,60,20,80,0.4,True,0.0,1
scenario583,c2,0,1,2,1,60,0,20,20,-90,0,40,100,0.4,False,2552.37,0
scenario584,c4,1,0,2,0,40,80,20,40,-60,60,0,80,0.2,False,3.974,0
scenario585,c1,0,1,1,2,80,0,40,20,-90,20,100,20,0.2,False,5.177,0
scenario586,c1,0,2,1,2,80,0,0,0,-60,20,60,100,0.4,False,2.86,0
scenario587,c2,0,1,2,1,60,20,20,0,-30,80,0,0,0.4,False,3.138,0
scenario588,c1,0,2,1,2,40,20,80,40,-30,0,0,80,0.4,False,3.894,0
scenario589,c4,1,2,2,0,40,40,20,0,0,40,60,80,0.6,False,4.863,0
scenario590,c4,1,0,2,0,40,0,0,40,-60,40,40,60,1.0,False,2.7,0
scenario591,c1,0,2,1,2,40,0,20,20,-90,40,20,0,0.8,False,4.876,0
scenario592,c2,2,0,0,1,40,0,0,0,-60,40,20,100,0.4,True,0.0,1
scenario593,c4,2,0,1,2,40,80,20,40,-30,20,0,100,0.1,True,0.0,1
scenario594,c1,1,2,0,1,20,60,20,20,-60,60,20,100,0.6,False,2.826,0
scenario595,c1,0,1,1,2,60,0,100,20,-90,0,80,40,0.4,False,5.139,0
scenario596,c2,2,0,0,1,80,0,40,0,-90,0,20,80,0.4,False,5.048,0
scenario597,c1,1,2,0,2,40,20,20,20,-90,40,20,40,0.8,False,28.516,0
scenario598,c2,0,1,2,1,80,20,0,0,-30,40,80,40,0.4,False,2480.936,0
scenario599,c4,2,0,1,0,40,0,0,0,-60,40,20,100,0.2,False,2.336,0
scenario600,c1,1,2,0,1,60,0,20,20,-30,60,0,100,0.8,False,2.597,0
scenario601,c4,1,2,2,0,60,100,0,20,90,60,40,100,0.1,False,3.569,0
scenario602,c2,2,0,0,1,20,0,20,60,-30,20,100,80,1.0,False,6.174,0
scenario603,c2,2,1,0,1,60,60,20,20,-60,0,40,80,0.4,False,6.976,0
scenario604,c2,2,0,0,1,40,0,0,0,-60,40,20,100,0.4,True,0.0,1
scenario605,c4,2,0,1,2,40,20,100,0,-60,100,20,40,0.2,True,0.0,1
scenario606,c2,2,0,0,1,0,20,100,40,0,40,100,60,1.0,False,4.93,0
scenario607,c2,2,0,0,1,20,20,0,20,-60,80,40,20,0.4,False,3.958,0
scenario608,c2,2,1,0,1,80,40,20,0,-60,0,80,40,0.2,False,23.574,0
