Row,startego,goalego,startother,goalother,cloudiness,precipitation,precipitationdeposits,windintensity,timeofday,fogdensity,fogdistance,wetness,roadfriction
Z_{1},-0.8203,0.4857,0.8864,-0.6457,0.0715,0.4156,0.4481,-0.2351,0.1547,-0.622,0.2176,-0.2934,-0.5577
Z_{2},-0.6894,0.3063,0.6664,-0.3929,-0.055,-0.1433,-0.4317,0.4693,-0.0568,0.3288,-0.4168,0.0449,0.3331
