Visibility,VehicleStability,RoadSurface,PathInteraction,Wetness,GoalEgo,WindIntensity,TimeOfDay,FogDistance,PrecipitationDeposits,StartOther,Cloudiness,FogDensity,StartEgo,GoalOther,RoadFriction,Precipitation,Min_TTC,Collision_Occurred
20,80,60,c4,0,left,0,-60,0,0,left,0,100,base,right,1,0,0.0,True
20,80,80,c1,0,left,0,-60,0,0,left,0,100,right,base,1,0,3.020625912898605,False
20,80,80,c2,0,right,0,-60,0,0,right,0,100,left,base,1,0,2.7194342865580476,False
20,80,80,c4,0,left,0,-60,0,0,base,0,100,right,right,1,0,1.1066513175270971,False
20,80,100,c1,0,base,0,-60,0,0,right,0,100,left,base,1,0,6.391560169142661,False
20,80,100,c2,0,left,0,-60,0,0,right,0,100,base,base,1,0,0.0,True
20,80,100,c4,0,right,0,-60,0,0,base,0,100,left,right,1,0,3.3570496161855776,False
20,100,0,c1,0,base,0,-60,0,0,base,0,100,left,right,1,0,4.324024966390281,False
20,100,0,c2,0,left,0,-60,0,0,right,0,100,base,left,1,0,3.1221826401836843,False
20,100,0,c4,0,base,0,-60,0,0,right,0,100,left,base,1,0,1.8137121144701382,False
20,100,20,c1,0,right,0,-60,0,0,base,0,100,left,right,1,0,3.37435821660707,False
20,100,20,c2,0,left,0,-60,0,0,left,0,100,base,base,1,0,3.482610977437948,False
20,100,20,c4,0,right,0,-60,0,0,right,0,100,left,base,1,0,3.7752382595993907,False
20,100,40,c1,0,left,0,-60,0,0,left,0,100,base,right,1,0,2.441811044077119,False
20,100,40,c2,0,right,0,-60,0,0,base,0,100,left,left,1,0,4.1808116496940135,False
20,100,40,c4,0,left,0,-60,0,0,left,0,100,base,right,1,0,0.0,True
20,100,60,c1,0,left,0,-60,0,0,left,0,100,right,base,1,0,2.651827053560752,False
20,100,60,c2,0,left,0,-60,0,0,base,0,100,right,left,1,0,0.457278033386274,False
20,100,60,c4,0,base,0,-60,0,0,left,0,100,right,base,1,0,2.267642285870156,False
20,100,80,c1,0,base,0,-60,0,0,base,0,100,right,left,1,0,2.5487175610946764,False
20,100,80,c2,0,left,0,-60,0,0,left,0,100,base,base,1,0,3.1094197977356433,False
20,100,80,c4,0,base,0,-60,0,0,base,0,100,left,left,1,0,3.576673719223708,False
20,100,100,c1,0,right,0,-60,0,0,right,0,100,base,base,1,0,1.5426661864622948,False
20,100,100,c2,0,right,0,-60,0,0,base,0,100,left,left,1,0,3.404323203798822,False
20,100,100,c4,0,left,0,-60,0,0,right,0,100,base,left,1,0,3.442380194500609,False
40,0,0,c1,0,base,0,-60,0,0,base,0,100,right,right,1,0,1.2546518408906098,False
40,0,0,c2,0,left,0,-60,0,0,base,0,100,right,left,1,0,0.0,True
40,0,0,c4,0,right,0,-60,0,0,left,0,100,base,base,1,0,3.538751280657433,False
40,0,20,c1,0,left,0,-60,0,0,base,0,100,right,left,1,0,1.8060946219474694,False
40,0,20,c2,0,right,0,-60,0,0,right,0,100,base,base,1,0,1.5540039094111036,False
40,0,20,c4,0,right,0,-60,0,0,left,0,100,base,right,1,0,2.591636828585626,False
40,0,40,c1,0,base,0,-60,0,0,base,0,100,right,left,1,0,1.10740540240186,False
40,0,40,c2,0,right,0,-60,0,0,left,0,100,base,right,1,0,2.831540832521938,False
40,0,40,c4,0,left,0,-60,0,0,right,0,100,base,left,1,0,4.369322651532717,False
40,0,60,c1,0,right,0,-60,0,0,right,0,100,left,base,1,0,3.0005730179532835,False
40,0,60,c2,0,base,0,-60,0,0,base,0,100,right,right,1,0,1.258596459537211,False
40,0,60,c4,0,right,0,-60,0,0,left,0,100,base,base,1,0,4.041860442681702,False
40,0,80,c1,0,left,0,-60,0,0,right,0,100,base,left,1,0,2.568869365359366,False
40,0,80,c2,0,right,0,-60,0,0,right,0,100,left,base,1,0,0.0,True
40,0,80,c4,0,right,0,-60,0,0,right,0,100,left,left,1,0,0.7841597525686309,False
40,0,100,c1,0,left,0,-60,0,0,base,0,100,right,left,1,0,1.1788451793797585,False
40,0,100,c2,0,base,0,-60,0,0,right,0,100,left,base,1,0,5.226503359323257,False
40,0,100,c4,0,right,0,-60,0,0,right,0,100,base,left,1,0,2.8672934978335882,False
40,20,0,c1,0,base,0,-60,0,0,right,0,100,left,base,1,0,6.577352595661785,False
40,20,0,c2,0,left,0,-60,0,0,left,0,100,base,right,1,0,2.434870388483116,False
40,20,0,c4,0,left,0,-60,0,0,left,0,100,right,base,1,0,4.000766626489417,False
40,20,20,c1,0,right,0,-60,0,0,left,0,100,base,right,1,0,0.0,True
40,20,20,c2,0,base,0,-60,0,0,base,0,100,left,right,1,0,4.990040996592772,False
40,20,20,c4,0,base,0,-60,0,0,base,0,100,right,right,1,0,1.1652320326151144,False
40,20,40,c1,0,base,0,-60,0,0,right,0,100,left,left,1,0,3.0445178616352906,False
40,20,40,c2,0,base,0,-60,0,0,base,0,100,left,right,1,0,4.527502828475881,False
40,20,40,c4,0,base,0,-60,0,0,right,0,100,left,left,1,0,1.3125592263352368,False
40,20,60,c1,0,right,0,-60,0,0,right,0,100,base,left,1,0,1.8931415792043251,False
40,20,60,c2,0,base,0,-60,0,0,right,0,100,left,left,1,0,2.9521222241862297,False
40,20,60,c4,0,left,0,-60,0,0,base,0,100,right,left,1,0,0.0,True
40,20,80,c1,0,base,0,-60,0,0,left,0,100,right,base,1,0,2.0166948030471605,False
40,20,80,c2,0,left,0,-60,0,0,left,0,100,base,right,1,0,2.727181388570171,False
40,20,80,c4,0,base,0,-60,0,0,left,0,100,right,right,1,0,0.0,True
40,20,100,c1,0,right,0,-60,0,0,base,0,100,left,right,1,0,3.065085385176582,False
40,20,100,c2,0,base,0,-60,0,0,base,0,100,right,right,1,0,1.158931233789313,False
40,20,100,c4,0,left,0,-60,0,0,left,0,100,right,base,1,0,3.5825924235732916,False
40,40,0,c1,0,right,0,-60,0,0,right,0,100,base,base,1,0,1.5609874337173832,False
40,40,0,c2,0,base,0,-60,0,0,base,0,100,right,right,1,0,1.1828978332892652,False
40,40,0,c4,0,right,0,-60,0,0,left,0,100,base,right,1,0,7.54936683470572,False
40,40,20,c1,0,left,0,-60,0,0,right,0,100,base,left,1,0,2.930073964899239,False
40,40,20,c2,0,base,0,-60,0,0,right,0,100,left,base,1,0,4.414053079968163,False
40,40,20,c4,0,left,0,-60,0,0,left,0,100,base,base,1,0,3.7699189624802583,False
40,40,40,c1,0,right,0,-60,0,0,right,0,100,base,base,1,0,1.2915081187742399,False
40,40,40,c2,0,base,0,-60,0,0,right,0,100,left,left,1,0,3.5930936158497224,False
40,40,40,c4,0,left,0,-60,0,0,left,0,100,base,base,1,0,3.5914398429158325,False
40,40,60,c1,0,right,0,-60,0,0,right,0,100,left,left,1,0,0.8266569475769294,False
40,40,60,c2,0,base,0,-60,0,0,left,0,100,right,base,1,0,2.7276719365348376,False
40,40,60,c4,0,right,0,-60,0,0,right,0,100,base,left,1,0,2.2069300933427267,False
40,40,80,c1,0,right,0,-60,0,0,left,0,100,base,right,1,0,0.0,True
40,40,80,c2,0,right,0,-60,0,0,base,0,100,left,left,1,0,4.058010766301093,False
40,40,80,c4,0,right,0,-60,0,0,base,0,100,left,left,1,0,7.93873872140234,False
40,40,100,c1,0,base,0,-60,0,0,base,0,100,left,left,1,0,2.8509072669363547,False
40,40,100,c2,0,base,0,-60,0,0,base,0,100,left,left,1,0,3.16796447591265,False
40,40,100,c4,0,left,0,-60,0,0,left,0,100,base,right,1,0,0.0,True
40,60,0,c1,0,left,0,-60,0,0,right,0,100,base,left,1,0,2.976325744235152,False
40,60,0,c2,0,base,0,-60,0,0,right,0,100,left,left,1,0,3.1097772482224317,False
40,60,0,c4,0,base,0,-60,0,0,base,0,100,left,left,1,0,3.7781516428335924,False
40,60,20,c1,0,base,0,-60,0,0,right,0,100,left,base,1,0,6.675984531355721,False
40,60,20,c2,0,left,0,-60,0,0,right,0,100,base,left,1,0,2.962116417462875,False
40,60,20,c4,0,right,0,-60,0,0,right,0,100,base,base,1,0,1.872833112131496,False
40,60,40,c1,0,left,0,-60,0,0,base,0,100,right,left,1,0,1.3051952445202957,False
40,60,40,c2,0,left,0,-60,0,0,left,0,100,base,right,1,0,1.6581065897505873,False
40,60,40,c4,0,base,0,-60,0,0,left,0,100,right,right,1,0,0.0,True
40,60,60,c1,0,right,0,-60,0,0,right,0,100,left,left,1,0,0.8137326216534948,False
40,60,60,c2,0,base,0,-60,0,0,left,0,100,right,right,1,0,0.9919343098115522,False
40,60,60,c4,0,left,0,-60,0,0,right,0,100,base,left,1,0,2.7418712195872694,False
40,60,80,c1,0,left,0,-60,0,0,base,0,100,right,right,1,0,1.5074905610633,False
40,60,80,c2,0,left,0,-60,0,0,left,0,100,base,base,1,0,3.1244094666920934,False
40,60,80,c4,0,base,0,-60,0,0,base,0,100,right,left,1,0,1.016625362413265,False
40,60,100,c1,0,right,0,-60,0,0,right,0,100,base,base,1,0,1.7267934463502628,False
40,60,100,c2,0,base,0,-60,0,0,right,0,100,left,left,1,0,3.1742503840895924,False
40,60,100,c4,0,base,0,-60,0,0,base,0,100,right,left,1,0,0.0,True
40,80,0,c1,0,right,0,-60,0,0,right,0,100,left,base,1,0,2.7218104045594385,False
40,80,0,c2,0,base,0,-60,0,0,left,0,100,right,right,1,0,1.0366703389836383,False
40,80,0,c4,0,base,0,-60,0,0,base,0,100,left,left,1,0,3.2656578210810303,False
40,80,20,c1,0,base,0,-60,0,0,base,0,100,right,right,1,0,1.1440308040554188,False
40,80,20,c2,0,base,0,-60,0,0,left,0,100,right,base,1,0,3.4641495524361874,False
40,80,20,c4,0,left,0,-60,0,0,right,0,100,base,left,1,0,2.8416995862217482,False
