Visibility,VehicleStability,RoadSurface,PathInteraction,GoalOther,Wetness,GoalEgo,FogDensity,TimeOfDay,WindIntensity,FogDistance,Cloudiness,StartOther,Precipitation,PrecipitationDeposits,StartEgo,RoadFriction,Min_TTC,Collision_Occurred
40,60,80,c1,left,40,right,20,60,40,80,80,right,60,60,left,0.4,0.92149408864472,False
40,60,80,c2,base,0,right,0,0,20,100,60,left,40,60,base,0.6,4.30750685584298,False
40,60,80,c4,base,20,left,80,30,20,0,80,right,20,20,base,1.0,1.268392128722806,False
40,60,100,c1,right,0,base,60,-60,40,40,40,base,20,20,right,0.8,1.1747254301511103,False
40,60,100,c2,right,20,base,60,60,40,40,60,left,40,40,right,0.4,1.216116805416036,False
40,60,100,c4,base,40,left,60,0,40,20,40,left,40,60,base,0.2,3.2501147832208632,False
40,80,0,c1,left,0,base,40,-90,80,40,60,right,20,20,left,1.0,3.449414056524996,False
40,80,0,c2,base,0,left,60,0,60,80,20,right,0,0,base,1.0,1.7143614690099702,False
40,80,0,c4,left,20,right,80,-60,0,20,20,right,20,40,left,0.4,0.7957490877029112,False
40,80,20,c1,left,100,base,0,-30,0,100,80,base,80,80,left,0.1,2.857982560942782,False
40,80,20,c2,left,20,left,60,90,20,60,40,right,40,40,base,0.6,3.5398570462225813,False
40,80,20,c4,right,20,right,80,-30,20,20,60,base,20,40,left,0.8,4.603020790892381,False
40,80,40,c1,right,20,base,40,60,20,20,40,base,40,20,left,0.6,4.214281711770287,False
40,80,40,c2,right,0,left,40,30,40,60,80,base,20,20,right,0.6,1.2679279720552665,False
40,80,40,c4,right,20,left,40,-90,80,60,20,base,20,20,right,0.6,1.4067927312727466,False
40,80,60,c1,left,20,right,20,60,0,80,100,right,20,20,left,0.4,0.8727473404970274,False
40,80,60,c2,right,60,right,20,-30,40,80,60,left,60,40,base,0.2,2.883931983808463,False
40,80,60,c4,left,20,left,20,0,40,80,40,right,20,40,base,0.4,3.204516420175462,False
40,80,80,c1,base,40,left,20,0,40,60,60,left,40,20,right,0.4,4.850302579741509,False
40,80,80,c2,base,0,right,40,-90,40,60,80,right,0,0,left,1.0,3.303006260124785,False
40,80,80,c4,left,0,base,60,30,20,0,60,base,0,20,left,1.0,3.587625789966379,False
40,80,100,c1,base,0,right,80,0,40,40,60,right,20,40,left,0.8,1.9554624796951132,False
40,80,100,c2,left,20,right,20,-90,40,40,40,right,20,20,base,0.6,2.862651715031614,False
40,80,100,c4,base,40,left,60,0,40,40,20,left,20,20,base,1.0,4.155472439965224,False
40,100,0,c1,left,40,right,0,60,20,100,80,right,60,80,left,0.2,0.8756917174967102,False
40,100,0,c2,base,20,base,40,30,100,40,40,left,20,20,right,0.4,2.773272890728998,False
40,100,0,c4,right,60,left,20,30,40,40,80,base,40,40,right,0.2,1.7998000408345607,False
40,100,20,c1,right,40,right,40,-90,40,60,100,base,100,100,left,0.1,3.841516199123623,False
40,100,20,c2,left,0,right,80,-90,40,20,40,base,20,20,left,0.8,2.7042848717400245,False
40,100,20,c4,base,40,left,60,60,0,40,20,left,20,20,right,0.6,3.19319989923218,False
40,100,40,c1,left,0,base,80,60,20,20,40,base,40,40,right,0.8,3.1025165830554013,False
40,100,40,c2,left,0,base,80,90,20,20,40,right,20,20,left,0.6,3.9425500392778954,False
40,100,40,c4,left,40,base,0,30,80,100,80,right,40,20,left,0.6,1.1361825730732549,False
40,100,60,c1,left,40,base,20,-90,20,60,60,right,80,80,left,0.1,3.640347662483501,False
40,100,60,c2,left,20,base,60,90,0,0,0,right,20,20,left,0.8,3.042894161681073,False
40,100,60,c4,base,20,right,40,90,0,40,40,left,20,40,base,0.4,4.180618698602926,False
40,100,80,c1,right,40,left,20,30,60,40,60,left,40,60,right,0.2,0.8545366373588538,False
40,100,80,c2,right,20,right,80,90,20,40,40,left,20,20,base,0.8,1.8314753500939205,False
40,100,80,c4,left,40,base,80,30,20,40,20,base,20,20,right,0.6,3.344744832085827,False
40,100,100,c1,left,0,base,60,-60,40,40,40,right,20,40,left,1.0,4.047429358055157,False
40,100,100,c2,right,20,base,60,-90,20,0,40,left,20,20,right,1.0,1.01168089684291,False
40,100,100,c4,base,40,right,40,-90,0,60,80,right,40,40,left,0.2,4.578480545607489,False
60,0,0,c1,left,20,left,40,90,40,40,40,right,40,60,base,0.4,3.153363106464974,False
60,0,0,c2,left,20,base,40,90,20,60,60,base,20,20,left,1.0,2.9227540528271243,False
60,0,0,c4,base,20,right,20,30,60,80,40,right,40,60,left,0.2,3.781838132725192,False
60,0,20,c1,base,20,left,60,0,40,20,60,left,20,40,base,0.4,1.9913394305055057,False
60,0,20,c2,right,40,left,40,0,0,20,60,left,40,40,base,0.2,2.4371751032598525,False
60,0,20,c4,right,60,base,40,30,80,40,60,base,60,60,right,0.1,1.5447121662345003,False
60,0,40,c1,right,0,right,60,-30,0,0,40,base,20,20,left,0.8,3.0372979663643025,False
60,0,40,c2,base,40,right,80,90,40,20,100,right,40,40,left,0.6,2.5697222108350353,False
60,0,40,c4,right,20,left,60,-90,40,40,80,base,40,40,right,0.6,1.162703677750369,False
60,0,60,c1,base,20,left,0,30,60,100,80,left,60,60,right,0.4,5.3424725347477,False
60,0,60,c2,right,40,left,40,-90,0,0,40,left,40,60,base,0.1,3.033445861297295,False
60,0,60,c4,right,60,left,40,90,20,20,60,left,80,60,right,0.1,0.8878032506831789,False
60,0,80,c1,right,60,right,20,60,80,100,60,left,60,80,base,0.1,2.300731316415173,False
60,0,80,c2,left,40,base,20,-90,80,60,40,base,20,20,right,0.4,2.74698340636545,False
60,0,80,c4,left,60,right,40,60,0,40,60,right,60,60,base,0.2,2.691985962828476,False
60,0,100,c1,right,20,left,80,-90,0,0,60,base,20,40,right,0.2,1.1749629377041242,False
60,0,100,c2,base,20,base,40,0,0,40,60,left,40,40,right,0.4,1.572961580152806,False
60,0,100,c4,base,20,right,0,0,80,100,60,right,40,40,left,0.2,4.474797767255942,False
60,20,0,c1,base,40,right,60,0,20,20,40,right,60,80,left,0.1,2.850268844473195,False
60,20,0,c2,right,20,right,40,-30,0,20,40,left,40,20,base,0.4,4.203840837284371,False
60,20,0,c4,base,40,right,20,60,40,80,80,right,60,60,left,0.2,4.524307172725131,False
60,20,20,c1,base,20,left,80,-30,0,20,20,left,20,20,base,0.6,2.153548206525886,False
60,20,20,c2,right,0,right,20,-90,80,60,0,left,0,0,base,1.0,3.40817215307346,False
60,20,20,c4,base,20,left,80,60,40,0,60,left,0,0,base,0.8,4.215628750562035,False
60,20,40,c1,left,20,right,20,60,0,60,80,right,20,20,left,0.6,0.9021482531645922,False
60,20,40,c2,left,40,right,80,60,0,40,20,base,40,20,left,0.8,4.234120466683364,False
60,20,40,c4,right,40,left,60,30,20,60,40,left,20,20,right,0.6,0.9433450590465424,False
60,20,60,c1,left,40,right,80,60,20,0,40,base,60,60,left,0.4,3.473408356487323,False
60,20,60,c2,right,20,base,60,0,0,20,40,base,20,20,left,0.4,4.035072781764084,False
60,20,60,c4,right,20,base,60,-30,20,20,20,base,0,20,right,0.4,1.0965715699046212,False
60,20,80,c1,left,20,right,60,-30,20,20,20,base,40,40,left,0.4,3.688575671051832,False
60,20,80,c2,left,80,base,0,60,20,40,80,base,80,60,left,0.1,3.201365538201976,False
60,20,80,c4,left,40,right,80,-60,0,0,60,right,40,20,left,0.4,0.7342995342464976,False
60,20,100,c1,left,60,base,0,-90,40,80,40,right,60,40,left,0.4,3.0276977926573525,False
60,20,100,c2,base,20,right,60,60,20,20,60,right,20,40,left,0.6,1.1118453664975283,False
60,20,100,c4,base,0,right,20,-90,60,80,40,right,20,20,base,1.0,1.9189608513591008,False
60,40,0,c1,base,40,right,20,-90,60,100,40,right,40,60,base,0.1,1.642730217826811,False
60,40,0,c2,base,20,base,40,-60,0,80,80,right,40,40,left,0.8,5.501281540091861,False
60,40,0,c4,base,20,left,40,-90,60,80,80,right,40,40,base,0.6,1.5023582904188426,False
60,40,20,c1,base,40,right,20,0,40,80,40,right,40,40,left,0.6,3.175646863494973,False
60,40,20,c2,base,40,left,20,30,20,40,80,right,40,40,base,0.4,0.0,True
60,40,20,c4,left,0,right,80,90,0,0,60,right,20,20,base,1.0,2.7094004010977666,False
60,40,40,c1,left,0,right,20,60,60,60,60,base,40,20,left,1.0,4.246581579436697,False
60,40,40,c2,left,40,right,0,-90,60,80,60,base,40,60,left,0.1,4.2786499118799055,False
60,40,40,c4,left,40,right,40,60,0,20,60,right,40,40,left,0.2,1.0447104720940827,False
60,40,60,c1,left,20,right,60,60,60,40,20,right,20,40,base,0.6,1.620948904290618,False
60,40,60,c2,base,40,base,20,0,60,80,80,right,40,20,left,0.4,4.9311880411540585,False
60,40,60,c4,left,20,right,80,90,0,20,40,base,40,40,left,1.0,7.4421739643207685,False
60,40,80,c1,base,20,base,40,-90,60,60,60,right,0,0,left,1.0,3.32654679197255,False
60,40,80,c2,right,20,right,20,0,60,80,80,base,40,60,left,0.4,3.907700466255125,False
60,40,80,c4,right,60,left,40,-60,0,40,20,base,40,40,right,0.2,1.5515803668729995,False
60,40,100,c1,base,20,base,80,-90,40,40,60,left,20,20,right,1.0,1.7210845971109763,False
60,40,100,c2,right,100,base,0,-90,20,100,100,left,100,100,right,0.1,0.9164395248141558,False
60,40,100,c4,right,20,left,20,-90,60,40,80,left,40,60,base,0.2,1.7232494171901969,False
60,60,0,c1,base,0,right,20,60,40,40,60,right,20,20,left,1.0,1.8923112978232133,False
60,60,0,c2,left,60,right,60,30,20,20,100,base,60,80,left,0.1,4.451607823928962,False
60,60,0,c4,left,40,right,20,30,60,80,0,base,20,20,left,0.4,7.5771535727858605,False
60,60,20,c1,left,20,left,20,30,60,60,40,right,40,20,base,0.8,1.6022848237719687,False
60,60,20,c2,left,60,base,0,60,40,100,80,right,40,40,left,0.2,2.8380745998570593,False
60,60,20,c4,right,80,base,20,-30,40,60,60,base,80,60,right,0.1,1.2099443055412193,False
60,60,40,c1,base,60,right,40,60,0,40,100,right,80,80,left,0.1,1.4634928129358913,False
60,60,40,c2,left,20,right,40,30,80,60,80,right,60,60,left,0.8,0.8574889949212304,False
60,60,40,c4,left,40,base,100,-30,0,0,40,base,20,20,right,0.6,0.0,True
60,60,60,c1,right,20,left,40,60,20,40,40,base,20,40,right,0.4,1.1341889489681793,False
60,60,60,c2,left,20,right,40,90,20,40,60,right,20,20,left,0.6,0.8519123468265428,False
60,60,60,c4,right,40,left,60,90,20,20,20,base,20,40,right,0.4,1.214541229412246,False
60,60,80,c1,base,40,right,40,-90,20,20,100,right,60,60,left,0.4,3.12335469409588,False
60,60,80,c2,right,0,base,20,60,60,60,60,left,40,60,right,0.6,0.580753844211512,False
60,60,80,c4,right,40,right,40,0,0,20,40,base,40,40,left,0.4,2.9899637385244517,False
60,60,100,c1,right,40,left,0,60,40,100,80,left,60,80,base,0.2,2.4045828439789263,False
60,60,100,c2,left,80,base,20,-90,40,40,100,base,80,100,left,0.1,2.9373835753831754,False
60,60,100,c4,base,20,base,20,-30,40,40,40,left,20,20,right,0.8,5.647335960632971,False
60,80,0,c1,base,0,base,40,0,40,40,20,right,40,40,left,0.8,3.2191498800869165,False
60,80,0,c2,base,80,left,20,-90,20,20,100,right,100,100,base,0.1,1.6463787771305216,False
60,80,0,c4,right,60,left,40,-60,0,40,60,left,60,60,base,0.2,0.0,True
60,80,20,c1,right,80,left,0,30,80,100,100,left,100,80,right,0.1,0.8490584432131383,False
60,80,20,c2,right,20,left,60,0,60,0,60,left,40,40,base,0.4,2.9842278288710036,False
60,80,20,c4,left,20,right,40,90,20,40,60,right,20,20,left,0.6,0.7898391007723766,False
60,80,40,c1,base,20,left,20,60,40,80,60,left,20,20,right,1.0,3.653420120275173,False
60,80,40,c2,right,80,right,20,30,60,80,100,base,100,100,left,0.1,3.5860027471242173,False
60,80,40,c4,right,20,base,40,-90,60,40,40,base,20,20,left,0.6,5.999560984976038,False
60,80,60,c1,base,40,base,40,-90,40,20,60,right,40,60,left,0.1,5.872884377581688,False
60,80,60,c2,right,60,left,0,60,40,100,20,left,40,40,base,0.1,2.8574789338059037,False
60,80,60,c4,left,40,right,40,-60,20,40,20,right,40,60,left,0.6,3.912649196510358,False
60,80,80,c1,left,20,base,40,-30,40,60,60,base,20,0,left,1.0,3.317427404326776,False
60,80,80,c2,base,0,right,20,-90,40,40,40,right,20,20,left,1.0,2.9436838931994833,False
60,80,80,c4,right,20,right,60,0,40,40,20,left,20,40,base,0.2,4.557227833792962,False
60,80,100,c1,right,0,left,80,-90,0,0,60,base,20,0,right,1.0,1.1211597233385528,False
60,80,100,c2,right,80,right,60,30,40,40,80,base,80,80,left,0.1,3.7301331034911085,False
60,80,100,c4,left,40,base,40,-30,0,20,40,right,40,40,left,0.2,1.4150563478219926,False
60,100,0,c1,base,20,left,80,30,20,40,40,left,20,20,base,0.4,2.6075594632746815,False
60,100,0,c2,right,40,left,60,-60,0,0,40,base,20,20,right,0.8,1.1675448340221066,False
60,100,0,c4,base,40,right,40,90,40,40,40,right,20,20,base,0.4,1.8429001124285653,False
60,100,20,c1,base,40,left,20,90,20,60,80,left,60,40,base,0.2,2.71411187713128,False
60,100,20,c2,base,20,left,60,60,40,20,0,left,0,0,base,1.0,3.57259432602235,False
60,100,20,c4,right,20,left,40,-30,40,20,40,left,20,40,right,0.6,0.761603423293929,False
60,100,40,c1,left,0,right,20,30,40,80,40,base,20,0,left,1.0,4.588650008185392,False
60,100,40,c2,base,0,base,60,-30,20,0,40,left,40,40,right,0.8,2.7663744627794444,False
60,100,40,c4,base,20,right,20,90,40,60,40,right,40,40,base,1.0,1.909369773518902,False
60,100,60,c1,left,80,left,40,30,20,20,100,right,80,60,base,0.1,3.3489129789757524,False
60,100,60,c2,right,0,left,0,0,100,100,20,base,20,40,right,0.8,1.0787034794139938,False
60,100,60,c4,left,20,base,40,-90,40,40,100,base,40,40,right,0.8,0.745515645638637,False
60,100,80,c1,right,0,base,40,-60,20,40,0,base,0,20,right,0.8,1.3000636482575025,False
60,100,80,c2,right,20,right,0,-90,100,100,60,left,20,20,base,1.0,2.707866250125646,False
60,100,80,c4,base,40,left,40,30,40,20,20,left,20,20,base,0.4,3.597679016978468,False
60,100,100,c1,base,0,left,80,60,0,20,20,left,0,20,right,1.0,3.6895118928966593,False
60,100,100,c2,left,20,base,40,30,20,40,80,base,20,20,left,0.6,2.9092289287595094,False
60,100,100,c4,base,20,base,80,0,20,20,60,right,0,0,left,0.8,3.5831781430482255,False
80,0,0,c1,base,60,left,60,90,20,20,80,left,80,80,base,0.1,2.42697532374752,False
80,0,0,c2,base,80,base,40,0,40,60,60,left,60,40,right,0.2,2.033260131371733,False
80,0,0,c4,left,20,base,0,30,60,100,40,base,40,40,left,0.4,3.778171030082339,False
80,0,20,c1,base,40,right,60,0,40,20,40,right,20,20,left,0.4,2.641575347438488,False
80,0,20,c2,right,60,left,0,0,80,100,80,base,80,100,right,0.1,1.3561050478531753,False
80,0,20,c4,base,20,right,80,-60,0,20,0,right,20,40,base,0.4,1.864105266407935,False
80,0,40,c1,base,0,left,80,-30,20,20,60,left,20,20,right,1.0,4.456037308005686,False
80,0,40,c2,base,60,right,20,0,40,100,60,left,60,60,base,0.2,3.8214052469968878,False
80,0,40,c4,base,100,left,20,30,60,80,100,left,100,100,right,0.1,5.828340688937116,False
80,0,60,c1,right,0,base,60,90,0,20,60,left,20,20,right,0.6,0.9492929494494581,False
80,0,60,c2,base,20,right,100,60,0,0,40,right,20,20,left,1.0,2.4823092634354076,False
80,0,60,c4,right,20,left,40,30,40,40,80,left,40,60,right,0.1,0.839279450745035,False
80,0,80,c1,left,20,base,60,60,40,20,40,base,0,0,left,0.8,3.5238144414095958,False
80,0,80,c2,base,20,right,80,90,0,0,60,right,20,20,base,0.4,0.962544262611819,False
80,0,80,c4,base,60,left,60,30,0,20,100,left,60,60,right,0.1,5.547537133952076,False
80,0,100,c1,base,60,left,20,-30,20,40,60,left,60,80,right,0.1,3.455179334135289,False
80,0,100,c2,left,20,left,40,-90,20,40,20,base,40,40,right,0.6,0.0,True
80,0,100,c4,base,20,right,60,30,60,20,40,right,20,0,base,1.0,1.9453025865756841,False
80,20,0,c1,base,60,left,80,60,20,20,40,left,60,60,right,0.1,3.1286623216690193,False
80,20,0,c2,left,20,base,40,-60,60,80,20,right,20,40,left,0.6,2.801234923835096,False
80,20,0,c4,base,20,right,20,-60,0,60,20,right,20,20,base,0.4,1.897945195738262,False
80,20,20,c1,left,60,right,40,90,40,60,100,base,40,40,left,0.1,3.703449380645204,False
80,20,20,c2,left,20,base,20,0,40,60,40,base,40,60,left,0.4,2.708599419383473,False
80,20,20,c4,base,40,base,40,90,60,40,20,right,40,20,left,0.4,2.624244243256304,False
80,20,40,c1,left,0,right,60,60,40,0,40,right,20,20,left,1.0,0.844939175437247,False
80,20,40,c2,left,40,base,40,0,20,20,60,base,60,60,right,0.2,1.2798664080266333,False
80,20,40,c4,left,60,base,20,-90,20,60,80,right,60,80,left,0.2,0.994502077120098,False
80,20,60,c1,left,20,base,40,90,20,20,60,base,20,20,left,0.8,2.6368372740395567,False
80,20,60,c2,left,60,base,40,90,40,40,80,right,60,40,left,0.4,3.2488941474454713,False
80,20,60,c4,left,40,left,60,0,40,0,40,right,20,20,base,0.6,4.245271702652539,False
80,20,80,c1,left,0,base,60,90,60,80,40,base,0,0,left,1.0,2.9600584822720317,False
80,20,80,c2,base,20,left,80,-30,20,0,40,left,0,0,right,0.8,2.306877277358588,False
80,20,80,c4,left,20,right,40,-90,0,20,60,right,60,60,base,0.2,1.8758836888524153,False
80,20,100,c1,left,40,base,20,30,60,100,60,base,40,60,right,0.6,2.770642049571231,False
80,20,100,c2,left,20,left,60,60,60,60,80,base,20,40,right,0.4,3.756724215813839,False
80,20,100,c4,base,60,right,20,0,20,40,60,right,60,80,left,0.1,3.7883712747572607,False
80,40,0,c1,left,0,right,40,30,60,40,20,base,0,20,left,0.8,4.116502650594073,False
80,40,0,c2,base,60,base,40,-60,20,60,60,right,60,60,left,0.4,6.705569577385295,False
80,40,0,c4,right,20,base,40,30,60,20,40,base,20,0,left,1.0,5.786059216710438,False
80,40,20,c1,base,60,left,40,60,20,20,60,left,40,40,base,0.4,4.209046052036288,False
80,40,20,c2,right,0,base,60,-90,100,40,40,left,0,0,right,1.0,0.6990922290875128,False
80,40,20,c4,left,40,right,0,60,20,60,60,right,60,60,base,0.2,2.811495964100159,False
80,40,40,c1,left,40,base,60,0,0,40,100,base,40,40,left,0.2,2.7987479099006887,False
80,40,40,c2,left,20,left,60,60,0,0,0,right,20,20,base,0.4,3.4233706409039204,False
80,40,40,c4,left,40,left,20,-30,40,80,60,right,60,60,base,0.1,3.5135160565414707,False
80,40,60,c1,right,0,base,40,60,40,40,60,left,20,20,right,0.8,0.777261286589041,False
80,40,60,c2,left,80,left,20,-90,20,80,40,right,60,80,base,0.1,2.9968402772147993,False
80,40,60,c4,base,60,left,40,-90,20,20,60,left,40,60,right,0.1,3.425061104020258,False
80,40,80,c1,base,20,left,40,90,20,60,60,right,20,20,base,0.6,1.7425364442371845,False
80,40,80,c2,left,0,left,20,0,40,80,60,right,20,40,base,0.4,6.922091787862878,False
80,40,80,c4,left,60,right,40,-30,0,0,80,right,40,40,base,0.1,2.7999445772117584,False
80,40,100,c1,right,80,base,40,30,20,40,100,base,80,80,right,0.1,1.1502412818575924,False
80,40,100,c2,right,80,base,0,30,80,100,100,base,80,100,left,0.1,4.873707446026565,False
80,40,100,c4,right,40,left,100,-30,0,0,80,base,40,20,right,0.4,1.723580502595174,False
80,60,0,c1,left,60,base,20,-90,20,100,60,base,80,100,right,0.1,2.7736566135316822,False
80,60,0,c2,base,40,right,0,-90,80,100,80,left,40,40,base,0.6,3.6072810871246017,False
80,60,0,c4,left,0,base,60,-30,20,0,40,base,20,40,right,0.6,2.5949249020290766,False
80,60,20,c1,left,40,base,60,60,0,20,40,base,20,40,right,0.4,3.0839165404761006,False
80,60,20,c2,base,20,base,20,60,0,20,80,right,40,40,left,0.6,4.36862017845259,False
80,60,20,c4,base,40,left,40,-60,40,60,80,left,40,40,base,0.8,4.245831093140999,False
80,60,40,c1,left,20,base,0,0,60,100,80,base,40,40,left,0.6,2.9309239671639538,False
80,60,40,c2,right,20,left,80,-60,20,20,20,left,20,40,base,0.6,2.3693469368903997,False
80,60,40,c4,left,40,base,20,0,40,100,40,right,20,20,left,0.6,1.368903297012578,False
80,60,60,c1,right,20,base,60,0,40,60,60,base,20,0,left,0.8,3.6195427420339303,False
80,60,60,c2,base,20,left,0,60,80,100,60,left,40,40,base,0.8,2.6400453622323643,False
80,60,60,c4,base,20,base,20,0,80,100,20,right,0,20,left,0.8,2.01520578273618,False
80,60,80,c1,base,0,left,80,-30,20,20,80,right,0,0,base,1.0,1.5816030384665434,False
80,60,80,c2,right,20,left,40,0,80,60,40,base,0,0,right,1.0,1.536504130013236,False
80,60,80,c4,base,60,right,80,60,20,0,80,left,60,40,base,0.1,3.4054551004492217,False
80,60,100,c1,left,60,right,20,-90,40,60,100,base,60,60,left,0.4,4.416159582021588,False
80,60,100,c2,left,20,base,0,30,100,100,60,base,20,0,left,0.8,2.970743891840469,False
80,60,100,c4,base,40,base,0,-90,20,100,60,left,40,40,right,0.2,2.7577496974866507,False
80,80,0,c1,right,20,left,60,30,40,40,100,left,40,40,base,0.6,2.739826840129131,False
80,80,0,c2,base,20,left,0,30,80,100,40,right,20,20,base,0.6,1.6643883527771701,False
80,80,0,c4,base,0,left,40,-90,80,60,80,left,0,0,right,1.0,3.354648659687991,False
80,80,20,c1,base,80,base,80,-90,20,0,80,left,60,60,right,0.1,2.7948760105044403,False
80,80,20,c2,right,20,left,40,30,40,40,60,left,40,20,base,0.6,2.8259317007919824,False
80,80,20,c4,left,80,right,20,30,20,40,60,right,60,80,left,0.1,0.840605661144639,False
80,80,40,c1,base,40,left,40,30,80,60,80,right,60,60,base,0.4,1.6973541369968321,False
80,80,40,c2,base,40,right,40,30,40,40,20,right,20,20,left,0.2,3.017462693706114,False
80,80,40,c4,right,0,right,40,0,20,60,80,base,40,40,left,0.8,4.518897439968713,False
80,80,60,c1,base,40,right,0,30,40,100,60,right,60,60,base,0.2,1.549947727742111,False
80,80,60,c2,left,80,left,60,0,0,0,80,right,80,80,base,0.1,2.8589912111631697,False
80,80,60,c4,base,40,base,40,-90,20,40,60,right,60,40,left,0.6,2.3951755206382996,False
80,80,80,c1,base,60,right,0,60,20,60,60,right,80,60,left,0.1,2.4118143192169947,False
80,80,80,c2,left,20,base,40,-30,60,60,60,base,60,60,left,0.4,3.0420943383622743,False
80,80,80,c4,right,0,base,60,-60,40,20,0,base,20,40,right,0.8,1.1141730735300994,False
80,80,100,c1,left,40,base,40,-30,60,60,40,base,60,60,right,0.1,2.8132693154065307,False
80,80,100,c2,right,40,base,20,30,100,80,80,left,40,60,right,0.2,0.8209854765011948,False
80,80,100,c4,left,20,right,60,60,60,20,20,right,20,20,base,0.8,2.1992735904490472,False
80,100,0,c1,left,60,right,40,90,20,60,60,base,40,20,left,0.4,4.154859980865464,False
80,100,0,c2,right,20,base,20,-60,40,100,40,base,20,20,right,0.6,1.1805278614834684,False
80,100,0,c4,right,20,right,80,0,40,0,60,base,20,40,left,0.8,3.357782784813863,False
80,100,20,c1,left,40,right,40,0,20,60,80,base,20,40,left,0.4,3.528939058743941,False
80,100,20,c2,left,60,right,60,-30,0,20,60,right,60,40,base,0.2,1.884468843426224,False
80,100,20,c4,base,80,base,20,-60,40,80,40,right,60,60,left,0.1,2.7114579849022964,False
80,100,40,c1,right,60,left,40,30,60,80,100,left,60,80,base,0.1,2.5931479522089615,False
80,100,40,c2,right,40,right,0,60,60,100,60,base,40,20,left,0.6,3.2431741364586633,False
80,100,40,c4,right,60,base,40,-90,0,20,60,base,40,40,left,0.1,6.768841530983897,False
80,100,60,c1,base,20,left,60,-90,40,0,60,right,20,0,base,1.0,1.6552366063141024,False
80,100,60,c2,left,20,right,100,0,20,20,40,base,20,20,left,0.6,3.9209057831691925,False
80,100,60,c4,left,0,left,40,-30,40,60,0,right,0,20,base,1.0,4.368215482195748,False
80,100,80,c1,base,60,base,20,-60,20,60,80,right,60,60,left,0.1,3.8793293268911775,False
80,100,80,c2,left,0,left,80,-30,0,0,60,right,20,40,base,1.0,3.2029608143199733,False
80,100,80,c4,left,80,base,60,60,0,0,100,base,60,60,right,0.1,1.3847129328195984,False
80,100,100,c1,base,40,left,0,30,80,100,40,right,60,80,base,0.2,1.4875862478854136,False
80,100,100,c2,right,20,base,100,30,0,0,20,base,0,0,right,1.0,1.1239780671275654,False
80,100,100,c4,left,60,left,0,0,80,100,40,right,40,40,base,0.1,6.984932248547078,False
100,0,0,c1,right,40,left,20,0,20,60,60,base,40,40,right,0.2,1.5254121584129339,False
100,0,0,c2,right,20,left,40,-60,40,60,60,base,20,40,right,0.2,1.068770084633814,False
100,0,0,c4,left,20,left,60,0,20,40,80,base,40,40,right,0.6,3.0227156489062965,False
100,0,20,c1,base,20,left,0,-30,40,100,60,left,40,60,right,0.2,5.449410037208288,False
100,0,20,c2,base,60,left,0,0,60,80,60,left,60,60,right,0.1,2.6510023939263796,False
100,0,20,c4,left,20,right,20,90,40,60,20,right,20,40,base,0.2,2.534816161106997,False
100,0,40,c1,base,40,right,0,0,60,100,40,right,60,40,left,0.4,2.9880445119318337,False
100,0,40,c2,base,80,right,0,0,100,100,80,right,80,80,base,0.1,1.522817956191084,False
100,0,40,c4,left,60,base,20,60,20,80,60,base,60,60,left,0.2,3.659766350814451,False
100,0,60,c1,left,20,right,80,-30,60,20,20,right,20,20,left,1.0,0.878016078275045,False
100,0,60,c2,right,0,right,20,60,80,100,40,base,40,60,left,0.4,3.7329647539548056,False
100,0,60,c4,left,40,right,20,-90,60,80,80,base,60,40,left,0.4,6.926209899766767,False
100,0,80,c1,right,60,right,0,30,40,80,80,base,60,40,left,0.1,3.364978175306658,False
100,0,80,c2,left,60,base,20,0,40,60,40,base,60,60,right,0.4,3.318978450227965,False
100,0,80,c4,right,0,left,60,-30,60,20,20,left,20,20,base,1.0,0.0,True
100,0,100,c1,left,60,base,40,0,20,20,60,base,40,40,right,0.4,1.2224708655207226,False
100,0,100,c2,base,20,base,60,-60,20,40,0,left,20,20,right,0.6,2.488825844651853,False
100,0,100,c4,base,0,left,100,0,60,20,20,left,0,20,base,0.8,4.085921352196688,False
100,20,0,c1,right,60,base,40,90,0,60,40,left,60,80,right,0.1,1.1623511616058846,False
100,20,0,c2,right,40,left,60,30,60,0,80,left,40,20,right,0.4,0.932480591552824,False
100,20,0,c4,right,40,base,20,30,80,80,80,left,40,40,right,0.4,0.9227742906179173,False
100,20,20,c1,left,40,left,80,60,0,0,60,right,40,60,base,0.2,3.145747259015476,False
100,20,20,c2,left,40,left,0,-90,60,100,80,base,40,60,right,0.2,3.9525095519943814,False
100,20,20,c4,left,0,right,80,0,0,20,60,base,20,20,left,1.0,6.48260381722831,False
100,20,40,c1,left,0,base,60,0,60,40,20,right,0,20,left,1.0,3.561352365794617,False
100,20,40,c2,left,20,base,60,-60,20,20,40,base,20,40,left,0.4,2.923524593874198,False
100,20,40,c4,base,60,left,40,60,0,20,60,right,60,80,base,0.2,1.4443111899245111,False
100,20,60,c1,right,40,base,60,60,0,20,80,base,60,80,left,0.4,4.880613439390812,False
100,20,60,c2,left,0,right,0,30,60,100,80,right,20,0,base,1.0,2.2377822351854646,False
100,20,60,c4,right,40,left,60,0,20,40,20,base,20,0,right,0.8,1.4244250697423484,False
100,20,80,c1,base,40,right,40,60,20,80,20,left,40,40,base,0.4,3.148770771166934,False
100,20,80,c2,base,20,base,0,-90,40,60,80,left,20,20,right,0.8,2.7346289804678494,False
