instances,feature_timeofday,pathinteraction,feature_startego,feature_goalego,feature_startother,feature_goalother,feature_roadfriction,feature_fogdensity,feature_precipitation,feature_precipitationdeposits,feature_cloudiness,feature_windintensity,feature_wetness,feature_fogdistance,collision,min_ttc,algo_safety
scenario62,-30,c4,2,0,1,0,1.0,20,40,20,100,100,40,100,0,1.944818650330733,0
scenario63,90,c4,1,2,2,0,0.1,40,0,20,60,0,20,40,0,1.6928901598336494,0
scenario64,90,c4,2,0,1,0,0.8,20,80,0,40,40,0,80,0,1.211997289161325,0
scenario65,30,c2,0,1,2,1,1.0,40,20,60,60,20,60,60,0,3.9038062550787447,0
scenario66,-90,c2,2,0,0,1,0.4,40,100,60,80,0,20,100,1,3.4161378160027525,1
scenario67,-60,c1,1,2,0,2,0.2,20,40,0,40,20,100,0,0,1.0695044589502325,0
scenario68,90,c2,0,1,2,1,0.6,0,20,60,80,80,80,40,0,3.750510190934784,0
scenario69,-30,c1,1,2,0,1,0.6,100,80,60,20,20,20,0,1,1.838272882972776,1
scenario70,0,c1,1,2,0,2,0.8,40,40,60,20,100,0,60,0,2.036189557824588,0
scenario71,-60,c4,1,2,2,0,0.8,20,80,20,60,80,80,20,0,1.4698316172572974,0
scenario72,0,c2,0,1,2,1,0.4,40,80,40,0,20,0,80,0,4.215234284567554,0
scenario73,90,c2,0,1,2,0,0.1,20,40,60,0,60,40,20,0,4.36550818950328,0
scenario74,-30,c1,1,2,0,2,0.4,40,20,40,60,40,40,40,0,2.5485044878378944,0
scenario75,-60,c4,2,0,1,0,0.2,80,0,80,20,100,60,60,0,3.1493212993877924,0
scenario76,90,c4,1,0,2,0,0.8,60,60,100,80,60,20,0,0,2.0002346886545377,0
scenario77,-60,c1,0,2,1,2,0.6,20,0,60,100,80,40,60,0,1.7729219331250965,0
scenario78,30,c4,2,0,1,0,0.6,20,60,0,100,60,0,0,0,2.898607068214509,0
scenario79,60,c2,0,1,2,0,1.0,100,80,0,100,0,100,20,0,3.641475439834251,0
scenario80,0,c2,2,1,0,1,0.6,40,40,20,80,0,40,0,0,2.627981700787176,0
scenario81,-60,c2,0,1,2,1,1.0,40,100,80,40,20,80,100,0,3.845516734168282,0
scenario82,-30,c1,1,2,0,2,0.1,100,100,0,20,0,60,60,0,1.240523306183736,0
scenario83,60,c4,2,0,1,0,1.0,20,20,100,40,60,80,60,0,3.140907267329289,0
scenario84,0,c4,2,0,1,0,0.4,80,100,0,40,100,100,40,0,3.0003528835017472,0
scenario85,0,c4,2,0,1,0,0.1,0,20,80,60,20,100,80,0,2.5373647345038908,0
scenario86,-90,c1,1,2,0,2,0.2,40,60,0,100,80,60,100,0,1.942018063805098,0
scenario87,60,c2,0,1,2,0,0.1,60,100,100,60,100,60,80,0,3.569535440295046,0
scenario88,0,c2,2,0,0,1,0.2,60,80,40,40,40,40,60,1,0.9445584374870636,1
scenario89,30,c1,1,2,0,2,0.8,80,60,20,20,40,20,100,0,1.1788481942599096,0
scenario90,-90,c1,0,2,1,2,0.4,80,80,100,20,20,80,40,0,3.018178319141509,0
scenario91,-60,c1,1,2,0,2,0.1,80,0,60,40,60,80,80,0,1.4128586731958137,0
scenario92,60,c2,0,1,2,1,0.4,100,0,100,60,60,100,0,0,4.278490460798456,0
scenario93,-90,c2,0,1,2,1,0.8,60,40,20,40,60,100,80,0,3.4992410643327707,0
scenario94,-60,c1,0,1,1,2,0.1,20,60,80,100,100,100,20,0,2.613722501296816,0
scenario95,-60,c1,1,2,0,2,0.6,80,80,0,60,60,20,60,0,2.885569217999133,0
scenario96,90,c1,1,2,0,2,1.0,100,40,100,80,20,0,100,0,2.782773793465243,0
scenario97,-90,c2,2,1,0,1,1.0,20,20,40,60,20,20,20,1,1.4871591469713787,1
scenario98,-30,c4,2,0,1,0,0.4,100,60,0,80,80,20,20,0,2.187736849194613,0
scenario99,-90,c4,2,0,1,2,0.1,40,80,20,60,40,100,100,0,1.9930071987566005,0
scenario100,30,c2,0,1,2,1,0.6,80,100,40,60,80,100,80,0,4.436770981274368,0
scenario101,-90,c4,2,0,1,0,0.6,80,20,80,40,40,20,0,0,2.949300161391421,0
scenario102,30,c4,2,0,1,2,0.4,60,60,60,80,40,60,80,0,1.3644969321241531,0
scenario103,90,c1,0,1,1,2,1.0,80,100,60,100,0,60,0,0,2.290147814257576,0
scenario104,60,c1,1,2,0,1,0.1,0,80,20,20,60,0,20,0,9999.0,0
scenario105,30,c2,0,1,2,1,0.2,0,0,100,20,0,40,20,0,4.21042834383988,0
scenario106,90,c2,2,1,0,1,0.8,100,60,40,100,100,80,80,0,0.5183865976796515,0
scenario107,-30,c2,2,1,0,1,0.8,40,100,100,20,80,100,100,1,0.7460431235897043,1
scenario108,-90,c2,0,1,2,1,0.4,80,40,20,0,100,60,20,0,4.122643599622997,0
scenario109,0,c4,1,2,2,0,1.0,100,20,80,80,100,40,60,0,1.4693895297485335,0
scenario110,-30,c2,0,1,2,1,0.1,0,0,40,80,20,60,0,0,4.283688683037536,0
scenario111,-60,c4,2,0,1,0,0.6,100,80,100,100,20,60,80,0,2.728026875944348,0
scenario112,90,c1,1,2,0,2,0.8,80,0,40,40,80,20,20,0,1.70627653645557,0
scenario113,60,c2,2,1,0,1,0.2,60,20,100,100,60,40,100,0,3.574015141555106,0
scenario114,-90,c2,0,1,2,1,0.6,40,0,80,20,20,100,20,0,4.188901377604109,0
scenario115,-90,c1,0,1,1,2,0.2,20,100,0,60,0,0,80,0,2.7253574769292133,0
scenario116,-60,c2,0,1,2,1,0.1,60,60,0,20,20,0,40,0,4.703932283572396,0
scenario117,-30,c4,2,0,1,2,0.6,80,20,20,20,80,40,20,0,2.775543168317323,0
scenario118,-60,c4,2,0,1,0,0.4,0,100,0,60,100,40,100,0,2.960554032995624,0
scenario119,60,c4,2,0,1,2,0.6,40,80,40,40,100,80,0,0,1.6030076622216671,0
scenario120,-90,c2,0,1,2,0,0.6,0,80,100,80,80,0,60,0,3.8172954154845655,0
scenario121,30,c4,1,0,2,0,0.2,20,0,20,0,100,100,40,0,1.9708334863135408,0
scenario122,0,c2,0,1,2,1,0.8,20,40,0,80,80,0,40,0,4.406826262880639,0
scenario123,-90,c4,1,2,2,0,0.8,20,0,60,0,0,80,0,0,1.5620122356457076,0
scenario124,0,c1,0,1,1,2,0.1,60,80,60,100,60,20,40,0,1.07708428083133,0
scenario125,0,c1,1,2,0,2,0.6,80,20,80,100,0,80,40,0,1.1400029071550433,0
scenario126,-30,c1,0,2,1,2,0.2,60,80,100,60,100,100,40,0,3.0155767903852646,0
scenario127,90,c4,1,0,2,0,0.6,80,40,0,0,20,80,60,0,2.7754113990224747,0
scenario128,90,c1,1,2,0,1,0.2,0,0,20,60,40,60,60,0,9999.0,0
scenario129,30,c2,0,1,2,1,0.8,0,40,80,80,60,60,100,0,3.506245391919535,0
scenario130,-60,c1,1,2,0,1,0.2,100,20,100,40,100,20,40,0,1.3498017189346674,0
scenario131,60,c4,2,0,1,0,0.6,60,40,60,60,0,80,100,0,0.904106160967462,0
scenario132,0,c4,2,0,1,2,1.0,100,80,20,0,100,20,0,0,2.7205046985668075,0
scenario133,-30,c4,2,0,1,0,0.8,0,100,20,80,40,40,80,0,2.768889695127608,0
scenario134,90,c4,2,0,1,0,0.4,40,80,60,40,0,100,60,0,5.153956039771062,0
scenario135,60,c4,1,2,2,0,1.0,80,60,40,0,60,0,100,0,2.3726721642028674,0
scenario136,0,c1,1,2,0,1,0.1,60,20,60,80,40,0,0,0,0.6827545713074534,0
scenario137,-60,c4,1,0,2,0,0.6,0,40,40,20,100,60,40,0,9999.0,0
scenario138,0,c1,1,2,0,2,0.6,60,80,0,20,80,40,80,0,1.2769344451035425,0
scenario139,30,c2,0,1,2,1,0.8,60,20,0,40,0,80,100,0,4.942143045502719,0
scenario140,30,c4,2,0,1,0,0.1,60,100,80,20,60,100,60,0,3.9487069474795615,0
scenario141,30,c4,2,0,1,0,0.4,80,20,80,0,0,60,20,0,2.9477181503668755,0
scenario142,-90,c2,2,1,0,1,0.1,100,60,80,0,80,80,60,0,0.6425564919701893,0
scenario143,-30,c4,1,0,2,0,0.1,60,60,80,100,40,0,100,0,2.3960956107780342,0
scenario144,30,c4,1,2,2,0,0.1,60,40,40,40,100,0,20,0,1.6560408628552783,0
scenario145,0,c4,1,2,2,0,0.4,100,40,100,100,60,0,80,0,1.526504584386463,0
scenario146,90,c4,2,0,1,2,0.2,0,100,40,100,40,0,40,0,1.260459730915677,0
scenario147,90,c1,1,2,0,1,0.1,40,100,20,100,20,80,0,0,2.290709556715679,0
scenario148,90,c1,1,2,0,2,0.8,60,100,0,80,0,40,20,0,2.7559088508932974,0
scenario149,90,c4,2,0,1,0,0.4,60,20,20,40,20,60,40,0,2.665288725886629,0
scenario150,60,c1,1,2,0,1,0.4,40,0,0,100,100,20,80,0,1.1917636887793837,0
scenario151,-90,c4,2,0,1,2,0.4,100,0,0,40,20,40,60,0,1.661995801268111,0
scenario152,-30,c4,1,0,2,0,0.6,40,40,80,40,80,60,80,0,2.371636507986451,0
scenario153,-90,c2,2,1,0,1,0.4,20,60,100,40,40,80,100,0,2.6625966391330973,0
scenario154,60,c1,0,2,1,2,0.4,80,60,20,60,20,0,60,0,2.06116229925394,0
scenario155,60,c4,2,0,1,0,1.0,0,100,60,80,20,100,40,0,2.6176615154745395,0
scenario156,-30,c4,2,0,1,0,0.8,0,60,40,100,0,100,0,0,1.0565818755682883,0
scenario157,30,c2,2,1,0,1,0.1,100,40,0,100,40,80,40,0,0.8431441085603425,0
scenario158,-90,c2,2,0,0,1,0.2,20,60,60,80,100,40,40,0,0.735070854780749,0
scenario159,60,c4,2,0,1,2,0.2,40,40,20,20,0,20,20,0,1.809093713204853,0
scenario160,-30,c1,1,2,0,1,1.0,100,40,20,60,80,0,0,0,0.8917680080107048,0
scenario161,-30,c4,1,2,2,0,1.0,80,60,100,20,100,20,80,0,1.2379195591966516,0
scenario162,-30,c4,2,0,1,2,1.0,100,0,40,20,40,100,80,0,2.034707680237033,0
scenario163,90,c4,2,0,1,0,0.6,40,100,100,0,0,60,100,0,2.5575185329926606,0
scenario164,-60,c2,2,1,0,1,0.8,100,100,40,40,60,60,20,1,0.6748406938299679,1
scenario165,30,c1,1,2,0,1,0.8,20,0,0,0,80,60,80,0,2.81934322490414,0
scenario166,30,c1,1,2,0,2,1.0,20,0,80,0,40,0,60,0,1.981619647021662,0
scenario167,-90,c2,0,1,2,0,0.8,40,80,80,60,40,60,40,0,3.467231129446514,0
scenario168,90,c1,1,2,0,2,0.4,0,60,80,20,80,40,0,0,9999.0,0
scenario169,60,c4,2,0,1,2,0.1,80,0,80,80,0,100,100,0,9999.0,0
scenario170,60,c2,0,1,2,1,1.0,80,100,20,40,40,20,60,0,3.77671845138102,0
scenario171,-90,c4,2,0,1,2,0.8,60,100,60,0,100,20,60,0,1.3860951187195043,0
scenario172,30,c2,0,1,2,0,0.6,0,20,0,0,40,100,20,0,3.556848440707886,0
scenario173,0,c4,1,0,2,0,0.4,20,80,80,60,80,20,100,0,9999.0,0
scenario174,-90,c4,2,0,1,0,0.8,0,40,40,20,20,40,100,0,1.0262350030419258,0
scenario175,60,c1,1,2,0,2,0.6,40,100,80,0,100,40,20,0,0.9191864982276644,0
scenario176,60,c2,0,1,2,0,0.1,40,20,20,80,60,20,80,0,3.4019140363024034,0
scenario177,-60,c2,0,1,2,0,0.8,100,80,60,0,60,100,100,0,4.0895514670043545,0
scenario178,-30,c2,2,1,0,1,0.4,60,0,60,60,80,60,20,0,0.7559063883674089,0
scenario179,-90,c4,2,0,1,2,0.6,80,60,40,80,20,20,80,0,1.5809626954216165,0
scenario180,-30,c1,0,2,1,2,0.8,40,20,20,0,60,60,0,0,2.023248720347385,0
scenario181,-90,c1,0,2,1,2,1.0,60,0,60,60,60,60,100,0,2.534398289036829,0
scenario182,-60,c2,0,1,2,1,0.2,0,60,20,100,80,80,80,0,3.885055878523348,0
scenario183,90,c1,0,2,1,2,0.4,20,0,100,80,100,80,20,0,3.30119008365148,0
scenario184,60,c2,2,0,0,1,0.2,80,60,0,60,80,40,40,1,9999.0,1
scenario185,-90,c4,1,2,2,0,0.2,60,100,100,0,20,0,0,1,1.5812446047439497,1
scenario186,30,c1,0,1,1,2,0.8,100,60,100,60,60,40,60,0,2.177761425754329,0
scenario187,-90,c2,2,0,0,1,0.6,0,100,60,20,40,80,60,0,9999.0,0
scenario188,90,c4,1,0,2,0,1.0,60,20,80,100,80,20,80,0,2.434738957589497,0
scenario189,-30,c1,0,2,1,2,1.0,40,40,0,80,60,100,80,0,2.648946033196939,0
scenario190,0,c4,2,0,1,0,1.0,40,60,100,60,40,80,40,0,2.667197305964952,0
scenario191,30,c2,0,1,2,1,0.1,20,100,60,40,0,20,0,0,3.640230100378036,0
scenario192,90,c2,2,1,0,1,0.2,20,40,80,60,0,40,60,0,0.7985935308391703,0
scenario193,30,c4,1,2,2,0,0.2,60,80,20,20,0,100,0,0,1.2910120806331544,0
scenario194,0,c4,1,0,2,0,0.8,40,0,80,40,60,40,0,1,1.9245055350434808,1
scenario195,0,c1,0,1,1,2,0.1,20,20,20,20,20,80,100,0,2.9928750419813643,0
scenario196,-30,c1,0,2,1,2,0.2,0,40,80,0,20,80,20,0,2.649224193430299,0
scenario197,-90,c2,2,1,0,1,1.0,60,80,40,0,40,40,20,0,1.6285031413421314,0
scenario198,-90,c1,1,2,0,1,1.0,0,40,80,40,100,0,40,0,9999.0,0
scenario199,-30,c2,0,1,2,0,0.4,100,0,20,100,20,40,40,0,3.691562966852159,0
scenario200,60,c4,2,0,1,0,0.4,80,0,0,20,40,0,0,0,2.803097910424132,0
scenario201,-90,c4,2,0,1,0,0.2,80,20,60,40,80,0,100,0,2.719753605556124,0
scenario202,0,c4,1,2,2,0,0.2,60,60,40,60,0,60,0,0,1.7556872103526089,0
scenario203,90,c4,1,0,2,0,0.2,100,40,40,100,80,100,60,0,2.10822175387041,0
scenario204,30,c4,2,0,1,0,0.6,100,20,60,20,60,0,40,0,2.3677349188270083,0
scenario205,0,c1,0,2,1,2,0.1,0,80,100,0,0,40,40,0,2.6196833260351937,0
scenario206,90,c4,2,0,1,2,0.1,80,60,20,0,100,0,80,0,2.644788582345866,0
scenario207,-90,c4,1,0,2,0,0.1,100,20,40,80,0,100,40,0,2.2235422602342862,0
scenario208,60,c1,1,2,0,2,0.8,80,60,60,100,20,80,80,0,2.169275954890501,0
scenario209,30,c2,0,1,2,1,1.0,20,80,40,100,100,60,60,0,3.845878699382861,0
scenario210,0,c4,1,0,2,0,0.4,60,100,20,80,0,80,60,0,2.8303745921337056,0
scenario211,-30,c4,2,0,1,0,0.8,60,40,40,60,20,20,60,0,2.887691000415865,0
scenario212,0,c1,1,2,0,1,0.4,100,100,20,100,40,60,100,0,2.3733876901225126,0
scenario213,-30,c2,2,1,0,1,1.0,80,40,40,80,80,80,100,0,0.6795844863817352,0
scenario214,-90,c4,1,0,2,0,1.0,80,100,100,100,60,80,20,0,2.4235356293904613,0
scenario215,90,c4,1,2,2,0,0.2,0,60,0,40,60,60,80,0,9999.0,0
scenario216,-60,c1,1,2,0,2,0.4,100,60,100,20,0,80,60,0,1.324078322490682,0
scenario217,90,c1,1,2,0,2,1.0,20,80,40,0,80,100,40,0,2.653745472397877,0
scenario218,-60,c4,1,0,2,0,0.8,60,0,20,20,20,20,0,0,2.277533503383494,0
scenario219,30,c1,1,2,0,1,1.0,40,60,100,80,0,100,40,0,3.48934531378389,0
scenario220,-90,c2,2,1,0,1,0.8,80,80,100,100,80,40,0,1,0.5744221090520413,1
scenario221,0,c4,2,0,1,0,0.2,20,0,100,80,20,20,60,0,2.4347038712333355,0
scenario222,30,c4,1,2,2,0,0.4,20,40,60,60,40,40,0,0,1.867299623390771,0
scenario223,-60,c2,2,0,0,1,0.4,20,40,40,0,40,20,40,0,3.479019936269075,0
scenario224,-90,c1,1,2,0,2,0.4,0,40,40,60,60,20,0,0,9999.0,0
scenario225,30,c1,0,1,1,2,0.1,0,60,60,60,100,20,40,0,3.168656321010539,0
scenario226,-90,c2,0,1,2,1,0.6,20,20,0,20,80,60,0,0,3.61263162975369,0
scenario227,-90,c1,1,2,0,2,0.8,100,20,100,0,40,20,80,0,1.3185757539343763,0
scenario228,-90,c1,1,2,0,2,0.1,0,40,0,80,40,20,20,0,9645.747398849697,0
scenario229,-90,c4,2,0,1,0,0.8,0,60,20,40,0,0,20,0,2.808087841983838,0
scenario230,90,c2,0,1,2,1,0.4,80,40,100,40,40,40,100,0,3.742883573500027,0
scenario231,60,c2,0,1,2,1,1.0,20,40,60,20,100,40,80,0,3.7222948507420415,0
scenario232,-90,c1,0,1,1,2,0.2,40,20,40,60,100,80,60,1,9999.0,1
scenario233,-60,c2,0,1,2,1,0.4,80,20,100,100,40,100,20,0,4.35738140093185,0
scenario234,30,c1,0,2,1,2,0.1,40,100,20,40,80,40,60,0,2.6542771978896305,0
scenario235,-30,c1,1,2,0,2,1.0,40,20,60,100,0,20,20,0,1.4965534559652838,0
scenario236,-60,c2,2,0,0,1,0.2,100,60,80,80,60,80,0,1,9999.0,1
scenario237,-60,c2,2,1,0,1,0.6,60,0,80,60,40,0,100,0,2.8807676197789784,0
scenario238,-60,c4,2,0,1,0,1.0,40,80,40,20,80,40,40,0,3.2063048085453016,0
scenario239,90,c1,1,2,0,2,0.8,20,60,60,60,20,100,100,0,1.3817736863920074,0
scenario240,-30,c1,1,2,0,1,0.1,0,80,40,40,100,20,100,0,9999.0,0
scenario241,60,c4,1,0,2,0,0.1,40,60,60,20,80,60,60,0,2.42831363918079,0
scenario242,60,c1,1,2,0,2,1.0,60,0,0,40,100,0,0,0,2.5446887355895647,0
scenario243,-30,c2,2,0,0,1,0.6,40,0,0,40,0,0,40,1,9999.0,1
scenario244,0,c1,1,2,0,2,0.4,0,100,60,40,20,60,20,0,9999.0,0
scenario245,0,c2,0,1,2,0,0.1,80,60,100,0,80,60,20,0,3.3591055620977346,0
scenario246,-90,c4,2,0,1,0,0.1,20,0,100,20,100,0,80,0,3.8520601757166935,0
scenario247,-30,c4,2,0,1,2,0.8,20,20,0,40,100,100,60,0,1.1617659216434482,0
scenario248,90,c4,1,2,2,0,0.6,100,0,60,20,0,0,80,0,1.7520707893720695,0
scenario249,60,c1,1,2,0,2,0.8,20,100,20,100,100,0,100,0,9999.0,0
scenario250,90,c2,0,1,2,1,1.0,40,60,20,80,40,0,20,0,5.028645075348847,0
scenario251,-30,c2,0,1,2,0,0.8,0,40,60,40,100,80,40,0,4.486329294128717,0
scenario252,30,c4,2,0,1,0,0.2,40,80,60,0,40,80,80,0,2.748298959383168,0
scenario253,-30,c2,0,1,2,1,0.1,40,60,100,40,20,100,20,0,4.398551654881492,0
scenario254,-30,c1,1,2,0,2,0.2,20,0,40,20,0,0,100,0,9999.0,0
scenario255,-90,c2,0,1,2,1,0.6,20,80,20,60,60,40,40,0,4.895158860004926,0
scenario256,0,c2,2,1,0,1,0.2,40,40,80,100,20,100,40,0,0.9990399548183182,0
scenario257,30,c1,0,1,1,2,0.4,20,20,0,80,20,80,20,0,1.8301227199188896,0
scenario258,90,c4,1,2,2,0,0.1,100,80,80,40,40,60,0,1,1.1875908137774982,1
scenario259,90,c1,1,2,0,2,0.6,20,100,20,80,80,100,20,0,1.2238470248465807,0
scenario260,-90,c1,0,1,1,2,0.1,60,0,60,80,80,100,0,0,1.133877033600117,0
scenario261,60,c1,0,1,1,2,0.4,100,80,80,40,80,40,20,0,2.62671067682275,0
scenario262,-60,c1,1,2,0,2,1.0,0,80,40,100,60,80,0,0,9999.0,0
scenario263,90,c4,2,0,1,0,1.0,80,80,80,60,60,60,20,0,2.9827133448899104,0
scenario264,30,c2,2,0,0,1,0.8,0,40,60,100,80,100,20,1,4.985887606633884,1
scenario265,30,c2,0,1,2,1,0.4,100,100,100,0,80,0,100,0,3.316763098357949,0
scenario266,-30,c2,0,1,2,1,1.0,60,100,0,60,20,80,80,0,4.079837969672348,0
scenario267,-60,c2,0,1,2,0,0.1,100,0,100,0,80,20,100,0,3.090291103853646,0
scenario268,60,c2,0,1,2,0,0.8,0,60,40,0,0,40,60,0,4.535891757889304,0
scenario269,-60,c1,1,2,0,2,1.0,80,20,100,60,0,40,80,0,1.898344301500808,0
scenario270,-60,c4,1,0,2,0,0.2,40,40,20,80,100,100,100,0,2.7421181678434388,0
scenario271,0,c1,1,2,0,1,0.2,40,100,40,60,60,20,100,0,1.226820782560648,0
scenario272,-30,c2,0,1,2,1,0.4,80,100,80,40,60,40,60,0,4.370554132129107,0
scenario273,60,c1,1,2,0,1,0.2,80,80,80,80,40,100,80,0,2.723390280506265,0
scenario274,60,c2,2,0,0,1,0.1,20,40,80,100,60,60,40,0,3.6325149973195474,0
scenario275,-90,c4,2,0,1,0,0.6,80,0,20,60,100,80,0,0,3.155523978773563,0
scenario276,-60,c4,2,0,1,0,0.1,40,20,60,60,80,0,0,0,2.32354387607956,0
scenario277,0,c2,0,1,2,1,0.4,80,20,0,100,20,40,0,0,4.273997581038913,0
scenario278,-30,c4,2,0,1,0,0.2,60,0,40,80,100,40,80,0,1.1348311825014343,0
scenario279,90,c4,1,0,2,0,1.0,80,0,40,100,60,40,40,0,2.491775142781127,0
scenario280,-90,c2,2,0,0,1,0.8,80,80,0,80,20,60,80,0,0.6102203809776809,0
scenario281,90,c4,2,0,1,2,0.8,40,20,40,80,80,0,0,0,1.753358935051752,0
scenario282,-30,c2,2,1,0,1,0.8,100,40,80,20,100,20,0,0,1.012532113048063,0
