Row,timeofday,startego,goalego,startother,goalother,roadfriction,fogdensity,precipitation,precipitationdeposits,cloudiness,windintensity,wetness,fogdistance
Z_{1},0.0103,-0.857,0.9192,-0.0193,0.7121,-0.1421,-0.0696,0.1768,-0.0426,0.0561,0.0044,0.0781,-0.0152
Z_{2},-0.0338,0.1131,0.7379,-1.1755,1.0504,-0.0359,0.0355,0.1356,-0.1215,0.1112,0.1384,0.0693,0.078
