Row,startego,goalego,startother,goalother,cloudiness,precipitation,precipitationdeposits,windintensity,timeofday,fogdensity,fogdistance,wetness,roadfriction
Z_{1},-0.5558,0.5834,0.5145,0.0705,-0.0974,-0.0167,-0.1817,0.1046,0.0132,-0.2105,-0.1493,-0.1502,0.0768
Z_{2},0.2778,-0.3861,0.2635,0.0948,0.6343,0.9219,0.424,-0.7074,0.8821,-0.175,-0.3372,0.3209,-0.829
