instances,pathinteraction,feature_startego,feature_goalego,feature_startother,feature_goalother,feature_roadfriction,feature_fogdensity,feature_precipitation,feature_precipitationdeposits,feature_cloudiness,feature_windintensity,feature_wetness,feature_fogdistance,collision,min_ttc,algo_safety
scenario1,c1,0,2,1,2,0.4,100,0,60,60,40,100,40,1,0.0,1
scenario2,c2,2,1,0,1,0.1,40,20,40,80,100,20,60,1,0.0,1
scenario3,c4,1,0,2,0,0.2,20,80,100,100,0,80,40,1,0.0,1
scenario4,c4,2,0,1,2,1.0,0,40,20,0,80,40,60,1,0.0,1
scenario5,c2,2,1,0,1,0.8,100,100,100,20,20,60,40,0,2.296067963884877,0
scenario6,c4,1,2,2,0,1.0,20,60,0,40,60,0,60,1,0.0,1
scenario7,c2,0,1,2,1,0.2,80,0,80,40,20,20,0,0,4.315214415326935,0
scenario8,c4,2,0,1,0,0.6,80,100,0,80,80,100,80,0,2.8057731580841154,0
scenario9,c2,0,1,2,1,0.4,60,60,100,0,100,100,100,0,3.711811312164762,0
scenario10,c2,0,1,2,0,0.1,0,40,40,20,60,100,40,0,4.074684860925985,0
scenario11,c4,2,0,1,0,0.2,40,100,60,40,40,40,20,0,3.4081463895482926,0
scenario12,c1,1,2,0,2,0.4,0,20,100,60,0,0,80,0,2489.7837308664843,0
scenario13,c1,1,2,0,1,0.6,0,80,80,100,100,40,0,0,4370.976063787525,0
scenario14,c4,1,2,2,0,0.8,60,40,80,60,80,60,20,0,2.048954558730181,0
scenario15,c1,1,2,0,2,0.1,100,100,20,100,80,80,100,0,3.2731700452149792,0
scenario16,c1,1,2,0,2,0.6,60,60,20,40,20,40,80,0,3.3297857577883727,0
scenario17,c1,0,1,1,2,0.4,80,40,0,100,100,0,20,0,2.6325524050474463,0
scenario18,c4,2,0,1,2,0.8,20,60,60,100,100,60,80,1,0.0,1
scenario19,c4,2,0,1,2,0.2,60,80,40,20,80,20,100,1,0.0,1
scenario20,c4,2,0,1,0,0.6,20,0,100,0,40,20,60,0,3.048009760171622,0
scenario21,c4,2,0,1,0,0.8,0,0,20,80,60,80,0,0,3.4858819873178737,0
scenario22,c2,0,1,2,1,0.1,0,100,80,0,20,0,20,0,5.577750880576203,0
scenario23,c2,0,1,2,1,0.1,80,80,0,60,40,60,60,0,5.2745621039073365,0
scenario24,c4,1,2,2,0,1.0,100,20,60,0,20,80,0,0,2.115480187666099,0
scenario25,c2,0,1,2,1,0.8,20,20,40,0,20,40,100,0,3.605655627115477,0
scenario26,c2,2,0,0,1,1.0,40,80,20,40,0,100,100,0,5.372135254446478,0
scenario27,c2,0,1,2,1,1.0,100,40,40,100,20,20,80,0,3.967154569208744,0
scenario28,c4,2,0,1,0,0.4,80,60,40,20,40,80,0,0,2.5159265553228973,0
scenario29,c2,0,1,2,1,0.6,40,60,40,40,80,60,40,0,3.6452720683647817,0
scenario30,c2,2,0,0,1,0.6,100,60,60,20,80,0,20,0,3.7113211446145433,0
scenario31,c1,1,2,0,2,0.2,40,40,80,100,40,100,60,0,2.932955529174049,0
scenario32,c1,1,2,0,1,0.4,0,100,0,80,40,20,100,0,9999.0,0
scenario33,c1,1,2,0,2,1.0,100,0,0,80,0,60,20,0,2.484216147841779,0
scenario34,c2,0,1,2,1,0.4,60,40,60,80,0,40,0,0,4.911955844681011,0
scenario35,c2,2,0,0,1,1.0,40,0,80,60,80,80,80,0,4.0924524662508,0
scenario36,c1,0,1,1,2,0.6,0,20,20,20,0,20,40,0,9999.0,0
scenario37,c1,0,2,1,2,0.1,20,0,80,20,0,0,0,0,5.0325750451917735,0
scenario38,c1,0,1,1,2,0.1,20,60,100,80,80,40,40,0,9999.0,0
scenario39,c1,1,2,0,2,0.4,0,80,60,40,100,80,60,0,4789.470818663193,0
scenario40,c4,2,0,1,0,0.8,80,80,60,80,20,0,100,0,4.430912760922495,0
scenario41,c4,1,2,2,0,0.2,80,60,20,60,20,100,20,1,0.0,1
scenario42,c1,0,1,1,2,0.2,40,20,0,0,20,60,80,0,4.455261599897936,0
scenario43,c2,0,1,2,0,0.6,20,100,60,60,0,60,100,0,4.006766474696839,0
scenario44,c4,1,0,2,0,0.4,20,100,80,60,100,20,40,1,0.0,1
scenario45,c2,2,1,0,1,1.0,0,80,60,60,60,20,20,0,2556.221090736892,0
scenario46,c4,2,0,1,0,0.4,100,80,100,40,80,60,0,0,2.2424014577671056,0
scenario47,c1,1,2,0,2,0.6,40,20,20,80,40,0,0,0,2.72702001710992,0
scenario48,c2,0,1,2,1,0.2,0,40,0,20,80,80,80,0,3.857688163045092,0
scenario49,c4,1,0,2,0,0.8,20,20,60,20,80,100,60,1,0.0,1
scenario50,c2,0,1,2,1,0.4,20,80,20,20,60,40,80,0,10.337982651141893,0
scenario51,c4,2,0,1,0,0.1,60,20,40,40,0,80,20,0,3.274302113139268,0
