Instances,feature_Direction,feature_Cloudiness,feature_Precipitation,feature_PrecipitationDeposits,feature_WindIntensity,feature_TimeofDay,feature_FogDensity,feature_FogDistance,feature_Wetness,feature_RoadFriction,collision,min_ttc,algo_safety
scenario24,left,0,60,0,80,30,60,80,0,0.6,0,1.1861005974029455,0
scenario25,left,20,20,0,80,-90,20,0,0,0.1,0,1.1217244875421628,0
scenario26,left,60,40,20,100,30,20,0,100,0.1,0,1.100129829568569,0
scenario27,left,80,60,100,80,0,80,0,80,0.4,0,1.1314888688544864,0
scenario28,right,0,60,60,40,-90,40,40,100,0.2,0,0.9855513774534936,0
scenario29,left,20,80,0,20,-60,60,0,20,0.2,0,1.1089119463951371,0
scenario30,right,60,40,100,100,-60,40,80,0,0.1,0,0.8356791853143776,0
scenario31,right,0,20,80,0,-60,40,100,100,0.4,0,0.9658119045907264,0
scenario32,left,40,80,20,20,-60,100,20,0,0.1,0,4.404873095716442,0
scenario33,right,0,80,0,80,-30,40,0,40,0.6,0,0.9530725095441136,0
scenario34,right,100,80,80,100,-90,100,40,20,0.2,0,9999.0,0
scenario35,right,80,0,0,60,30,80,20,80,0.4,0,0.8528750323816406,0
scenario36,right,100,60,20,80,30,100,80,40,0.8,0,0.920072674792894,0
scenario37,left,0,40,40,20,60,100,60,100,0.4,0,1.2252428738965888,0
scenario38,right,20,0,0,80,90,0,100,100,0.4,0,0.7934404862618731,0
scenario39,left,40,20,60,40,-90,100,60,20,1.0,0,1.0797396643772266,0
scenario40,right,20,80,100,20,30,100,100,60,0.6,0,0.8802538876401726,0
scenario41,left,80,80,80,60,0,40,20,100,0.8,0,1.0935564434327294,0
scenario42,left,60,60,40,60,30,100,0,20,0.8,0,1.2054462757870976,0
scenario43,left,100,80,20,40,-60,40,60,80,0.1,0,1.0387340855262563,0
scenario44,left,20,40,20,80,-90,60,20,20,0.0,0,1.0707435766317943,0
scenario45,left,0,20,20,80,60,60,40,60,0.2,0,1.1856107107952534,0
scenario46,right,40,80,40,80,-60,0,0,0,0.1,0,0.9241068070241392,0
scenario47,left,100,60,80,20,-90,20,80,60,0.1,0,0.8686505722519412,0
scenario48,left,0,40,20,0,30,20,80,20,0.0,0,1.0296541211586954,0
scenario49,left,100,60,0,100,0,100,60,20,0.6,0,1.117226514994777,0
scenario50,left,0,0,60,100,-30,100,0,80,1.0,0,1.0869260356291672,0
scenario51,left,60,60,20,100,-90,100,20,40,1.0,0,1.1108220221859202,0
scenario52,left,0,0,100,0,-90,40,0,20,0.6,0,1.0465454066674806,0
scenario53,right,40,60,20,20,-60,60,40,60,0.6,0,0.9094529629793506,0
scenario54,right,100,40,80,100,-60,20,20,0,0.2,0,0.8637303961607209,0
scenario55,left,80,20,60,40,-60,100,60,0,1.0,0,1.007033539607283,0
scenario56,right,40,40,0,40,60,40,0,100,0.0,0,0.9757427086552776,0
scenario57,right,100,80,40,40,90,40,0,100,0.1,0,0.8180600370004244,0
scenario58,left,20,40,80,20,-60,80,80,20,0.2,0,1.018520304501129,0
scenario59,right,40,60,100,40,-60,60,20,0,0.1,0,0.8642673803860577,0
scenario60,right,60,20,0,20,-60,60,40,60,0.1,0,0.9205268405714616,0
scenario61,right,20,80,0,40,-30,20,60,20,0.2,0,0.836290848537679,0
scenario62,left,0,40,20,20,0,80,40,0,1.0,0,1.0839730998879191,0
scenario63,left,80,40,60,20,-90,80,20,80,0.1,0,1.0714762434555012,0
scenario64,left,80,20,20,60,-30,20,20,20,0.8,0,1.1576097100434082,0
scenario65,left,0,60,0,60,-90,60,80,100,1.0,0,1.0972250780708128,0
scenario66,right,20,80,80,0,60,100,40,100,0.2,0,0.7750188957279286,0
scenario67,right,40,80,100,20,90,100,20,60,0.0,0,0.817999742543882,0
scenario68,left,20,60,20,100,-90,60,100,80,0.1,0,1.0204518334598849,0
scenario69,right,0,0,80,40,-90,0,60,40,0.8,0,0.8968810950444985,0
scenario70,right,60,80,0,100,0,20,80,0,0.6,0,0.8426060104018928,0
scenario71,right,60,20,60,60,-60,20,20,100,0.6,0,0.8933265557228377,0
scenario72,left,0,0,20,20,-30,0,100,20,0.1,0,1.0574762260770911,0
scenario73,left,80,0,100,100,-60,80,100,100,0.8,0,1.117785902533678,0
scenario74,left,40,80,80,100,-60,60,60,80,1.0,0,1.0097442190460426,0
scenario75,right,20,40,60,100,0,20,80,60,1.0,0,0.8831184388521323,0
scenario76,left,20,20,100,20,-60,0,20,40,0.6,0,1.0612318376569931,0
scenario77,right,100,60,0,40,-30,60,40,80,0.2,0,0.8200695204114222,0
scenario78,right,80,60,0,0,0,80,20,20,0.1,0,0.8545489147737045,0
scenario79,left,0,60,40,0,-90,20,60,20,0.0,0,1.0937313305792178,0
scenario80,left,0,60,80,80,30,40,0,20,0.4,0,1.2411025735539245,0
scenario81,left,0,100,20,80,60,40,0,20,0.4,0,1.2029569612480409,0
scenario82,left,0,100,20,80,90,40,0,20,0.4,0,1.2155137687995163,0
scenario83,left,0,80,60,80,30,40,0,20,0.4,0,1.1118098755993358,0
scenario84,left,0,100,20,0,30,40,0,20,0.4,0,1.2016612235634825,0
scenario85,left,0,100,20,80,30,40,0,20,0.0,0,1.1656600631247855,0
scenario86,left,0,100,20,80,60,40,0,20,0.4,0,1.2030005246202224,0
scenario87,left,0,100,20,80,90,40,0,20,0.4,0,1.1947598885563382,0
scenario88,left,0,100,20,80,60,40,0,20,0.4,0,1.1633681348644849,0
scenario89,left,0,100,20,80,90,40,0,20,0.4,0,1.1694086060554647,0
scenario90,left,0,100,80,80,30,40,0,60,0.4,0,1.0291045046277858,0
scenario91,left,0,100,0,80,30,40,0,40,0.4,0,1.131547120733581,0
scenario92,left,0,100,80,80,30,40,80,20,0.4,0,1.1195157315335589,0
scenario93,left,0,100,20,60,30,40,0,20,0.1,0,1.184523454778986,0
scenario94,left,100,100,20,80,30,40,0,60,0.4,0,1.1536454956666884,0
scenario95,left,0,100,20,80,-30,40,0,0,0.4,0,3.2396997653963746,0
scenario96,left,0,100,80,80,30,20,0,20,0.4,0,1.135003180161422,0
scenario97,left,100,100,20,80,30,40,80,20,0.4,0,1.1560867112323776,0
scenario98,left,0,100,20,80,30,40,0,40,0.1,0,1.1486007957496938,0
scenario99,left,0,40,80,80,30,40,0,20,0.4,0,1.2399566644709226,0
scenario100,left,100,100,60,80,30,40,0,20,0.4,0,1.1287730854530758,0
scenario101,left,100,100,20,80,30,20,0,20,0.4,0,1.1591704962858678,0
scenario102,left,0,100,20,80,0,40,0,100,0.4,0,1.0357953932119006,0
scenario103,left,0,20,80,80,30,40,0,20,0.4,0,1.2307015750828274,0
scenario104,left,0,100,20,80,-30,40,0,100,0.4,0,1.0245376251154157,0
scenario105,left,0,100,20,80,30,40,60,20,0.2,0,1.143829825791946,0
scenario106,left,100,40,20,80,30,40,0,20,0.4,0,1.189299644993076,0
scenario107,left,100,100,20,80,30,40,0,20,1.0,0,1.2028044407771998,0
scenario108,left,100,20,20,80,30,40,0,20,0.4,0,1.1776120785226676,0
scenario109,left,0,100,20,80,30,40,60,60,0.4,0,1.1815770681540585,0
scenario110,left,0,100,20,20,30,40,0,20,0.8,0,1.1714754311477036,0
scenario111,left,80,100,20,80,30,40,0,0,0.4,0,1.1701807453547788,0
scenario112,left,0,100,20,60,30,40,0,0,0.4,0,1.1848685932539282,0
scenario113,left,100,100,100,80,30,40,0,20,0.4,0,1.0859782757663845,0
scenario114,left,0,100,60,80,30,40,60,20,0.4,0,1.090662299020194,0
scenario115,left,0,100,0,80,30,40,0,20,0.8,0,1.1718001623739225,0
scenario116,left,60,100,80,80,30,40,0,20,0.4,0,1.1242614255361645,0
scenario117,left,0,100,80,80,30,40,0,20,0.6,0,1.187151935017693,0
scenario118,left,0,40,20,80,30,40,60,20,0.4,0,1.21023127044062,0
scenario119,left,40,100,20,80,30,40,0,20,0.2,0,1.1074871344879589,0
scenario120,left,0,100,0,80,30,40,100,20,0.4,0,1.117596728657393,0
scenario121,left,0,100,0,80,30,0,0,20,0.4,0,1.0363145406372825,0
scenario122,left,0,20,20,80,30,40,60,20,0.4,0,1.214168545436948,0
scenario123,left,100,100,20,80,30,40,0,20,0.6,0,1.1082906596393105,0
scenario124,left,100,100,20,100,30,40,0,20,0.4,0,1.18014869471432,0
scenario125,left,40,100,20,80,30,40,80,20,0.4,0,1.186821935954544,0
scenario126,left,0,100,100,80,30,40,60,20,0.4,0,1.092047748894255,0
scenario127,left,40,100,60,80,30,40,0,20,0.4,0,1.1215928379308566,0
scenario128,left,40,100,20,80,30,20,0,20,0.4,0,1.133962020298059,0
scenario129,left,20,100,20,80,-30,40,0,20,0.4,0,4.3160342902962885,0
scenario130,left,60,100,20,80,30,40,60,20,0.4,0,1.1654815372188974,0
scenario131,left,0,100,20,0,-60,40,0,20,0.4,0,1.1713583296033327,0
scenario132,left,0,100,20,80,-60,40,0,20,0.0,0,1.069791749273065,0
scenario133,left,0,100,40,80,-60,40,0,20,0.4,0,1.052795488850262,0
scenario134,left,40,100,20,80,30,40,0,20,1.0,0,1.2033521803844076,0
scenario135,left,40,20,20,80,30,40,0,20,0.4,0,1.1194501141510336,0
scenario136,left,0,100,20,80,30,40,60,20,0.6,0,1.2091214390610296,0
scenario137,left,0,100,20,100,30,40,60,20,0.4,0,1.1035710139030956,0
scenario138,left,0,100,20,80,30,40,20,20,0.8,0,1.216060455065201,0
scenario139,left,20,100,20,80,30,80,0,20,0.4,0,1.1016284957708806,0
scenario140,left,20,100,20,80,30,40,0,80,0.4,0,1.249438814769408,0
scenario141,left,0,100,20,80,30,0,20,20,0.4,0,1.1132177655686912,0
scenario142,left,0,100,20,40,30,40,0,20,0.2,0,1.1907531506738875,0
scenario143,left,0,100,20,80,30,40,0,0,0.8,0,1.0867001718335358,0
scenario144,left,0,100,20,40,30,40,0,60,0.4,0,1.1014693252772507,0
scenario145,left,20,100,20,60,30,40,0,20,0.4,0,1.238973234434822,0
scenario146,left,0,100,20,80,30,40,100,0,0.4,0,1.1090846294803345,0
scenario147,left,0,100,20,40,30,40,80,20,0.4,0,1.180757212268211,0
scenario148,left,40,100,20,80,30,40,0,20,0.6,0,1.1085567208942542,0
scenario149,left,0,100,20,80,30,0,0,0,0.4,0,1.03648915264153,0
scenario150,left,0,60,20,80,30,40,40,20,0.4,0,1.1812062648112782,0
scenario151,left,40,100,20,100,30,40,0,20,0.4,0,1.1875379700040734,0
scenario152,left,0,100,20,80,30,40,0,100,0.8,0,1.0683744132360429,0
scenario153,left,0,100,60,40,30,40,0,20,0.4,0,1.1298903573644852,0
scenario154,left,0,100,20,40,30,20,0,20,0.4,0,1.106686041879551,0
scenario155,left,20,100,20,80,30,40,0,40,0.4,0,1.1795682188410257,0
scenario156,left,0,100,20,80,30,40,100,100,0.4,0,1.095716835758321,0
scenario157,left,0,40,20,40,30,40,0,20,0.4,0,1.0687135253317002,0
scenario158,left,0,100,20,80,30,40,40,20,0.2,0,1.1980753103872548,0
scenario159,left,0,100,20,80,30,0,0,100,0.4,0,1.1127541925658682,0
scenario160,left,0,100,20,40,30,40,0,20,1.0,0,1.0945117232311623,0
scenario161,left,0,20,20,40,30,40,0,20,0.4,0,1.183167627753122,0
scenario162,left,0,100,20,80,30,40,40,60,0.4,0,1.1153026923933975,0
scenario163,left,0,100,20,80,30,60,0,20,0.2,0,1.211499906895452,0
scenario164,left,0,100,20,80,30,40,0,20,0.8,0,1.1794442711606312,0
scenario165,left,0,100,20,80,30,60,0,60,0.4,0,1.186726744902155,0
scenario166,left,0,100,60,80,30,40,40,20,0.4,0,1.0839429213622125,0
scenario167,left,0,100,20,80,30,20,40,20,0.4,0,1.160072716025038,0
scenario168,left,0,100,20,80,30,60,80,20,0.4,0,1.107306796742079,0
scenario169,left,0,100,20,80,30,0,0,20,0.4,0,1.139040889300133,0
scenario170,left,0,40,20,80,30,40,40,20,0.4,0,1.1148509228849164,0
scenario171,left,0,100,60,80,30,60,0,20,0.4,0,1.0928233509933132,0
scenario172,left,0,80,20,80,-30,40,0,20,0.4,0,1.3408463194848117,0
scenario173,left,60,100,20,40,30,40,0,20,0.4,0,1.109003475325793,0
scenario174,left,0,60,20,80,30,40,0,20,0.2,0,1.1346898259532532,0
scenario175,left,0,100,20,80,30,40,40,20,1.0,0,1.1801046155737078,0
scenario176,left,0,0,20,20,30,40,0,20,0.4,0,1.1179551921395472,0
scenario177,left,0,100,20,20,60,40,0,20,0.4,0,1.167195395493007,0
scenario178,left,0,100,40,20,30,40,0,20,0.4,0,1.0949132458493145,0
scenario179,left,0,20,20,80,30,40,40,20,0.4,0,1.2063815847067971,0
scenario180,left,0,100,20,40,30,40,0,20,0.6,0,1.193825410154952,0
scenario181,left,0,60,20,80,30,40,0,60,0.4,0,1.0951366135878364,0
scenario182,left,0,40,20,80,30,60,0,20,0.4,0,1.1168265422188448,0
scenario183,left,0,100,20,80,30,60,0,20,1.0,0,1.212437338498479,0
scenario184,left,0,20,20,80,30,60,0,20,0.4,0,1.2219335728943972,0
scenario185,left,0,60,20,80,30,40,80,20,0.4,0,1.1857297472696549,0
scenario186,left,0,100,100,80,30,40,40,20,0.4,0,1.135359640319501,0
scenario187,left,20,100,20,80,30,40,0,20,0.8,0,1.171676387870806,0
scenario188,left,0,0,0,80,30,40,0,20,0.4,0,1.2054949537629709,0
scenario189,left,0,100,0,0,30,40,0,20,0.4,0,1.1041405463442842,0
scenario190,left,0,100,0,80,30,40,0,20,0.0,0,1.2259477399137306,0
scenario191,left,0,100,0,80,60,40,0,20,0.4,0,1.2326634800336096,0
scenario192,left,0,100,0,80,90,40,0,20,0.4,0,1.1951809819758603,0
scenario193,right,0,100,20,80,30,40,0,20,0.2,0,0.7632092621045503,0
scenario194,left,0,80,20,80,30,80,0,20,0.4,0,1.108786398074054,0
scenario195,left,0,100,20,80,30,40,0,60,0.2,0,1.1182530299963216,0
scenario196,left,0,60,60,80,30,40,0,20,0.4,0,1.088230931176874,0
scenario197,left,0,80,20,80,30,40,0,80,0.4,0,1.2397610233273149,0
scenario198,left,20,100,20,80,30,40,100,20,0.4,0,1.0836734829041894,0
scenario199,left,0,100,80,80,0,40,0,20,0.4,0,1.0897450645823992,0
scenario200,left,0,100,100,80,30,60,0,20,0.4,0,1.088409926407642,0
scenario201,left,20,100,20,80,30,0,0,20,0.4,0,1.147285819355273,0
scenario202,left,0,100,20,80,30,40,80,20,0.2,0,1.1312103388447243,0
scenario203,left,80,80,20,80,30,40,0,20,0.4,0,1.1177185530933316,0
scenario204,left,0,100,80,80,-30,40,0,20,0.4,0,1.096292960290245,0
scenario205,left,60,100,20,80,30,40,40,20,0.4,0,1.2479764620631189,0
scenario206,left,0,60,20,80,30,40,0,20,1.0,0,1.1734916441157386,0
scenario207,left,0,100,20,80,30,40,40,20,0.6,0,1.2160719412822452,0
scenario208,left,100,100,20,80,0,40,0,20,0.4,0,1.0648664927307108,0
scenario209,left,0,100,60,80,30,40,0,20,0.2,0,1.1059665803105407,0
scenario210,left,0,80,20,60,30,40,0,20,0.4,0,1.1688140421657125,0
scenario211,left,0,100,20,80,30,20,0,20,0.2,0,1.1549749544435666,0
scenario212,left,0,100,20,100,30,40,40,20,0.4,0,1.2060876408141137,0
scenario213,left,0,0,20,80,30,40,0,20,0.1,0,1.1900153217857854,0
scenario214,left,0,100,20,0,30,40,0,20,0.1,0,1.189562730203959,0
scenario215,left,0,100,40,80,30,40,0,20,0.1,0,1.0815964410434504,0
scenario216,left,0,100,20,80,60,40,0,20,0.1,0,1.1128099600235808,0
scenario217,left,0,100,20,80,90,40,0,20,0.1,0,1.1593070101680418,0
scenario218,left,100,100,20,80,-30,40,0,20,0.4,0,1.0716266166820403,0
scenario219,left,60,100,20,80,30,60,0,20,0.4,0,1.1757720611187772,0
scenario220,left,0,100,20,80,30,20,0,60,0.4,0,1.1159094478082858,0
scenario221,left,0,40,20,80,30,40,0,20,0.2,0,1.1792521413057646,0
scenario222,left,0,100,20,80,30,60,0,20,0.6,0,1.1731656557176655,0
scenario223,left,0,60,100,80,30,40,0,20,0.4,0,1.2388231452519731,0
scenario224,left,0,100,20,100,30,60,0,20,0.4,0,1.233371980061433,0
scenario225,left,0,100,60,80,30,40,80,20,0.4,0,1.0987804815842344,0
scenario226,left,0,20,20,80,30,40,0,20,0.2,0,1.1878747382213055,0
scenario227,left,0,100,20,80,30,20,80,20,0.4,0,1.1238658235463206,0
scenario228,left,0,80,20,80,30,40,0,40,0.4,0,1.1814758372856151,0
scenario229,left,0,100,80,80,30,80,0,20,0.4,0,1.1031358349042863,0
scenario230,right,0,40,20,80,30,40,0,20,0.4,0,0.8292322006946664,0
scenario231,left,0,40,20,80,30,40,0,60,0.4,0,1.187631779894187,0
scenario232,left,0,100,80,80,30,40,0,80,0.4,0,1.0910724472705664,0
scenario233,right,0,100,20,80,30,40,0,20,1.0,0,0.8587324965690402,0
scenario234,left,0,100,20,80,30,40,0,60,1.0,0,1.1601053152618217,0
scenario235,right,0,20,20,80,30,40,0,20,0.4,0,0.7725281807659761,0
scenario236,left,0,20,20,80,30,40,0,60,0.4,0,1.1776655057560854,0
scenario237,left,0,40,20,80,30,40,80,20,0.4,0,1.168299956282779,0
scenario238,left,0,100,60,80,30,20,0,20,0.4,0,1.1230286911174718,0
scenario239,left,80,100,80,80,30,40,0,20,0.4,0,1.1293646660279284,0
scenario240,left,0,100,100,80,30,40,0,20,0.2,0,1.2059414450677763,0
scenario241,left,0,100,20,80,30,40,80,20,1.0,0,1.0788984264977586,0
scenario242,left,100,100,20,80,30,80,0,20,0.4,0,1.104127677408672,0
scenario243,left,60,60,20,80,30,40,0,20,0.4,0,1.138553738459671,0
scenario244,left,0,20,20,80,30,40,80,20,0.4,0,1.2327106531910048,0
scenario245,left,100,100,20,80,30,40,0,80,0.4,0,1.2258407878007542,0
scenario246,left,0,100,20,80,0,40,60,20,0.4,0,1.1497531329874204,0
scenario247,left,0,100,80,60,30,40,0,20,0.4,0,1.2072462841671083,0
scenario248,left,0,40,60,80,30,40,0,20,0.4,0,1.1120186725493688,0
scenario249,left,0,40,20,80,30,20,0,20,0.4,0,1.254856641359431,0
scenario250,left,0,0,20,80,30,40,20,20,0.4,0,1.2161062933283942,0
scenario251,left,0,100,20,0,30,40,20,20,0.4,0,1.2332067434717702,0
scenario252,left,0,100,20,80,30,40,20,20,0.0,0,1.203418208336108,0
scenario253,left,0,100,40,80,30,40,20,20,0.4,0,1.1395686788963624,0
scenario254,left,0,100,20,80,60,40,20,20,0.4,0,1.2323536918119091,0
scenario255,left,0,100,20,80,90,40,20,20,0.4,0,1.1083363693785175,0
scenario256,left,0,60,20,80,30,40,0,20,0.6,0,1.1985721510948482,0
scenario257,right,0,100,100,80,30,40,0,20,0.4,0,0.8138093379112412,0
scenario258,left,0,100,100,80,30,40,0,60,0.4,0,1.2074731527039948,0
scenario259,left,0,100,20,80,-30,40,60,20,0.4,0,0.8870183975306289,0
scenario260,left,0,100,60,80,30,40,0,20,1.0,0,1.1175802554121783,0
scenario261,left,0,100,20,80,30,20,0,20,1.0,0,1.1833154906668149,0
scenario262,left,0,60,20,100,30,40,0,20,0.4,0,1.1163772596952488,0
scenario263,left,0,20,60,80,30,40,0,20,0.4,0,1.1332786980290368,0
scenario264,left,0,20,20,80,30,20,0,20,0.4,0,1.1828697714677654,0
scenario265,left,0,100,100,80,30,40,80,20,0.4,0,1.1166563005503938,0
scenario266,left,100,100,20,60,30,40,0,20,0.4,0,1.201256564960007,0
scenario267,left,60,100,20,80,30,40,0,20,0.2,0,1.1942620045554646,0
scenario268,left,0,40,20,80,30,40,0,20,1.0,0,1.230992276249987,0
scenario269,left,0,100,80,80,30,40,0,40,0.4,0,1.188754352232423,0
scenario270,left,0,0,20,80,30,40,0,0,0.4,0,1.1940391156162744,0
scenario271,left,0,100,20,0,30,40,0,0,0.4,0,1.224081146818604,0
scenario272,left,0,100,20,80,30,40,0,0,0.0,0,1.2005889904288565,0
scenario273,left,0,100,40,80,30,40,0,0,0.4,0,1.1304829939126904,0
scenario274,left,0,100,20,80,60,40,0,0,0.4,0,1.2345353739093796,0
scenario275,left,0,100,20,80,90,40,0,0,0.4,0,1.2282431646761172,0
scenario276,left,0,100,100,80,30,20,0,20,0.4,0,1.1969797589745514,0
scenario277,left,0,20,20,80,30,40,0,20,1.0,0,1.1981762671293117,0
scenario278,right,60,100,20,80,30,40,0,20,0.4,0,0.764154978306276,0
scenario279,left,60,100,20,80,30,40,0,60,0.4,0,1.1975000050308051,0
scenario280,left,0,100,20,100,30,40,0,20,0.2,0,1.0960151769661914,0
scenario281,right,0,100,20,80,30,40,0,20,0.6,0,0.8361450673925249,0
scenario282,left,0,100,20,80,30,40,0,60,0.6,0,1.1914533884168157,0
scenario283,left,0,100,20,80,30,80,60,20,0.4,0,1.1028948872264894,0
scenario284,left,0,40,100,80,30,40,0,20,0.4,0,1.220572912300039,0
scenario285,left,60,100,20,80,30,40,80,20,0.4,0,1.178040088913372,0
scenario286,left,100,100,20,80,30,40,0,40,0.4,0,1.2454713089178266,0
scenario287,right,0,100,20,100,30,40,0,20,0.4,0,0.882868424233226,0
scenario288,left,0,100,20,100,30,40,0,60,0.4,0,1.147949984406029,0
scenario289,left,0,100,20,80,30,40,60,80,0.4,0,1.1433581726107962,0
scenario290,left,0,100,100,80,30,40,0,20,1.0,0,1.192151479223697,0
scenario291,left,40,100,20,80,0,40,0,20,0.4,0,1.075408640697162,0
scenario292,left,0,100,20,80,30,40,80,20,0.6,0,1.056005332975553,0
scenario293,left,0,20,100,80,30,40,0,20,0.4,0,1.1342769217262263,0
scenario294,left,0,0,20,80,30,40,0,100,0.4,0,1.123353122331444,0
scenario295,left,0,100,20,0,30,40,0,100,0.4,0,1.10919996927802,0
scenario296,left,0,100,40,80,30,40,0,100,0.4,0,1.119550598944323,0
scenario297,left,0,100,20,80,30,40,0,100,0.0,0,1.1184041712832882,0
scenario298,left,0,100,20,80,60,40,0,100,0.4,0,1.232252394316866,0
scenario299,left,0,100,20,80,90,40,0,100,0.4,0,1.2200828406155086,0
scenario300,left,80,100,20,80,30,40,60,20,0.4,0,1.2007404836569064,0
scenario301,left,0,100,20,100,30,40,80,20,0.4,0,1.110257310730913,0
scenario302,left,60,100,60,80,30,40,0,20,0.4,0,1.1862581784753057,0
scenario303,left,60,100,20,80,30,20,0,20,0.4,0,1.1668901621889023,0
scenario304,left,40,100,20,80,-30,40,0,20,0.4,0,1.15256355190535,0
scenario305,left,0,100,60,80,30,40,0,20,0.6,0,1.0939707819650466,0
scenario306,left,0,100,20,80,30,20,0,20,0.6,0,1.15582984087908,0
scenario307,left,0,100,20,60,30,40,60,20,0.4,0,1.1963485238911895,0
scenario308,left,0,80,20,80,30,40,0,20,0.8,0,1.193305667042306,0
scenario309,left,60,40,20,80,30,40,0,20,0.4,0,1.1805710989399327,0
scenario310,left,0,100,60,100,30,40,0,20,0.4,0,0.988790287807948,0
scenario311,left,0,100,20,100,30,20,0,20,0.4,0,1.114246666384507,0
scenario312,left,60,100,20,80,30,40,0,20,1.0,0,1.114682820194303,0
scenario313,left,0,40,20,80,30,40,0,20,0.6,0,1.199703834298181,0
scenario314,left,60,20,20,80,30,40,0,20,0.4,0,1.12288271620222,0
scenario315,left,0,80,20,80,30,40,100,20,0.4,0,1.1632577468237788,0
scenario316,left,0,40,20,100,30,40,0,20,0.4,0,1.211570417370414,0
scenario317,left,0,20,20,80,30,40,0,20,0.6,0,1.2220835006239152,0
scenario318,left,0,80,20,80,30,0,0,20,0.4,0,1.1288737619313616,0
scenario319,left,0,100,20,100,30,40,0,20,1.0,0,1.191145929580102,0
scenario320,left,0,100,20,80,30,40,60,40,0.4,0,1.2094592862301126,0
scenario321,left,0,20,20,100,30,40,0,20,0.4,0,1.1980747139467172,0
scenario322,left,40,100,20,80,30,80,0,20,0.4,0,1.222140724027276,0
scenario323,left,40,100,20,80,30,40,0,80,0.4,0,1.233166974560729,0
scenario324,left,60,100,100,80,30,40,0,20,0.4,0,1.1920882925176108,0
scenario325,left,0,0,20,80,30,40,0,20,0.4,0,1.2103167630309186,0
scenario326,left,0,100,20,80,30,40,0,20,0.0,0,1.0984379089909793,0
scenario327,left,0,100,40,80,30,40,0,20,0.4,0,1.1119275131956028,0
scenario328,left,0,100,20,80,60,40,0,20,0.4,0,1.2145256476256103,0
scenario329,left,0,100,20,80,90,40,0,20,0.4,0,1.190696596472431,0
scenario330,left,0,100,100,80,30,40,0,20,0.6,0,1.2013516706420462,0
scenario331,left,0,100,100,100,30,40,0,20,0.4,0,1.1999606441706854,0
scenario332,left,0,100,80,80,30,40,0,20,0.8,0,1.1942802770198102,0
scenario333,left,40,100,20,60,30,40,0,20,0.4,0,1.2053993784701065,0
scenario334,left,0,100,80,80,30,40,100,20,0.4,0,1.1048372176070709,0
scenario335,left,60,100,20,80,30,40,0,20,0.6,0,1.1963025551933504,0
scenario336,left,100,100,20,80,30,40,0,20,0.8,0,1.1166282016320392,0
scenario337,left,0,100,80,80,30,0,0,20,0.4,0,1.1027721189233692,0
scenario338,left,60,100,20,100,30,40,0,20,0.4,0,1.188160904764104,0
scenario339,left,0,100,20,40,0,40,0,20,0.4,0,0.955394650884152,0
scenario340,left,40,100,20,80,30,40,0,40,0.4,0,1.194545148964591,0
scenario341,left,0,100,20,100,30,40,0,20,0.6,0,1.2076786479185628,0
scenario342,left,0,100,20,40,-30,40,0,20,0.4,0,1.153005468072365,0
scenario343,left,100,100,20,80,30,40,100,20,0.4,0,1.1779810293323263,0
scenario344,left,20,0,20,80,30,40,0,20,0.4,0,1.2146594492680356,0
scenario345,left,20,100,20,0,30,40,0,20,0.4,0,1.208732616815474,0
