Instances,feature_Direction,feature_Cloudiness,feature_Precipitation,feature_PrecipitationDeposits,feature_WindIntensity,feature_TimeOfDay,feature_FogDensity,feature_FogDistance,feature_Wetness,feature_RoadFriction,Collision,MinTTC,algo_safety
scenario1,left,40,0,60,40,-90,0,60,80,0.8,False,1.045,0
scenario2,right,40,0,20,20,-30,80,40,100,0.2,False,0.943,0
scenario3,left,0,60,0,80,0,0,0,40,1.0,False,1.008,0
scenario4,right,0,0,0,100,-60,20,0,40,0.6,False,0.956,0
scenario5,right,40,60,0,40,-30,80,60,20,0.8,False,4.792,0
scenario6,right,0,60,100,80,0,100,80,100,1.0,False,0.864,0
scenario7,right,80,100,60,40,30,0,100,20,1.0,False,0.755,0
scenario8,left,60,100,40,20,-30,40,80,60,0.1,False,1.043,0
scenario9,right,60,80,40,0,-60,80,0,100,0.4,False,0.879,0
scenario10,left,40,20,60,80,30,100,0,100,0.4,False,1.197,0
scenario11,right,100,100,20,80,0,20,20,80,0.6,False,0.777,0
scenario12,right,60,0,0,20,0,20,0,40,0.4,False,0.886,0
scenario13,right,80,100,60,40,30,0,100,20,1.0,False,0.825,0
scenario14,right,80,100,80,40,90,20,100,40,0.8,False,0.93,0
scenario15,right,100,80,60,40,30,20,100,40,1.0,False,0.929,0
scenario16,left,100,100,60,40,30,0,80,40,0.8,False,1.104,0
scenario17,left,100,80,0,20,30,0,100,20,0.6,False,1.229,0
scenario18,right,80,80,60,80,30,0,80,20,0.8,False,0.915,0
scenario19,right,100,100,20,60,0,0,100,40,1.0,False,0.964,0
scenario20,right,40,100,80,40,0,0,80,0,1.0,False,0.792,0
scenario21,right,80,20,60,20,30,0,80,0,0.6,False,0.736,0
scenario22,left,100,100,100,40,-90,20,80,0,1.0,False,0.863,0
scenario23,left,0,80,100,40,30,0,100,40,1.0,False,1.081,0
scenario24,right,100,80,60,20,-90,20,100,0,0.1,False,0.732,0
scenario25,right,100,80,60,20,-90,20,100,0,0.1,False,0.822,0
scenario26,left,100,100,100,20,-30,40,100,20,1.0,False,1.115,0
scenario27,right,20,80,40,60,30,0,80,20,1.0,False,0.878,0
scenario28,left,100,100,80,60,-90,20,60,0,1.0,False,1.034,0
scenario29,left,80,80,60,60,30,0,100,40,0.8,False,1.027,0
scenario30,left,0,0,40,60,0,0,40,40,0.8,False,1.085,0
scenario31,left,80,60,100,40,0,0,100,40,0.2,False,1.118,0
scenario32,left,80,0,80,0,30,20,80,0,0.2,False,1.037,0
scenario33,left,20,80,20,40,90,20,20,60,1.0,False,1.116,0
scenario34,left,80,100,80,40,60,0,80,20,0.8,False,1.085,0
scenario35,right,20,80,80,40,30,0,100,100,1.0,False,0.766,0
scenario36,right,80,100,80,40,0,0,80,0,1.0,False,0.856,0
scenario37,right,20,80,80,40,30,0,100,100,1.0,False,0.808,0
scenario38,left,80,60,100,20,90,0,100,40,0.2,False,1.147,0
scenario39,right,20,80,100,40,60,0,20,60,0.2,False,0.823,0
scenario40,right,0,80,40,80,0,80,80,40,1.0,False,0.893,0
scenario41,left,80,40,100,20,0,20,100,40,0.2,False,1.1,0
scenario42,left,40,40,80,40,30,0,100,80,1.0,False,1.179,0
scenario43,left,100,100,100,20,-30,20,80,0,1.0,False,1.049,0
scenario44,right,0,100,40,60,90,0,20,60,1.0,False,0.929,0
scenario45,right,20,100,40,0,90,20,20,60,1.0,False,0.766,0
scenario46,left,20,0,20,60,30,0,40,60,0.6,False,1.084,0
scenario47,left,40,100,40,60,0,0,20,20,1.0,False,1.106,0
scenario48,left,60,80,80,20,60,0,100,20,0.1,False,1.068,0
scenario49,right,20,100,40,0,90,20,20,60,1.0,False,0.802,0
scenario50,right,0,20,80,60,30,20,40,40,0.6,False,0.868,0
scenario51,right,0,100,20,60,90,20,80,40,1.0,False,0.799,0
scenario52,right,100,40,100,20,90,0,100,60,0.2,False,0.784,0
scenario53,left,80,100,100,0,60,0,40,40,0.1,False,1.182,0
scenario54,right,100,60,80,20,30,100,60,20,0.8,False,0.779,0
scenario55,left,0,80,60,100,-30,80,60,40,1.0,False,1.119,0
scenario56,right,20,100,20,0,90,20,20,60,0.8,False,0.836,0
scenario57,left,80,60,60,0,30,0,40,40,0.2,False,1.145,0
