Instances,feature_Direction,feature_Cloudiness,feature_Precipitation,feature_PrecipitationDeposits,feature_WindIntensity,feature_TimeofDay,feature_FogDensity,feature_FogDistance,feature_Wetness,feature_RoadFriction,collision,min_ttc,algo_safety
scenario176,left,0,0,20,20,30,40,0,20,0.4,0,1.2386550962462488,0
scenario177,left,0,100,20,20,60,40,0,20,0.4,0,1.189574039904113,0
scenario178,left,0,100,40,20,30,40,0,20,0.4,0,1.0872542581581213,0
scenario179,left,0,20,20,80,30,40,40,20,0.4,0,1.1846643311164702,0
scenario180,left,0,100,20,40,30,40,0,20,0.6,0,1.1269626062544706,0
scenario181,left,0,60,20,80,30,40,0,60,0.4,0,1.225253537908798,0
scenario182,left,0,40,20,80,30,60,0,20,0.4,0,1.1228321722080552,0
scenario183,left,0,100,20,80,30,60,0,20,1.0,0,1.2122328447463242,0
scenario184,left,0,20,20,80,30,60,0,20,0.4,0,1.0996750893748746,0
scenario185,left,0,60,20,80,30,40,80,20,0.4,0,1.2053584326951825,0
scenario186,left,0,100,100,80,30,40,40,20,0.4,0,1.2502007199409777,0
scenario187,left,20,100,20,80,30,40,0,20,0.8,0,1.2259270280449304,0
scenario188,left,0,0,0,80,30,40,0,20,0.4,0,1.2273467121598147,0
scenario189,left,0,100,0,0,30,40,0,20,0.4,0,1.2120270669651143,0
scenario190,left,0,100,0,80,30,40,0,20,0.0,0,1.1306217053333618,0
scenario191,left,0,100,0,80,60,40,0,20,0.4,0,1.127292938354587,0
scenario192,left,0,100,0,80,90,40,0,20,0.4,0,1.1964979786916885,0
scenario193,right,0,100,20,80,30,40,0,20,0.2,0,0.9020220536373657,0
scenario194,left,0,80,20,80,30,80,0,20,0.4,0,1.196987707776177,0
scenario195,left,0,100,20,80,30,40,0,60,0.2,0,1.155759564680495,0
scenario196,left,0,60,60,80,30,40,0,20,0.4,0,1.070588046693051,0
scenario197,left,0,80,20,80,30,40,0,80,0.4,0,1.1972652541254036,0
scenario198,left,20,100,20,80,30,40,100,20,0.4,0,1.195942048279777,0
scenario199,left,0,100,80,80,0,40,0,20,0.4,0,1.1212194620668967,0
scenario200,left,0,100,100,80,30,60,0,20,0.4,0,1.1930854757985438,0
scenario201,left,20,100,20,80,30,0,0,20,0.4,0,1.1468079249992045,0
scenario202,left,0,100,20,80,30,40,80,20,0.2,0,1.1068462982912377,0
scenario203,left,80,80,20,80,30,40,0,20,0.4,0,1.2166634639833975,0
scenario204,left,0,100,80,80,-30,40,0,20,0.4,0,0.9327862622065346,0
scenario205,left,60,100,20,80,30,40,40,20,0.4,0,1.206614356995592,0
scenario206,left,0,60,20,80,30,40,0,20,1.0,0,1.2225665881244758,0
scenario207,left,0,100,20,80,30,40,40,20,0.6,0,1.224148092095227,0
scenario208,left,100,100,20,80,0,40,0,20,0.4,0,1.1475839621281034,0
scenario209,left,0,100,60,80,30,40,0,20,0.2,0,1.1351389225765565,0
scenario210,left,0,80,20,60,30,40,0,20,0.4,0,1.2213925596157715,0
scenario211,left,0,100,20,80,30,20,0,20,0.2,0,1.1160892443759245,0
scenario212,left,0,100,20,100,30,40,40,20,0.4,0,1.188997563925864,0
scenario213,left,0,0,20,80,30,40,0,20,0.1,0,1.2448196466139818,0
scenario214,left,0,100,20,0,30,40,0,20,0.1,0,1.222299313269965,0
scenario215,left,0,100,40,80,30,40,0,20,0.1,0,1.1859012439634182,0
scenario216,left,0,100,20,80,60,40,0,20,0.1,0,1.1060629846710006,0
scenario217,left,0,100,20,80,90,40,0,20,0.1,0,1.2321210103280176,0
scenario218,left,100,100,20,80,-30,40,0,20,0.4,0,1.1545561877318744,0
scenario219,left,60,100,20,80,30,60,0,20,0.4,0,1.1862291247276242,0
scenario220,left,0,100,20,80,30,20,0,60,0.4,0,0.9949647000463356,0
scenario221,left,0,40,20,80,30,40,0,20,0.2,0,1.0703824058534936,0
scenario222,left,0,100,20,80,30,60,0,20,0.6,0,1.2164715569330156,0
scenario223,left,0,60,100,80,30,40,0,20,0.4,0,1.2056505325354376,0
scenario224,left,0,100,20,100,30,60,0,20,0.4,0,1.0123955389987815,0
scenario225,left,0,100,60,80,30,40,80,20,0.4,0,1.0825038962535607,0
scenario226,left,0,20,20,80,30,40,0,20,0.2,0,1.0098996701078566,0
scenario227,left,0,100,20,80,30,20,80,20,0.4,0,1.143848670669294,0
scenario228,left,0,80,20,80,30,40,0,40,0.4,0,1.0998396577975338,0
scenario229,left,0,100,80,80,30,80,0,20,0.4,0,1.1910788633669585,0
scenario230,right,0,40,20,80,30,40,0,20,0.4,0,0.7948730123563533,0
scenario231,left,0,40,20,80,30,40,0,60,0.4,0,1.1896491966732912,0
scenario232,left,0,100,80,80,30,40,0,80,0.4,0,1.0755050456043616,0
scenario233,right,0,100,20,80,30,40,0,20,1.0,0,0.8492082252977727,0
scenario234,left,0,100,20,80,30,40,0,60,1.0,0,1.134540006247844,0
scenario235,right,0,20,20,80,30,40,0,20,0.4,0,0.8951579486568866,0
scenario236,left,0,20,20,80,30,40,0,60,0.4,0,1.2150740693676858,0
scenario237,left,0,40,20,80,30,40,80,20,0.4,0,1.0982317090852234,0
scenario238,left,0,100,60,80,30,20,0,20,0.4,0,1.089457203616085,0
scenario239,left,80,100,80,80,30,40,0,20,0.4,0,1.1306145476036764,0
scenario240,left,0,100,100,80,30,40,0,20,0.2,0,1.1748251592523804,0
scenario241,left,0,100,20,80,30,40,80,20,1.0,0,1.2004745530029033,0
scenario242,left,100,100,20,80,30,80,0,20,0.4,0,1.2087012817389808,0
scenario243,left,60,60,20,80,30,40,0,20,0.4,0,1.2301218636888356,0
scenario244,left,0,20,20,80,30,40,80,20,0.4,0,1.0707665946272176,0
scenario245,left,100,100,20,80,30,40,0,80,0.4,0,1.0909178435712463,0
scenario246,left,0,100,20,80,0,40,60,20,0.4,0,1.0955088521176484,0
scenario247,left,0,100,80,60,30,40,0,20,0.4,0,1.1018162825757802,0
scenario248,left,0,40,60,80,30,40,0,20,0.4,0,1.120630751003401,0
scenario249,left,0,40,20,80,30,20,0,20,0.4,0,1.2236489415556508,0
scenario250,left,0,0,20,80,30,40,20,20,0.4,0,1.2377491562982494,0
scenario251,left,0,100,20,0,30,40,20,20,0.4,0,1.2046582537982682,0
scenario252,left,0,100,20,80,30,40,20,20,0.0,0,1.2324809512094483,0
scenario253,left,0,100,40,80,30,40,20,20,0.4,0,1.143225792199354,0
scenario254,left,0,100,20,80,60,40,20,20,0.4,0,1.1773431383229664,0
scenario255,left,0,100,20,80,90,40,20,20,0.4,0,1.1774741492171452,0
scenario256,left,0,60,20,80,30,40,0,20,0.6,0,1.191077477211995,0
scenario257,right,0,100,100,80,30,40,0,20,0.4,0,0.8392876509433579,0
scenario258,left,0,100,100,80,30,40,0,60,0.4,0,1.0900178445220898,0
scenario259,left,0,100,20,80,-30,40,60,20,0.4,0,1.399521686137565,0
scenario260,left,0,100,60,80,30,40,0,20,1.0,0,1.0324986044775477,0
scenario261,left,0,100,20,80,30,20,0,20,1.0,0,1.0734221367657248,0
scenario262,left,0,60,20,100,30,40,0,20,0.4,0,1.1918145511155465,0
scenario263,left,0,20,60,80,30,40,0,20,0.4,0,1.1012264127480642,0
scenario264,left,0,20,20,80,30,20,0,20,0.4,0,1.0462706519266676,0
scenario265,left,0,100,100,80,30,40,80,20,0.4,0,1.2213798378226317,0
scenario266,left,100,100,20,60,30,40,0,20,0.4,0,1.0649392222904372,0
scenario267,left,60,100,20,80,30,40,0,20,0.2,0,1.217214281916987,0
scenario268,left,0,40,20,80,30,40,0,20,1.0,0,1.1951624126656448,0
scenario269,left,0,100,80,80,30,40,0,40,0.4,0,1.1037128072488986,0
scenario270,left,0,0,20,80,30,40,0,0,0.4,0,1.2287715892244095,0
scenario271,left,0,100,20,0,30,40,0,0,0.4,0,1.2189012024151022,0
scenario272,left,0,100,20,80,30,40,0,0,0.0,0,1.2103866402271009,0
scenario273,left,0,100,40,80,30,40,0,0,0.4,0,1.1260291274020742,0
scenario274,left,0,100,20,80,60,40,0,0,0.4,0,1.245158217038208,0
scenario275,left,0,100,20,80,90,40,0,0,0.4,0,1.21580715896673,0
scenario276,left,0,100,100,80,30,20,0,20,0.4,0,1.2129366481059018,0
scenario277,left,0,20,20,80,30,40,0,20,1.0,0,1.2232746571134117,0
scenario278,right,60,100,20,80,30,40,0,20,0.4,0,0.790638713283153,0
scenario279,left,60,100,20,80,30,40,0,60,0.4,0,1.1025517021528228,0
scenario280,left,0,100,20,100,30,40,0,20,0.2,0,1.162943465616206,0
scenario281,right,0,100,20,80,30,40,0,20,0.6,0,0.8189486433518386,0
scenario282,left,0,100,20,80,30,40,0,60,0.6,0,1.2578800346430137,0
scenario283,left,0,100,20,80,30,80,60,20,0.4,0,1.0778101441552936,0
scenario284,left,0,40,100,80,30,40,0,20,0.4,0,1.2458316930053692,0
scenario285,left,60,100,20,80,30,40,80,20,0.4,0,1.1090538713097222,0
scenario286,left,100,100,20,80,30,40,0,40,0.4,0,1.225618645595861,0
scenario287,right,0,100,20,100,30,40,0,20,0.4,0,0.8219920551895463,0
scenario288,left,0,100,20,100,30,40,0,60,0.4,0,1.2103856045435168,0
scenario289,left,0,100,20,80,30,40,60,80,0.4,0,1.1277366754196982,0
scenario290,left,0,100,100,80,30,40,0,20,1.0,0,1.1191732159731254,0
scenario291,left,40,100,20,80,0,40,0,20,0.4,0,1.0720074708626242,0
scenario292,left,0,100,20,80,30,40,80,20,0.6,0,1.1201109626690475,0
scenario293,left,0,20,100,80,30,40,0,20,0.4,0,1.2040827775198046,0
scenario294,left,0,0,20,80,30,40,0,100,0.4,0,1.1244690068478638,0
scenario295,left,0,100,20,0,30,40,0,100,0.4,0,1.138073420312666,0
scenario296,left,0,100,40,80,30,40,0,100,0.4,0,1.089595155537631,0
scenario297,left,0,100,20,80,30,40,0,100,0.0,0,1.0632584828195044,0
scenario298,left,0,100,20,80,60,40,0,100,0.4,0,1.163516235397876,0
scenario299,left,0,100,20,80,90,40,0,100,0.4,0,1.2382904939223558,0
scenario300,left,80,100,20,80,30,40,60,20,0.4,0,1.1926356735822226,0
scenario301,left,0,100,20,100,30,40,80,20,0.4,0,1.1279323760225586,0
scenario302,left,60,100,60,80,30,40,0,20,0.4,0,1.0002345550863758,0
scenario303,left,60,100,20,80,30,20,0,20,0.4,0,1.1995898237062597,0
scenario304,left,40,100,20,80,-30,40,0,20,0.4,0,1.1444575515859468,0
scenario305,left,0,100,60,80,30,40,0,20,0.6,0,1.0937212242289989,0
scenario306,left,0,100,20,80,30,20,0,20,0.6,0,1.1208797156672143,0
scenario307,left,0,100,20,60,30,40,60,20,0.4,0,1.2254296723869202,0
scenario308,left,0,80,20,80,30,40,0,20,0.8,0,1.1985819910045554,0
scenario309,left,60,40,20,80,30,40,0,20,0.4,0,1.1394425214086106,0
scenario310,left,0,100,60,100,30,40,0,20,0.4,0,1.1472289682990746,0
scenario311,left,0,100,20,100,30,20,0,20,0.4,0,1.2585916365663938,0
scenario312,left,60,100,20,80,30,40,0,20,1.0,0,1.1121339753621504,0
scenario313,left,0,40,20,80,30,40,0,20,0.6,0,1.2699973635981212,0
scenario314,left,60,20,20,80,30,40,0,20,0.4,0,1.185532038595269,0
scenario315,left,0,80,20,80,30,40,100,20,0.4,0,1.1321176323148698,0
scenario316,left,0,40,20,100,30,40,0,20,0.4,0,1.1055824387382052,0
scenario317,left,0,20,20,80,30,40,0,20,0.6,0,1.2143255576808647,0
scenario318,left,0,80,20,80,30,0,0,20,0.4,0,1.10231986462328,0
scenario319,left,0,100,20,100,30,40,0,20,1.0,0,1.1207211642711985,0
scenario320,left,0,100,20,80,30,40,60,40,0.4,0,1.230692616479338,0
scenario321,left,0,20,20,100,30,40,0,20,0.4,0,1.2038636300950072,0
scenario322,left,40,100,20,80,30,80,0,20,0.4,0,1.2221917479459563,0
scenario323,left,40,100,20,80,30,40,0,80,0.4,0,1.1557183053761937,0
scenario324,left,60,100,100,80,30,40,0,20,0.4,0,1.1959141878082602,0
scenario325,left,0,0,20,80,30,40,0,20,0.4,0,1.1279855800255774,0
scenario326,left,0,100,20,80,30,40,0,20,0.0,0,1.2207305897440115,0
scenario327,left,0,100,40,80,30,40,0,20,0.4,0,1.0924950884352291,0
scenario328,left,0,100,20,80,60,40,0,20,0.4,0,1.2288459578333886,0
scenario329,left,0,100,20,80,90,40,0,20,0.4,0,1.1970936769830718,0
scenario330,left,0,100,100,80,30,40,0,20,0.6,0,1.1426561430324786,0
scenario331,left,0,100,100,100,30,40,0,20,0.4,0,1.1975544438579109,0
scenario332,left,0,100,80,80,30,40,0,20,0.8,0,1.1402940894205638,0
scenario333,left,40,100,20,60,30,40,0,20,0.4,0,1.2167044648685612,0
scenario334,left,0,100,80,80,30,40,100,20,0.4,0,1.179863120452251,0
scenario335,left,60,100,20,80,30,40,0,20,0.6,0,1.2308682674110856,0
scenario336,left,100,100,20,80,30,40,0,20,0.8,0,1.1943195384975362,0
scenario337,left,0,100,80,80,30,0,0,20,0.4,0,1.0840624711932805,0
scenario338,left,60,100,20,100,30,40,0,20,0.4,0,1.1830390125296957,0
scenario339,left,0,100,20,40,0,40,0,20,0.4,0,1.1019986887419102,0
scenario340,left,40,100,20,80,30,40,0,40,0.4,0,1.2035926463882982,0
scenario341,left,0,100,20,100,30,40,0,20,0.6,0,1.1953353121456691,0
scenario342,left,0,100,20,40,-30,40,0,20,0.4,0,2.961491742142737,0
scenario343,left,100,100,20,80,30,40,100,20,0.4,0,1.120940288553942,0
scenario344,left,20,0,20,80,30,40,0,20,0.4,0,1.1944978976431186,0
