Instances,feature_Direction,feature_Cloudiness,feature_Precipitation,feature_PrecipitationDeposits,feature_WindIntensity,feature_TimeOfDay,feature_FogDensity,feature_FogDistance,feature_Wetness,feature_RoadFriction,Collision,MinTTC,algo_safety
scenario1,right,20,20,60,80,-30,40,100,80,0.4,False,0.816,0
scenario2,left,80,40,0,40,0,80,20,20,0.6,False,1.126,0
scenario3,right,100,80,60,80,30,20,40,20,0.2,False,0.846,0
scenario4,left,40,40,40,40,0,20,40,100,1.0,False,1.104,0
scenario5,right,0,20,40,100,30,20,60,100,0.6,False,0.836,0
scenario6,left,80,60,60,20,0,40,40,60,1.0,False,1.073,0
scenario7,right,60,60,80,100,30,0,80,20,0.2,False,0.906,0
scenario8,left,100,60,80,0,60,60,60,0,0.1,False,1.148,0
scenario9,left,60,60,40,100,-30,100,20,0,0.2,False,1.089,0
scenario10,right,100,20,80,60,-30,80,0,40,0.2,False,0.944,0
scenario11,right,60,0,0,20,-30,80,100,60,1.0,False,0.821,0
scenario12,left,20,0,100,20,90,60,60,60,0.1,False,1.244,0
scenario13,right,20,20,40,100,-30,100,20,60,0.8,False,0.908,0
scenario14,right,0,60,100,100,30,0,40,20,0.4,False,0.838,0
scenario15,left,20,100,60,40,90,80,80,0,0.8,False,1.057,0
scenario16,left,80,20,20,60,0,0,80,100,0.8,False,1.159,0
scenario17,left,80,60,0,60,30,100,20,100,0.8,False,1.126,0
scenario18,right,0,100,100,80,-30,0,0,0,0.4,False,0.827,0
scenario19,right,0,20,80,40,30,80,0,60,1.0,False,0.771,0
scenario20,left,80,40,60,0,-90,60,0,80,0.4,False,1.079,0
scenario21,right,0,80,100,80,-90,60,0,80,0.6,False,0.771,0
scenario22,right,60,40,80,40,-60,40,20,20,1.0,False,0.884,0
scenario23,left,100,20,100,100,-90,0,60,40,0.2,False,1.021,0
scenario24,left,0,20,80,80,30,0,40,100,0.6,False,1.076,0
scenario25,left,60,100,20,0,60,40,100,40,0.8,False,1.182,0
scenario26,left,40,80,40,0,-60,100,80,100,0.1,False,1.073,0
scenario27,right,0,100,20,20,30,20,0,20,0.2,False,0.783,0
scenario28,right,40,0,20,40,-90,20,60,20,0.6,False,0.896,0
scenario29,right,0,0,80,0,90,80,100,100,0.8,False,0.829,0
scenario30,left,100,40,100,0,0,100,100,80,0.1,False,1.106,0
scenario31,left,80,0,0,20,-60,100,40,60,0.6,False,1.066,0
scenario32,right,80,40,40,40,0,100,60,100,0.6,False,0.771,0
scenario33,left,60,100,20,0,90,40,40,80,0.1,False,1.174,0
scenario34,right,100,60,80,40,-60,20,40,80,0.4,False,0.797,0
scenario35,right,100,40,60,20,60,20,20,20,1.0,False,0.91,0
scenario36,left,100,40,20,0,-30,20,0,0,0.6,False,1.077,0
scenario37,right,20,80,20,20,60,80,60,40,0.4,False,0.909,0
scenario38,right,60,20,80,80,-60,20,100,40,0.8,False,0.896,0
scenario39,left,100,80,80,80,-90,20,60,80,0.8,False,1.017,0
scenario40,left,20,100,40,20,90,40,20,40,0.2,False,1.232,0
scenario41,left,20,100,20,100,-90,0,80,40,0.4,False,1.012,0
scenario42,left,20,100,60,40,90,60,20,0,0.2,False,1.195,0
scenario43,right,20,100,100,20,-30,100,100,40,0.6,False,0.873,0
scenario44,left,0,20,20,40,0,0,100,0,0.6,False,1.135,0
scenario45,right,40,100,20,0,-90,100,100,20,0.4,False,0.947,0
scenario46,left,80,40,60,100,90,20,0,0,0.8,False,1.197,0
scenario47,right,40,60,100,80,30,40,80,0,0.1,False,0.886,0
scenario48,left,80,40,20,100,-60,0,60,0,0.8,False,1.116,0
scenario49,left,60,80,80,0,-90,40,40,40,1.0,False,1.028,0
scenario50,right,100,100,20,0,60,100,100,100,0.4,False,0.97,0
scenario51,right,40,80,0,100,0,60,40,40,1.0,False,0.859,0
scenario52,right,80,100,40,40,0,60,40,100,0.4,False,0.913,0
scenario53,right,40,100,0,20,0,40,0,20,0.8,False,0.874,0
scenario54,left,100,60,0,80,30,40,0,60,0.8,False,1.165,0
scenario55,left,40,40,80,40,90,80,60,0,0.4,False,1.143,0
scenario56,right,0,40,80,0,-60,80,20,60,0.2,False,0.995,0
scenario57,right,0,80,40,100,0,60,0,20,0.8,False,0.92,0
scenario58,left,40,20,100,60,90,100,80,100,1.0,False,1.193,0
scenario59,right,80,80,60,80,-60,80,0,60,0.8,False,5.123,0
scenario60,left,40,40,0,60,-90,40,80,60,0.1,False,1.048,0
scenario61,right,60,100,100,60,-90,60,60,20,0.2,False,0.91,0
scenario62,left,20,40,100,0,-60,0,40,100,1.0,False,1.113,0
scenario63,right,80,60,100,100,-60,40,80,60,0.2,False,0.789,0
scenario64,left,20,20,100,60,-60,80,40,100,0.6,False,1.03,0
scenario65,left,100,100,60,0,-30,20,80,80,0.4,False,1.03,0
scenario66,right,0,0,100,80,60,0,20,60,0.8,False,0.819,0
scenario67,left,100,20,60,60,60,100,80,60,0.4,False,1.053,0
scenario68,left,0,100,40,40,0,40,80,40,0.6,False,1.046,0
scenario69,right,0,40,40,20,-60,100,100,40,0.1,False,0.77,0
scenario70,right,60,20,80,60,90,80,100,20,0.6,False,0.943,0
scenario71,right,40,60,0,100,-60,0,80,100,0.4,False,0.816,0
scenario72,left,60,60,0,100,-90,60,0,60,0.1,False,1.035,0
scenario73,right,80,80,0,60,-90,80,20,100,0.2,False,0.979,0
scenario74,left,80,20,20,60,30,100,80,20,0.2,False,1.159,0
scenario75,right,60,40,60,80,60,60,100,100,1.0,False,0.93,0
scenario76,left,40,20,60,40,60,80,0,80,0.6,False,1.205,0
scenario77,left,60,60,100,80,30,40,20,80,0.2,False,1.2,0
scenario78,right,20,20,80,80,60,20,20,0,1.0,False,0.893,0
scenario79,right,40,0,0,20,0,100,100,80,0.1,False,0.875,0
scenario80,left,20,80,40,20,-30,0,60,20,0.4,False,1.048,0
scenario81,left,60,0,80,100,60,60,20,100,0.4,False,1.204,0
scenario82,right,40,0,100,0,-30,40,20,20,1.0,False,0.869,0
scenario83,left,20,100,100,20,90,60,0,60,0.4,False,1.173,0
scenario84,right,100,60,20,60,0,20,20,0,1.0,False,0.822,0
scenario85,right,40,60,40,100,0,60,40,0,0.2,False,0.93,0
scenario86,left,80,80,0,100,90,60,60,40,0.8,False,1.184,0
scenario87,right,100,80,80,0,30,80,80,0,1.0,False,0.873,0
scenario88,left,60,40,20,0,60,20,60,20,0.2,False,1.187,0
scenario89,right,80,0,40,60,60,80,100,40,0.4,False,0.906,0
scenario90,left,60,40,0,20,-90,0,0,80,0.4,False,3.038,0
scenario91,right,20,20,0,100,90,0,80,100,0.8,False,0.941,0
scenario92,left,60,80,40,80,0,60,100,80,0.6,False,1.087,0
scenario93,left,0,60,40,20,-30,0,40,0,1.0,False,1.035,0
scenario94,right,0,40,0,0,-60,40,80,40,0.1,False,0.803,0
scenario95,right,80,80,20,40,-30,80,40,80,0.6,False,0.848,0
scenario96,left,0,100,40,100,30,40,20,40,0.2,False,1.075,0
scenario97,left,80,40,40,40,-30,40,60,40,0.6,False,1.07,0
scenario98,right,60,20,60,60,60,0,60,20,0.4,False,0.943,0
scenario99,left,40,0,20,60,-90,20,20,20,1.0,False,1.145,0
scenario100,right,0,60,0,60,-60,20,80,40,0.1,False,0.831,0
scenario101,left,40,20,60,40,-90,0,40,60,0.6,False,1.018,0
scenario102,right,40,0,80,0,-30,100,80,60,0.1,False,0.955,0
scenario103,right,100,80,40,40,90,100,40,0,0.6,False,0.901,0
scenario104,left,20,0,0,40,-60,60,60,0,1.0,False,1.032,0
scenario105,left,60,80,20,80,-60,20,100,100,0.1,False,3.089,0
scenario106,right,0,100,40,80,0,0,20,0,0.1,False,0.844,0
scenario107,left,100,60,80,0,-90,40,100,60,0.8,False,1.165,0
scenario108,left,0,0,100,20,90,100,80,20,1.0,False,1.197,0
scenario109,right,20,80,0,60,30,0,20,100,0.6,False,0.788,0
scenario110,right,40,0,60,0,-30,0,60,0,0.6,False,0.876,0
scenario111,left,60,20,60,20,60,20,0,0,0.6,False,1.064,0
scenario112,right,100,0,0,60,-30,100,80,60,0.1,False,0.811,0
scenario113,right,40,0,60,80,0,80,0,40,0.4,False,0.793,0
scenario114,left,40,60,80,60,90,40,100,60,1.0,False,1.225,0
scenario115,right,100,100,20,80,90,100,0,80,0.1,False,0.906,0
scenario116,left,20,0,100,20,90,100,0,100,0.4,False,1.15,0
scenario117,right,100,60,80,40,0,0,20,0,0.2,False,0.809,0
scenario118,left,0,80,0,0,-90,60,80,100,0.2,False,1.091,0
scenario119,left,20,0,0,40,-60,20,0,40,1.0,False,1.11,0
scenario120,right,80,0,100,20,-60,80,40,80,1.0,False,0.926,0
scenario121,right,60,100,60,60,90,20,80,20,0.8,False,0.819,0
scenario122,left,100,40,60,100,60,80,20,0,0.8,False,1.198,0
scenario123,right,40,60,40,40,60,40,60,80,1.0,False,0.8,0
scenario124,right,20,80,100,100,-60,100,0,60,0.2,False,0.954,0
scenario125,left,80,20,60,20,-90,0,100,80,0.4,False,3.108,0
scenario126,left,40,0,20,20,-60,60,0,20,1.0,False,1.157,0
scenario127,right,60,40,60,0,90,60,100,40,0.2,False,0.798,0
scenario128,left,80,60,0,80,90,100,80,80,0.8,False,1.203,0
scenario129,left,40,60,20,60,-90,20,100,40,0.1,False,0.996,0
scenario130,right,100,100,0,40,30,40,100,20,0.2,False,0.888,0
scenario131,left,80,80,20,20,0,80,80,100,0.2,False,1.114,0
scenario132,left,40,20,40,80,90,80,60,0,0.2,False,1.185,0
scenario133,right,80,0,60,80,-60,0,0,40,1.0,False,0.831,0
scenario134,left,100,100,60,100,60,20,20,0,0.6,False,1.187,0
scenario135,right,0,80,80,20,0,80,100,40,0.2,False,0.74,0
scenario136,right,80,80,80,100,-60,80,20,20,0.2,False,0.955,0
scenario137,left,100,100,0,0,-90,100,60,20,0.6,False,1.131,0
