instances,pathinteraction,feature_startego,feature_goalego,feature_startother,feature_goalother,feature_roadfriction,feature_fogdensity,feature_precipitation,feature_precipitationdeposits,feature_cloudiness,feature_windintensity,feature_wetness,feature_fogdistance,collision,min_ttc,algo_safety
scenario123,c4,2,0,1,0,1.0,40,100,20,60,40,80,40,0,3.024919178420141,0
scenario124,c2,0,1,2,1,0.4,80,0,60,20,80,40,100,0,4.82804808640035,0
scenario125,c4,1,0,2,0,0.8,40,0,0,60,20,0,80,1,0.0,1
scenario126,c2,2,0,0,1,0.1,20,60,0,20,20,100,100,0,2.7911121757806696,0
scenario127,c1,1,2,0,1,0.4,40,20,0,20,20,40,60,0,4.098347166034012,0
scenario128,c1,1,2,0,2,0.1,60,0,80,0,40,80,100,0,9999.0,0
scenario129,c1,0,1,1,2,0.4,0,80,40,40,20,60,20,0,3749.9035460938576,0
scenario130,c2,0,1,2,0,1.0,60,100,80,100,0,100,40,0,3.1764493932135576,0
scenario131,c4,1,2,2,0,0.6,0,20,100,80,80,40,100,0,4.82957545793654,0
scenario132,c4,2,0,1,0,0.1,60,80,80,100,60,20,60,0,2.550049420597093,0
scenario133,c4,2,0,1,0,0.6,60,0,60,100,0,40,80,1,0.0,1
scenario134,c4,2,0,1,2,0.1,100,0,0,40,100,40,100,0,3.2614165049882176,0
scenario135,c2,0,1,2,1,0.1,0,60,20,20,100,80,20,0,8367.531986369355,0
scenario136,c2,0,1,2,1,0.4,40,100,0,100,0,80,0,0,3.77941291554018,0
scenario137,c1,0,2,1,2,1.0,40,100,60,80,80,60,0,0,9999.0,0
scenario138,c2,2,1,0,1,0.6,100,0,0,0,60,20,40,0,3.887347699290045,0
scenario139,c2,0,1,2,1,0.6,60,100,80,20,80,80,60,0,6.684563020387378,0
scenario140,c4,2,0,1,0,0.1,80,20,80,60,80,20,80,1,0.0,1
scenario141,c4,1,0,2,0,0.1,80,40,100,100,20,60,0,0,1.9953577618286824,0
scenario142,c4,1,0,2,0,1.0,40,100,100,60,60,100,60,0,4128.427070355886,0
scenario143,c2,2,1,0,1,1.0,80,0,80,80,0,0,60,0,1.9417487979489536,0
scenario144,c2,2,0,0,1,0.2,0,100,100,0,80,20,0,0,4.200216928672051,0
scenario145,c4,2,0,1,2,0.4,0,40,20,60,40,0,100,1,0.0,1
scenario146,c4,2,0,1,2,0.4,60,40,100,60,20,20,20,0,3.3718608679684405,0
scenario147,c1,1,2,0,1,0.8,0,60,100,60,40,80,0,0,5.281537888241506,0
scenario148,c4,1,0,2,0,0.8,100,80,40,60,80,40,0,0,3.4516001734635275,0
scenario149,c2,0,1,2,1,0.1,100,80,20,40,40,20,20,0,3.861771697165288,0
scenario150,c2,2,1,0,1,0.2,20,60,20,60,60,60,0,0,2.908346516163029,0
scenario151,c2,2,0,0,1,0.8,60,80,0,80,60,40,20,1,0.0,1
scenario152,c4,1,2,2,0,0.6,80,40,60,80,60,20,40,1,0.0,1
scenario153,c2,2,1,0,1,0.6,0,100,60,60,20,100,80,0,5.123673664316375,0
scenario154,c4,2,0,1,0,0.6,60,80,20,0,0,60,100,0,3.000673423163976,0
scenario155,c1,0,1,1,2,0.8,80,20,60,80,40,60,20,0,2.977023281267301,0
scenario156,c1,1,2,0,2,0.2,60,100,0,40,100,100,40,0,3.8405208062778704,0
scenario157,c1,0,2,1,2,1.0,40,80,40,100,80,0,60,0,9999.0,0
scenario158,c1,1,2,0,2,0.2,20,0,100,20,100,100,80,0,4.152449101321412,0
scenario159,c1,1,2,0,1,0.8,60,60,40,100,0,0,0,0,3016.3303507748656,0
scenario160,c1,0,1,1,2,0.1,100,40,100,0,0,80,60,1,0.0,1
scenario161,c4,1,2,2,0,1.0,0,60,100,0,0,60,80,1,0.0,1
scenario162,c1,1,2,0,1,0.1,0,60,60,40,60,60,100,0,2.9628088971242144,0
scenario163,c4,2,0,1,0,0.1,40,0,20,0,80,100,40,0,2.7599986878461125,0
scenario164,c1,0,1,1,2,1.0,60,0,20,40,100,20,0,0,3.057746810189044,0
scenario165,c1,1,2,0,2,0.1,80,0,100,40,80,100,20,0,4.004793698296671,0
scenario166,c2,2,0,0,1,1.0,80,60,0,100,80,100,0,0,3.1860029800281926,0
scenario167,c4,2,0,1,0,0.6,100,80,0,100,40,80,80,0,3.157613236368495,0
scenario168,c1,0,2,1,2,0.8,40,60,0,80,0,80,100,0,1.628553373297332,0
scenario169,c2,2,0,0,1,0.2,60,40,60,0,100,100,20,0,3.518187459458624,0
scenario170,c4,1,2,2,0,0.4,0,0,40,80,80,0,20,0,9999.0,0
scenario171,c2,0,1,2,1,0.4,20,20,100,40,20,40,0,0,0.8018687348781776,0
scenario172,c2,0,1,2,1,0.8,20,0,80,40,20,100,40,1,0.0,1
scenario173,c4,2,0,1,2,0.6,80,20,0,40,100,60,60,0,3.133440517018685,0
scenario174,c4,2,0,1,0,0.4,100,100,100,80,100,0,0,0,3.08291523163251,0
scenario175,c1,1,2,0,2,0.8,0,40,80,20,20,20,60,0,3.9232124694437385,0
scenario176,c4,2,0,1,0,0.1,100,100,0,60,60,0,20,0,5.687902460677793,0
scenario177,c1,0,1,1,2,1.0,40,100,80,20,60,20,0,0,6.661107973531213,0
scenario178,c4,1,0,2,0,1.0,100,60,100,100,100,20,40,0,3704.889347068527,0
scenario179,c2,0,1,2,1,0.1,0,80,100,20,0,0,100,0,5.271236762108464,0
scenario180,c1,1,2,0,2,0.4,20,60,60,0,0,20,20,1,0.0,1
scenario181,c4,2,0,1,0,0.2,100,0,20,40,20,80,40,0,9999.0,0
scenario182,c1,1,2,0,2,0.4,20,80,40,80,40,60,40,0,3.600868958525915,0
scenario183,c1,1,2,0,2,0.2,80,80,20,20,40,100,40,0,9999.0,0
scenario184,c4,1,2,2,0,0.4,40,80,40,0,20,20,40,0,4.901361220689784,0
scenario185,c4,1,0,2,0,0.2,60,100,80,80,20,60,100,0,4.174057413992907,0
scenario186,c2,0,1,2,1,0.6,100,20,40,60,0,100,100,0,4.690169980101769,0
scenario187,c2,0,1,2,0,0.2,100,20,100,0,60,40,20,0,3.0950827534317926,0
scenario188,c4,2,0,1,0,0.2,40,40,20,60,0,20,80,0,3.296441532430455,0
scenario189,c2,0,1,2,0,0.1,20,80,60,100,100,100,20,0,3.637441937316822,0
scenario190,c2,2,0,0,1,0.8,20,40,60,100,60,40,40,0,4.018982582289808,0
scenario191,c2,0,1,2,1,0.6,20,40,80,0,40,60,0,0,3.5661887239776715,0
scenario192,c1,1,2,0,2,0.4,40,20,100,40,40,20,100,0,4.054159543584673,0
scenario193,c4,2,0,1,2,1.0,20,20,0,80,0,0,40,1,0.0,1
scenario194,c4,1,2,2,0,0.8,80,100,0,0,40,0,60,0,3.245418830437982,0
scenario195,c4,2,0,1,0,0.4,40,100,100,100,40,100,80,0,4.100784174458169,0
scenario196,c4,2,0,1,0,0.6,80,20,40,20,80,0,0,0,2.3317824684330475,0
scenario197,c1,1,2,0,2,0.6,60,40,0,100,60,0,100,0,2.8019635604922715,0
scenario198,c2,0,1,2,1,1.0,80,0,60,100,40,80,60,0,2.6972038990888194,0
scenario199,c4,2,0,1,0,0.1,80,60,0,20,20,20,80,1,0.0,1
scenario200,c1,1,2,0,2,0.4,80,80,0,60,0,40,80,1,0.0,1
scenario201,c4,1,2,2,0,0.6,80,60,60,40,0,100,0,0,4.650441503799292,0
scenario202,c1,1,2,0,2,0.1,60,80,100,60,100,80,80,0,4.629678897144409,0
scenario203,c1,1,2,0,1,0.2,20,80,80,100,80,40,100,1,0.0,1
scenario204,c4,2,0,1,2,0.2,40,0,40,20,60,80,20,0,3.191739933797721,0
scenario205,c4,1,0,2,0,0.2,60,60,20,20,100,0,60,0,3.145514964526628,0
scenario206,c1,1,2,0,2,0.8,100,0,60,60,80,20,60,0,0.8674206130679092,0
scenario207,c4,2,0,1,0,0.1,20,80,20,0,20,100,60,0,3.1196901117159768,0
scenario208,c1,1,2,0,2,0.6,40,80,60,20,80,60,80,0,3631.329968777119,0
scenario209,c2,0,1,2,1,1.0,60,40,40,40,60,40,20,0,3.674774354180945,0
scenario210,c1,1,2,0,1,0.4,60,20,40,100,100,60,80,0,10.130421399592494,0
scenario211,c1,1,2,0,2,0.1,0,0,20,100,100,20,80,0,9999.0,0
scenario212,c1,0,2,1,2,0.6,20,100,20,0,100,80,0,0,3.638012921266473,0
scenario213,c4,1,2,2,0,0.1,80,100,0,80,0,80,40,0,3.44454799486279,0
scenario214,c4,1,0,2,0,0.6,40,40,80,0,0,40,100,0,2.3813506175263406,0
scenario215,c2,0,1,2,1,1.0,80,20,20,0,60,20,60,1,0.0,1
scenario216,c1,0,1,1,2,0.8,40,40,0,60,80,100,100,0,2.39013563775205,0
scenario217,c2,0,1,2,1,1.0,20,100,0,20,40,0,100,0,3.152356710788241,0
scenario218,c2,0,1,2,0,0.4,60,0,40,40,20,100,60,0,2.5877834078755724,0
scenario219,c2,0,1,2,1,0.6,40,0,40,80,100,40,80,1,0.0,1
scenario220,c1,1,2,0,2,0.4,100,0,80,100,60,60,40,0,2.6536179526711603,0
scenario221,c4,2,0,1,0,0.8,0,100,60,0,100,40,40,0,3.5169677531814885,0
scenario222,c1,1,2,0,1,1.0,40,20,20,60,20,0,20,0,3.008597658708249,0
scenario223,c1,0,2,1,2,0.6,60,100,40,0,40,100,20,0,3.2397950177161685,0
scenario224,c4,2,0,1,0,0.2,20,100,60,100,20,20,0,0,3.370698542875988,0
scenario225,c1,1,2,0,2,0.8,20,40,20,60,0,80,20,0,3.507808095610325,0
scenario226,c4,2,0,1,2,0.8,100,40,40,80,60,60,60,1,0.0,1
scenario227,c2,2,1,0,1,0.4,60,60,80,40,40,20,60,0,3.893925588512325,0
scenario228,c1,1,2,0,1,0.8,80,0,60,0,60,100,80,0,4.525033674820557,0
scenario229,c4,1,0,2,0,0.6,20,100,40,100,80,40,40,1,0.0,1
scenario230,c4,2,0,1,0,1.0,60,40,0,60,40,60,40,0,3.2480785454195407,0
scenario231,c4,2,0,1,0,0.6,40,60,0,60,100,20,0,0,2.809634069476921,0
scenario232,c4,1,0,2,0,0.8,80,60,40,80,60,20,100,1,0.0,1
scenario233,c1,1,2,0,1,0.4,40,40,80,40,100,0,80,0,6.861261012905586,0
scenario234,c1,0,2,1,2,0.1,20,100,100,60,60,80,100,0,5.100474262947548,0
scenario235,c1,0,2,1,2,1.0,60,60,20,80,40,100,80,0,4.149071804644511,0
scenario236,c4,2,0,1,2,0.4,0,60,80,100,60,80,80,1,0.0,1
scenario237,c1,1,2,0,2,0.1,100,100,60,40,80,0,60,0,3.190407371408568,0
scenario238,c2,0,1,2,1,0.2,60,0,100,60,40,40,0,0,2.982212330658951,0
scenario239,c4,2,0,1,2,0.4,0,100,20,20,20,40,0,0,0.7960207568329132,0
scenario240,c4,2,0,1,0,0.2,60,40,80,80,80,80,0,0,3.7108473937192175,0
scenario241,c1,1,2,0,2,0.4,0,100,20,40,0,0,60,0,1963.816916295916,0
scenario242,c2,0,1,2,1,0.2,60,20,100,20,80,60,60,0,3.5816124560804146,0
scenario243,c2,0,1,2,1,0.6,20,0,20,80,20,20,100,0,3.341744656025837,0
scenario244,c4,1,0,2,0,0.6,40,20,60,0,60,80,100,0,9999.0,0
scenario245,c1,1,2,0,1,0.2,40,40,100,80,80,100,40,0,4.365686325408148,0
scenario246,c1,1,2,0,2,0.8,0,20,80,100,0,60,0,0,3896.599552904336,0
scenario247,c4,2,0,1,0,1.0,20,80,80,60,20,60,80,0,3.186235847908704,0
scenario248,c4,1,2,2,0,0.4,60,40,0,20,0,100,20,1,0.0,1
scenario249,c1,1,2,0,2,0.2,100,40,0,80,20,0,0,0,2.606128697610576,0
scenario250,c4,2,0,1,0,0.8,80,20,20,100,0,40,40,0,2.995638294379226,0
scenario251,c1,1,2,0,2,0.2,100,80,60,20,40,20,0,0,2.339784187953385,0
scenario252,c1,1,2,0,2,0.6,40,40,100,0,20,80,80,0,3.141901901332334,0
scenario253,c1,1,2,0,2,0.1,100,20,100,60,20,60,40,0,2.5345341974352165,0
scenario254,c2,2,0,0,1,0.8,20,100,80,60,0,100,0,0,3.3280963507971912,0
scenario255,c2,2,1,0,1,0.4,40,40,40,60,60,20,0,0,3.314309682891988,0
scenario256,c2,0,1,2,1,1.0,0,80,0,40,80,20,40,0,4.658225710063254,0
scenario257,c2,0,1,2,0,0.8,20,40,100,100,100,60,60,0,4.189279589733833,0
scenario258,c1,0,1,1,2,0.8,60,20,20,40,60,100,80,0,4.568983888004513,0
scenario259,c2,2,1,0,1,0.4,100,80,40,80,0,40,40,1,0.0,1
scenario260,c1,1,2,0,1,0.6,60,60,20,80,60,60,20,0,3.401257005132918,0
scenario261,c1,0,2,1,2,0.2,20,0,0,100,80,60,20,0,4.616553153814927,0
scenario262,c4,2,0,1,0,1.0,100,0,20,20,40,60,60,0,3.04546044107046,0
scenario263,c4,2,0,1,0,0.2,100,80,60,20,20,40,60,0,4.372617529464191,0
scenario264,c2,0,1,2,1,0.1,40,60,0,100,40,0,20,0,3.1679969331674065,0
scenario265,c1,1,2,0,2,0.2,40,60,20,100,60,40,40,0,3.1710456910736053,0
scenario266,c4,2,0,1,0,0.1,100,100,80,80,40,40,80,0,3.045518506144648,0
scenario267,c2,0,1,2,1,0.1,40,0,60,40,20,80,80,0,6.752016224632413,0
scenario268,c1,1,2,0,2,0.8,100,80,100,0,100,60,100,0,3.1857659787281025,0
scenario269,c4,2,0,1,0,1.0,80,100,0,0,60,60,100,0,3.33589452976084,0
scenario270,c4,2,0,1,0,0.8,80,40,80,20,40,40,80,0,3.507576047822888,0
scenario271,c4,2,0,1,2,0.2,20,80,40,40,60,60,100,1,0.0,1
scenario272,c2,0,1,2,0,0.4,0,60,20,60,80,100,40,0,4.156891277636346,0
scenario273,c1,1,2,0,1,1.0,20,40,0,0,100,40,80,0,4.610369074814726,0
scenario274,c2,0,1,2,1,0.8,0,20,100,40,100,80,40,0,5.658740681773473,0
scenario275,c2,2,0,0,1,1.0,40,20,80,0,100,0,60,0,9999.0,0
scenario276,c1,0,1,1,2,0.8,60,100,20,60,100,40,100,0,9999.0,0
scenario277,c1,1,2,0,2,0.4,80,60,0,80,80,100,60,0,2.7543016186545457,0
scenario278,c4,1,0,2,0,1.0,20,0,40,20,80,100,0,1,0.0,1
scenario279,c4,1,2,2,0,1.0,100,80,40,40,60,0,80,0,1.8332256746063096,0
scenario280,c1,1,2,0,2,0.6,80,60,80,0,100,20,20,0,2.720419173063945,0
scenario281,c4,1,2,2,0,1.0,80,80,80,40,40,0,20,1,0.0,1
scenario282,c4,2,0,1,0,0.2,0,40,40,100,40,20,0,0,3.148891574483198,0
scenario283,c1,1,2,0,2,0.1,20,100,20,40,0,60,80,0,5.533939616766784,0
scenario284,c2,0,1,2,0,0.1,80,80,20,80,0,20,0,0,3.437634157926817,0
scenario285,c2,2,1,0,1,0.6,40,0,100,100,0,0,20,1,0.0,1
scenario286,c4,2,0,1,0,0.2,0,60,40,0,20,80,100,0,3.0484179924373485,0
scenario287,c4,1,2,2,0,0.6,80,20,80,100,40,100,100,1,0.0,1
scenario288,c2,0,1,2,0,0.8,100,80,80,20,60,80,100,0,3.1873145700780894,0
scenario289,c4,2,0,1,0,0.4,20,20,0,20,100,60,40,0,1.8566055468290537,0
scenario290,c2,0,1,2,0,0.4,0,0,0,60,60,80,60,0,3.434284584506213,0
scenario291,c2,0,1,2,1,0.1,20,20,40,60,60,40,100,0,3.7698781342735694,0
scenario292,c4,2,0,1,0,0.2,100,40,60,60,60,60,80,0,4.335295552181481,0
scenario293,c4,2,0,1,0,0.2,60,80,20,60,80,100,80,0,2.223654397722768,0
scenario294,c1,0,2,1,2,0.2,0,80,0,0,40,100,80,0,9999.0,0
scenario295,c2,0,1,2,0,0.8,100,100,100,80,100,100,80,0,4.027538306676114,0
scenario296,c2,2,0,0,1,1.0,40,60,60,80,20,40,0,0,3.239866748566873,0
scenario297,c1,1,2,0,2,0.6,20,40,40,40,80,0,20,0,4.17474030028273,0
scenario298,c2,0,1,2,1,0.6,100,80,0,20,60,100,60,0,3.7521295731175184,0
scenario299,c1,0,2,1,2,0.1,0,0,60,80,40,0,60,0,9999.0,0
scenario300,c2,0,1,2,0,0.1,40,80,0,40,80,40,0,0,2.622558080071272,0
scenario301,c1,1,2,0,2,0.8,60,80,60,40,0,20,40,0,2.7495827774664687,0
scenario302,c2,0,1,2,1,0.6,60,60,80,60,100,0,80,0,4.824350891476931,0
