Row,startego,goalego,startother,goalother,roadfriction,fogdensity,precipitation,precipitationdeposits,cloudiness,windintensity,wetness,fogdistance
Z_{1},0.5692,-0.356,-0.2927,-0.1193,0.0644,-0.0776,0.0607,-0.0792,-0.0507,-0.2102,0.0643,-0.0414
Z_{2},-0.1306,-0.3284,0.5973,-0.5768,-0.0673,-0.061,0.0064,0.1081,-0.2043,0.0881,-0.2417,0.1078
