instances,feature_timeofday,feature_cloudiness,feature_windintensity,feature_precipitation,feature_precipitationdeposits,feature_wetness,feature_roadfriction,feature_fogdensity,feature_fogdistance,feature_direction,visibility,roadsurface,vehiclestability,probability,collision,min_ttc,run_duration,algo_safety
scenario1,60,40,80,20,100,60,0.6,0,100,1,0,0,0,1e-05,0,0.9193069617003898,26.91725826263428,0
scenario2,-90,40,20,20,0,80,0.8,100,0,0,0,0,20,1e-05,0,1.0139487746150664,22.795469284057617,0
scenario3,90,60,100,0,0,80,0.2,100,0,0,0,0,40,1e-05,0,1.0966886944790846,22.27061891555786,0
scenario4,-90,60,60,40,0,0,0.8,0,100,1,0,0,60,1e-05,0,0.80372214350897,27.351050853729248,0
scenario5,30,40,40,100,0,80,0.4,20,80,0,0,0,80,1e-05,0,0.9995021135934156,22.33870220184326,0
scenario6,30,20,60,40,100,40,0.6,100,0,1,0,0,100,1e-05,0,0.8555169495638146,26.860918283462524,0
scenario7,-90,20,20,40,100,40,0.4,20,80,0,0,20,0,1e-05,0,1.041839718513598,22.83039379119873,0
scenario8,-60,20,80,0,0,100,0.2,20,80,0,0,20,20,1e-05,0,2.6617450686423534,60.062684059143066,0
scenario9,90,60,20,0,0,100,0.8,0,100,1,0,20,40,1e-05,0,0.8698825539241617,26.498342037200928,0
scenario10,30,0,40,0,0,0,0.6,0,100,0,0,20,60,1e-05,0,0.9970679929280716,22.550848245620728,0
scenario11,-60,80,100,0,100,40,0.6,0,100,1,0,20,80,1e-05,0,0.8205603970371066,27.466362714767456,0
scenario12,30,60,20,0,60,0,0.6,40,60,1,0,20,100,1e-05,0,0.8801783260560652,26.773297548294067,0
scenario13,-60,60,100,0,40,40,0.6,80,20,1,0,40,0,1e-05,0,0.912928481926809,27.37308955192566,0
scenario14,30,60,100,20,20,40,0.8,40,60,0,0,40,20,1e-05,0,1.158236865791219,22.292786598205566,0
scenario15,90,80,60,0,0,0,0.8,80,20,1,0,40,40,1e-05,0,0.8057569266922513,26.774070739746094,0
scenario16,-90,40,60,100,0,80,0.4,40,60,1,0,40,60,1e-05,0,0.9245345223201792,27.41846537590027,0
scenario17,-90,60,100,100,100,40,0.6,100,0,1,0,40,80,1e-05,0,0.8408598030280028,27.36274671554565,0
scenario18,0,20,60,40,0,80,0.2,100,0,1,0,40,100,1e-05,0,0.9293873744362804,27.59584879875183,0
scenario19,90,60,20,80,0,80,0.4,100,0,1,0,60,0,1e-05,0,0.7938161366553829,26.52993059158325,0
scenario20,0,20,60,100,100,40,0.6,40,60,0,0,60,20,1e-05,0,1.0518154416815475,23.102133989334103,0
scenario21,-90,20,20,0,100,40,0.6,80,20,1,0,60,40,1e-05,0,0.8744920339995611,27.14280080795288,0
scenario22,-30,20,60,20,0,0,0.8,100,0,0,0,60,60,1e-05,0,1.085315088559645,22.53832173347473,0
scenario23,60,20,100,0,0,100,0.1,20,80,1,0,60,80,1e-05,0,0.963356416443171,26.6337673664093,0
scenario24,60,20,20,0,0,80,0.1,80,20,0,0,60,100,1e-05,0,1.1906151951522093,22.29184126853943,0
scenario25,90,40,100,0,0,0,0.8,20,80,1,0,80,0,1e-05,0,0.8390685726803476,26.858732223510746,0
scenario26,-30,80,20,0,20,40,0.8,0,100,0,0,80,20,1e-05,0,1.027293972938919,22.797921657562256,0
scenario27,-30,60,100,60,100,60,0.6,60,40,1,0,80,40,1e-05,0,0.8375311388658042,27.69779872894287,0
scenario28,90,60,40,80,80,40,0.6,40,60,1,0,80,60,1e-05,0,0.9011812740744376,26.5588436126709,0
scenario29,90,20,100,20,80,0,0.6,20,80,0,0,80,80,1e-05,0,1.0743835262854282,22.141255855560303,0
scenario30,-90,60,80,100,0,100,0.1,100,0,0,0,80,100,1e-05,0,1.1709705801793533,22.80048394203186,0
scenario31,-60,0,100,0,40,40,0.8,0,100,1,0,100,0,1e-05,0,0.9076104376313308,27.33902359008789,0
scenario32,-30,60,100,0,20,0,0.8,0,100,0,0,100,20,1e-05,0,1.0403233071460798,22.6571011543274,0
scenario33,-90,60,20,0,0,100,0.4,0,100,1,0,100,40,1e-05,0,4.768360149452324,60.16846442222595,0
scenario34,0,20,20,20,0,100,0.8,20,80,1,0,100,60,1e-05,0,0.7777278560322669,27.355334997177124,0
scenario35,-30,80,20,20,100,40,0.6,0,100,1,0,100,80,1e-05,0,0.7551670156656006,27.21147513389588,0
scenario36,90,60,20,0,100,40,0.6,80,20,0,0,100,100,1e-05,0,1.196572212286232,22.19224071502685,0
scenario37,0,20,20,20,80,60,0.6,20,80,0,20,0,0,1e-05,0,1.0768429858221402,23.108069896698,0
scenario38,90,80,80,60,0,80,0.4,40,60,0,20,0,20,1e-05,0,1.1764015979911713,22.324745178222656,0
scenario39,-30,20,100,40,100,60,0.6,0,100,0,20,0,40,1e-05,0,1.086031414215051,22.641835927963257,0
scenario40,90,40,40,20,40,40,0.6,0,100,0,20,0,60,1e-05,0,1.036642689235461,22.17229533195496,0
scenario41,-90,60,100,0,0,100,0.1,80,20,0,20,0,80,1e-05,0,1.0167629322197935,22.601056575775143,0
scenario42,-30,80,100,0,0,100,0.1,0,100,1,20,0,100,1e-05,0,4.877476104840841,60.10677480697632,0
scenario43,30,20,20,100,0,0,0.8,20,80,1,20,20,0,1e-05,0,0.8242244958944149,26.661130666732788,0
scenario44,-90,20,80,40,100,0,0.6,20,80,1,20,20,20,1e-05,0,0.7953264338137179,27.242588758468628,0
scenario45,-90,20,20,0,0,0,0.4,80,20,1,20,20,40,1e-05,0,0.8485840193933267,27.14127779006958,0
scenario46,0,40,20,0,100,100,0.6,80,20,0,20,20,60,1e-05,0,1.1201582387467452,22.9478771686554,0
scenario47,60,0,80,0,0,0,0.8,80,20,0,20,20,80,1e-05,0,1.2326006672696503,22.494660139083862,0
scenario48,-60,40,20,60,0,0,0.8,40,60,0,20,20,100,1e-05,0,1.064952304759652,22.53948187828064,0
scenario49,90,60,100,20,60,40,0.6,60,40,1,20,40,0,1e-05,0,0.8026899348048875,26.57900094985962,0
