Row,timeofday,startego,goalego,startother,goalother,roadfriction,fogdensity,precipitation,precipitationdeposits,cloudiness,windintensity,wetness,fogdistance
scenario413,-90,1,2,0,2,0.2,100,40,20,20,80,80,80
scenario414,90,2,1,0,1,0.4,20,80,80,100,20,0,60
scenario415,-60,0,1,2,1,0.1,80,60,100,60,60,60,100
scenario416,60,2,1,0,1,0.4,20,80,20,100,80,60,0
scenario417,-60,0,1,2,1,0.2,100,60,0,80,40,40,40
scenario418,-60,2,0,1,2,0.4,0,0,40,60,0,100,20
scenario419,90,0,1,2,1,1,0,40,100,0,100,20,20
scenario420,60,1,2,0,1,1,60,60,80,100,40,60,60
scenario421,30,1,0,2,0,0.6,40,40,20,100,0,40,100
scenario422,60,1,2,0,2,0.1,80,0,40,80,0,0,60
scenario423,60,1,2,0,2,0.4,100,40,60,80,40,80,0
scenario424,0,1,2,0,2,0.6,100,100,40,0,20,80,80
scenario425,-60,1,2,0,2,1,60,40,80,40,80,100,60
scenario426,0,2,1,0,1,0.8,100,60,80,20,20,100,80
scenario427,60,2,0,1,0,0.6,80,20,100,20,0,0,0
scenario428,90,0,1,2,1,0.1,80,20,80,80,80,60,80
scenario429,30,0,1,2,0,0.4,40,60,40,20,40,0,0
scenario430,-30,2,0,1,0,0.1,60,0,0,80,0,60,40
scenario431,30,0,2,1,2,0.1,20,60,100,0,80,80,60
scenario432,-30,2,0,0,1,0.8,40,100,0,20,100,80,40
scenario433,-90,2,0,1,0,1,40,80,40,80,60,0,80
scenario434,30,0,1,1,2,0.4,60,20,20,60,80,20,40
scenario435,90,1,2,0,2,0.1,80,80,60,80,20,20,100
scenario436,-30,0,1,2,1,0.6,60,20,100,80,80,20,60
scenario437,0,0,1,2,0,0.1,0,40,20,60,40,100,60
scenario438,30,1,2,2,0,0.1,40,40,0,20,100,60,40
scenario439,0,1,2,0,2,0.1,40,60,0,80,60,60,40
scenario440,90,0,1,1,2,0.4,100,20,0,40,60,80,80
scenario441,0,2,0,1,2,0.4,40,0,0,40,60,40,100
scenario442,-30,1,0,2,0,0.1,100,100,80,60,60,20,40
scenario443,90,1,2,0,2,0.2,100,40,20,0,20,40,20
scenario444,0,1,2,0,1,0.8,60,20,40,40,40,0,80
scenario445,30,2,1,0,1,1,60,0,20,20,60,80,20
scenario446,-60,1,2,0,2,0.8,20,60,40,40,100,40,0
scenario447,-90,0,1,1,2,0.2,0,60,60,100,60,100,60
scenario448,-30,2,1,0,1,1,60,60,20,40,60,0,100
scenario449,0,0,1,2,1,0.2,20,20,20,0,20,20,40
scenario450,-60,1,0,2,0,0.4,60,60,100,0,60,60,40
scenario451,60,1,2,0,2,0.2,60,60,60,40,100,20,40
scenario452,0,2,0,1,0,0.6,0,100,0,0,80,80,0
scenario453,0,2,0,1,2,1,40,40,60,0,40,60,80
scenario454,-60,1,2,0,2,0.6,0,80,60,60,0,100,80
scenario455,-60,0,2,1,2,0.8,20,20,80,20,60,0,80
scenario456,90,2,0,0,1,0.1,80,20,80,40,0,80,20
scenario457,90,0,1,2,1,0.1,100,100,60,0,40,0,80
scenario458,90,0,1,1,2,0.2,40,100,80,100,20,60,20
scenario459,60,0,1,2,1,0.1,0,80,100,40,40,80,0
scenario460,-30,1,2,0,1,0.2,20,100,80,40,80,80,0
scenario461,60,0,1,2,0,0.4,100,80,0,80,40,0,100
scenario462,-60,0,1,2,1,0.6,40,100,60,100,40,80,80
scenario463,30,1,2,2,0,0.8,60,0,60,0,20,40,40
scenario464,-90,0,1,2,1,0.6,20,100,20,80,60,80,40
scenario465,30,0,1,2,1,0.4,0,100,0,100,60,100,60
scenario466,90,2,0,0,1,0.1,20,20,100,20,20,100,100
scenario467,60,0,1,2,1,1,0,20,20,0,20,80,40
scenario468,0,0,1,1,2,0.2,60,100,20,20,80,100,60
scenario469,-60,0,1,2,1,0.2,60,100,60,100,100,40,20
scenario470,30,0,1,2,1,1,40,80,60,40,20,20,100
scenario471,-60,0,1,1,2,0.2,100,80,40,100,0,20,100
scenario472,0,0,1,2,1,1,80,60,0,0,20,0,40
scenario473,0,1,2,0,2,0.2,0,0,40,20,80,0,0
scenario474,60,0,1,2,1,0.6,0,80,60,0,100,60,60
scenario475,-30,1,2,2,0,0.8,100,0,20,80,20,100,60
scenario476,-60,1,2,0,2,0.2,80,40,80,20,20,100,100
scenario477,0,1,2,0,2,0.4,60,100,80,60,40,60,0
scenario478,-90,2,1,0,1,0.2,40,0,40,40,40,60,60
scenario479,90,1,2,0,2,0.8,20,0,60,0,100,60,0
scenario480,0,1,2,0,2,0.2,20,100,80,100,100,40,100
scenario481,-30,0,1,2,1,0.1,80,60,80,60,0,0,0
scenario482,-60,2,0,1,0,0.1,0,80,80,100,0,20,20
scenario483,-60,2,0,1,0,0.6,40,20,0,60,20,0,20
scenario484,-60,1,0,2,0,0.2,80,80,40,0,40,80,40
scenario485,-90,1,2,0,1,1,60,0,40,80,40,0,40
scenario486,0,1,2,0,2,1,60,80,80,80,60,100,100
scenario487,-90,2,0,1,0,0.6,100,60,100,60,80,20,80
scenario488,30,1,2,0,2,0.8,0,100,40,60,0,80,40
scenario489,90,1,0,2,0,0.8,60,40,20,80,40,80,80
scenario490,60,1,2,0,1,0.4,0,40,0,20,20,60,100
scenario491,90,0,1,1,2,0.8,60,40,0,100,80,60,40
scenario492,0,0,1,2,1,0.6,20,0,80,60,20,40,100
scenario493,-60,2,0,1,0,0.6,80,100,0,40,100,100,100
scenario494,-90,1,2,2,0,1,0,100,100,0,40,100,60
scenario495,90,1,0,2,0,1,100,40,80,40,0,0,0
scenario496,90,1,2,0,1,0.2,60,80,100,20,40,80,20
scenario497,60,1,2,0,2,0.6,20,100,60,100,80,0,20
scenario498,-60,1,2,2,0,0.8,40,60,80,0,60,100,40
scenario499,90,2,0,1,0,0.6,100,20,0,80,40,60,60
scenario500,60,2,0,1,0,0.2,0,20,80,20,60,20,0
scenario501,-30,1,0,2,0,1,0,20,20,20,80,0,0
scenario502,30,0,1,2,0,0.4,0,80,80,100,0,60,80
scenario503,0,2,1,0,1,0.4,60,80,80,60,20,20,40
scenario504,-30,1,2,2,0,0.4,0,0,40,100,80,60,0
scenario505,90,2,1,0,1,0.8,40,20,80,20,20,20,40
scenario506,-30,0,1,1,2,0.1,100,40,20,20,80,40,0
scenario507,-90,0,2,1,2,0.2,40,60,100,100,40,20,0
scenario508,0,1,2,2,0,1,60,0,40,100,40,80,40
scenario509,30,1,2,0,2,1,40,0,100,80,40,100,80
scenario510,60,2,0,1,0,0.4,80,100,60,60,0,80,40
scenario511,-90,2,0,1,2,0.6,60,60,0,20,100,80,60
scenario512,90,1,2,0,1,0.8,80,40,60,80,60,0,0
scenario513,90,0,1,1,2,0.2,100,60,100,40,0,60,60
scenario514,90,0,2,1,2,0.6,60,80,80,60,40,80,0
scenario515,30,2,0,1,2,0.6,20,40,20,0,80,80,100
scenario516,-30,1,2,0,2,1,100,0,100,20,0,80,60
scenario517,0,1,2,0,2,0.4,0,60,80,80,20,80,0
scenario518,-30,0,1,1,2,1,100,80,40,60,60,60,0
scenario519,30,1,2,0,2,0.8,40,0,20,80,80,60,80
scenario520,30,2,0,0,1,0.2,100,20,60,60,60,60,60
scenario521,-90,1,2,0,1,0.4,0,40,20,60,0,100,60
scenario522,-90,1,2,0,2,1,80,80,60,40,100,0,60
scenario523,60,0,1,1,2,0.6,20,80,0,0,60,60,0
scenario524,90,0,1,1,2,0.2,40,0,40,60,40,0,0
scenario525,90,0,1,2,0,0.6,20,20,20,40,20,20,0
