instances,feature_timeofday,pathinteraction,feature_startego,feature_goalego,feature_startother,feature_goalother,feature_roadfriction,feature_fogdensity,feature_precipitation,feature_precipitationdeposits,feature_cloudiness,feature_windintensity,feature_wetness,feature_fogdistance,collision,min_ttc,algo_safety
scenario1,-90,c1,0,2,1,2,0.1,100,100,40,20,60,40,0,0,4.007112582335029,0
scenario2,-30,c4,1,0,2,0,0.8,80,0,100,0,20,0,20,0,2.319237625461464,0
scenario3,-90,c2,2,1,0,1,0.6,60,100,20,100,80,20,40,0,3.0725379237124453,0
scenario4,-60,c4,1,2,2,0,0.6,20,20,40,80,0,60,100,0,4.111727726309888,0
scenario5,-90,c2,0,1,2,0,1.0,40,60,0,60,100,100,0,0,1.6416380511233677,0
scenario6,-30,c4,2,0,1,2,0.4,0,80,80,40,80,100,60,0,0.7690343007365508,0
scenario7,0,c2,0,1,2,1,0.2,80,40,60,60,40,20,80,0,3.0463903262605303,0
scenario8,60,c4,2,0,1,0,0.1,100,40,0,40,20,20,100,0,2.733691994506948,0
scenario9,90,c1,1,2,0,1,0.2,60,80,80,0,100,80,100,0,4.414999336980793,0
scenario10,30,c1,1,2,0,2,0.8,0,20,100,100,100,60,0,0,3.96381929736542,0
scenario11,0,c2,2,0,0,1,0.4,20,60,20,20,60,60,80,0,2.6582506651291617,0
scenario12,-60,c1,0,1,1,2,0.8,40,0,0,80,40,80,60,0,2.0182924774651427,0
scenario13,30,c2,2,0,0,1,0.8,100,80,40,60,0,0,40,1,1.5703959637143317,1
scenario14,-60,c1,1,2,0,1,1.0,0,60,60,40,40,40,20,0,3.513220403685412,0
scenario15,0,c4,2,0,1,0,0.4,40,40,40,100,80,80,20,0,2.5014690189278896,0
scenario16,-30,c1,1,2,0,2,1.0,20,0,80,80,60,20,40,0,3.5292976557315123,0
scenario17,90,c4,2,0,1,0,0.2,40,20,100,20,20,40,80,0,2.8559116225796144,0
scenario18,-30,c2,0,1,2,1,0.2,40,100,60,100,60,0,60,0,3.4857791253641275,0
scenario19,-90,c1,1,2,0,1,0.1,80,40,100,100,0,100,60,0,2.454858847906568,0
scenario20,0,c1,0,1,1,2,0.6,0,0,20,40,100,0,100,0,2.3494476469465524,0
scenario21,60,c4,1,2,2,0,0.8,60,20,60,20,40,100,40,0,3.54599303230122,0
scenario22,30,c1,1,2,0,2,1.0,100,100,20,0,20,80,80,0,2.9134243543838,0
scenario23,-30,c1,0,1,1,2,0.1,80,60,40,0,80,60,40,0,3.1167426108267664,0
scenario24,-30,c2,0,1,2,1,0.4,60,40,0,0,0,40,0,0,3.038191160233604,0
scenario25,0,c4,2,0,1,0,1.0,60,100,80,20,0,0,20,0,1.828203504984808,0
scenario26,-30,c2,2,0,0,1,0.6,20,20,60,0,100,100,80,0,3.983299208208064,0
scenario27,60,c1,0,1,1,2,0.2,60,80,20,80,20,60,20,0,2.6959627112510605,0
scenario28,-30,c4,2,0,1,0,0.6,0,60,100,60,60,80,100,0,2.6414920776754465,0
scenario29,-90,c4,1,2,2,0,0.4,0,0,80,100,40,40,80,0,4.345588143354927,0
scenario30,-30,c2,0,1,2,0,0.2,100,20,20,40,40,80,0,1,2333.894903453325,1
scenario31,0,c2,0,1,2,1,0.8,0,60,0,100,20,20,60,0,3.4191646993883813,0
scenario32,0,c2,0,1,2,1,1.0,100,0,100,40,80,60,40,0,3.656828144439772,0
scenario33,90,c2,0,1,2,0,0.4,20,100,40,20,100,20,60,0,1.7135070793297311,0
scenario34,0,c4,2,0,1,2,0.1,20,100,100,0,40,100,0,0,1.313637942042117,0
scenario35,30,c4,1,0,2,0,0.1,80,80,60,80,80,40,100,0,3.260315706648427,0
scenario36,30,c1,1,2,0,2,0.6,40,80,100,40,60,20,20,0,3.553019576640199,0
scenario37,90,c1,1,2,0,2,0.1,60,20,0,60,80,0,60,0,3.1100522635507963,0
scenario38,-60,c2,2,1,0,1,0.4,80,80,80,80,100,0,0,1,9999.0,1
scenario39,-30,c2,0,1,2,1,0.1,20,80,100,80,0,80,80,0,3.8686813757608007,0
scenario40,90,c2,0,1,2,1,1.0,80,0,0,20,60,100,100,0,3.5859965109676324,0
scenario41,30,c2,0,1,2,0,0.6,60,60,80,40,20,40,40,0,1.702453107399262,0
scenario42,60,c2,0,1,2,1,0.6,100,60,20,80,100,100,60,0,2.674608977654415,0
scenario43,90,c1,0,2,1,2,0.6,100,40,80,60,40,60,20,0,2.910165645160124,0
scenario44,-90,c4,2,0,1,2,0.4,100,20,60,100,100,0,20,0,1.0946842265447585,0
scenario45,-60,c1,0,2,1,2,0.8,40,60,80,0,0,20,80,0,2.860811020750213,0
scenario46,0,c4,2,0,1,0,0.6,60,0,40,0,60,60,60,0,2.944110047630093,0
scenario47,60,c1,1,2,0,2,0.4,0,100,0,0,60,80,40,0,3.5117607089432243,0
scenario48,60,c4,2,0,1,0,0.2,0,0,60,0,80,20,0,0,1.955619046402727,0
scenario49,60,c1,1,2,0,2,1.0,0,40,40,40,0,60,80,0,3.1566008905756027,0
scenario50,0,c1,1,2,0,2,0.2,80,20,40,80,60,100,20,0,3.660456347061234,0
scenario51,0,c1,1,2,0,2,0.2,100,60,60,0,0,40,100,0,3.2984424778095978,0
scenario52,30,c1,1,2,0,2,0.4,60,0,40,100,20,100,100,0,3.136049595201896,0
scenario53,30,c1,0,1,1,2,1.0,60,40,100,20,80,80,0,0,2.560743110457124,0
scenario54,-60,c4,1,0,2,0,1.0,0,20,20,0,0,0,60,0,1.9747923316198648,0
scenario55,60,c2,2,0,0,1,0.6,40,40,100,0,40,0,40,1,9777.898062728627,1
scenario56,-60,c4,2,0,1,2,0.8,80,40,20,100,60,40,40,0,1.082001585734991,0
scenario57,0,c2,2,0,0,1,0.1,100,0,0,60,100,80,20,0,0.9208782479427476,0
scenario58,-30,c4,2,0,1,0,1.0,0,80,0,0,40,60,100,0,11.27859827896176,0
scenario59,60,c2,2,0,0,1,0.8,20,100,80,60,20,40,0,0,2.959454196904576,0
scenario60,60,c2,0,1,2,1,0.2,20,60,40,20,40,80,20,0,3.060071482122697,0
scenario61,60,c4,1,2,2,0,0.2,100,100,80,80,80,0,80,0,4.944515376724538,0
scenario62,-30,c4,2,0,1,0,1.0,20,40,20,100,100,40,100,0,4.106286327849113,0
scenario63,90,c4,1,2,2,0,0.1,40,0,20,60,0,20,40,0,4.369708314788376,0
scenario64,90,c4,2,0,1,0,0.8,20,80,0,40,40,0,80,0,4.888013353697751,0
scenario65,30,c2,0,1,2,1,1.0,40,20,60,60,20,60,60,0,1090.7270015573924,0
scenario66,-90,c2,2,0,0,1,0.4,40,100,60,80,0,20,100,0,3.250758591409293,0
scenario67,-60,c1,1,2,0,2,0.2,20,40,0,40,20,100,0,0,3.5387199181233173,0
scenario68,90,c2,0,1,2,1,0.6,0,20,60,80,80,80,40,0,2.8652162804643853,0
scenario69,-30,c1,1,2,0,1,0.6,100,80,60,20,20,20,0,0,3.732035744657502,0
scenario70,0,c1,1,2,0,2,0.8,40,40,60,20,100,0,60,0,3.8637029187125975,0
scenario71,-60,c4,1,2,2,0,0.8,20,80,20,60,80,80,20,0,4.714129609520684,0
scenario72,0,c2,0,1,2,1,0.4,40,80,40,0,20,0,80,0,1.6967041928763598,0
scenario73,90,c2,0,1,2,0,0.1,20,40,60,0,60,40,20,0,1.7243212758315027,0
scenario74,-30,c1,1,2,0,2,0.4,40,20,40,60,40,40,40,0,3.5925970251093235,0
scenario75,-60,c4,2,0,1,0,0.2,80,0,80,20,100,60,60,0,2.867598777729768,0
scenario76,90,c4,1,0,2,0,0.8,60,60,100,80,60,20,0,0,2.814650519860044,0
scenario77,-60,c1,0,2,1,2,0.6,20,0,60,100,80,40,60,0,2.932289668263138,0
scenario78,30,c4,2,0,1,0,0.6,20,60,0,100,60,0,0,0,2.853620044298056,0
scenario79,60,c2,0,1,2,0,1.0,100,80,0,100,0,100,20,0,1.6241934547011625,0
scenario80,0,c2,2,1,0,1,0.6,40,40,20,80,0,40,0,1,9999.0,1
scenario81,-60,c2,0,1,2,1,1.0,40,100,80,40,20,80,100,0,2.846916789145609,0
scenario82,-30,c1,1,2,0,2,0.1,100,100,0,20,0,60,60,0,3.122301844472206,0
scenario83,60,c4,2,0,1,0,1.0,20,20,100,40,60,80,60,0,2.6072769400141858,0
scenario84,0,c4,2,0,1,0,0.4,80,100,0,40,100,100,40,0,2.366439314035349,0
scenario85,0,c4,2,0,1,0,0.1,0,20,80,60,20,100,80,0,60.68251646426825,0
scenario86,-90,c1,1,2,0,2,0.2,40,60,0,100,80,60,100,0,3.656467414643718,0
scenario87,60,c2,0,1,2,0,0.1,60,100,100,60,100,60,80,0,1.649252891877914,0
scenario88,0,c2,2,0,0,1,0.2,60,80,40,40,40,40,60,0,0.8866911297713285,0
scenario89,30,c1,1,2,0,2,0.8,80,60,20,20,40,20,100,0,7.260161796859839,0
scenario90,-90,c1,0,2,1,2,0.4,80,80,100,20,20,80,40,0,3.699783215584154,0
scenario91,-60,c1,1,2,0,2,0.1,80,0,60,40,60,80,80,0,3.3162462025011097,0
scenario92,60,c2,0,1,2,1,0.4,100,0,100,60,60,100,0,0,3.138499525388369,0
scenario93,-90,c2,0,1,2,1,0.8,60,40,20,40,60,100,80,0,2.732219248602392,0
scenario94,-60,c1,0,1,1,2,0.1,20,60,80,100,100,100,20,0,3.0222237873224915,0
scenario95,-60,c1,1,2,0,2,0.6,80,80,0,60,60,20,60,0,2.983407146717876,0
scenario96,90,c1,1,2,0,2,1.0,100,40,100,80,20,0,100,0,3.436793114442993,0
scenario97,-90,c2,2,1,0,1,1.0,20,20,40,60,20,20,20,0,3.222757676741797,0
scenario98,-30,c4,2,0,1,0,0.4,100,60,0,80,80,20,20,0,2.8780108847424413,0
scenario99,-90,c4,2,0,1,2,0.1,40,80,20,60,40,100,100,0,1.018884284599302,0
scenario100,30,c2,0,1,2,1,0.6,80,100,40,60,80,100,80,0,2.066220362197854,0
scenario101,-90,c4,2,0,1,0,0.6,80,20,80,40,40,20,0,0,1.599427827876312,0
scenario102,30,c4,2,0,1,2,0.4,60,60,60,80,40,60,80,0,0.9681445156000577,0
scenario103,90,c1,0,1,1,2,1.0,80,100,60,100,0,60,0,0,3.164228458866706,0
scenario104,60,c1,1,2,0,1,0.1,0,80,20,20,60,0,20,0,3.774513047993868,0
scenario105,30,c2,0,1,2,1,0.2,0,0,100,20,0,40,20,0,2.775230863831009,0
scenario106,90,c2,2,1,0,1,0.8,100,60,40,100,100,80,80,0,1.0091846552252717,0
scenario107,-30,c2,2,1,0,1,0.8,40,100,100,20,80,100,100,0,2.9508484444291883,0
scenario108,-90,c2,0,1,2,1,0.4,80,40,20,0,100,60,20,0,3.2333382936020345,0
scenario109,0,c4,1,2,2,0,1.0,100,20,80,80,100,40,60,0,3.962281523754033,0
scenario110,-30,c2,0,1,2,1,0.1,0,0,40,80,20,60,0,0,1.972699168860465,0
scenario111,-60,c4,2,0,1,0,0.6,100,80,100,100,20,60,80,0,2.566885043837852,0
scenario112,90,c1,1,2,0,2,0.8,80,0,40,40,80,20,20,0,3.4423173145115484,0
scenario113,60,c2,2,1,0,1,0.2,60,20,100,100,60,40,100,0,4.5195798057239225,0
scenario114,-90,c2,0,1,2,1,0.6,40,0,80,20,20,100,20,0,2.754691198495144,0
scenario115,-90,c1,0,1,1,2,0.2,20,100,0,60,0,0,80,0,3.009649718422441,0
scenario116,-60,c2,0,1,2,1,0.1,60,60,0,20,20,0,40,0,3.093830716477488,0
scenario117,-30,c4,2,0,1,2,0.6,80,20,20,20,80,40,20,1,9992.709604113115,1
scenario118,-60,c4,2,0,1,0,0.4,0,100,0,60,100,40,100,0,2.424203636092712,0
scenario119,60,c4,2,0,1,2,0.6,40,80,40,40,100,80,0,0,1.1227611698785749,0
scenario120,-90,c2,0,1,2,0,0.6,0,80,100,80,80,0,60,0,1.730493739148443,0
scenario121,30,c4,1,0,2,0,0.2,20,0,20,0,100,100,40,0,2.886462137133329,0
scenario122,0,c2,0,1,2,1,0.8,20,40,0,80,80,0,40,0,1.8141205736847856,0
scenario123,-90,c4,1,2,2,0,0.8,20,0,60,0,0,80,0,0,4.7638367891923385,0
scenario124,0,c1,0,1,1,2,0.1,60,80,60,100,60,20,40,0,3.6338326802275938,0
scenario125,0,c1,1,2,0,2,0.6,80,20,80,100,0,80,40,0,3.123242396047581,0
scenario126,-30,c1,0,2,1,2,0.2,60,80,100,60,100,100,40,0,3.503945046723638,0
scenario127,90,c4,1,0,2,0,0.6,80,40,0,0,20,80,60,0,1.1312225170258503,0
scenario128,90,c1,1,2,0,1,0.2,0,0,20,60,40,60,60,0,3.784197338246305,0
