Row,goalego,windintensity,roadfriction,fogdistance,startother,precipitationdeposits,cloudiness,fogdensity,goalother,precipitation,wetness,startego
Z_{1},0.4964,0.1312,0.1112,0.0496,0.0221,-0.0244,-0.0918,-0.0372,0.1608,-0.0111,-0.0696,-0.7203
Z_{2},-0.0534,0.0361,-0.0548,0.0983,-0.8721,0.0992,0.0796,-0.0622,0.5254,0.1732,0.1398,0.2011
