Row,cloudiness,windintensity,precipitation,precipitationdeposits,wetness,roadfriction,fogdensity,fogdistance,startego,goalego,startother,goalother
Z_{1},-0.1655,0.8054,-0.0183,-0.3246,-0.2615,0.5605,-0.5166,-0.8071,0.3216,-0.4059,0.2021,-0.2794
Z_{2},-0.9007,0.8896,-0.0215,0.8001,-0.7776,-0.2205,-0.1922,-0.7361,0.4389,-0.0701,-0.5456,0.3739
