PathInteraction,GoalEgo,WindIntensity,RoadFriction,FogDistance,StartOther,PrecipitationDeposits,Cloudiness,FogDensity,GoalOther,Precipitation,Wetness,TimeOfDay,StartEgo,Min_TTC,Collision_Occurred
c2,left,40,0.6,0,right,0,60,80,left,0,20,0,base,2.878408471042136,False
c2,left,20,0.1,0,right,60,40,100,base,0,80,-90,base,1.588062161864102,False
c4,right,40,0.2,20,right,40,100,60,base,80,60,60,left,6.294723741092381,False
c2,base,20,0.6,100,base_left_lane,20,20,80,left,20,100,-90,right,2.7575854021393975,False
c4,base,0,0.4,40,left,80,40,100,right,100,20,-60,right,0.6148333485648564,False
c4,base,100,0.4,60,left,20,40,0,right,0,60,0,right,0.921798409300735,False
c4,right,60,1.0,40,right,0,20,80,base,60,20,0,left,4.032650563951138,False
c2,left,100,0.1,60,right,80,40,40,base,40,20,60,base,1.8005780134778708,False
c4,base,60,0.4,40,left,60,80,20,base,60,40,-60,right,2.593088466989426,False
c4,base,80,0.2,40,right,40,20,60,base,60,20,30,left,2.2975159138236854,False
c2,left,20,0.1,0,right,0,80,20,left,0,40,-60,base,3.4112184665350394,False
c2,base,40,0.8,100,base_left_lane,80,60,0,left,40,0,-30,right,4.7834815987283354,False
c1,right,100,0.2,40,base_left_lane,60,0,80,left,40,60,0,left,0.9852829332377211,False
c1,right,0,0.6,80,left,20,0,40,right,60,40,0,base,1.1071342994707143,False
c4,right,80,0.6,60,right,20,100,100,base,80,80,60,left,4.692237523734,False
c1,right,60,0.1,20,base_left_lane,20,100,40,left,100,60,0,left,0.9816095450948241,False
c4,right,100,0.4,60,right,40,60,40,base,20,60,-90,left,4.531261807293702,False
c4,base,0,0.2,80,left,80,0,0,right,100,40,-90,right,0.9297923251088543,False
c4,base,80,0.8,40,right,40,100,100,base,60,0,-30,left,2.8918238652415424,False
c2,left,100,0.4,80,right,0,80,80,left,100,100,-30,base,3.472773189043258,False
c2,left,100,1.0,100,right,80,40,100,left,40,40,30,base,2.8905216953855914,False
c4,base,80,0.8,40,left,20,100,20,base,0,60,90,right,2.9094112877917584,False
c1,right,40,1.0,80,left,80,0,0,right,60,40,0,base,3.1352908307026115,False
c1,right,100,0.2,60,base,60,80,60,right,20,40,30,left,3.293921068690581,False
c1,right,80,0.6,100,base_left_lane,80,80,40,left,80,20,60,left,1.1849113561880769,False
c1,left,20,1.0,20,left,40,80,60,right,0,40,90,base,3.0873857758813568,False
c1,left,100,0.1,20,left,40,20,0,right,60,100,-90,base,2.58142132822907,False
c2,base,60,0.1,40,base_left_lane,60,80,0,left,20,80,0,right,2.7176618841406786,False
c2,base,20,0.2,20,base_left_lane,40,40,80,left,40,20,60,right,3.1508082600762424,False
c2,left,60,0.1,60,right,100,0,60,left,60,40,30,base,3.0963067571066363,False
c4,base,80,0.1,100,right,80,80,20,base,0,0,-90,left,4.735002883280626,False
c1,right,0,0.1,0,base_left_lane,40,40,40,left,40,0,90,left,1.0295559050011365,False
c4,base,100,1.0,20,left,60,20,100,base,100,40,90,right,1.969817759190583,False
c2,left,60,0.2,60,base_left_lane,20,60,80,left,100,60,60,right,2.445928693770624,False
c1,right,0,0.6,80,left,60,80,80,right,20,100,0,base,0.0,True
c1,left,40,0.2,40,left,20,0,80,right,60,80,-90,base,3.2186439761435905,False
c2,left,20,0.2,80,right,20,20,80,base,0,60,0,base,1.8466772320770464,False
c2,base,80,0.1,100,base_left_lane,40,100,20,left,40,40,30,right,3.6348834943025157,False
c2,base,20,0.4,0,base_left_lane,0,60,40,left,60,20,-60,right,2.8534168521917285,False
c2,left,60,1.0,100,right,40,60,40,left,100,40,0,base,2.8580068069153475,False
c4,right,100,0.2,0,right,20,20,0,base,0,80,30,left,4.537206954222322,False
c4,base,40,1.0,80,left,80,80,0,right,40,80,90,right,0.9086821246224068,False
c4,base,0,0.2,80,right,80,40,60,base,80,80,30,left,2.409346398822715,False
c1,right,0,0.1,0,left,80,20,0,right,60,100,60,base,3.8813860964777795,False
c4,base,80,0.4,20,left,40,20,20,base,80,40,30,right,4.994308562799305,False
c4,right,20,0.6,80,right,0,0,80,base,0,100,-60,left,4.418062176980423,False
c2,base,60,0.4,40,base_left_lane,40,40,40,left,80,20,0,right,3.2227904605921114,False
c1,right,100,0.6,0,base,40,40,0,right,80,80,-30,left,4.349570422418563,False
c1,right,20,0.8,60,base,100,60,100,right,60,20,60,left,3.4378054018217927,False
c4,right,60,0.4,0,right,0,100,80,base,80,80,-90,left,3.6704273079065106,False
c2,left,80,0.6,60,base_left_lane,60,60,20,left,100,60,-30,right,4.054247230253286,False
c4,base,40,0.2,0,right,20,80,100,base,40,20,-60,left,3.677102486432274,False
c4,base,40,1.0,80,left,100,100,40,base,20,20,-90,right,2.7778145996422974,False
c1,right,40,0.2,40,base_left_lane,100,80,60,left,60,0,90,left,1.0153533928728349,False
c2,left,0,0.8,100,right,0,100,100,base,100,60,-60,base,1.6766473906407444,False
c2,left,100,0.4,100,right,100,20,60,left,100,20,90,base,2.878055324043023,False
c4,base,60,0.4,40,right,80,60,40,base,40,0,90,left,1.717148688500972,False
c1,left,0,0.8,80,left,80,80,80,right,0,80,-90,base,1.9601073225166001,False
c4,base,0,0.2,80,left,0,100,100,base,60,20,30,right,2.437484498393856,False
c1,right,20,1.0,40,base_left_lane,100,0,100,left,40,80,-60,left,0.9429267140836307,False
c1,right,20,0.4,20,left,60,60,0,right,80,40,0,base,2.0566136774354553,False
c2,base,100,0.6,20,base_left_lane,80,100,40,left,20,40,60,right,2.809277715124503,False
c1,left,60,0.1,100,left,60,60,80,right,100,60,0,base,2.9157146154501348,False
c1,left,100,0.1,0,left,40,20,40,right,0,40,-30,base,3.7108699062978814,False
c2,left,20,0.4,80,right,20,100,0,base,60,40,-30,base,1.6553846713118177,False
c1,right,80,1.0,40,left,40,0,100,right,40,60,-30,base,3.34936363873161,False
c4,base,40,0.6,60,left,40,0,100,base,80,40,-60,right,1.957300933334218,False
c1,right,60,0.6,20,base,20,0,80,right,60,60,90,left,3.6585577910276075,False
c2,left,60,0.1,40,base_left_lane,80,80,40,left,40,100,60,right,3.575543296816924,False
c1,right,20,0.8,60,base_left_lane,60,40,20,left,100,0,-90,left,1.068859395101831,False
c4,base,80,0.6,0,right,80,20,60,base,100,100,-90,left,2.2715456502106837,False
c1,right,40,0.1,0,left,80,0,100,right,80,40,-90,base,3.739162256821085,False
c2,base,80,0.2,20,base_left_lane,20,60,80,left,0,80,90,right,2.2351816321020737,False
c4,base,40,1.0,80,left,20,0,0,base,20,0,-60,right,6.567014565100534,False
c2,base,20,0.4,100,base_left_lane,0,20,20,left,100,100,0,right,2.763744193905326,False
c1,left,0,1.0,0,left,40,40,0,right,60,20,-30,base,3.188235299214667,False
c4,base,80,0.8,60,right,80,20,60,base,40,80,90,left,1.7571116431509262,False
c4,base,20,0.4,40,left,0,60,60,right,0,20,-90,right,0.926005139509598,False
c1,right,80,0.2,20,base_left_lane,80,20,20,left,60,40,90,left,1.207209395101541,False
c4,base,100,0.1,80,left,100,20,60,right,20,60,0,right,0.9646118897355113,False
c2,left,100,0.1,20,right,60,60,80,base,80,80,90,base,1.5160589349972646,False
c4,right,100,0.2,100,right,100,0,0,base,40,80,90,left,3.7155105818687284,False
c1,right,0,1.0,20,left,40,80,0,right,20,0,0,base,3.130172616787186,False
c2,left,20,0.4,0,right,60,60,80,left,100,100,90,base,3.4127071059707297,False
c4,base,80,0.1,60,right,20,100,80,base,40,80,-30,left,2.143727463848584,False
c2,left,80,0.4,100,base_left_lane,60,0,0,left,40,40,-60,right,6.445858069532778,False
c4,base,20,0.8,60,left,0,20,20,base,0,60,30,right,3.1933903845930707,False
c1,left,60,0.1,0,left,60,80,100,right,60,0,30,base,3.5168675499791937,False
c4,base,40,1.0,0,right,40,80,40,base,0,0,-60,left,2.5825541245491994,False
c4,right,20,1.0,20,right,100,80,60,base,0,20,-90,left,4.184504742938983,False
c1,right,100,0.6,100,left,100,100,40,right,100,100,60,base,4.050157199840847,False
c4,right,40,0.4,100,right,100,40,80,base,80,100,-30,left,4.5769098117466775,False
c1,left,0,0.2,100,left,20,20,40,right,20,60,-90,base,3.2814747135658067,False
c2,base,0,0.2,40,base_left_lane,80,60,0,left,60,60,-90,right,3.6551101821523875,False
c2,base,0,0.8,100,base_left_lane,20,40,0,left,80,20,0,right,3.2033810799711477,False
c2,base,100,1.0,100,base_left_lane,40,100,80,left,80,20,-30,right,2.8368164815832193,False
c4,base,0,0.4,60,right,40,80,80,base,0,80,-30,left,2.441339708891372,False
c2,left,60,0.1,40,right,60,20,0,left,100,80,60,base,3.4734339279137516,False
c1,right,60,0.4,0,base,80,0,60,right,80,20,30,left,3.285427290788732,False
c1,left,60,0.6,80,left,100,100,40,right,100,0,90,base,2.4925272971568067,False
c4,right,0,1.0,20,right,80,60,20,base,40,40,30,left,5.1470669499839055,False
c4,base,80,0.8,40,left,20,100,60,right,60,20,-30,right,0.0,True
c4,base,60,0.6,40,left,60,60,20,base,0,0,0,right,2.7329088099989143,False
c1,right,60,0.8,80,left,40,40,40,right,20,60,60,base,3.385880770135284,False
c2,left,40,0.1,20,right,60,80,0,base,100,20,30,base,1.666952240882712,False
c2,left,20,0.1,40,right,60,100,20,base,20,100,60,base,1.854428729626214,False
c2,base,40,1.0,40,base_left_lane,100,40,20,left,40,40,60,right,3.5111394596254835,False
c4,base,40,0.1,40,right,60,40,100,base,0,20,60,left,2.2875771081947556,False
c2,left,0,0.2,60,right,0,100,20,base,20,60,-30,base,1.904266770804046,False
c4,base,80,0.8,0,left,20,80,80,base,60,100,-90,right,4.124274552269108,False
c1,right,40,0.4,20,left,100,80,100,right,100,60,-30,base,3.8077764376522882,False
c4,base,40,0.2,0,left,100,20,40,right,100,20,90,right,1.202339514100785,False
c4,base,20,0.4,20,left,40,40,20,base,0,100,90,right,2.3932441874203425,False
c1,right,0,0.4,100,base_left_lane,60,60,40,left,40,20,90,left,1.1000890078929657,False
c2,left,100,0.1,60,base_left_lane,20,100,20,left,0,80,-60,right,3.6944640425224717,False
c1,right,40,0.8,40,left,0,60,40,right,40,40,60,base,3.708211034324306,False
c4,base,80,1.0,40,right,20,20,20,base,20,60,-60,left,2.453665400079983,False
c1,left,80,0.2,100,left,40,80,60,right,20,40,60,base,1.7463219843433426,False
c4,base,20,0.6,60,right,80,40,80,base,100,0,0,left,2.740889222450839,False
c4,base,40,1.0,100,left,0,100,100,right,20,60,-30,right,0.9870695876859347,False
c1,right,0,0.1,40,base,80,20,0,right,40,0,90,left,4.2806104633283715,False
c2,base,20,0.2,20,base_left_lane,60,80,0,left,40,0,-90,right,3.358856991145852,False
c2,left,60,0.4,100,right,20,100,0,left,100,0,-60,base,3.0933096665337056,False
c2,left,100,1.0,20,right,40,20,80,left,80,100,90,base,4.304050326189904,False
c4,base,0,1.0,80,left,0,80,80,right,20,20,30,right,0.8593254426729102,False
c4,base,100,0.8,20,left,20,40,20,base,60,100,-60,right,1.8063993092089512,False
c4,right,80,0.8,60,right,20,100,60,base,80,80,-60,left,4.178209479978336,False
c1,left,20,0.6,80,left,40,80,100,right,20,40,-90,base,2.4098022591207817,False
c2,base,100,0.4,60,base_left_lane,60,80,60,left,0,20,60,right,3.527159823906802,False
c1,right,20,0.8,0,base_left_lane,0,0,40,left,80,60,-90,left,0.8943012289656788,False
c1,right,20,0.4,80,base,80,40,100,right,100,0,-90,left,3.293383930952178,False
c1,right,80,0.4,60,left,100,0,40,right,80,60,-90,base,4.314486758596182,False
c4,right,20,0.8,40,right,0,40,40,base,40,60,90,left,4.410677922435285,False
c2,left,100,0.1,0,right,40,60,60,left,0,80,-30,base,3.3826665034002827,False
c4,base,80,1.0,80,left,0,40,80,base,100,40,-30,right,2.516259494768493,False
c1,left,40,0.2,40,left,0,40,0,right,0,20,-30,base,2.590467319910658,False
c2,base,60,0.4,60,base_left_lane,80,80,20,left,0,100,-90,right,3.61189318063138,False
c4,base,0,0.2,40,left,80,60,60,right,0,100,0,right,0.0,True
c1,right,0,0.1,100,left,80,20,0,right,80,0,-90,base,2.4707121708919617,False
c2,left,0,0.8,100,right,100,100,0,base,80,60,60,base,1.7153775038386576,False
c4,base,80,0.2,20,left,20,100,80,right,80,20,-30,right,0.24718718094971312,False
c4,base,80,0.6,20,left,40,40,80,base,0,0,60,right,3.8163652502686363,False
c4,base,100,0.1,80,left,100,80,60,right,0,60,-30,right,0.0,True
c2,left,0,1.0,20,right,100,0,20,left,40,20,0,base,3.900980737007859,False
c4,base,40,0.6,60,left,60,20,40,base,20,40,60,right,2.196552977926124,False
c4,right,60,0.6,80,right,20,0,80,base,60,0,-60,left,5.662196672386217,False
c1,right,60,0.1,0,base_left_lane,80,40,0,left,100,80,90,left,1.1723341514223484,False
c4,base,0,0.4,40,right,40,100,40,base,20,80,0,left,2.6039307884803673,False
c4,base,100,0.6,100,left,80,40,100,base,80,20,-30,right,3.9468320386466162,False
c1,right,80,0.1,0,base_left_lane,40,20,0,left,20,40,-60,left,1.1609162212695265,False
c4,base,80,0.6,80,right,20,40,100,base,60,60,90,left,1.792120798992839,False
c1,right,0,1.0,80,left,0,100,100,right,60,40,60,base,1.9889888131631461,False
c2,left,40,0.8,100,base_left_lane,100,60,20,left,100,20,30,right,4.08863912210813,False
c1,left,20,1.0,100,left,100,80,20,right,80,0,90,base,2.815182440929409,False
c2,left,40,0.1,80,right,20,40,20,base,20,60,90,base,1.8806076553514481,False
c1,right,80,1.0,40,base_left_lane,100,100,80,left,0,80,-60,left,1.1187160961498634,False
c2,base,40,0.6,20,base_left_lane,0,80,60,left,40,100,0,right,3.035922322338291,False
c4,base,20,0.2,20,left,20,0,0,base,80,0,-90,right,2.5672679199444954,False
c2,base,0,0.1,80,base_left_lane,0,0,100,left,0,100,-30,right,3.8934389995370493,False
c1,right,60,0.8,0,base,20,60,100,right,60,0,90,left,3.363843722010649,False
c1,right,80,0.1,100,left,40,80,60,right,60,100,0,base,3.7668902448802646,False
c4,right,60,0.4,40,right,0,100,40,base,0,100,-90,left,4.510504044387267,False
c4,base,0,0.8,40,left,80,20,60,right,0,80,90,right,0.0,True
c2,left,100,0.4,100,right,40,0,40,left,0,100,30,base,4.335644244537326,False
c4,base,0,0.2,40,right,20,0,40,base,60,80,-30,left,3.615552425559891,False
c1,left,0,0.8,80,left,100,100,60,right,20,40,60,base,2.113821749702731,False
c2,base,60,0.4,60,base_left_lane,100,60,0,left,0,40,-30,right,3.518295277002831,False
c1,right,80,0.1,0,base,60,40,80,right,20,20,-60,left,3.423781246278395,False
c2,left,60,0.4,40,right,80,60,20,left,40,60,60,base,4.663147164403642,False
c1,right,20,1.0,60,left,60,20,20,right,40,100,90,base,3.6288457129749787,False
c2,left,20,0.2,60,right,60,100,40,left,60,80,-60,base,1344.7408788623936,False
c4,base,60,0.2,0,left,20,0,60,base,40,0,90,right,2.8105648231034905,False
c4,base,100,0.4,0,left,0,60,0,base,0,0,30,right,3.9448441627294084,False
c4,base,100,0.1,60,right,80,60,100,base,100,80,60,left,2.6142194453071794,False
c2,left,40,0.6,80,right,60,0,60,base,100,0,-60,base,1.5898026136152021,False
c1,right,60,0.8,20,base,20,20,80,right,60,100,-60,left,3.740279149307476,False
c2,base,80,0.4,0,base_left_lane,100,80,0,left,60,20,-90,right,3.5361181603458207,False
c4,right,80,0.6,20,right,60,80,80,base,0,40,-60,left,4.864755631644624,False
c1,left,0,0.1,20,left,100,40,80,right,40,60,60,base,1.8902671132073665,False
c1,left,40,0.8,80,left,40,20,60,right,20,40,60,base,2.327358680211934,False
c2,left,80,0.6,40,base_left_lane,40,60,20,left,40,0,-90,right,4.5902117184480105,False
c1,right,100,0.8,40,base_left_lane,0,20,40,left,20,40,-90,left,1.1031875633977917,False
c4,base,100,0.4,0,left,0,20,0,right,0,100,60,right,1.0105387513060309,False
c1,right,0,0.8,60,left,60,100,80,right,60,100,-90,base,2.9275480958695317,False
c2,left,60,1.0,80,base_left_lane,0,0,60,left,40,60,-30,right,1.994775964771208,False
c4,base,100,0.4,100,left,100,100,40,base,60,100,-30,right,9.974378687067517,False
c4,base,80,0.1,40,right,40,60,20,base,20,20,-60,left,2.6707788469308853,False
c1,right,100,0.4,60,base_left_lane,100,100,60,left,0,60,-60,left,1.0495861780357088,False
c1,right,0,0.4,0,left,80,40,20,right,100,60,60,base,0.0,True
c1,right,40,0.2,80,base,80,40,100,right,60,20,-60,left,3.079822354673696,False
c2,left,20,0.4,80,right,20,60,60,base,60,40,-30,base,1.6828857508289963,False
c2,base,60,0.8,40,base_left_lane,100,0,20,left,40,20,-60,right,3.545443740825526,False
c4,base,40,0.1,100,left,20,40,20,right,20,60,-30,right,1.0187947405058488,False
c4,base,20,0.8,60,left,80,40,60,base,0,0,30,right,3.9978033963503696,False
c4,base,60,0.1,20,right,100,60,100,base,100,20,60,left,1.7926110448036805,False
c2,left,40,0.8,80,right,20,0,60,left,0,80,0,base,2.886865259884883,False
c4,base,20,0.2,40,left,40,60,100,right,20,80,30,right,1.1026320407978283,False
c2,left,20,0.8,0,right,60,100,100,base,60,40,90,base,1.5914295495650876,False
c2,left,40,0.1,100,right,40,60,20,base,100,60,-90,base,1.809779175894014,False
c1,right,60,1.0,100,base_left_lane,20,40,60,left,0,20,90,left,0.6538218145063153,False
c2,base,100,1.0,40,base_left_lane,40,40,0,left,40,100,-90,right,3.4000222665671145,False
c2,left,20,0.6,0,right,100,20,20,left,100,60,60,base,3.6776420212074883,False
c4,right,40,1.0,80,right,80,60,100,base,80,20,-30,left,3.954270377777674,False
c1,left,0,0.6,100,left,80,80,20,right,20,0,60,base,3.256477453771011,False
c4,right,60,0.2,40,right,40,80,80,base,60,40,0,left,4.004984319881243,False
c4,base,40,0.4,100,left,60,80,60,base,80,0,-90,right,3.374952713384797,False
c4,base,0,0.2,60,left,0,20,40,right,80,80,-90,right,1.1512358813809198,False
c1,right,80,0.2,80,base,60,40,0,right,0,20,60,left,3.121756756077704,False
c1,right,60,0.6,80,left,40,100,100,right,100,100,30,base,1.5284303252326126,False
c2,left,0,0.6,60,right,100,60,0,left,0,80,0,base,4.63980343449743,False
c1,right,40,0.1,40,base_left_lane,60,20,40,left,20,60,90,left,0.9921848924783276,False
c2,left,80,0.4,20,right,60,20,40,base,80,100,0,base,1.523008844074251,False
c1,right,60,0.2,60,base,80,100,0,right,20,40,-30,left,3.083245049293715,False
c4,base,20,1.0,60,right,0,40,80,base,60,40,0,left,2.611520544122777,False
c1,right,20,1.0,0,base_left_lane,60,80,80,left,0,20,-60,left,1.1100901900131352,False
c4,base,40,0.8,60,left,80,20,20,right,40,20,90,right,0.9636956747993503,False
c1,right,80,0.6,40,base,100,0,80,right,100,100,30,left,3.6280378981687567,False
c4,base,100,0.6,40,left,40,100,40,base,80,80,-30,right,2.869807387200114,False
c4,base,0,0.8,20,right,100,20,100,base,40,100,0,left,2.156236729564587,False
c1,right,40,0.1,80,left,0,20,40,right,100,100,30,base,2.8889870543193754,False
c1,right,0,0.4,100,base,20,20,80,right,100,60,0,left,7.066814920310183,False
c2,left,40,0.8,20,base_left_lane,100,20,20,left,40,20,-90,right,4.690709673294903,False
c4,base,60,0.6,100,left,0,0,60,right,100,40,-90,right,0.7080462079076117,False
c1,right,100,0.4,60,base,20,100,20,right,60,40,-60,left,3.7316817357472103,False
c4,base,100,1.0,20,left,20,100,100,base,80,0,60,right,12.094675916581181,False
c2,base,100,0.2,100,base_left_lane,60,80,60,left,0,20,90,right,3.5215093279506156,False
c1,right,60,1.0,60,base_left_lane,80,80,100,left,60,40,0,left,1.0858560972186277,False
c4,base,0,0.4,80,left,60,80,80,base,60,20,90,right,2.599400936705554,False
c1,right,80,0.2,20,base_left_lane,60,80,0,left,60,80,-60,left,0.969177240962464,False
c1,left,80,0.8,0,left,80,100,100,right,60,80,-60,base,3.2027968313023254,False
c2,left,100,0.6,100,right,40,0,20,left,0,0,60,base,1.5840161944551088,False
c2,base,60,0.8,0,base_left_lane,100,20,0,left,100,20,90,right,3.558326274532746,False
c4,base,80,0.1,0,right,60,20,0,base,100,100,-60,left,2.3168830353494068,False
c4,base,0,0.8,100,left,80,0,0,right,20,100,-60,right,0.8990430862725477,False
c1,left,40,0.6,20,left,40,20,0,right,0,20,0,base,3.2814941284310315,False
c1,right,60,0.4,0,base_left_lane,60,40,0,left,80,60,60,left,0.9836662435593422,False
c2,left,60,1.0,40,right,80,60,40,base,20,80,30,base,1.6423760662859144,False
c2,left,80,1.0,60,right,40,100,80,base,20,100,-30,base,1.8515327001296429,False
c1,right,60,1.0,0,base,80,40,60,right,40,60,0,left,3.3480475913424357,False
c4,base,0,0.4,60,left,100,60,40,base,40,0,-30,right,8.905872617590493,False
c1,right,0,1.0,100,left,80,40,80,right,60,80,30,base,3.4966585038775144,False
c2,left,60,0.1,0,right,100,80,80,left,20,0,-90,base,3.2709321357652485,False
c1,right,40,0.8,80,left,60,0,60,right,0,40,60,base,3.2365066014042907,False
c1,left,100,1.0,0,left,0,60,0,right,80,60,-60,base,2.953398239795874,False
c4,base,0,0.4,40,left,20,0,60,right,100,60,-60,right,0.0,True
c2,left,40,0.8,40,right,40,60,20,left,0,40,0,base,3.2036929915533503,False
c4,base,40,0.4,100,right,80,100,40,base,20,80,-30,left,2.4514236281818578,False
c4,right,100,0.4,60,right,60,80,20,base,100,60,30,left,4.46263730914746,False
c2,base,100,0.8,20,base_left_lane,80,100,0,left,60,20,30,right,3.3795459647559185,False
c2,base,0,0.8,0,base_left_lane,60,80,100,left,60,20,90,right,2.6068393426962926,False
c4,right,60,0.6,0,right,20,0,60,base,40,0,60,left,4.190043903865129,False
c2,left,100,1.0,20,base_left_lane,40,40,20,left,80,0,30,right,3.6075559852341383,False
c2,base,40,0.4,80,base_left_lane,80,60,60,left,80,100,-90,right,2.911970049752663,False
c4,base,0,0.4,100,right,100,80,20,base,60,40,-30,left,2.4528528835428447,False
c1,right,40,0.6,60,base_left_lane,20,40,60,left,80,80,-90,left,0.926681708244569,False
c4,base,20,0.8,0,left,20,40,40,base,0,0,-30,right,3.253996001750613,False
c2,left,100,0.2,0,base_left_lane,80,20,100,left,40,100,30,right,5.733392248590043,False
c4,right,80,0.6,60,right,60,40,60,base,20,60,-30,left,4.879455172283238,False
c2,left,80,0.8,20,right,60,100,20,left,0,100,90,base,3.013262148803856,False
c1,left,100,0.1,20,left,40,20,20,right,0,20,90,base,1.9169955822847924,False
c2,left,0,0.8,0,right,80,0,0,left,60,20,-60,base,2.7747627242236095,False
c4,base,60,0.2,80,right,20,0,40,base,80,20,-90,left,2.1802725107620615,False
c1,right,80,0.2,40,left,60,100,60,right,60,100,0,base,3.7948306557637212,False
c4,right,80,1.0,80,right,100,0,100,base,20,40,-60,left,4.23600348284957,False
c2,left,60,1.0,0,right,60,20,80,base,80,80,60,base,1.7316682613353926,False
c1,right,0,0.4,60,base,40,60,100,right,0,20,0,left,2.9887962981407483,False
c4,base,40,0.6,80,left,0,0,40,right,100,100,60,right,0.9845742019147244,False
c1,right,20,1.0,60,left,100,80,60,right,100,40,-60,base,0.0,True
c4,right,20,0.2,100,right,80,100,0,base,40,0,30,left,7.241123289244328,False
c1,right,60,0.6,0,left,40,100,40,right,60,60,30,base,1.5547688906934665,False
c4,base,80,0.4,100,left,80,0,20,base,60,20,60,right,2926.201605874252,False
c2,base,100,1.0,100,base_left_lane,80,20,0,left,100,0,60,right,3.6507138737367417,False
c2,left,60,0.6,20,right,60,80,60,base,80,60,30,base,2.1162804705700795,False
c4,base,100,0.4,20,right,20,40,60,base,40,80,-60,left,2.104156864176549,False
c2,base,20,0.6,0,base_left_lane,40,40,0,left,40,60,30,right,3.6425057939162175,False
c2,left,0,1.0,40,right,40,80,20,base,60,100,-30,base,1.8730316149999937,False
c2,left,60,0.1,40,right,60,60,100,base,0,100,90,base,1.5598405676939893,False
c4,base,40,0.8,80,left,100,0,100,right,20,80,90,right,0.0,True
c2,base,40,0.4,40,base_left_lane,80,80,40,left,40,20,0,right,2.814071040400878,False
c1,right,40,0.1,20,base,0,100,20,right,40,40,60,left,3.649265608090769,False
c1,right,40,0.8,80,base_left_lane,100,60,20,left,20,0,-30,left,1.4464950306759026,False
c1,left,20,0.2,60,left,20,80,0,right,100,0,0,base,2.84131700566275,False
c4,base,80,0.4,40,left,0,100,60,right,100,100,60,right,0.0,True
c2,left,0,0.4,60,right,0,60,20,base,20,100,0,base,1.9768980663120703,False
c4,base,100,0.8,60,left,40,20,80,base,80,80,60,right,2.7200481225096462,False
c4,base,80,0.8,40,left,100,100,100,right,100,60,30,right,0.0,True
c4,right,100,0.6,100,right,40,80,60,base,80,20,-30,left,3.8960138906999484,False
c4,base,0,0.4,80,right,60,80,60,base,20,20,-30,left,2.965676173329547,False
c2,left,20,0.8,100,base_left_lane,60,100,100,left,60,40,-30,right,3.4754768347436418,False
c1,right,40,0.2,40,left,20,100,100,right,20,0,-60,base,1.6943725372054335,False
c4,base,80,0.6,100,left,0,100,0,right,40,80,-60,right,0.9412570070709845,False
c1,right,100,0.2,0,base_left_lane,80,40,80,left,80,60,0,left,0.8551599384567267,False
c4,base,0,0.4,60,right,40,60,0,base,100,40,-90,left,2.329834523946477,False
c2,left,0,0.4,60,right,100,80,40,left,0,20,-90,base,0.0,True
c2,left,80,0.4,60,right,40,20,0,left,80,100,90,base,3.3042402090759544,False
c4,base,20,0.1,40,left,60,20,20,base,80,60,90,right,4.3401241612642805,False
c1,right,80,0.1,40,left,20,100,100,right,60,0,60,base,4.225463931338033,False
c2,left,40,1.0,80,right,80,60,100,base,0,100,30,base,1.9303110522122582,False
c4,base,60,0.1,40,right,60,20,40,base,100,20,-30,left,3.013685266457758,False
c1,right,60,1.0,100,base,0,60,60,right,20,80,-60,left,4.655550629496203,False
c4,base,80,0.2,0,left,80,60,40,base,60,100,90,right,3.40767468632757,False
c2,left,60,0.8,0,right,20,0,60,base,80,40,60,base,1.631513033630678,False
c1,right,100,1.0,100,base,20,60,40,right,40,0,60,left,3.3634065024144695,False
c2,left,100,0.1,80,right,0,80,60,left,0,80,-30,base,3.0188996959909806,False
c4,base,20,1.0,60,left,80,60,0,right,100,80,60,right,0.932556035653752,False
c4,base,100,0.8,80,left,80,80,20,right,40,60,60,right,0.99144697520989,False
c4,base,80,0.6,60,left,40,100,20,base,100,100,-60,right,2.9760138977393953,False
c2,left,60,0.8,60,right,60,80,60,left,0,40,-30,base,2.8186782891464386,False
c2,base,20,0.2,100,base_left_lane,40,20,80,left,40,40,60,right,3.6227068410280046,False
c1,right,20,0.4,20,left,0,40,40,right,40,80,30,base,1.8681232522427362,False
c2,left,40,1.0,60,right,100,20,60,base,0,80,90,base,1.7164875666859547,False
c2,base,40,0.1,40,base_left_lane,0,0,40,left,20,60,-30,right,3.56117842706199,False
c4,right,60,0.4,0,right,100,0,60,base,20,40,0,left,4.608666163414561,False
c4,base,40,0.2,60,left,40,100,100,base,80,60,-30,right,2.077609131913686,False
c2,left,40,0.1,20,right,60,0,60,left,60,100,30,base,2.5255586865130395,False
c2,left,0,1.0,40,right,0,60,0,base,60,0,0,base,1.7482808397375973,False
c1,right,20,0.1,80,base,40,100,60,right,80,100,90,left,3.521744755550442,False
c4,base,80,0.4,60,left,40,0,60,right,80,0,90,right,0.9358376066350829,False
c2,left,40,0.6,60,base_left_lane,20,20,0,left,100,100,90,right,3.1531163460980727,False
c2,left,40,1.0,40,right,80,60,40,left,80,40,-60,base,2.7184654481376884,False
c4,base,20,0.8,40,right,60,40,80,base,20,100,0,left,2.8763949396674997,False
c1,right,0,0.6,60,base,40,80,80,right,40,60,-90,left,3.226443219082401,False
c1,right,60,0.4,20,base_left_lane,100,100,0,left,100,40,60,left,1.1766845629151623,False
