Instances,feature_TimeOfDay,feature_Cloudiness,feature_WindIntensity,feature_Precipitation,feature_PrecipitationDeposits,feature_Wetness,feature_RoadFriction,feature_FogDensity,feature_FogDistance,Visibility,RoadSurface,VehicleStability,PathInteraction,probability,feature_StartEgo,feature_GoalEgo,feature_StartOther,feature_GoalOther,collision,min_ttc,algo_safety
scenario101,-60,60,100,0,20,0,0.8,80,20,0,100,60,c2,1e-05,right,left,base,left,1,0.757375676706325,1
scenario102,0,60,60,0,0,0,0.8,40,60,0,100,60,c4,1e-05,left,right,right,base,0,1.6303177298861624,0
scenario103,90,40,20,60,0,100,0.1,0,100,0,100,80,c1,1e-05,left,right,base,right,0,1862.5885921119025,0
scenario104,0,20,40,80,0,0,0.8,40,60,0,100,80,c2,1e-05,right,base,base,left,1,9999.0,1
scenario105,30,60,100,40,80,40,0.6,40,60,0,100,80,c4,1e-05,right,base,left,right,0,2.679420361288089,0
scenario106,90,60,80,100,0,80,0.8,20,80,0,100,100,c1,1e-05,left,right,base,left,0,3.4346146475629515,0
scenario107,60,40,20,80,100,0,0.6,100,0,0,100,100,c2,1e-05,base,left,right,left,0,4.523097527233423,0
scenario108,60,60,100,0,0,80,0.1,0,100,0,100,100,c4,1e-05,left,base,right,base,0,9999.0,0
scenario109,-30,60,20,60,40,40,0.8,0,100,20,0,0,c1,1e-05,base,left,left,right,0,1.1311368455733244,0
scenario110,-30,20,20,60,0,80,0.4,40,60,20,0,0,c2,1e-05,base,left,right,base,0,4.175593202826638,0
scenario111,-30,0,60,0,0,100,0.6,0,100,20,0,0,c4,1e-05,right,base,left,base,0,2.933325878971423,0
scenario112,60,20,60,40,40,40,0.8,0,100,20,0,20,c1,1e-05,base,right,left,right,0,2.917604194053186,0
scenario113,-90,80,40,60,100,40,0.6,40,60,20,0,20,c2,1e-05,right,left,base,left,0,0.7477846227423683,0
scenario114,30,40,40,100,100,60,0.6,0,100,20,0,20,c4,1e-05,left,right,right,base,0,9999.0,0
scenario115,30,20,100,0,20,40,0.8,40,60,20,0,40,c1,1e-05,left,right,base,right,0,1.8004369741853814,0
scenario116,-90,40,20,0,40,0,0.8,0,100,20,0,40,c2,1e-05,right,base,base,left,0,2.194366182041694,0
scenario117,60,60,100,60,0,0,0.8,0,100,20,0,40,c4,1e-05,right,base,left,right,0,1.5549334221087627,0
scenario118,-60,80,20,0,0,80,0.4,80,20,20,0,60,c1,1e-05,left,right,base,left,0,3.5117741124434856,0
scenario119,-90,40,40,40,100,40,0.6,100,100,20,0,60,c2,1e-05,base,left,right,left,0,4.625201185527765,0
scenario120,-30,40,100,40,0,0,0.8,20,0,20,0,60,c4,1e-05,left,base,right,base,0,1.934827678819109,0
scenario121,90,20,20,20,0,80,0.8,40,60,20,0,80,c1,1e-05,base,left,left,right,0,2.7821293643031524,0
scenario122,30,20,20,0,0,60,0.8,0,100,20,0,80,c2,1e-05,base,left,right,base,0,4.556905780492743,0
scenario123,-30,80,20,0,20,40,0.8,40,60,20,0,80,c4,1e-05,right,base,left,base,0,2.3090872205218758,0
scenario124,0,20,20,40,20,60,0.8,100,0,20,0,100,c1,1e-05,base,right,left,right,0,2.8252279156253866,0
scenario125,-90,60,40,0,0,100,0.6,40,60,20,0,100,c2,1e-05,right,left,base,left,1,2.025740311425096,1
scenario126,-90,20,60,0,100,0,0.6,0,100,20,0,100,c4,1e-05,left,right,right,base,0,9999.0,0
scenario127,-30,20,60,60,100,40,0.6,0,100,20,20,0,c1,1e-05,left,right,base,right,0,1527.895282000248,0
scenario128,30,20,20,100,0,80,0.4,20,80,20,20,0,c2,1e-05,right,base,base,left,0,1.0498699448383568,0
scenario129,90,60,20,20,40,40,0.8,0,100,20,20,0,c4,1e-05,right,base,left,right,0,1.5330160551700072,0
