Instances,PathInteraction,feature_GoalEgo,feature_WindIntensity,feature_RoadFriction,feature_FogDistance,feature_StartOther,feature_PrecipitationDeposits,feature_Cloudiness,feature_FogDensity,feature_GoalOther,feature_Precipitation,feature_Wetness,feature_TimeOfDay,feature_StartEgo,collision,min_ttc,algo_safety
scenario1,c4,base,40,0.6,60,right,0,20,60,base,80,60,-90,left,0,1.837307436604416,0
scenario2,c4,base,60,1.0,100,right,60,60,0,base,0,60,30,left,0,9999.0,0
scenario3,c1,left,0,0.2,0,left,0,40,80,right,0,60,60,base,1,9999.0,1
scenario4,c1,right,20,0.4,100,base,80,60,20,right,60,20,-30,left,0,9999.0,0
scenario5,c2,left,0,0.6,100,base_left_lane,40,100,40,left,100,100,60,right,0,1.8709372320975228,0
scenario6,c4,right,60,0.6,60,right,80,40,80,base,40,80,90,left,0,3.71041611578607,0
scenario7,c2,left,80,0.6,100,base_left_lane,40,100,100,left,20,40,60,right,0,3.427468423375802,0
scenario8,c2,base,40,0.4,0,base_left_lane,60,20,100,left,80,60,0,right,0,2.405067093990012,0
scenario9,c4,base,0,0.6,80,left,20,20,20,base,80,80,90,right,0,3.068652695815293,0
scenario10,c2,left,80,0.2,60,base_left_lane,80,40,0,left,100,100,60,right,0,3.3508616767141928,0
scenario11,c1,right,40,0.6,20,left,60,60,80,right,0,80,30,base,0,1.7057736787258853,0
scenario12,c4,base,80,0.1,40,right,80,40,80,base,0,60,30,left,0,2.9706267133470514,0
scenario13,c4,base,0,0.1,40,right,20,80,80,base,80,0,90,left,0,3.261869083956092,0
scenario14,c4,base,20,0.4,80,right,40,60,0,base,0,20,-30,left,0,9999.0,0
scenario15,c4,base,20,0.6,100,left,80,20,40,base,40,100,60,right,0,2.578306504724375,0
scenario16,c2,left,60,0.4,20,base_left_lane,40,0,60,left,0,40,-30,right,0,2.8507948727108694,0
scenario17,c1,right,20,0.2,20,left,0,80,60,right,60,0,-90,base,0,2.175212702553184,0
scenario18,c1,right,100,0.1,20,left,100,80,60,right,20,80,30,base,0,1.9062509219107404,0
scenario19,c4,base,0,0.4,20,right,60,100,40,base,100,20,60,left,0,1.968787331818297,0
scenario20,c4,base,20,0.8,40,right,100,40,80,base,40,20,0,left,0,2.2063531459964,0
scenario21,c4,base,100,0.4,0,right,20,80,80,base,60,60,30,left,0,2.4989573319564875,0
scenario22,c2,base,80,0.4,0,base_left_lane,60,80,60,left,100,100,-60,right,0,1.873117893723481,0
scenario23,c1,right,40,0.2,20,left,60,40,20,right,80,40,-90,base,0,1.9490740850853587,0
scenario24,c1,left,0,0.8,80,left,100,20,60,right,40,40,90,base,0,1.7557133500135305,0
scenario25,c4,base,20,0.4,80,left,0,100,20,base,0,20,-60,right,0,1.107776345509227,0
scenario26,c2,left,40,0.4,100,base_left_lane,0,0,20,left,0,100,90,right,0,2.9564569050812017,0
scenario27,c1,right,100,0.8,100,left,80,80,60,right,0,60,-60,base,0,2.097831550946056,0
scenario28,c4,base,0,0.8,40,right,0,80,60,base,40,60,-30,left,1,2.9077274565248614,1
scenario29,c2,left,20,0.4,20,base_left_lane,0,20,20,left,20,80,-30,right,0,2.9933975355118903,0
scenario30,c4,right,80,0.6,80,right,100,60,40,base,60,40,90,left,1,9999.0,1
scenario31,c1,right,60,1.0,80,left,20,100,60,right,80,80,-30,base,0,3.304459531476112,0
scenario32,c2,left,80,0.4,60,base_left_lane,100,40,60,left,80,100,60,right,0,3.196983727276832,0
scenario33,c4,base,40,0.8,80,left,60,80,100,right,40,80,-30,right,0,1.4459440513451147,0
scenario34,c2,left,100,0.2,40,base_left_lane,40,60,0,left,80,100,30,right,0,2.910251928242256,0
scenario35,c1,right,0,0.8,20,base,100,0,80,right,80,100,-30,left,0,1.4520547005424973,0
scenario36,c4,base,0,1.0,40,right,100,0,40,base,60,20,-90,left,0,3.117678749189127,0
scenario37,c2,left,0,0.2,40,base_left_lane,0,0,0,left,0,40,60,right,0,3.5234058353981115,0
scenario38,c2,left,60,0.1,20,right,0,80,0,base,100,20,30,base,0,4.632437275697509,0
scenario39,c2,left,60,0.6,100,base_left_lane,40,60,80,left,0,0,30,right,0,3.909454552998459,0
scenario40,c4,base,100,0.2,0,left,0,60,40,base,20,0,60,right,0,2.8261914357708227,0
scenario41,c4,base,40,0.8,100,right,40,20,60,base,40,0,30,left,0,2.2285385242188123,0
scenario42,c2,left,20,0.8,60,base_left_lane,20,40,0,left,0,100,-60,right,0,2.646030495342529,0
scenario43,c4,base,60,0.8,0,left,100,20,40,base,20,80,-90,right,0,2.2493327629620743,0
scenario44,c2,left,20,0.8,60,base_left_lane,0,40,60,left,80,20,-90,right,0,3.5010133229521028,0
scenario45,c4,base,0,0.8,0,left,0,20,20,base,0,20,-60,right,0,3.522523116027078,0
scenario46,c4,base,20,0.8,100,right,60,80,20,base,100,60,60,left,0,9999.0,0
scenario47,c4,right,20,0.8,60,right,80,60,100,base,80,40,-90,left,1,9999.0,1
scenario48,c4,base,0,0.4,60,right,40,100,100,base,40,0,90,left,0,2.513725501444505,0
scenario49,c1,right,100,0.1,20,base_left_lane,60,60,60,left,0,80,0,left,0,0.85498207408361,0
scenario50,c1,right,20,0.4,20,left,0,40,60,right,100,0,90,base,0,2.651384651931445,0
scenario51,c2,base,0,0.4,0,base_left_lane,60,20,0,left,40,0,-30,right,0,3.041293522936365,0
scenario52,c1,right,80,0.6,0,left,0,100,60,right,0,100,60,base,0,3.067680710458684,0
scenario53,c1,right,40,0.6,60,left,40,60,80,right,20,100,0,base,0,3.506422581678657,0
scenario54,c2,left,60,1.0,80,base_left_lane,20,60,40,left,20,60,30,right,0,3.4985075990938186,0
scenario55,c4,base,0,0.6,20,right,80,80,40,base,100,80,-90,left,0,2.8782961002284217,0
scenario56,c1,right,20,1.0,20,left,0,100,60,right,100,100,-30,base,0,2.5081809429698314,0
scenario57,c1,right,0,0.8,60,base,40,20,80,right,80,0,-60,left,0,2.0580399404884444,0
scenario58,c2,left,60,0.6,80,right,20,60,40,left,100,100,90,base,0,4.747237760782923,0
scenario59,c4,base,60,0.6,40,left,0,60,60,base,80,100,-30,right,0,2.523444791093569,0
scenario60,c1,right,0,0.2,20,left,100,100,100,right,100,80,90,base,0,3.7125929582678334,0
scenario61,c2,left,20,0.1,60,base_left_lane,80,20,80,left,80,100,-30,right,0,2.872161370581661,0
scenario62,c1,left,20,0.6,60,left,80,60,100,right,40,80,-60,base,0,2.0637947196039352,0
scenario63,c1,right,60,0.8,100,base_left_lane,80,100,0,left,20,0,60,left,0,4581.962343201963,0
scenario64,c1,right,60,0.6,60,base,100,60,60,right,80,100,60,left,0,1.7446479500147083,0
scenario65,c1,right,40,0.8,100,left,20,20,60,right,60,40,60,base,0,2.493799046421879,0
scenario66,c2,left,80,0.8,100,base_left_lane,60,80,40,left,80,0,-60,right,0,1.734431977153589,0
scenario67,c4,base,80,1.0,100,left,80,100,0,right,40,100,30,right,0,1.753051320306214,0
scenario68,c1,right,60,0.1,0,left,100,0,40,right,60,60,-90,base,0,2.019503346663381,0
scenario69,c2,base,80,0.4,60,base_left_lane,0,60,0,left,0,100,30,right,0,1.2219836776545314,0
scenario70,c1,right,0,0.6,80,left,0,0,80,right,40,0,-90,base,0,2.523226177832944,0
scenario71,c2,base,40,0.6,20,base_left_lane,0,20,40,left,100,60,-30,right,0,1.5673900919510693,0
scenario72,c1,right,60,0.6,100,left,40,80,100,right,80,20,60,base,0,3.518634962652416,0
scenario73,c2,left,60,0.8,0,base_left_lane,0,80,40,left,40,60,30,right,0,3.033753858964406,0
scenario74,c1,right,40,1.0,100,left,100,0,40,right,100,40,0,base,0,2.735647199971449,0
scenario75,c2,base,100,0.4,40,base_left_lane,0,0,40,left,80,100,-90,right,0,1.865848246873436,0
scenario76,c4,base,40,0.1,40,right,40,40,80,base,20,40,90,left,0,2.7336739346351355,0
scenario77,c1,left,100,1.0,20,left,20,40,40,right,80,40,90,base,0,2.691563920964253,0
scenario78,c2,left,100,0.4,60,base_left_lane,40,80,20,left,40,20,90,right,0,3.230186427962789,0
scenario79,c2,left,20,0.4,0,base_left_lane,40,80,0,left,60,80,90,right,0,3.119307906636008,0
scenario80,c1,right,0,0.6,40,left,100,40,80,right,40,80,90,base,0,2.966104791787937,0
scenario81,c4,base,60,0.6,80,right,100,60,60,base,40,60,-30,left,0,2.308829979382093,0
scenario82,c1,right,80,1.0,100,left,80,0,80,right,60,20,0,base,0,2.2494022975168675,0
scenario83,c4,base,0,0.1,40,right,20,80,80,base,40,0,90,left,0,2.254963647729987,0
scenario84,c4,base,0,0.4,0,right,0,60,100,base,80,20,0,left,0,2.233962906820531,0
scenario85,c2,left,0,0.8,40,right,60,80,0,left,80,20,30,base,0,4.055869356935583,0
scenario86,c2,base,0,0.6,40,base_left_lane,80,20,20,left,0,20,-60,right,0,1.7546682902678954,0
scenario87,c4,base,80,0.4,60,right,40,40,80,base,20,0,30,left,0,2.507807087906815,0
scenario88,c4,base,0,0.8,0,left,0,20,60,right,0,100,-90,right,0,1.4279406097182905,0
