Instances,feature_TimeOfDay,feature_Cloudiness,feature_WindIntensity,feature_Precipitation,feature_PrecipitationDeposits,feature_Wetness,feature_RoadFriction,feature_FogDensity,feature_FogDistance,Visibility,RoadSurface,VehicleStability,PathInteraction,probability,feature_StartEgo,feature_GoalEgo,feature_StartOther,feature_GoalOther,collision,min_ttc,algo_safety
scenario185,-90,20,80,0,0,0,0.8,0,100,20,80,20,c2,0.01543,base,left,right,left,0,4.6118545627188405,0
scenario186,-90,20,80,0,0,0,0.8,0,100,20,80,20,c4,0.01503,left,right,right,base,0,9999.0,0
scenario187,-90,20,40,0,0,0,0.8,0,100,20,80,40,c1,0.01518,left,right,base,left,0,9999.0,0
scenario188,-90,20,40,0,0,0,0.8,0,100,20,80,40,c2,0.01521,base,left,right,base,0,4.0854398641813,0
scenario189,-90,20,80,0,0,0,0.8,0,100,20,80,40,c4,0.01519,left,base,right,base,0,9999.0,0
scenario190,-90,20,40,0,0,0,0.8,0,100,20,80,60,c1,0.01504,base,left,left,right,0,2.668923014345982,0
scenario191,-90,20,40,0,0,0,0.8,0,100,20,80,60,c2,0.01569,right,base,base,left,0,2.756065868504533,0
scenario192,-90,20,60,0,0,0,0.8,0,100,20,80,60,c4,0.01543,right,base,left,right,0,1.8835981699757007,0
scenario193,-90,20,40,0,0,0,0.8,0,100,20,80,80,c1,0.01576,base,right,left,right,0,2.7274059196682146,0
scenario194,-90,20,60,0,0,0,0.8,0,100,20,80,80,c2,0.01611,right,left,base,left,1,1.4114704087169403,1
scenario195,-90,20,40,0,0,0,0.8,0,100,20,80,80,c4,0.01554,right,base,left,base,0,3.950412545268668,0
scenario196,-90,20,60,0,0,0,0.8,0,100,20,80,100,c1,0.01547,left,right,base,right,0,9999.0,0
scenario197,-90,20,40,0,0,0,0.8,0,100,20,80,100,c2,0.0163,base,left,right,left,0,4.5734120614169065,0
scenario198,-90,20,80,0,0,0,0.8,0,100,20,80,100,c4,0.01504,left,right,right,base,0,9999.0,0
scenario199,-90,20,80,0,0,0,0.8,0,100,20,100,0,c1,0.01558,left,right,base,left,0,1594.486935906173,0
scenario200,-90,20,40,0,0,0,0.8,0,100,20,100,0,c2,0.01519,base,left,right,base,0,2.937330505463016,0
scenario201,-90,20,40,0,0,0,0.8,0,100,20,100,0,c4,0.01563,left,base,right,base,0,9999.0,0
scenario202,-90,20,40,0,0,0,0.8,0,100,20,100,20,c1,0.0155,base,left,left,right,0,2.178576930642293,0
scenario203,-90,20,60,0,0,0,0.8,0,100,20,100,20,c2,0.01568,right,base,base,left,1,9999.0,1
scenario204,-90,20,40,0,0,0,0.8,0,100,20,100,20,c4,0.01541,right,base,left,right,0,1.490004961163738,0
scenario205,-90,20,40,0,0,0,0.8,0,100,20,100,40,c1,0.01664,base,right,left,right,0,2.8010483371958936,0
scenario206,-90,20,40,0,0,0,0.8,0,100,20,100,40,c2,0.01546,right,left,base,left,0,0.7264639399556114,0
scenario207,-90,20,80,0,0,0,0.8,0,100,20,100,40,c4,0.01541,right,base,left,base,0,1.0817574095196325,0
scenario208,-90,20,80,0,0,0,0.8,0,100,20,100,60,c1,0.01539,left,right,base,right,0,9999.0,0
scenario209,-90,20,40,0,0,0,0.8,0,100,20,100,60,c2,0.01587,base,left,right,left,0,3.9849761727797817,0
scenario210,-90,20,40,0,0,0,0.8,0,100,20,100,60,c4,0.01623,left,right,right,base,0,9999.0,0
scenario211,-90,20,40,0,0,0,0.8,0,100,20,100,80,c1,0.01487,left,right,base,left,0,2420.043679020021,0
scenario212,-90,20,40,0,0,0,0.8,0,100,20,100,80,c2,0.01516,base,left,right,base,0,3.44882239612882,0
scenario213,-90,20,40,0,0,0,0.8,0,100,20,100,80,c4,0.01548,left,base,right,base,0,9999.0,0
scenario214,-90,20,40,0,0,0,0.8,0,100,20,100,100,c1,0.01554,base,left,left,right,0,3.076768922466913,0
scenario215,-90,20,80,0,0,0,0.8,0,100,20,100,100,c2,0.01609,right,base,base,left,1,9999.0,1
scenario216,-90,20,60,0,0,0,0.8,0,100,20,100,100,c4,0.01586,right,base,left,right,0,1.1451158214855306,0
scenario217,-90,20,80,0,0,0,0.8,0,100,40,0,0,c1,0.01534,base,right,left,right,0,2.975635008403023,0
scenario218,-90,20,80,0,0,0,0.8,0,100,40,0,0,c2,0.01571,right,left,base,left,0,0.7196779629416122,0
scenario219,-90,20,40,0,0,0,0.8,0,100,40,0,0,c4,0.01627,right,base,left,base,0,1.0328673367046588,0
scenario220,-90,20,80,0,0,0,0.8,0,100,40,0,20,c1,0.01556,left,right,base,right,0,2024.392652385512,0
scenario221,-90,20,80,0,0,0,0.8,0,100,40,0,20,c2,0.0152,base,left,right,left,0,3.677074078588496,0
scenario222,-90,20,60,0,0,0,0.8,0,100,40,0,20,c4,0.01554,left,right,right,base,0,9999.0,0
scenario223,-90,20,40,0,0,0,0.8,0,100,40,0,40,c1,0.01579,left,right,base,left,0,4224.452483781777,0
scenario224,-90,20,40,0,0,0,0.8,0,100,40,0,40,c2,0.01536,base,left,right,base,0,3.990472551819797,0
