Instances,feature_TimeOfDay,feature_Cloudiness,feature_WindIntensity,feature_Precipitation,feature_PrecipitationDeposits,feature_Wetness,feature_RoadFriction,feature_FogDensity,feature_FogDistance,Visibility,RoadSurface,VehicleStability,PathInteraction,probability,feature_StartEgo,feature_GoalEgo,feature_StartOther,feature_GoalOther,collision,min_ttc,algo_safety
scenario1,-90,20,40,0,0,0,0.8,0,100,0,0,0,c1,0.01539,base,right,left,right,0,2.6562383594679853,0
scenario2,90,60,100,0,0,0,0.8,0,100,0,0,0,c2,0.00234,right,left,base,left,0,0.8944252059335668,0
scenario3,30,20,20,0,0,0,0.8,0,100,0,0,0,c4,0.00616,right,base,left,base,0,3.376021627236024,0
scenario4,0,60,100,0,0,0,0.8,0,100,0,0,20,c1,0.00192,left,right,base,right,0,7579.954557512446,0
scenario5,-90,20,100,0,20,40,0.8,0,100,0,0,20,c2,0.002,base,left,right,left,0,4.046745905974374,0
scenario6,90,60,20,0,0,0,0.8,0,100,0,0,20,c4,0.00311,left,right,right,base,0,9999.0,0
scenario7,-30,60,40,0,0,0,0.8,0,100,0,0,40,c1,0.0024,left,right,base,left,0,9999.0,0
scenario8,-90,60,100,0,0,0,0.8,0,100,0,0,40,c2,0.00387,base,left,right,base,0,3.7347522188112254,0
scenario9,90,20,60,0,0,0,0.8,0,100,0,0,40,c4,0.0053,left,base,right,base,0,9999.0,0
scenario10,-30,20,80,0,0,0,0.8,0,100,0,0,60,c1,0.00757,base,left,left,right,0,2.2028045034848933,0
scenario11,30,20,80,0,0,0,0.8,0,100,0,0,60,c2,0.00677,right,base,base,left,0,0.8048340575971228,0
scenario12,60,60,60,0,0,0,0.8,0,100,0,0,60,c4,0.00245,right,base,left,right,0,1.7548929976605585,0
scenario13,-90,20,40,0,20,40,0.8,0,100,0,0,80,c1,0.00264,base,right,left,right,0,2.6910473141754565,0
scenario14,-30,20,20,0,0,0,0.8,0,100,0,0,80,c2,0.00632,right,left,base,left,1,0.5928846419593715,1
scenario15,-90,60,20,0,0,0,0.8,0,100,0,0,80,c4,0.00342,right,base,left,base,1,1.8304386649763769,1
scenario16,0,40,60,0,0,0,0.8,0,100,0,0,100,c1,0.00289,left,right,base,right,0,5262.626613399489,0
scenario17,-90,20,80,0,0,0,0.8,0,100,0,0,100,c2,0.01511,base,left,right,left,0,3.905577161631232,0
scenario18,-60,40,60,0,0,0,0.8,0,100,0,0,100,c4,0.00205,left,right,right,base,0,9999.0,0
scenario19,90,20,20,0,0,0,0.8,0,100,0,20,0,c1,0.00805,left,right,base,left,0,6803.655159844181,0
scenario20,90,20,100,0,0,0,0.8,0,100,0,20,0,c2,0.00546,base,left,right,base,0,3.4807013454575686,0
scenario21,-90,20,80,0,0,0,0.8,80,20,0,20,0,c4,0.00197,left,base,right,base,0,2.181717497147574,0
scenario22,30,60,20,0,0,0,0.8,0,100,0,20,20,c1,0.00214,base,left,left,right,0,2.5972730197359133,0
scenario23,-90,60,60,0,0,0,0.8,0,100,0,20,20,c2,0.00438,right,base,base,left,0,1.0257318412039813,0
scenario24,-60,40,100,0,0,0,0.8,0,100,0,20,20,c4,0.00213,right,base,left,right,0,2.829081624313729,0
scenario25,60,40,100,0,0,0,0.8,0,100,0,20,40,c1,0.00199,base,right,left,right,0,2.9852694983810477,0
scenario26,60,20,40,0,0,0,0.8,0,100,0,20,40,c2,0.00777,right,left,base,left,0,1.1793854464654876,0
scenario27,0,20,100,0,0,0,0.8,0,100,0,20,40,c4,0.00625,right,base,left,base,0,2.748791282263379,0
scenario28,-60,40,20,0,0,0,0.8,0,100,0,20,60,c1,0.00261,left,right,base,right,0,9999.0,0
scenario29,-30,60,80,0,0,0,0.8,0,100,0,20,60,c2,0.00233,base,left,right,left,0,3.894832774894574,0
scenario30,30,60,80,0,0,0,0.8,0,100,0,20,60,c4,0.00198,left,right,right,base,0,9999.0,0
scenario31,0,40,20,0,0,0,0.8,0,100,0,20,80,c1,0.00203,left,right,base,left,0,4549.340099464827,0
scenario32,90,60,60,0,0,0,0.8,0,100,0,20,80,c2,0.00233,base,left,right,base,0,3.661956296378407,0
scenario33,60,60,20,0,0,0,0.8,0,100,0,20,80,c4,0.00235,left,base,right,base,0,9999.0,0
scenario34,0,20,40,0,0,0,0.8,0,100,0,20,100,c1,0.00804,base,left,left,right,0,3.1416156829167194,0
scenario35,-60,20,40,0,0,0,0.8,0,100,0,20,100,c2,0.00692,right,base,base,left,0,0.6461804625152547,0
scenario36,-60,20,80,0,0,0,0.8,0,100,0,20,100,c4,0.00606,right,base,left,right,0,1.7350384270940895,0
scenario37,60,20,80,0,0,0,0.8,0,100,0,40,0,c1,0.00578,base,right,left,right,0,3.452390286315821,0
scenario38,30,40,40,0,0,0,0.8,0,100,0,40,0,c2,0.00326,right,left,base,left,0,0.8206023832887952,0
scenario39,90,40,40,0,0,0,0.8,0,100,0,40,0,c4,0.00265,right,base,left,base,0,1.0302157269324592,0
scenario40,-60,60,40,0,0,0,0.8,0,100,0,40,20,c1,0.0026,left,right,base,right,0,9999.0,0
scenario41,-30,40,100,0,0,0,0.8,0,100,0,40,20,c2,0.00285,base,left,right,left,0,3.9026774961620703,0
scenario42,-30,40,60,0,0,0,0.8,0,100,0,40,20,c4,0.00246,left,right,right,base,0,9999.0,0
scenario43,-60,60,80,0,0,0,0.8,0,100,0,40,40,c1,0.00224,left,right,base,left,0,1573.9882234121228,0
scenario44,0,60,40,0,0,0,0.8,0,100,0,40,40,c2,0.00242,base,left,right,base,0,4.058891378400821,0
scenario45,30,40,100,0,0,0,0.8,0,100,0,40,40,c4,0.002,left,base,right,base,0,9999.0,0
scenario46,30,20,60,0,0,0,0.8,0,100,0,40,60,c1,0.00704,base,left,left,right,0,2.845551816190874,0
scenario47,0,40,80,0,0,0,0.8,0,100,0,40,60,c2,0.00261,right,base,base,left,0,2.902827585615137,0
scenario48,60,60,80,0,0,0,0.8,0,100,0,40,60,c4,0.00218,right,base,left,right,0,2.3095139643104274,0
scenario49,90,40,80,0,0,0,0.8,0,100,0,40,80,c1,0.00203,base,right,left,right,0,2.977006559149675,0
scenario50,30,60,60,0,0,0,0.8,0,100,0,40,80,c2,0.00201,right,left,base,left,0,1.7298410372017594,0
scenario51,-90,20,20,0,0,0,0.8,0,100,0,40,80,c4,0.01057,right,base,left,base,0,3.544589801002995,0
scenario52,-30,20,40,0,0,0,0.8,0,100,0,40,100,c1,0.00741,left,right,base,right,0,1726.0881232982429,0
scenario53,-60,20,20,0,0,0,0.8,0,100,0,40,100,c2,0.00787,base,left,right,left,0,4.17695803899454,0
scenario54,60,20,20,0,0,0,0.8,0,100,0,40,100,c4,0.00684,left,right,right,base,0,9999.0,0
scenario55,-90,40,40,0,0,0,0.8,0,100,0,60,0,c1,0.00563,left,right,base,left,0,6574.443876750399,0
scenario56,-90,40,80,0,0,0,0.8,0,100,0,60,0,c2,0.00568,base,left,right,base,0,3.5843670169693933,0
scenario57,0,20,20,0,0,0,0.8,0,100,0,60,0,c4,0.00526,left,base,right,base,0,9999.0,0
scenario58,60,40,40,0,0,0,0.8,0,100,0,60,20,c1,0.00295,base,left,left,right,0,3.162875905196905,0
scenario59,-30,40,20,0,0,0,0.8,0,100,0,60,20,c2,0.00231,right,base,base,left,0,2.2066809100763285,0
scenario60,-90,20,60,0,0,0,0.8,0,100,0,60,20,c4,0.01474,right,base,left,right,0,1.3629922493621391,0
