instances,pathinteraction,feature_startego,feature_goalego,feature_startother,feature_goalother,feature_cloudiness,feature_precipitation,feature_precipitationdeposits,feature_windintensity,feature_fogdensity,feature_fogdistance,feature_wetness,feature_roadfriction,collision,minttc,algo_safety
scenario313,c4,2,0,1,2,0,60,100,60,40,40,80,1.0,True,0.0,1
scenario314,c1,0,1,1,2,0,60,100,80,40,60,60,0.8,False,8.26,0
scenario315,c1,0,1,1,2,20,60,100,60,40,40,60,1.0,False,7.498,0
scenario316,c1,0,1,1,2,0,60,20,40,20,80,80,1.0,False,3.07,0
scenario317,c1,0,1,1,2,20,60,100,80,40,40,100,0.8,False,5.004,0
scenario318,c4,2,0,1,0,100,40,100,60,40,20,100,0.4,False,2.98,0
scenario319,c1,1,2,0,2,0,60,100,80,40,40,80,0.8,False,3.434,0
scenario320,c2,0,1,2,1,20,40,100,80,40,60,80,0.6,False,4.882,0
scenario321,c1,0,1,1,2,0,80,100,100,60,40,60,1.0,False,4.491,0
scenario322,c4,2,0,1,2,20,60,100,100,60,60,60,1.0,True,0.0,1
scenario323,c1,0,1,1,2,0,40,100,60,40,100,80,1.0,False,9999.0,0
scenario324,c1,0,2,1,2,100,80,100,80,20,20,40,0.1,False,5.345,0
scenario325,c4,2,0,1,2,0,60,100,60,40,40,80,1.0,False,0.888,0
scenario326,c1,0,2,1,2,20,80,100,60,40,40,80,1.0,False,5.02,0
scenario327,c1,1,2,0,1,20,60,100,20,60,40,60,0.8,False,3.557,0
scenario328,c2,0,1,2,1,20,40,80,80,40,60,80,0.8,False,4.258,0
scenario329,c1,0,1,1,2,100,60,100,80,20,40,60,0.1,False,5.303,0
scenario330,c1,0,1,1,2,0,20,80,60,40,100,80,0.8,False,8.481,0
scenario331,c1,1,2,0,2,20,20,100,80,60,40,80,1.0,False,2.345,0
scenario332,c1,0,1,1,2,0,60,60,80,80,100,80,1.0,False,9999.0,0
scenario333,c1,0,2,1,2,20,60,20,40,80,100,40,1.0,False,9999.0,0
scenario334,c1,0,1,1,2,0,60,100,80,40,60,60,0.8,False,8.561,0
scenario335,c1,0,1,1,2,0,80,100,100,80,60,80,0.8,False,4.418,0
scenario336,c1,0,1,1,2,0,60,100,100,0,60,40,0.8,False,9999.0,0
scenario337,c4,2,0,1,2,0,60,100,60,40,40,80,1.0,True,0.0,1
scenario338,c4,2,0,1,2,80,60,100,20,60,20,60,0.8,True,0.0,1
scenario339,c1,1,2,0,2,20,60,100,100,80,60,80,0.8,False,3.076,0
scenario340,c2,0,1,2,1,0,80,100,100,60,60,60,0.8,False,4.025,0
scenario341,c1,0,1,1,2,60,20,60,60,40,40,60,0.4,False,4.906,0
scenario342,c4,2,0,1,0,0,80,40,40,20,20,100,0.8,False,2.87,0
scenario343,c2,0,1,2,1,20,60,40,60,80,80,40,1.0,False,5.091,0
scenario344,c2,0,1,2,1,40,80,100,80,20,20,80,0.1,False,9999.0,0
scenario345,c4,2,0,1,2,20,60,100,80,40,60,0,1.0,False,0.869,0
scenario346,c1,0,1,1,2,80,40,100,80,20,40,0,0.2,False,4.885,0
scenario347,c2,0,1,2,1,40,80,60,60,60,0,0,0.1,False,3.136,0
scenario348,c4,1,0,2,0,40,60,60,80,20,60,80,0.8,True,0.0,1
scenario349,c4,2,0,1,2,0,60,100,60,40,40,80,1.0,True,0.0,1
scenario350,c2,0,1,2,1,0,40,100,100,100,60,80,1.0,False,4.259,0
scenario351,c4,2,0,1,0,0,80,20,40,20,0,100,0.8,False,2.257,0
scenario352,c2,2,1,0,1,60,80,100,40,0,0,80,0.1,False,9999.0,0
scenario353,c2,0,1,2,1,60,0,100,100,0,20,80,0.2,False,4.923,0
scenario354,c4,2,0,1,2,20,80,80,60,20,20,100,0.2,True,0.0,1
scenario355,c4,2,0,1,0,20,60,80,100,40,40,20,1.0,False,3.264,0
scenario356,c1,1,2,0,1,40,60,100,80,40,80,0,0.8,False,11.152,0
scenario357,c4,1,0,2,0,80,80,100,40,60,40,40,0.8,True,0.0,1
scenario358,c1,1,2,0,2,100,0,80,80,40,60,40,1.0,False,3.27,0
scenario359,c4,2,0,1,2,80,60,100,0,40,0,80,0.6,True,0.0,1
scenario360,c4,2,0,1,2,60,0,60,40,40,0,0,0.1,True,0.0,1
scenario361,c4,2,0,1,2,0,60,100,80,60,100,80,1.0,True,0.0,1
scenario362,c4,2,0,1,2,0,80,80,80,60,100,80,1.0,False,1.001,0
scenario363,c1,1,2,0,1,0,60,80,80,60,100,80,1.0,False,5.017,0
scenario364,c4,2,0,1,0,0,80,0,100,40,20,80,0.8,False,3.34,0
scenario365,c4,2,0,1,2,0,60,60,40,80,40,60,1.0,True,0.0,1
scenario366,c4,2,0,1,2,20,80,0,80,60,40,40,1.0,True,0.0,1
scenario367,c4,2,0,1,2,100,80,80,60,60,20,80,1.0,True,0.0,1
scenario368,c2,2,0,0,1,60,60,100,60,20,100,80,1.0,False,3.399,0
scenario369,c4,2,0,1,2,60,80,80,100,60,100,60,0.6,True,0.0,1
scenario370,c4,2,0,1,2,100,20,100,80,60,20,20,1.0,True,0.0,1
scenario371,c4,2,0,1,0,60,80,100,80,60,100,100,1.0,False,2.611,0
scenario372,c4,2,0,1,2,20,80,100,20,60,0,80,0.1,True,0.0,1
scenario373,c4,2,0,1,2,0,80,80,80,60,100,80,1.0,True,0.0,1
scenario374,c4,2,0,1,2,0,80,60,0,60,100,0,1.0,True,0.0,1
scenario375,c4,2,0,1,2,20,100,20,80,60,80,80,1.0,True,0.0,1
scenario376,c1,0,1,1,2,0,80,100,60,60,100,80,1.0,False,5.055,0
scenario377,c4,2,0,1,2,0,100,80,100,60,100,80,1.0,True,0.0,1
scenario378,c2,0,1,2,0,20,80,20,80,60,100,100,1.0,False,2.681,0
scenario379,c1,1,2,0,2,20,100,80,60,60,100,100,1.0,False,3.021,0
scenario380,c4,2,0,1,2,0,20,60,80,60,80,80,1.0,True,0.0,1
scenario381,c4,2,0,1,2,0,80,80,80,40,100,80,0.8,False,0.931,0
scenario382,c4,2,0,1,0,0,80,60,80,0,80,60,1.0,False,9999.0,0
scenario383,c4,2,0,1,0,20,100,100,100,40,80,100,1.0,False,2.962,0
scenario384,c4,1,2,2,0,100,80,100,60,80,80,60,1.0,True,0.0,1
scenario385,c4,2,0,1,2,0,80,80,80,60,100,80,1.0,True,0.0,1
scenario386,c1,1,2,0,2,0,80,20,80,0,100,100,1.0,False,3924.697,0
scenario387,c4,1,2,2,0,20,80,100,60,80,60,60,1.0,True,0.0,1
scenario388,c2,2,0,0,1,40,100,0,60,60,100,100,1.0,False,5.306,0
scenario389,c4,2,0,1,2,0,100,60,100,80,100,100,1.0,True,0.0,1
scenario390,c1,0,2,1,2,40,100,100,100,40,80,40,1.0,False,4.342,0
scenario391,c4,2,0,1,0,100,40,40,80,80,0,60,1.0,False,2.35,0
scenario392,c4,2,0,1,0,0,0,60,60,80,80,0,1.0,False,2.944,0
scenario393,c4,1,0,2,0,20,20,60,80,60,20,100,0.1,True,0.0,1
scenario394,c4,1,2,2,0,20,20,100,100,100,80,80,0.8,True,0.0,1
scenario395,c1,0,1,1,2,0,100,40,60,20,100,100,1.0,False,9999.0,0
scenario396,c2,2,0,0,1,100,80,100,60,80,60,60,1.0,False,3.391,0
scenario397,c4,2,0,1,2,0,80,80,80,60,100,80,1.0,True,0.0,1
scenario398,c2,0,1,2,0,60,100,100,100,60,80,100,0.8,False,3.371,0
scenario399,c2,2,1,0,1,20,80,100,100,100,60,60,0.8,False,2.565,0
scenario400,c4,2,0,1,0,0,80,40,60,80,100,80,1.0,False,2.917,0
scenario401,c1,0,2,1,2,100,20,20,80,80,0,60,0.6,False,4.723,0
scenario402,c4,1,2,2,0,0,40,60,100,60,0,60,1.0,True,0.0,1
scenario403,c4,2,0,1,0,20,0,40,80,100,80,60,0.8,False,3.068,0
scenario404,c4,1,2,2,0,0,20,60,60,80,60,0,1.0,True,0.0,1
scenario405,c1,1,2,0,1,20,100,60,60,0,40,80,1.0,False,9999.0,0
scenario406,c1,1,2,0,2,0,0,0,60,0,80,100,1.0,False,4293.163,0
scenario407,c4,1,0,2,0,40,20,60,60,40,40,80,0.4,False,1.994,0
scenario408,c4,1,2,2,0,100,40,20,60,60,0,60,0.8,True,0.0,1
scenario409,c4,2,0,1,2,0,80,80,80,60,100,80,1.0,True,0.0,1
scenario410,c1,1,2,0,2,100,0,100,80,100,40,60,0.6,False,2.138,0
scenario411,c4,2,0,1,0,20,0,60,80,20,40,60,0.6,False,3.039,0
scenario412,c2,0,1,2,1,0,80,100,100,100,80,80,0.8,False,4.579,0
scenario413,c1,1,2,0,2,80,40,80,100,40,0,60,1.0,False,3.193,0
scenario414,c2,2,0,0,1,0,0,0,60,0,80,80,1.0,False,3.397,0
scenario415,c1,1,2,0,1,80,20,20,80,80,20,80,0.8,False,2.218,0
scenario416,c2,0,1,2,0,80,80,100,80,60,60,80,0.8,False,2.719,0
scenario417,c4,1,2,2,0,20,60,80,80,80,20,40,0.8,True,0.0,1
scenario418,c1,0,1,1,2,60,80,40,40,100,40,100,1.0,False,4.42,0
scenario419,c2,2,1,0,1,80,20,40,80,60,0,60,0.2,False,2.368,0
scenario420,c2,0,1,2,0,40,100,80,0,60,40,40,0.2,False,2.685,0
scenario421,c4,2,0,1,2,0,80,80,80,60,100,80,1.0,False,0.965,0
scenario422,c4,1,0,2,0,20,80,80,40,60,100,60,0.8,True,0.0,1
scenario423,c2,2,1,0,1,80,0,20,60,40,0,60,0.4,False,3.06,0
scenario424,c2,0,1,2,1,80,80,100,80,40,40,60,0.8,False,4.019,0
scenario425,c1,1,2,0,1,0,100,60,80,80,100,80,1.0,False,5.049,0
scenario426,c2,2,0,0,1,40,0,20,100,20,20,100,0.8,False,5.835,0
scenario427,c4,1,2,2,0,60,0,0,80,100,20,100,1.0,True,0.0,1
scenario428,c4,1,2,2,0,0,80,80,60,100,40,20,1.0,False,1.805,0
scenario429,c4,2,0,1,0,80,80,20,60,80,80,100,0.4,False,3.27,0
scenario430,c2,2,1,0,1,20,100,80,20,60,0,40,0.2,True,0.0,1
scenario431,c4,1,2,2,0,40,40,60,80,0,20,40,0.6,False,9999.0,0
scenario432,c2,0,1,2,0,80,20,20,80,60,0,60,0.6,False,2.689,0
scenario433,c1,1,2,0,1,100,0,0,0,0,20,0,0.4,False,1.475,0
scenario434,c1,1,2,0,2,80,0,20,100,20,0,0,0.2,False,3.672,0
scenario435,c2,2,0,0,1,0,100,0,20,0,100,100,0.1,False,3.931,0
scenario436,c1,1,2,0,1,100,100,0,80,100,0,0,0.4,False,2.294,0
scenario437,c1,1,2,0,2,80,0,0,100,60,100,60,0.1,False,3.806,0
scenario438,c1,1,2,0,2,80,20,0,100,60,20,0,0.2,False,2.819,0
scenario439,c1,1,2,0,2,100,80,40,0,80,0,40,0.2,False,2.849,0
scenario440,c2,2,0,0,1,100,0,100,40,0,20,60,0.2,False,9999.0,0
scenario441,c1,1,2,0,2,80,20,0,40,60,100,20,0.1,False,3.34,0
scenario442,c1,1,2,0,1,20,20,0,20,20,100,0,0.1,False,3181.707,0
scenario443,c1,1,2,0,2,100,40,0,0,40,80,40,0.2,False,4.123,0
scenario444,c2,2,0,0,1,80,100,20,80,100,20,0,0.2,True,0.0,1
scenario445,c1,1,2,0,1,100,0,0,0,0,20,0,0.4,False,4406.324,0
scenario446,c1,1,2,0,1,100,0,20,60,0,0,0,0.6,False,860.841,0
scenario447,c1,0,1,1,2,100,20,0,0,80,0,0,0.4,False,2.745,0
scenario448,c4,1,2,2,0,100,0,20,20,0,20,0,0.4,False,9999.0,0
scenario449,c2,2,1,0,1,100,60,0,0,0,0,0,0.4,False,1093.84,0
scenario450,c2,0,1,2,0,100,0,0,20,0,40,0,0.2,False,2.54,0
scenario451,c2,2,1,0,1,100,0,20,0,20,0,0,0.4,False,3.44,0
scenario452,c1,0,1,1,2,100,20,0,40,20,20,0,0.4,False,4.516,0
scenario453,c4,1,2,2,0,40,0,20,60,0,40,20,0.6,False,9999.0,0
scenario454,c1,0,1,1,2,100,0,0,0,0,40,0,0.4,False,9999.0,0
scenario455,c4,2,0,1,0,100,80,20,0,0,20,0,0.8,False,3.011,0
scenario456,c1,1,2,0,1,100,20,0,0,20,0,0,0.4,False,4.449,0
scenario457,c2,0,1,2,0,100,0,0,20,0,40,0,0.2,False,2.359,0
scenario458,c1,1,2,0,1,100,20,20,0,40,0,0,0.2,False,3.627,0
scenario459,c1,1,2,0,2,100,0,20,20,20,20,0,0.2,False,3.559,0
scenario460,c4,1,2,2,0,100,0,0,0,0,40,0,0.4,False,9999.0,0
scenario461,c4,2,0,1,2,20,0,0,80,0,20,0,0.4,True,0.0,1
scenario462,c2,2,0,0,1,100,20,20,0,20,0,20,0.2,False,9999.0,0
scenario463,c2,0,1,2,1,100,0,0,0,0,80,20,0.2,False,3.641,0
scenario464,c1,0,1,1,2,100,20,0,0,60,0,0,0.2,False,3.149,0
scenario465,c2,0,1,2,1,100,20,20,0,20,0,40,0.8,False,4.554,0
scenario466,c1,0,2,1,2,100,0,40,20,0,60,20,0.4,False,9999.0,0
scenario467,c1,1,2,0,1,20,20,0,0,0,40,0,0.4,False,3334.689,0
scenario468,c1,0,1,1,2,80,20,0,20,20,40,0,0.8,True,0.0,1
scenario469,c4,2,0,1,2,20,0,0,80,0,20,0,0.4,True,0.0,1
scenario470,c1,0,2,1,2,60,80,80,20,40,40,0,1.0,False,5.361,0
scenario471,c1,1,2,0,1,100,60,40,0,0,60,20,0.6,True,0.0,1
scenario472,c4,2,0,1,2,100,40,40,20,20,0,60,0.8,False,0.866,0
scenario473,c4,1,2,2,0,100,0,20,0,0,40,0,0.2,False,7545.022,0
scenario474,c1,1,2,0,2,100,20,20,40,40,40,20,0.8,False,2.563,0
scenario475,c2,2,0,0,1,100,60,0,0,80,60,0,0.1,True,0.0,1
scenario476,c4,1,2,2,0,80,80,0,0,20,100,0,0.8,False,9999.0,0
scenario477,c4,1,2,2,0,80,20,20,100,0,40,0,1.0,False,9999.0,0
scenario478,c1,0,1,1,2,100,100,20,40,40,0,0,1.0,False,4.675,0
scenario479,c2,2,1,0,1,100,20,0,0,60,20,20,0.2,False,2.341,0
scenario480,c1,1,2,0,2,0,0,100,20,40,20,0,0.4,True,0.0,1
scenario481,c4,2,0,1,2,20,0,0,80,0,20,0,0.4,True,0.0,1
scenario482,c4,1,2,2,0,0,20,0,60,0,20,0,0.2,False,9999.0,0
scenario483,c2,0,1,2,0,100,0,20,60,40,100,60,1.0,False,4.365,0
scenario484,c4,2,0,1,2,80,60,20,0,40,80,20,0.1,False,0.826,0
scenario485,c2,2,0,0,1,100,60,20,0,60,60,0,0.1,False,3.385,0
scenario486,c4,2,0,1,2,0,20,0,100,0,40,0,0.6,False,0.917,0
scenario487,c4,2,0,1,0,0,40,0,60,20,20,0,0.2,False,2.369,0
scenario488,c4,2,0,1,2,40,0,0,80,20,20,0,0.4,True,0.0,1
scenario489,c4,2,0,1,2,0,0,0,80,0,40,20,0.4,False,0.839,0
scenario490,c1,1,2,0,1,0,0,100,100,40,20,0,0.6,False,4.662,0
scenario491,c1,0,1,1,2,100,100,40,60,60,0,0,1.0,False,5.005,0
scenario492,c1,1,2,0,1,80,20,0,20,60,60,0,0.2,False,3.351,0
scenario493,c4,2,0,1,2,20,0,0,80,0,20,0,0.4,True,0.0,1
scenario494,c1,1,2,0,1,60,0,0,100,80,80,0,0.4,False,3.982,0
scenario495,c4,2,0,1,0,0,20,0,80,0,20,20,0.4,False,3.215,0
scenario496,c4,2,0,1,0,20,20,80,80,60,40,0,0.8,False,2.686,0
scenario497,c4,1,2,2,0,20,20,60,40,20,40,20,0.1,True,0.0,1
scenario498,c1,0,1,1,2,0,40,0,60,20,40,0,0.8,False,2.856,0
scenario499,c2,0,1,2,1,0,0,0,100,0,40,0,0.2,False,5.649,0
scenario500,c2,2,1,0,1,80,60,40,0,40,0,40,0.2,False,2.779,0
scenario501,c2,0,1,2,1,20,0,0,60,0,20,0,0.2,False,4.72,0
scenario502,c4,1,2,2,0,0,0,0,60,100,20,20,0.4,True,0.0,1
scenario503,c4,2,0,1,2,20,40,0,60,100,60,20,0.2,True,0.0,1
scenario504,c4,2,0,1,0,0,40,0,80,0,0,20,0.6,False,3.224,0
scenario505,c4,2,0,1,2,0,60,100,80,60,100,80,1.0,True,0.0,1
scenario506,c1,1,2,0,2,60,0,0,100,40,100,60,0.2,True,0.0,1
scenario507,c2,0,1,2,1,80,20,0,100,40,20,0,0.1,False,3.313,0
scenario508,c1,0,1,1,2,80,60,0,100,60,20,0,0.2,False,2.463,0
scenario509,c4,2,0,1,2,20,0,0,80,0,40,0,0.4,True,0.0,1
scenario510,c1,1,2,0,2,80,0,20,80,20,0,0,0.4,False,2.997,0
scenario511,c1,1,2,0,2,20,20,20,80,20,20,0,0.4,False,4.293,0
scenario512,c1,1,2,0,2,100,60,0,20,60,60,0,0.2,False,3.115,0
scenario513,c1,1,2,0,2,100,60,40,0,60,20,20,0.2,False,2.627,0
scenario514,c4,2,0,1,0,20,20,0,100,80,20,0,0.2,False,3.169,0
scenario515,c1,1,2,0,2,80,20,0,80,0,20,0,0.4,False,9999.0,0
scenario516,c1,1,2,0,2,80,20,0,40,60,100,20,0.1,False,3.871,0
scenario517,c1,0,1,1,2,80,60,0,100,60,20,0,0.2,False,3.222,0
scenario518,c1,0,1,1,2,80,60,0,80,80,40,100,0.6,False,3.901,0
scenario519,c2,0,1,2,1,80,60,80,80,60,0,20,0.2,False,3.442,0
scenario520,c1,1,2,0,2,20,40,0,100,60,20,80,1.0,False,2.785,0
scenario521,c1,0,1,1,2,80,80,0,80,60,0,0,0.2,False,2.631,0
scenario522,c1,0,2,1,2,60,40,60,80,60,40,20,0.4,False,4.821,0
scenario523,c4,1,2,2,0,100,20,80,100,80,0,0,0.2,True,0.0,1
scenario524,c2,0,1,2,1,60,80,20,100,40,20,0,0.1,False,3.148,0
scenario525,c1,1,2,0,2,40,60,0,100,80,40,20,0.4,False,2.68,0
scenario526,c1,0,1,1,2,60,40,0,100,80,40,0,0.2,False,3.976,0
scenario527,c1,0,1,1,2,100,40,20,80,40,20,20,0.4,False,5.301,0
scenario528,c2,0,1,2,0,80,40,0,100,60,20,0,0.4,False,3.304,0
scenario529,c4,1,2,2,0,100,20,80,100,80,0,0,0.2,True,0.0,1
scenario530,c2,0,1,2,1,80,60,0,80,80,0,0,0.4,False,3.359,0
scenario531,c1,0,1,1,2,80,60,20,80,40,0,0,0.2,False,4.771,0
scenario532,c1,0,1,1,2,60,20,0,80,60,60,80,0.1,False,5.384,0
scenario533,c1,1,2,0,2,20,40,0,100,40,20,80,0.6,False,3.747,0
scenario534,c2,0,1,2,0,60,60,20,0,20,0,100,0.1,False,4.3,0
scenario535,c1,0,1,1,2,100,60,0,60,60,20,40,0.4,False,4.606,0
scenario536,c2,2,0,0,1,20,40,0,100,60,40,0,1.0,False,3.572,0
scenario537,c2,0,1,2,1,60,80,60,100,40,0,20,0.2,False,4.057,0
scenario538,c4,2,0,1,0,60,20,80,100,80,20,0,0.4,False,2.866,0
scenario539,c2,0,1,2,0,80,80,20,100,60,20,20,0.2,False,2.634,0
scenario540,c1,1,2,0,2,100,40,100,80,60,0,40,0.4,False,2.576,0
scenario541,c4,1,2,2,0,100,20,80,100,80,0,0,0.2,True,0.0,1
scenario542,c4,2,0,1,0,80,80,0,20,80,0,20,0.4,False,2.035,0
scenario543,c1,1,2,0,2,100,40,100,100,0,0,40,0.2,False,614.796,0
scenario544,c4,2,0,1,2,60,100,0,100,60,0,20,0.2,True,0.0,1
scenario545,c4,1,0,2,0,80,20,0,100,80,40,0,1.0,True,0.0,1
scenario546,c2,0,1,2,0,80,40,20,0,40,20,60,0.2,False,2.889,0
scenario547,c1,1,2,0,2,80,40,40,60,60,0,60,0.6,False,2.595,0
scenario548,c2,2,0,0,1,100,60,100,20,60,0,60,0.1,False,2.53,0
scenario549,c4,1,2,2,0,80,0,60,100,60,0,20,0.6,True,0.0,1
scenario550,c1,1,2,0,2,20,40,20,80,40,20,80,0.6,False,3.336,0
scenario551,c2,2,0,0,1,0,60,0,80,60,0,0,0.2,False,3.702,0
scenario552,c2,0,1,2,0,60,100,20,80,0,0,0,0.2,False,2.512,0
scenario553,c4,1,2,2,0,100,20,80,100,80,0,0,0.2,False,1.824,0
scenario554,c1,1,2,0,2,0,80,0,20,40,0,20,0.1,False,3.076,0
scenario555,c4,1,0,2,0,100,20,80,100,80,20,0,0.2,True,0.0,1
scenario556,c2,0,1,2,1,80,0,0,20,20,40,80,0.4,False,9.558,0
scenario557,c4,2,0,1,0,100,80,0,20,60,100,0,0.4,False,2.491,0
scenario558,c2,0,1,2,1,60,40,100,100,20,0,20,0.4,False,5.301,0
scenario559,c4,2,0,1,0,80,20,80,80,80,20,0,1.0,False,1.882,0
scenario560,c4,2,0,1,2,80,80,0,60,40,20,0,0.8,True,0.0,1
scenario561,c4,1,0,2,0,80,60,40,20,20,0,80,0.1,True,0.0,1
scenario562,c4,1,0,2,0,40,60,100,80,20,40,60,0.6,True,0.0,1
scenario563,c4,2,0,1,0,40,40,20,40,40,0,60,0.8,False,2.775,0
scenario564,c1,1,2,0,1,60,80,0,100,40,0,80,0.4,False,4.056,0
scenario565,c4,1,0,2,0,100,20,80,100,80,20,0,0.2,True,0.0,1
scenario566,c4,1,2,2,0,80,60,80,0,0,20,80,0.1,False,9999.0,0
scenario567,c2,2,0,0,1,40,40,100,100,20,0,20,0.4,False,3.489,0
scenario568,c1,0,1,1,2,100,40,80,0,80,20,0,0.2,False,4.96,0
scenario569,c1,0,2,1,2,100,20,80,100,100,0,0,0.1,False,3.613,0
scenario570,c4,1,0,2,0,80,40,100,20,100,20,0,0.4,True,0.0,1
scenario571,c4,1,2,2,0,100,40,80,100,80,20,0,0.2,False,1.097,0
scenario572,c4,1,2,2,0,40,60,80,100,20,60,80,0.6,True,0.0,1
scenario573,c1,1,2,0,2,20,40,0,40,20,0,60,0.8,False,3.034,0
scenario574,c2,0,1,2,1,60,80,0,80,40,0,80,0.2,False,3.579,0
scenario575,c4,1,2,2,0,100,60,40,40,60,0,20,1.0,True,0.0,1
scenario576,c2,0,1,2,0,20,20,80,100,60,0,0,0.2,False,3.286,0
scenario577,c4,2,0,1,2,0,60,100,80,60,100,80,1.0,True,0.0,1
scenario578,c1,1,2,0,2,60,0,0,100,20,80,60,0.1,False,3.828,0
scenario579,c4,2,0,1,0,0,20,0,80,0,60,0,0.6,False,1.859,0
scenario580,c2,2,0,0,1,100,80,40,0,40,20,20,0.4,False,3.866,0
scenario581,c1,1,2,0,2,100,80,0,40,40,60,20,0.2,False,3.853,0
scenario582,c4,2,0,1,2,20,0,0,60,0,40,0,0.4,False,0.781,0
scenario583,c4,2,0,1,0,80,0,100,80,20,0,0,0.4,False,2.141,0
scenario584,c2,2,0,0,1,100,60,0,20,60,60,0,0.1,False,3.449,0
scenario585,c1,1,2,0,2,60,0,0,100,40,100,20,0.2,False,5.279,0
scenario586,c4,2,0,1,2,0,60,100,80,60,100,80,1.0,True,0.0,1
scenario587,c1,1,2,0,2,60,0,0,100,20,80,60,0.1,False,5.646,0
scenario588,c4,2,0,1,0,0,20,0,80,0,60,0,0.6,False,3.499,0
scenario589,c2,2,0,0,1,100,80,40,0,40,20,20,0.4,False,3.267,0
scenario590,c1,1,2,0,2,100,80,0,40,40,60,20,0.2,False,4.13,0
scenario591,c4,2,0,1,2,20,0,0,60,0,40,0,0.4,True,0.0,1
scenario592,c4,2,0,1,0,80,0,100,80,20,0,0,0.4,False,1.977,0
scenario593,c2,2,0,0,1,100,60,0,20,60,60,0,0.1,False,3.63,0
scenario594,c1,1,2,0,2,60,0,0,100,40,100,20,0.2,False,4.297,0
scenario595,c2,0,1,2,0,80,20,0,100,40,20,0,0.1,False,2.918,0
scenario596,c4,2,0,1,2,0,60,100,80,80,100,80,0.2,False,1.016,0
scenario597,c4,2,0,1,2,60,20,80,100,100,20,0,0.1,True,0.0,1
scenario598,c4,2,0,1,2,0,60,100,80,60,100,80,1.0,True,0.0,1
scenario599,c1,0,1,1,2,0,60,100,80,0,100,80,0.1,False,9999.0,0
scenario600,c4,1,0,2,0,40,60,100,40,60,100,100,1.0,True,0.0,1
scenario601,c4,2,0,1,2,20,0,0,20,0,60,20,0.4,True,0.0,1
scenario602,c1,1,2,0,2,60,20,0,100,40,100,40,0.2,False,3886.097,0
scenario603,c4,1,0,2,0,100,40,100,40,80,60,80,0.1,True,0.0,1
scenario604,c4,2,0,1,0,20,40,0,80,0,60,0,0.6,False,3.413,0
scenario605,c1,1,2,0,2,20,0,0,60,0,40,80,0.6,False,2899.359,0
scenario606,c4,2,0,1,2,60,20,0,100,20,100,20,0.2,True,0.0,1
scenario607,c2,2,1,0,1,100,60,0,40,20,80,20,0.8,False,9999.0,0
scenario608,c2,2,0,0,1,100,80,40,0,40,20,20,0.4,False,3.471,0
scenario609,c4,2,0,1,2,0,60,100,80,60,100,80,0.8,True,0.0,1
scenario610,c4,2,0,1,2,0,60,100,80,60,100,80,1.0,True,0.0,1
scenario611,c2,2,0,0,1,80,80,60,0,40,40,40,0.6,False,3.387,0
scenario612,c4,1,0,2,0,40,60,100,40,60,100,100,1.0,True,0.0,1
scenario613,c2,2,0,0,1,60,40,100,40,80,60,80,0.2,False,3.41,0
scenario614,c4,2,0,1,2,40,60,100,80,40,100,80,1.0,True,0.0,1
scenario615,c1,0,1,1,2,40,60,100,40,60,100,100,1.0,False,5.064,0
scenario616,c4,1,0,2,0,0,60,100,80,40,100,80,0.8,False,9999.0,0
scenario617,c4,2,0,1,2,80,20,0,80,60,100,80,1.0,True,0.0,1
scenario618,c4,2,0,1,0,0,60,100,100,40,100,20,0.1,False,1.647,0
scenario619,c4,1,0,2,0,100,20,0,0,0,60,40,0.4,False,9999.0,0
scenario620,c1,0,1,1,2,20,0,100,20,100,60,80,0.1,False,4.255,0
scenario621,c4,2,0,1,2,0,60,100,80,80,100,60,1.0,True,0.0,1
scenario622,c2,2,1,0,1,80,100,0,60,0,20,100,0.1,False,5.304,0
scenario623,c2,2,1,0,1,40,20,100,0,80,0,20,0.1,False,2.331,0
scenario624,c2,2,1,0,1,20,80,20,20,100,0,0,1.0,True,0.0,1
scenario625,c2,2,1,0,1,100,60,0,20,100,60,100,1.0,False,3.415,0
scenario626,c2,0,1,2,0,100,0,0,20,0,0,100,0.2,False,4.212,0
scenario627,c2,0,1,2,0,100,100,40,0,20,0,100,1.0,False,4.182,0
scenario628,c2,2,1,0,1,20,60,0,0,0,20,40,1.0,False,3.506,0
scenario629,c2,2,1,0,1,60,0,20,20,0,0,80,0.4,False,3.45,0
scenario630,c1,1,2,0,1,100,40,100,20,100,0,40,0.1,False,1.778,0
scenario631,c2,2,1,0,1,0,0,0,0,60,60,20,0.8,False,3.359,0
scenario632,c2,2,1,0,1,40,0,60,100,40,20,100,0.1,False,3.47,0
scenario633,c2,2,1,0,1,100,20,20,100,60,100,0,1.0,False,9999.0,0
scenario634,c4,2,0,1,2,0,60,100,80,60,100,80,1.0,True,0.0,1
scenario635,c4,1,2,2,0,20,80,20,20,100,0,0,1.0,True,0.0,1
scenario636,c2,2,1,0,1,80,0,20,40,0,0,60,0.6,False,9999.0,0
scenario637,c2,2,1,0,1,60,100,0,60,0,0,80,0.4,False,9999.0,0
scenario638,c2,2,1,0,1,60,20,60,20,0,20,100,0.6,False,3.394,0
scenario639,c2,2,0,0,1,0,0,0,0,0,60,20,0.8,False,3.226,0
scenario640,c2,0,1,2,0,100,0,0,20,0,0,100,0.2,False,3.132,0
scenario641,c2,2,1,0,1,20,80,20,20,100,0,20,0.8,True,0.0,1
