Row,z_1,z_2
scenario1,0.143719521157502,0.0814909726346579
scenario2,0.550810385639188,1.74196206371868
scenario3,1.80476057234646,-0.953495124685235
scenario4,0.445283455178472,-1.79937548965168
scenario5,0.538599962953072,-0.324162466407719
scenario6,-3.86839121533396,-1.45322394502519
scenario7,0.166137016208014,0.949472860928113
scenario8,0.910841794984115,2.46782567671489
scenario9,1.47217793454599,0.356665641373712
scenario10,-0.720937365910292,-1.86310315986175
scenario11,1.43287780916093,2.59157244657598
scenario12,3.68775438355382,1.74341933464478
scenario13,0.166137016208014,0.949472860928113
scenario14,-0.640467399750516,0.905387485043183
scenario15,-1.07754953423878,0.587982891932538
scenario16,0.511099679666785,2.61427444558371
scenario17,1.77569618962845,3.00930503404799
scenario18,-2.41276773294028,-0.838801408194473
scenario19,-0.114375953844338,0.413706380030099
scenario20,1.13548746762861,3.2165684083639
scenario21,1.64103009160252,3.15900126733398
scenario22,1.83024157010187,2.68352358942454
scenario23,0.983947863649082,-0.742669340593149
scenario24,-0.95886494722802,2.10274684006004
scenario25,1.83024157010187,2.68352358942454
scenario26,1.5856453538868,1.9300389279283
scenario27,0.285472375236059,1.29741419745057
scenario28,-0.935379247294457,0.69462258322395
scenario29,1.38875803493932,2.9348082078492
scenario30,-0.162907402833986,-1.20031316285732
scenario31,0.785490198531755,2.7798353797082
scenario32,2.04866767664628,2.84627863957442
scenario33,1.63154531858451,-1.05141444300694
scenario34,1.04490951470153,1.63017227126196
scenario35,1.81147635061931,2.41623082426853
scenario36,-1.53341452166099,-0.975899787148183
scenario37,1.83024157010187,2.68352358942454
scenario38,-0.620294797465175,2.97367387241467
scenario39,-0.19849941978376,0.663943763937748
scenario40,0.618256586590521,2.57452967572097
scenario41,1.57060386938424,-0.0129908627829896
scenario42,-2.211407990053,-1.1206667597501
scenario43,-0.580645656769531,-0.281385467212179
scenario44,-0.558573091224557,0.566548255416891
scenario45,0.110487951650649,0.0388132576709782
scenario46,-0.0158399223526947,-1.04762904830423
scenario47,0.159432241985434,1.51264203959242
scenario48,0.575475787219984,0.0644723645720568
scenario49,-0.0158399223526947,-1.04762904830423
scenario50,-0.282797948200137,0.606558877326443
scenario51,1.68585643995596,-0.234922820394444
scenario52,-0.23229037038909,-1.75205222010948
scenario53,0.173848578964363,0.0591572544344279
scenario54,-1.54295613441546,0.242468044096838
scenario55,3.50972089951671,1.6798355431411
scenario56,0.190999315531975,-0.301530838341413
scenario57,-0.414295492252543,-1.38911643337143
scenario58,0.039295488440683,0.929398478616838
scenario59,-0.374839330035508,2.96548644280177
scenario60,2.1913911394579,2.40183485068017
scenario61,-0.0158399223526947,-1.04762904830423
scenario62,2.92243540497649,0.843868373567213
scenario63,1.15344793508248,1.14206656271688
scenario64,2.76328808259855,2.10429405534395
scenario65,0.336747151116195,-2.08161794484302
scenario66,1.3104336947496,0.042730793486579
scenario67,1.74508712212239,-1.1152395901327
scenario68,-0.399097212119314,-1.25640681318055
scenario69,0.734926149977185,-0.430081049001109
scenario70,-0.481569161001658,-0.304115620076242
scenario71,-0.601951958401677,-0.19304961393131
scenario72,1.80969558573261,-1.01128347216363
scenario73,-3.86839121533396,-1.45322394502519
scenario74,-3.86839121533396,-1.45322394502519
scenario75,-3.15118193084569,-1.44396919307361
scenario76,3.49929645654848,1.91487733921206
scenario77,0.61235156903831,2.63666622926734
scenario78,1.99897586499423,2.24112958309649
scenario79,2.20360729490475,1.93295298677222
scenario80,3.39510129761631,1.69700254934711
scenario81,-3.72791885025581,-1.57326325183313
scenario82,1.69955153902829,2.63984226994226
scenario83,0.634538465808551,0.490176210199059
scenario84,0.622576657108062,-0.406854911698986
scenario85,0.61235156903831,2.63666622926734
scenario86,-0.442496027170567,2.0892638318725
scenario87,1.52650822716391,-0.333224840620915
scenario88,0.623883797294384,-0.462785198771951
scenario89,-0.542115460121889,-0.76177755917049
scenario90,0.122940388777835,-0.730317234087325
scenario91,0.118067417149995,2.78277262756907
scenario92,-0.222199632048863,2.07066408792362
scenario93,-0.120884461679575,2.23265170600799
scenario94,-0.295872850498563,-0.857101187950905
scenario95,0.294999708413742,1.26719810581779
scenario96,0.108304332583178,1.24104490508804
scenario97,0.61235156903831,2.63666622926734
scenario98,2.11194126648983,2.60725917922377
scenario99,0.999464072355948,-0.715859662439287
scenario100,-0.0439528327455505,-0.181850126448893
scenario101,-0.573469308105612,-0.817469907992245
scenario102,1.58512829989262,1.77284573242513
scenario103,-0.692868019390088,1.99394018523313
scenario104,-0.263668688251493,2.09807363594798
scenario105,0.202669210235741,2.28893396316702
scenario106,0.624365908868322,-0.255927999669458
scenario107,1.5299212056255,-0.446896920655624
scenario108,-0.307813419545081,1.18937728285371
scenario109,0.61235156903831,2.63666622926734
scenario110,0.985642534487485,1.55895623723778
scenario111,1.26831357409757,-0.0326426402612068
