Row,NumGoodAlgos
scenario1,1
scenario2,1
scenario3,1
scenario4,1
scenario5,1
scenario6,0
scenario7,1
scenario8,0
scenario9,1
scenario10,1
scenario11,0
scenario12,1
scenario13,1
scenario14,1
scenario15,1
scenario16,1
scenario17,1
scenario18,1
scenario19,1
scenario20,1
scenario21,1
scenario22,0
scenario23,1
scenario24,1
scenario25,0
scenario26,0
scenario27,1
scenario28,1
scenario29,1
scenario30,1
scenario31,1
scenario32,1
scenario33,1
scenario34,1
scenario35,1
scenario36,1
scenario37,1
scenario38,1
scenario39,1
scenario40,1
scenario41,1
scenario42,1
scenario43,1
scenario44,1
scenario45,1
scenario46,1
scenario47,1
scenario48,1
scenario49,0
scenario50,1
scenario51,1
scenario52,1
scenario53,1
scenario54,1
scenario55,1
scenario56,1
scenario57,1
scenario58,1
scenario59,1
scenario60,0
scenario61,0
scenario62,1
scenario63,1
scenario64,1
scenario65,1
scenario66,1
scenario67,1
scenario68,0
scenario69,0
scenario70,0
scenario71,0
scenario72,1
scenario73,0
scenario74,0
scenario75,0
scenario76,1
scenario77,1
scenario78,1
scenario79,1
scenario80,1
scenario81,0
scenario82,0
scenario83,1
scenario84,1
scenario85,1
scenario86,1
scenario87,1
scenario88,1
scenario89,1
scenario90,1
scenario91,1
scenario92,1
scenario93,1
scenario94,1
scenario95,1
scenario96,1
scenario97,0
scenario98,1
scenario99,1
scenario100,1
scenario101,1
scenario102,1
scenario103,1
scenario104,1
scenario105,1
scenario106,1
scenario107,1
scenario108,1
scenario109,1
scenario110,1
scenario111,1
scenario112,1
scenario113,0
scenario114,1
scenario115,1
scenario116,1
scenario117,1
scenario118,1
scenario119,1
scenario120,1
scenario121,0
scenario122,1
scenario123,1
scenario124,1
scenario125,1
scenario126,1
scenario127,1
scenario128,1
scenario129,1
scenario130,1
scenario131,1
scenario132,1
scenario133,1
scenario134,1
scenario135,1
scenario136,1
scenario137,1
scenario138,0
scenario139,1
scenario140,0
scenario141,1
scenario142,0
scenario143,1
scenario144,1
scenario145,0
scenario146,1
scenario147,1
scenario148,0
scenario149,1
scenario150,1
scenario151,1
scenario152,0
scenario153,1
scenario154,0
scenario155,1
scenario156,1
scenario157,0
scenario158,1
scenario159,0
scenario160,0
scenario161,1
scenario162,1
scenario163,1
scenario164,1
scenario165,0
scenario166,1
scenario167,1
scenario168,1
scenario169,1
scenario170,1
scenario171,1
scenario172,1
scenario173,1
scenario174,1
scenario175,1
scenario176,1
scenario177,1
scenario178,1
scenario179,1
scenario180,1
scenario181,0
scenario182,1
scenario183,0
scenario184,0
scenario185,1
scenario186,1
scenario187,1
scenario188,1
scenario189,0
scenario190,1
scenario191,1
scenario192,1
scenario193,1
scenario194,1
scenario195,1
scenario196,1
scenario197,1
scenario198,1
scenario199,1
scenario200,1
scenario201,1
scenario202,1
scenario203,1
scenario204,0
scenario205,0
scenario206,1
scenario207,1
scenario208,1
scenario209,1
scenario210,1
scenario211,0
scenario212,1
scenario213,0
scenario214,0
scenario215,1
scenario216,1
scenario217,0
scenario218,0
scenario219,0
scenario220,1
scenario221,1
scenario222,0
scenario223,1
scenario224,1
scenario225,1
scenario226,0
scenario227,1
scenario228,1
scenario229,0
scenario230,1
scenario231,0
scenario232,0
scenario233,0
scenario234,1
scenario235,1
scenario236,0
scenario237,1
scenario238,1
scenario239,1
scenario240,1
scenario241,1
scenario242,0
scenario243,1
scenario244,1
scenario245,0
scenario246,0
scenario247,1
scenario248,1
scenario249,1
scenario250,1
scenario251,0
scenario252,1
scenario253,0
scenario254,0
scenario255,1
scenario256,0
scenario257,1
scenario258,1
scenario259,1
scenario260,0
scenario261,0
scenario262,0
scenario263,1
scenario264,1
scenario265,0
scenario266,1
scenario267,1
scenario268,1
scenario269,0
scenario270,0
scenario271,1
scenario272,0
scenario273,1
scenario274,0
scenario275,0
scenario276,1
scenario277,0
scenario278,1
scenario279,1
scenario280,1
scenario281,0
scenario282,1
scenario283,0
scenario284,0
scenario285,1
scenario286,1
scenario287,1
scenario288,1
scenario289,1
scenario290,1
scenario291,0
scenario292,0
scenario293,1
scenario294,0
scenario295,1
scenario296,1
scenario297,1
scenario298,1
scenario299,1
scenario300,1
scenario301,0
scenario302,0
scenario303,0
scenario304,0
scenario305,0
scenario306,0
scenario307,0
scenario308,1
scenario309,1
scenario310,1
scenario311,1
scenario312,0
scenario313,0
scenario314,1
scenario315,1
scenario316,1
scenario317,1
scenario318,1
scenario319,1
scenario320,1
scenario321,1
scenario322,0
scenario323,1
scenario324,1
scenario325,1
scenario326,1
scenario327,1
scenario328,1
scenario329,1
scenario330,1
scenario331,1
scenario332,1
scenario333,1
scenario334,1
scenario335,1
scenario336,1
scenario337,0
scenario338,0
scenario339,1
scenario340,1
scenario341,1
scenario342,1
scenario343,1
scenario344,1
scenario345,1
scenario346,1
scenario347,1
scenario348,0
scenario349,0
scenario350,1
scenario351,1
scenario352,1
scenario353,1
scenario354,0
scenario355,1
scenario356,1
scenario357,0
scenario358,1
scenario359,0
scenario360,0
scenario361,0
scenario362,1
scenario363,1
scenario364,1
scenario365,0
scenario366,0
scenario367,0
scenario368,1
scenario369,0
scenario370,0
scenario371,1
scenario372,0
scenario373,0
scenario374,0
scenario375,0
scenario376,1
scenario377,0
scenario378,1
scenario379,1
scenario380,0
scenario381,1
scenario382,1
scenario383,1
scenario384,0
scenario385,0
scenario386,1
scenario387,0
scenario388,1
scenario389,0
scenario390,1
scenario391,1
scenario392,1
scenario393,0
scenario394,0
scenario395,1
scenario396,1
scenario397,0
scenario398,1
scenario399,1
scenario400,1
scenario401,1
scenario402,0
scenario403,1
scenario404,0
scenario405,1
scenario406,1
scenario407,1
scenario408,0
scenario409,0
scenario410,1
scenario411,1
scenario412,1
scenario413,1
scenario414,1
scenario415,1
scenario416,1
scenario417,0
scenario418,1
scenario419,1
scenario420,1
scenario421,1
scenario422,0
scenario423,1
scenario424,1
scenario425,1
scenario426,1
scenario427,0
scenario428,1
scenario429,1
