Row,timeofday,startego,goalego,startother,goalother,roadfriction,fogdensity,precipitation,precipitationdeposits,cloudiness,windintensity,wetness,fogdistance
Z_{1},0.034,0.5426,-0.1349,-0.8364,0.4037,0.3172,0.2389,0.5369,0.0115,-0.1009,-0.3466,-0.614,-0.2882
Z_{2},0.1594,0.4577,-0.5376,0.077,-0.3694,-0.0016,-0.0326,0.1036,0.0747,0.0028,-0.1143,-0.1192,0.0227
