instances,feature_direction,feature_cloudiness,feature_precipitation,feature_precipitationdeposits,feature_windintensity,feature_timeofday,feature_fogdensity,feature_fogdistance,feature_wetness,feature_roadfriction,collision,minttc,algo_safety
scenario1,0,0,100,40,20,-60,20,100,0,1.0,False,1.122,0
scenario2,0,80,60,0,0,-90,20,20,80,0.8,False,1.029,0
scenario3,0,80,20,100,100,60,80,60,20,0.6,False,1.184,0
scenario4,1,0,20,100,60,-30,40,20,20,0.4,False,0.92,0
scenario5,0,0,60,0,40,90,40,80,40,0.1,False,1.092,0
scenario6,1,80,0,60,0,30,40,100,80,0.4,False,0.775,0
scenario7,0,100,0,0,100,-60,40,0,20,0.1,False,1.131,0
scenario8,1,40,60,100,40,-60,40,40,20,1.0,False,0.94,0
scenario9,1,100,100,100,0,30,100,20,80,1.0,False,0.9,0
scenario10,0,20,60,60,40,60,100,80,20,1.0,False,1.128,0
scenario11,1,0,20,0,40,0,40,0,20,0.8,False,0.963,0
scenario12,1,20,100,60,60,60,60,20,40,0.2,False,0.814,0
scenario13,1,80,0,60,0,30,40,100,80,0.4,False,0.844,0
scenario14,1,80,20,80,0,60,60,0,80,0.4,False,0.76,0
scenario15,1,60,100,40,20,30,60,100,80,0.4,False,0.792,0
scenario16,1,40,0,40,0,60,40,100,80,0.4,False,0.891,0
scenario17,1,80,0,80,0,0,20,0,40,0.6,False,0.915,0
scenario18,0,80,0,80,0,60,20,100,80,0.6,False,1.072,0
scenario19,1,100,20,60,0,30,20,100,80,0.4,False,0.75,0
scenario20,1,0,20,60,20,0,60,80,60,0.2,False,0.923,0
scenario21,0,60,20,60,20,60,0,80,100,0.2,False,1.167,0
scenario22,1,100,0,60,0,-30,40,40,60,0.6,False,0.816,0
scenario23,1,60,20,40,0,30,40,80,80,0.2,False,0.884,0
scenario24,0,80,0,80,0,30,40,80,80,0.4,False,1.13,0
scenario25,1,100,20,60,0,30,20,100,80,0.4,False,0.8,0
scenario26,1,100,20,0,20,0,20,100,40,0.6,False,0.867,0
scenario27,1,40,20,60,0,60,20,100,80,0.4,False,0.893,0
scenario28,1,100,0,100,0,60,60,0,100,0.2,False,0.79,0
scenario29,0,60,40,20,20,30,80,80,80,0.2,False,1.212,0
scenario30,0,80,20,100,0,30,40,100,80,0.6,False,1.119,0
scenario31,1,100,60,60,0,-60,40,60,60,0.8,False,0.85,0
scenario32,1,40,20,40,0,90,60,100,80,0.6,False,0.819,0
scenario33,1,80,0,80,0,0,40,20,40,0.6,False,0.803,0
scenario34,1,80,100,20,40,0,60,80,80,0.2,False,0.872,0
scenario35,0,60,20,20,0,60,40,60,80,0.1,False,1.176,0
scenario36,1,0,20,100,0,90,40,0,40,0.6,False,0.76,0
scenario37,1,0,20,100,0,90,40,0,40,0.6,False,0.789,0
scenario38,1,100,20,0,100,30,20,80,0,0.8,False,0.889,0
scenario39,1,100,100,100,40,-30,60,100,80,0.1,False,0.855,0
scenario40,0,80,60,40,0,90,80,40,80,0.2,False,1.197,0
scenario41,0,80,20,100,20,0,60,40,20,0.6,False,1.116,0
scenario42,0,60,20,40,40,30,80,100,80,0.4,False,1.091,0
scenario43,0,60,40,20,0,0,100,100,80,0.4,False,1.028,0
scenario44,0,40,20,20,20,-30,60,60,80,0.1,False,1.092,0
scenario45,1,80,100,0,40,0,40,100,100,0.2,False,0.912,0
scenario46,1,20,40,40,0,90,80,100,60,0.8,False,0.833,0
scenario47,1,80,100,40,20,-30,60,100,0,0.1,False,0.953,0
scenario48,1,60,20,40,20,60,60,60,40,0.6,False,0.869,0
scenario49,1,0,20,100,0,90,40,0,40,0.6,False,0.98,0
scenario50,0,80,0,100,40,0,60,40,40,1.0,False,1.163,0
scenario51,0,80,40,20,20,-30,40,80,80,0.4,False,1.105,0
scenario52,1,80,100,0,60,0,40,80,80,0.4,False,0.854,0
scenario53,0,40,40,40,20,60,100,100,80,0.6,False,1.07,0
scenario54,1,20,60,40,20,-30,60,80,60,0.8,False,0.832,0
scenario55,0,20,20,100,20,0,60,40,20,0.6,False,1.086,0
scenario56,1,60,100,60,20,0,60,0,0,0.1,False,0.931,0
scenario57,1,80,0,60,20,60,40,40,40,0.6,False,0.865,0
scenario58,0,80,20,20,60,0,100,60,80,0.4,False,1.069,0
scenario59,1,40,60,60,0,90,80,80,40,0.8,False,0.77,0
scenario60,0,20,40,20,0,90,60,60,80,0.4,False,1.182,0
scenario61,1,40,60,60,0,90,80,80,40,0.8,False,0.879,0
scenario62,0,0,60,40,20,-60,80,100,40,1.0,False,1.06,0
scenario63,0,40,100,100,20,0,40,60,40,0.4,False,1.125,0
scenario64,1,0,40,60,20,90,60,80,40,0.8,False,0.812,0
scenario65,0,100,40,0,60,0,100,60,80,0.4,False,1.232,0
scenario66,1,0,20,100,0,60,20,0,40,0.8,False,0.775,0
scenario67,0,80,20,80,40,0,40,60,0,0.4,False,1.094,0
scenario68,0,80,100,20,60,-30,40,0,60,0.4,False,1.092,0
scenario69,1,80,0,20,60,0,100,20,60,0.6,False,0.94,0
scenario70,0,60,100,100,60,-30,20,60,100,0.4,False,1.213,0
scenario71,0,80,40,40,60,0,80,40,60,0.4,False,1.084,0
scenario72,0,100,0,60,40,60,20,60,60,0.8,False,1.086,0
scenario73,1,80,0,60,0,30,40,100,80,0.4,False,0.807,0
scenario74,0,0,100,40,20,-60,20,100,0,1.0,False,1.091,0
scenario75,0,0,80,40,20,-60,40,100,0,1.0,False,1.089,0
scenario76,1,0,20,0,40,0,20,100,80,0.2,False,0.886,0
scenario77,1,100,20,60,0,30,40,0,20,0.8,False,0.807,0
scenario78,0,20,60,60,40,60,100,60,20,1.0,False,1.16,0
scenario79,0,0,100,20,20,-60,20,100,20,0.8,False,1.114,0
scenario80,1,100,0,0,100,-60,40,0,20,0.1,False,0.827,0
scenario81,0,60,60,80,100,90,80,60,20,0.6,False,1.119,0
scenario82,0,0,40,80,40,90,40,80,40,0.1,False,1.076,0
scenario83,0,20,60,60,40,30,100,60,40,0.8,False,1.112,0
scenario84,1,100,20,60,0,30,20,100,80,0.4,False,0.975,0
scenario85,1,80,0,60,0,30,40,100,80,0.4,False,0.827,0
scenario86,1,100,0,20,0,60,40,80,60,0.6,False,0.781,0
scenario87,1,80,40,80,100,30,40,80,80,0.6,False,0.907,0
scenario88,0,0,20,80,20,30,40,80,60,0.2,False,1.159,0
scenario89,1,100,0,80,40,30,40,100,100,0.6,False,0.825,0
scenario90,1,60,0,80,0,-30,40,100,60,0.2,False,0.926,0
scenario91,1,100,0,60,0,60,60,80,80,0.1,False,0.769,0
scenario92,1,20,0,60,40,30,20,100,100,0.4,False,0.826,0
scenario93,1,40,20,60,20,-60,40,100,100,0.2,False,0.929,0
scenario94,1,0,20,60,0,0,60,100,80,0.4,False,0.946,0
scenario95,1,60,20,80,0,30,40,100,80,0.8,False,0.803,0
scenario96,1,60,0,60,0,0,40,100,60,0.4,False,0.942,0
scenario97,1,100,0,60,0,60,60,80,80,0.1,False,0.86,0
scenario98,1,40,0,80,40,30,40,100,80,0.4,False,0.876,0
scenario99,1,40,60,60,40,0,20,100,20,0.4,False,0.852,0
