instances,pathinteraction,feature_goalego,feature_windintensity,feature_roadfriction,feature_fogdistance,feature_startother,feature_precipitationdeposits,feature_cloudiness,feature_fogdensity,feature_goalother,feature_precipitation,feature_wetness,feature_timeofday,feature_startego,collision,min_ttc,algo_safety
scenario154,c4,0,40,0.2,20,3,20,80,20,0,100,40,-30,1,0,2.239811604911349,0
scenario155,c4,0,60,0.6,60,2,80,0,40,0,20,60,90,2,0,2.941779657420734,0
scenario156,c2,1,0,0.4,0,3,20,60,0,1,20,0,-30,0,0,1.578212465940354,0
scenario157,c4,2,80,0.2,80,3,60,100,20,0,80,100,0,1,0,4.618958575005098,0
scenario158,c4,0,80,0.1,40,2,0,60,0,0,80,0,-60,2,0,2.8122576257549854,0
scenario159,c4,2,40,0.6,80,3,60,100,20,0,40,0,60,1,0,4.32942274944342,0
scenario160,c2,0,60,0.6,80,1,100,20,100,1,20,40,30,2,0,2.689461872721123,0
scenario161,c1,1,20,0.8,100,2,20,60,60,2,100,60,-30,0,0,2.9170132481928457,0
scenario162,c4,0,20,0.4,20,2,0,80,40,2,0,40,30,2,1,0.0,1
scenario163,c2,0,100,0.4,0,1,0,20,80,1,0,40,30,2,0,2.197002458559512,0
scenario164,c1,1,40,0.1,0,2,40,40,20,2,60,80,-30,0,0,3.06192091717112,0
scenario165,c2,1,40,1.0,40,3,0,0,100,1,60,20,-60,0,0,3.904042162605764,0
scenario166,c1,2,80,1.0,40,0,80,80,40,2,80,0,60,1,0,3.514426072141613,0
scenario167,c1,2,40,0.8,40,1,100,80,80,1,60,20,60,1,0,1.1730628046157066,0
scenario168,c4,0,60,0.4,60,3,100,20,40,0,60,0,30,1,0,2.721811847157995,0
scenario169,c1,2,100,1.0,40,1,40,20,100,1,20,100,90,1,0,0.9166594019363627,0
scenario170,c4,0,20,0.4,0,2,100,80,60,0,80,80,-30,2,0,2.732699062233627,0
scenario171,c4,2,100,0.2,100,3,40,20,60,0,100,20,0,1,0,4.243334739590799,0
scenario172,c4,0,60,0.4,100,2,100,20,80,2,0,20,0,2,0,0.9892862878402472,0
scenario173,c4,0,20,1.0,0,3,20,40,100,0,100,40,-90,1,0,2.4557522211788627,0
scenario174,c1,2,40,1.0,20,2,60,80,60,2,0,20,-90,0,0,4.071687422571844,0
scenario175,c1,1,60,0.1,0,2,20,0,80,2,80,0,30,0,0,2.6715199899771647,0
scenario176,c1,2,0,0.6,60,2,80,100,60,2,20,40,-90,0,0,1.9497209671134403,0
scenario177,c4,0,100,0.8,100,2,60,40,40,0,60,80,60,2,0,2.4651130415247526,0
