Row,goalego,windintensity,roadfriction,fogdistance,startother,precipitationdeposits,cloudiness,fogdensity,goalother,precipitation,wetness,timeofday,startego
Z_{1},0.6192,-0.1214,0.1854,0.0983,0.6311,0.013,0.0222,0.247,0.2005,0.1185,-0.0314,-0.0248,-1.0305
Z_{2},-0.3655,-0.1393,0.0434,0.0739,0.9082,-0.0424,-0.0263,0.2065,-0.7171,-0.0278,-0.0875,-0.025,-0.2535
