Row,timeofday,startego,goalego,startother,goalother,roadfriction,fogdensity,precipitation,precipitationdeposits,cloudiness,windintensity,wetness,fogdistance
Z_{1},0.0561,0.6749,-0.218,-0.7267,0.3993,0.2226,0.2681,0.521,-0.1117,-0.0751,-0.3361,-0.5689,-0.3467
Z_{2},0.1536,0.4231,-0.5976,0.1422,-0.3648,-0.0137,0.0174,0.1297,0.0569,0.0077,-0.0948,-0.0738,0.0014
