instances,feature_timeofday,feature_cloudiness,feature_windintensity,feature_precipitation,feature_precipitationdeposits,feature_wetness,feature_roadfriction,feature_fogdensity,feature_fogdistance,feature_direction,visibility,roadsurface,vehiclestability,probability,collision,min_ttc,run_duration,algo_safety
scenario22,-30,20,60,20,0,0,0.8,100,0,0,0,60,60,1e-05,0,0.773127601457008,98.40631341934204,0
scenario23,60,20,100,0,0,100,0.1,20,80,1,0,60,80,1e-05,0,1.7870396921743417,107.15190052986144,0
scenario24,60,20,20,0,0,80,0.1,80,20,0,0,60,100,1e-05,0,1.3341643697108752,79.58006739616394,0
scenario25,90,40,100,0,0,0,0.8,20,80,1,0,80,0,1e-05,0,0.8229382437513679,108.49388575553894,0
scenario26,-30,80,20,0,20,40,0.8,0,100,0,0,80,20,1e-05,0,1.4525926407237486,80.67344999313354,0
scenario27,-30,60,100,60,100,60,0.6,60,40,1,0,80,40,1e-05,0,0.7620200121642177,162.37435841560364,0
scenario28,90,60,40,80,80,40,0.6,40,60,1,0,80,60,1e-05,0,1.9711047754839817,166.94494080543518,0
scenario29,90,20,100,20,80,0,0.6,20,80,0,0,80,80,1e-05,0,1.3489415230483393,81.21126818656921,0
scenario30,-90,60,80,100,0,100,0.1,100,0,0,0,80,100,1e-05,0,1.8521839734980945,183.9490783214569,0
scenario31,-60,0,100,0,40,40,0.8,0,100,1,0,100,0,1e-05,0,2.1664050469055103,170.4340858459473,0
scenario32,-30,60,100,0,20,0,0.8,0,100,0,0,100,20,1e-05,0,1.4433328235380072,81.79216718673706,0
scenario33,-90,60,20,0,0,100,0.4,0,100,1,0,100,40,1e-05,0,1.6147950161659974,162.54096007347107,0
scenario34,0,20,20,20,0,100,0.8,20,80,1,0,100,60,1e-05,0,0.8620603424094334,109.17391276359558,0
scenario35,-30,80,20,20,100,40,0.6,0,100,1,0,100,80,1e-05,0,1.415521116942148,108.2612762451172,0
scenario36,90,60,20,0,100,40,0.6,80,20,0,0,100,100,1e-05,0,1.3791407254799417,80.62740588188171,0
scenario37,0,20,20,20,80,60,0.6,20,80,0,20,0,0,1e-05,0,1.4925806490866012,82.06864213943481,0
scenario38,90,80,80,60,0,80,0.4,40,60,0,20,0,20,1e-05,0,1.4752162313223651,79.48625802993774,0
scenario39,-30,20,100,40,100,60,0.6,0,100,0,20,0,40,1e-05,0,1.4309896348189286,82.5245954990387,0
scenario40,90,40,40,20,40,40,0.6,0,100,0,20,0,60,1e-05,0,2.0200282192354964,83.02776598930359,0
scenario41,-90,60,100,0,0,100,0.1,80,20,0,20,0,80,1e-05,0,0.9498165875488191,106.57771277427672,0
scenario42,-30,80,100,0,0,100,0.1,0,100,1,20,0,100,1e-05,0,1.5573756034946196,164.03287386894226,0
scenario43,30,20,20,100,0,0,0.8,20,80,1,20,20,0,1e-05,0,1.4717750239256868,167.11763954162598,0
scenario44,-90,20,80,40,100,0,0.6,20,80,1,20,20,20,1e-05,0,0.7675392120607051,162.79938411712646,0
scenario45,-90,20,20,0,0,0,0.4,80,20,1,20,20,40,1e-05,0,1.9571261426881408,169.84942150115967,0
scenario46,0,40,20,0,100,100,0.6,80,20,0,20,20,60,1e-05,0,1.334208538515826,81.32095837593079,0
scenario47,60,0,80,0,0,0,0.8,80,20,0,20,20,80,1e-05,0,1.3521195185678967,80.79791522026062,0
scenario48,-60,40,20,60,0,0,0.8,40,60,0,20,20,100,1e-05,0,1.3986798773921862,81.63680768013,0
scenario49,90,60,100,20,60,40,0.6,60,40,1,20,40,0,1e-05,0,0.9290507064171138,112.8944799900055,0
scenario50,-60,20,100,60,60,40,0.6,100,0,0,20,40,20,1e-05,0,0.7456342385484916,93.64052319526672,0
scenario51,90,20,20,20,20,0,0.8,100,0,0,20,40,40,1e-05,0,1.3263044663185988,81.99567985534668,0
scenario52,-60,20,40,20,40,40,0.8,40,60,1,20,40,60,1e-05,0,1.1059747862179934,172.3131628036499,0
scenario53,0,60,20,20,40,40,0.8,20,0,0,20,40,80,1e-05,0,1.379697265279716,82.14619445800781,0
scenario54,-90,40,100,20,20,40,0.8,40,60,0,20,40,100,1e-05,0,1.5414424457507572,82.57959032058716,0
scenario55,-30,20,20,40,80,40,0.6,100,0,0,20,60,0,1e-05,0,0.5646329176475744,186.521404504776,0
scenario56,60,60,20,0,0,0,0.4,0,100,1,20,60,20,1e-05,0,0.7229797137471857,88.06056046485901,0
scenario57,90,20,40,40,0,80,0.4,40,60,1,20,60,40,1e-05,0,1.8653018959108665,109.86562967300416,0
scenario58,0,60,100,0,0,100,0.6,80,20,0,20,60,60,1e-05,0,1.323558529629939,82.25314497947693,0
scenario59,30,60,60,0,20,100,0.8,0,100,0,20,60,80,1e-05,0,2.0630377357421774,80.60810613632202,0
scenario60,30,20,80,20,40,0,0.8,0,100,1,20,60,100,1e-05,0,1.769568769745412,166.81525945663452,0
scenario61,-30,60,20,0,0,100,0.2,80,20,1,20,80,0,1e-05,0,0.7438085577023615,163.4042284488678,0
scenario62,-30,60,20,40,0,80,0.4,40,60,0,20,80,20,1e-05,0,0.9143705511017356,110.50600719451904,0
scenario63,-60,0,80,0,0,80,0.4,80,20,1,20,80,40,1e-05,0,0.8277508370806088,99.69356679916382,0
scenario64,-90,60,100,40,100,40,0.6,40,60,0,20,80,60,1e-05,0,1.382540979382166,81.41501545906067,0
scenario65,-30,20,40,0,0,0,0.2,0,100,1,20,80,80,1e-05,0,0.8415256141598502,108.71496200561523,0
scenario66,30,20,20,0,40,40,0.8,80,20,1,20,80,100,1e-05,0,1.712860952900008,171.68524622917175,0
scenario67,90,20,100,80,80,40,0.6,100,0,0,20,100,0,1e-05,0,1.3610321301229509,81.36015009880066,0
scenario68,30,40,100,20,100,40,0.6,40,60,0,20,100,20,1e-05,0,0.9794285516431116,86.31217932701111,0
scenario69,30,40,60,40,20,0,0.8,100,0,1,20,100,40,1e-05,0,1.92509533534942,167.5571415424347,0
scenario70,60,60,100,100,0,80,0.4,100,0,0,20,100,60,1e-05,0,1.3560432151040285,80.37422895431519,0
scenario71,60,60,20,40,100,0,0.6,20,80,0,20,100,80,1e-05,0,1.3438088507841506,79.53192687034607,0
scenario72,-90,40,20,60,0,0,0.8,100,0,0,20,100,100,1e-05,0,0.6000812723135264,191.1523153781891,0
scenario73,90,40,20,40,0,0,0.8,40,60,0,40,0,0,1e-05,0,1.3824345705013543,78.82336950302124,0
scenario74,-90,20,80,0,40,0,0.8,0,100,0,40,0,20,1e-05,0,1.3748690792761893,81.89791083335876,0
scenario75,-60,20,40,20,100,100,0.1,40,60,1,40,0,40,1e-05,0,2.046556076186392,170.21989631652832,0
scenario76,0,80,80,40,60,40,0.6,100,0,0,40,0,60,1e-05,0,1.3489584513822106,82.87448811531067,0
scenario77,-60,0,80,100,0,100,0.4,100,0,1,40,0,80,1e-05,0,1.4590366690383203,192.9543440341949,0
scenario78,60,0,100,0,20,40,0.8,0,100,0,40,0,100,1e-05,0,1.442096338836086,79.35680198669434,0
scenario79,-60,20,20,0,80,0,0.6,0,100,1,40,20,0,1e-05,0,1.5403923030113156,168.58386754989624,0
scenario80,90,80,20,0,80,40,0.6,0,100,1,40,20,20,1e-05,0,1.8332264093710644,167.96064805984497,0
scenario81,90,60,80,20,60,40,0.6,100,0,0,40,20,40,1e-05,0,1.3603222665939785,81.27370500564575,0
scenario82,-30,20,60,40,80,0,0.6,20,80,0,40,20,60,1e-05,0,1.3906196362918617,82.93915438652039,0
scenario83,-30,20,100,40,0,0,0.8,20,80,1,40,20,80,1e-05,0,1.508591826197731,171.219144821167,0
scenario84,-90,20,80,0,80,60,0.6,80,20,0,40,20,100,1e-05,0,1.3942254045742843,81.76754951477051,0
scenario85,30,40,40,20,60,100,0.6,40,60,1,40,40,0,1e-05,0,0.8444820967160331,87.66247773170471,0
scenario86,-90,20,20,0,0,60,0.1,0,100,0,40,40,20,1e-05,0,1.4244825051464678,83.36224102973938,0
scenario87,-30,0,100,0,0,0,0.8,80,20,1,40,40,40,1e-05,0,0.7117303894713233,161.59370350837708,0
scenario88,-30,60,100,60,0,80,0.4,100,0,0,40,40,60,1e-05,0,0.7483967109257434,91.04212284088136,0
scenario89,30,20,80,0,40,60,0.6,100,0,0,40,40,80,1e-05,0,1.3077220328713306,81.00342988967896,0
scenario90,-60,80,40,0,0,0,0.8,80,20,0,40,40,100,1e-05,0,1.1991004913016765,100.66250658035278,0
scenario91,-60,60,80,0,80,100,0.1,0,100,0,40,60,0,1e-05,0,1.4223982256214949,81.52116918563843,0
scenario92,-90,40,100,40,0,80,0.6,0,100,1,40,60,20,1e-05,0,1.5563206518133186,111.39693760871889,0
scenario93,0,80,20,0,0,0,0.8,80,20,1,40,60,40,1e-05,0,2.3645233757298865,117.47223591804504,0
scenario94,90,60,100,0,0,80,0.8,0,100,0,40,60,60,1e-05,0,1.9993205814516808,84.81317663192749,0
scenario95,-60,80,40,0,60,60,0.6,80,20,0,40,60,80,1e-05,0,1.4755934849686425,80.82375860214233,0
scenario96,-30,40,80,40,0,80,0.4,40,60,1,40,60,100,1e-05,0,0.8303268347773964,100.62102675437929,0
scenario97,30,80,60,0,0,80,0.8,80,20,1,40,80,0,1e-05,0,0.9058596904139684,110.59984850883484,0
scenario98,0,40,20,20,40,40,0.6,0,100,1,40,80,20,1e-05,0,1.5261829529793451,163.9465970993042,0
scenario99,30,80,100,0,100,40,0.4,80,20,1,40,80,40,1e-05,0,1.50967424202695,167.30376076698303,0
scenario100,90,20,40,40,60,40,0.6,100,0,1,40,80,60,1e-05,0,1.8383371343784785,168.70782566070557,0
scenario101,-30,60,20,100,40,40,0.8,20,80,0,40,80,80,1e-05,0,1.394844523634138,82.61238646507263,0
scenario102,60,20,100,40,20,40,0.8,40,60,1,40,80,100,1e-05,0,0.7279297545994075,159.12387371063232,0
scenario103,-90,40,40,0,60,60,0.6,0,100,1,40,100,0,1e-05,0,0.7283747663612272,162.0126235485077,0
scenario104,0,40,60,60,100,100,0.6,100,0,0,40,100,20,1e-05,0,1.343578478082995,83.08003282546997,0
scenario105,-60,20,60,40,0,100,0.2,40,20,0,40,100,40,1e-05,0,0.4870575103364065,186.17974948883057,1
scenario106,-30,20,60,0,0,0,0.8,40,60,0,40,100,60,1e-05,0,1.1244126271061052,102.65248465538023,0
scenario107,30,40,40,100,0,80,0.4,80,20,0,40,100,80,1e-05,0,1.3733386627246027,80.03447914123535,0
scenario108,30,40,80,60,0,80,0.4,0,100,1,40,100,100,1e-05,0,0.9472375696728615,107.55584931373596,0
scenario109,30,60,20,0,0,0,0.8,40,60,0,60,0,0,1e-05,0,1.39971944247447,79.53365778923035,0
scenario110,-90,40,40,80,60,40,0.6,40,60,1,60,0,20,1e-05,0,0.9057207186879008,115.86218881607056,0
scenario111,0,60,80,0,100,0,0.6,0,100,0,60,0,40,1e-05,0,1.3731211975487634,81.62304711341858,0
scenario112,90,20,20,40,100,40,0.6,0,100,1,60,0,60,1e-05,0,2.117490147580473,112.37457013130188,0
scenario113,60,20,100,0,100,40,0.4,80,20,0,60,0,80,1e-05,0,1.3283058941375592,79.65315890312195,0
scenario114,-90,60,80,0,0,100,0.2,40,60,1,60,0,100,1e-05,0,0.9364642565107666,94.87565565109252,0
scenario115,-90,60,40,40,80,100,0.1,100,0,1,60,20,0,1e-05,0,0.915971093093597,94.85318684577942,0
scenario116,0,80,80,0,60,40,0.6,0,100,1,60,20,20,1e-05,0,2.1488407848716387,160.5061092376709,0
scenario117,-90,60,40,20,40,40,0.6,100,0,1,60,20,40,1e-05,0,1.959269185336558,170.81394362449646,0
scenario118,90,40,60,0,0,100,0.2,80,20,1,60,20,60,1e-05,0,2.3541184314932058,119.73007464408876,0
scenario119,30,80,100,0,0,0,0.8,80,20,1,60,20,80,1e-05,0,1.847878895949693,167.6845088005066,0
scenario120,60,60,20,20,0,100,0.2,40,60,0,60,20,100,1e-05,0,1.5050341599593096,78.3305413722992,0
scenario121,90,20,60,0,0,60,0.1,0,100,1,60,40,0,1e-05,0,0.7535224907201447,88.50391173362732,0
scenario122,30,60,60,0,40,0,0.8,0,100,0,60,40,20,1e-05,0,1.422471030886115,79.92664217948914,0
scenario123,-60,40,80,20,100,40,0.6,100,0,1,60,40,40,1e-05,0,0.9727077556403152,99.07483863830566,0
scenario124,0,20,100,0,0,80,0.4,40,60,0,60,40,60,1e-05,0,1.4623144002997728,80.03284883499146,0
scenario125,-90,80,40,20,60,40,0.6,20,80,0,60,40,80,1e-05,0,1.5252618512006528,80.56729173660278,0
scenario126,-90,60,20,0,0,80,0.4,40,60,0,60,40,100,1e-05,0,1.0259577107945697,106.77236485481262,0
scenario127,0,40,100,20,60,40,0.6,40,60,1,60,60,0,1e-05,0,1.6650136531296695,107.7941348552704,0
scenario128,-30,40,60,60,0,0,0.8,0,100,0,60,60,20,1e-05,0,1.3763780631422278,82.99892091751099,0
scenario129,30,20,20,40,100,40,0.6,40,60,1,60,60,40,1e-05,0,0.7974709343688652,92.63824009895325,0
scenario130,60,20,20,0,60,40,0.6,40,60,0,60,60,60,1e-05,0,1.4060078268484972,79.70616602897644,0
scenario131,90,60,80,60,100,40,0.6,20,80,0,60,60,80,1e-05,0,1.458304224260226,80.09897971153259,0
scenario132,-90,40,80,0,0,0,0.8,40,60,1,60,60,100,1e-05,0,0.7706582862768144,162.54484510421753,0
scenario133,-30,20,40,0,20,60,0.8,80,20,0,60,80,0,1e-05,0,1.4018446266391114,81.59318804740906,0
scenario134,0,20,40,0,0,60,0.1,0,100,0,60,80,20,1e-05,0,1.518065199740304,80.47978401184082,0
scenario135,-90,40,20,40,60,100,0.6,40,60,0,60,80,40,1e-05,0,1.477563409399837,82.02184772491455,0
scenario136,90,40,80,20,100,100,0.6,40,60,0,60,80,60,1e-05,0,1.4051886519489112,78.96298599243164,0
scenario137,0,20,60,0,100,40,0.6,80,20,0,60,80,80,1e-05,0,1.3646391503975317,81.82498073577881,0
scenario138,30,20,100,0,80,60,0.6,0,100,0,60,80,100,1e-05,0,1.5283766658549174,78.03236246109009,0
scenario139,-90,80,100,0,0,100,0.1,0,100,0,60,100,0,1e-05,0,1.5295523116831018,82.45433020591736,0
scenario140,30,20,80,60,40,60,0.6,20,80,0,60,100,20,1e-05,0,1.3968429474458413,79.02939510345459,0
scenario141,-90,60,40,20,100,40,0.6,40,60,1,60,100,40,1e-05,0,1.0061382628917774,105.398446559906,0
scenario142,30,40,100,40,100,0,0.6,20,80,1,60,100,60,1e-05,0,0.6608189259611835,93.10427331924438,0
scenario143,-90,40,20,100,0,0,0.8,80,20,1,60,100,80,1e-05,0,0.7742488319132187,99.92086744308472,0
scenario144,-30,20,60,0,40,100,0.4,0,100,1,60,100,100,1e-05,0,1.9245070891486509,170.2070369720459,0
scenario145,90,20,80,0,0,80,0.2,40,60,0,80,0,0,1e-05,0,1.463255965575023,78.9892828464508,0
scenario146,60,40,20,0,0,40,0.8,40,60,1,80,0,20,1e-05,0,1.1781912744558498,103.04523873329164,0
scenario147,-90,60,20,0,0,0,0.8,20,80,0,80,0,40,1e-05,0,1.3737982319730162,81.36908602714539,0
scenario148,60,80,60,0,80,40,0.6,0,100,0,80,0,60,1e-05,0,1.344209027216932,79.35674905776978,0
scenario149,90,20,60,20,100,40,0.6,40,60,1,80,0,80,1e-05,0,0.8037349496128688,130.10550546646118,0
scenario150,90,20,100,40,20,40,0.8,100,0,1,80,0,100,1e-05,0,1.621501969673734,168.9805393218994,0
scenario151,0,40,100,100,0,80,0.4,100,0,1,80,20,0,1e-05,0,2.005349837741333,170.3663408756256,0
scenario152,-90,0,60,0,0,80,0.4,0,100,1,80,20,20,1e-05,0,0.9354518210077568,116.01065683364868,0
scenario153,-90,40,100,40,60,100,0.6,40,60,1,80,20,40,1e-05,0,2.1160747229851,169.70842719078064,0
scenario154,-30,60,100,0,0,20,0.8,80,20,0,80,20,60,1e-05,0,1.3697724661476642,82.11613297462463,0
scenario155,90,60,40,0,0,80,0.4,0,0,0,80,20,80,1e-05,0,1.955410372394732,80.20852732658386,0
scenario156,-30,60,40,40,100,40,0.6,40,60,0,80,20,100,1e-05,0,1.414595348282905,81.42728877067566,0
scenario157,30,0,100,0,60,40,0.6,80,20,1,80,40,0,1e-05,0,2.06547246472802,169.3401975631714,0
scenario158,60,60,100,80,100,40,0.6,40,60,1,80,40,20,1e-05,0,1.842779661580738,167.58441019058228,0
scenario159,-60,80,100,40,60,0,0.6,40,60,1,80,40,40,1e-05,0,0.6605795429289573,92.66383790969849,0
scenario160,60,20,80,40,0,0,0.4,0,100,0,80,40,60,1e-05,0,1.4676959025729346,80.34589338302612,0
scenario161,-90,20,100,40,80,40,0.6,60,40,1,80,40,80,1e-05,0,0.8439698332047845,98.76374554634094,0
scenario162,-90,20,60,20,60,40,0.6,20,20,0,80,40,100,1e-05,0,1.506549606743676,82.59117388725281,0
scenario163,90,80,80,0,40,40,0.8,0,100,1,80,60,0,1e-05,0,2.144310363832486,113.4591772556305,0
scenario164,-90,20,100,40,0,80,0.4,100,0,0,80,60,20,1e-05,0,0.597444472884879,186.12822723388672,0
scenario165,-30,60,20,100,0,80,0.4,60,40,1,80,60,40,1e-05,0,0.8578075598381221,94.6706612110138,0
scenario166,-90,40,80,20,100,40,0.2,0,100,0,80,60,60,1e-05,0,1.398442609468226,82.36517381668091,0
scenario167,90,20,20,20,0,60,0.6,100,0,1,80,60,80,1e-05,0,2.194251915846006,112.9050498008728,0
scenario168,-60,20,40,60,80,40,0.6,0,100,1,80,60,100,1e-05,0,1.5379050463344954,163.1501567363739,0
scenario169,0,60,80,0,60,0,0.6,40,60,0,80,80,0,1e-05,0,1.4400268153581106,80.07291316986084,0
scenario170,0,60,80,80,0,0,0.8,100,0,0,80,80,20,1e-05,0,1.3285525419541229,82.18792510032654,0
scenario171,90,80,100,0,0,80,0.4,40,60,1,80,80,40,1e-05,0,1.7619098171924936,104.38997340202332,0
scenario172,0,60,60,40,0,0,0.8,40,60,1,80,80,60,1e-05,0,0.871867626724123,110.96843099594116,0
scenario173,-90,20,20,20,0,100,0.4,40,60,1,80,80,80,1e-05,0,0.9610515460522492,96.93512177467346,0
scenario174,-30,0,20,0,0,80,0.4,40,60,0,80,80,100,1e-05,0,0.8820836580120343,104.98202872276306,0
scenario175,-60,80,60,0,20,40,0.8,0,100,1,80,100,0,1e-05,0,1.7473951583836238,162.9583339691162,0
scenario176,-90,60,60,40,100,40,0.6,100,0,0,80,100,20,1e-05,0,0.9734710234434036,109.6413881778717,0
scenario177,30,60,40,0,40,40,0.6,80,20,0,80,100,40,1e-05,0,1.3427944779039618,80.57402658462524,0
scenario178,-30,40,80,20,40,60,0.8,0,100,0,80,100,60,1e-05,0,1.3784250119527877,81.98409056663513,0
scenario179,90,40,40,0,100,100,0.1,80,20,1,80,100,80,1e-05,0,0.9711926543705648,110.356196641922,0
scenario180,90,60,80,40,0,0,0.8,100,0,0,80,100,100,1e-05,0,1.3233172715287622,84.01180076599121,0
scenario181,0,0,80,0,100,40,0.6,0,100,1,100,0,0,1e-05,0,1.090781199439396,174.79797911643982,0
scenario182,30,60,80,60,0,0,0.8,0,100,1,100,0,20,1e-05,0,1.5539367301461795,169.78188514709473,0
scenario183,30,80,100,40,0,80,0.4,40,60,1,100,0,40,1e-05,0,3.403211945667869,173.3980987071991,0
scenario184,0,60,20,40,20,40,0.8,100,0,1,100,0,60,1e-05,0,1.993738667300004,171.15577149391174,0
scenario185,60,60,20,0,0,0,0.4,80,20,0,100,0,80,1e-05,0,1.305933102331258,81.00926160812378,0
scenario186,30,60,40,40,0,100,0.4,100,0,0,100,0,100,1e-05,0,1.3619499206391643,81.63022232055664,0
scenario187,-30,20,20,20,100,0,0.6,40,60,1,100,20,0,1e-05,0,0.8290836113446619,163.65369057655334,0
scenario188,60,60,100,60,100,60,0.6,100,0,1,100,20,20,1e-05,0,2.2438523471323384,112.36208724975586,0
scenario189,-60,40,40,100,100,40,0.6,80,20,0,100,20,40,1e-05,0,0.8241306085545533,101.93006777763368,0
scenario190,-60,40,40,100,0,100,0.6,20,80,0,100,20,60,1e-05,0,1.691925615207863,84.42441153526306,0
scenario191,-60,60,20,0,100,60,0.6,0,100,0,100,20,80,1e-05,0,1.4173040575038651,82.09748125076294,0
scenario192,60,20,20,0,100,40,0.4,0,100,0,100,20,100,1e-05,0,1.348636239539769,79.91301393508911,0
scenario193,90,20,40,0,60,0,0.6,0,100,1,100,40,0,1e-05,0,1.7585288522239255,168.91910123825073,0
scenario194,90,20,40,40,0,0,0.8,0,100,1,100,40,20,1e-05,0,1.5873845946448484,169.87648940086365,0
scenario195,-60,0,100,0,20,40,0.8,80,20,0,100,40,40,1e-05,0,0.969401865597366,107.58731389045715,0
scenario196,30,40,20,60,100,40,0.6,100,0,0,100,40,60,1e-05,0,1.3774088680065073,80.358815908432,0
scenario197,90,40,80,20,40,40,0.6,40,60,0,100,40,80,1e-05,0,1.4580667969567618,78.4527838230133,0
scenario198,90,40,60,20,40,0,0.6,40,60,1,100,40,100,1e-05,0,1.6484757337755993,159.9071502685547,0
scenario199,30,40,60,60,100,40,0.6,0,100,0,100,60,0,1e-05,0,1.0547567664534296,86.496022939682,0
scenario200,30,60,20,0,100,60,0.6,0,100,1,100,60,20,1e-05,0,0.9554633836035116,110.86209416389464,0
scenario201,-90,20,40,20,80,40,0.6,100,100,0,100,60,40,1e-05,0,1.40004602523262,83.51487636566162,0
scenario202,30,20,100,0,0,100,0.1,80,20,1,100,60,60,1e-05,0,2.4198663965461984,114.93585348129272,0
scenario203,-90,60,40,0,0,80,0.8,80,20,1,100,60,80,1e-05,0,0.6109932159286542,98.34581756591795,0
scenario204,30,60,80,0,0,40,0.8,0,100,1,100,60,100,1e-05,0,1.5628874024203252,157.61333560943604,0
scenario205,-90,40,100,0,100,0,0.6,100,0,0,100,80,0,1e-05,0,1.3483773881468468,81.99895358085632,0
scenario206,60,60,60,100,0,0,0.8,40,60,0,100,80,20,1e-05,0,1.4467442579792829,78.71892833709717,0
scenario207,-60,0,20,0,60,40,0.6,0,100,0,100,80,40,1e-05,0,1.4675271595146742,82.72113037109375,0
scenario208,-60,40,100,80,0,80,0.4,40,60,0,100,80,60,1e-05,0,0.8880096634756854,104.51030802726746,0
scenario209,0,20,100,0,0,80,0.1,0,100,1,100,80,80,1e-05,0,1.3232962003024826,170.6556634902954,0
scenario210,0,20,20,0,60,0,0.6,0,100,0,100,80,100,1e-05,0,1.5531200545665165,80.83438730239868,0
scenario211,-30,0,60,0,60,40,0.6,80,20,1,100,100,0,1e-05,0,1.300080519364689,173.87803411483765,0
scenario212,0,80,20,0,0,0,0.0,0,100,1,100,100,20,1e-05,0,0.765967190091983,92.66942071914671,0
scenario213,-30,40,20,60,0,80,0.4,100,0,0,100,100,40,1e-05,0,0.5169811212040376,192.5280077457428,0
scenario214,-90,80,100,0,0,0,0.8,80,20,0,100,100,60,1e-05,0,1.7087478652533477,81.64287638664246,0
scenario215,30,40,40,80,40,40,0.8,40,60,1,100,100,80,1e-05,0,0.9816252068085586,96.81453609466551,0
scenario216,-60,60,20,20,100,0,0.6,100,0,1,100,100,100,1e-05,0,0.8678694387631494,112.31659626960754,0
