PathInteraction,GoalEgo,WindIntensity,RoadFriction,FogDistance,StartOther,PrecipitationDeposits,Cloudiness,FogDensity,GoalOther,Precipitation,Wetness,StartEgo,Min_TTC,Collision_Occurred
c2,left,0,0.2,20,base_left_lane,20,60,20,left,60,80,right,5.106678434834841,False
c1,left,80,0.6,80,left,100,60,60,right,100,40,base,2.883024406337876,False
c2,left,20,0.4,80,base_left_lane,100,60,60,left,40,0,right,3.5633664294846126,False
c1,right,80,1.0,40,left,80,60,0,right,80,60,base,3.0946443479911943,False
c2,base,100,0.4,0,base_left_lane,80,60,40,left,100,40,right,2.6705574234049494,False
c2,left,40,0.4,40,base_left_lane,60,60,100,left,80,100,right,4.579063980981461,False
c4,base,100,0.4,0,left,80,40,80,base,0,40,right,3.695178392287036,False
c4,base,80,0.2,40,right,40,60,60,base,100,80,left,0.0,True
c2,left,20,0.6,0,right,0,80,60,left,60,40,base,3.5654171404343926,False
c1,right,80,0.6,0,base,60,80,60,right,100,60,left,4.208865904071376,False
c2,left,80,0.4,80,base_left_lane,100,0,0,left,0,0,right,868.6926595491526,False
c1,left,40,1.0,20,left,20,0,0,right,0,0,base,3.6458986569774265,False
c4,base,0,0.1,20,right,40,60,0,base,100,80,left,0.0,True
c2,base,80,0.6,100,base_left_lane,100,80,60,left,40,60,right,3.575206313507618,False
c1,right,40,1.0,80,left,40,80,60,right,80,40,base,3.3575720650891268,False
c1,right,40,0.8,0,left,60,100,0,right,100,0,base,0.0,True
c2,left,0,0.6,100,base_left_lane,80,60,60,left,80,100,right,2.868439779784661,False
c4,base,100,0.4,20,left,100,40,20,right,80,0,right,0.9065605435342254,False
c1,left,20,0.4,40,left,100,20,60,right,0,80,base,2.4726204237800125,False
c1,right,0,0.1,0,left,20,40,20,right,0,80,base,1.3332571853480788,False
c4,right,40,0.2,80,right,20,20,0,base,60,40,left,4.730250569397866,False
c4,base,80,0.8,20,left,60,60,0,right,80,100,right,0.8014527753783971,False
c1,right,60,0.8,0,left,40,20,40,right,60,80,base,2.916538321753112,False
c2,base,60,0.6,80,base_left_lane,20,0,80,left,40,60,right,2.5737119494738354,False
c2,base,80,0.1,100,base_left_lane,20,0,100,left,100,60,right,5.287414497682003,False
c1,right,80,0.8,20,left,80,100,100,right,60,60,base,2.151614257554761,False
c1,right,40,0.8,40,left,0,60,100,right,100,60,base,2.539925020434995,False
c2,left,80,0.2,100,right,60,0,20,base,60,100,base,1.6365739119018907,False
c2,left,0,0.1,80,base_left_lane,60,80,20,left,80,40,right,3.3589835933033827,False
c4,base,60,0.8,60,left,100,20,0,base,0,0,right,11.140188076231897,False
c4,right,20,0.1,100,right,60,40,80,base,0,0,left,0.0,True
c1,left,80,1.0,80,left,80,100,60,right,40,40,base,2.3948254521908545,False
c4,base,20,0.4,0,left,40,0,20,base,100,80,right,2.8794089583404983,False
c2,left,100,0.6,60,base_left_lane,0,40,20,left,80,100,right,3.4201491513120943,False
c1,right,100,1.0,100,left,100,20,80,right,40,0,base,2.514390244486079,False
c2,left,20,0.1,0,base_left_lane,20,100,40,left,100,80,right,3.4372271382397095,False
c4,base,20,0.6,20,left,40,80,0,right,60,0,right,1.1166858229015455,False
c1,left,60,0.4,20,left,40,60,100,right,40,60,base,2.400859834966414,False
c1,right,80,0.1,100,base_left_lane,0,40,0,left,20,0,left,0.7971196876176068,False
c2,left,0,0.2,80,base_left_lane,100,0,20,left,0,20,right,5.473409364802643,False
c1,right,100,0.2,40,left,0,20,60,right,0,0,base,2.8053385630333807,False
c4,base,20,1.0,100,left,0,20,0,base,40,100,right,3.9910919714894093,False
c2,left,40,0.6,80,base_left_lane,60,60,60,left,100,20,right,3.6064178162687845,False
c2,base,80,0.8,60,base_left_lane,20,40,40,left,100,20,right,4.641306303215048,False
c2,left,60,0.1,100,right,60,100,100,left,40,100,base,2.8020940046414613,False
c2,left,60,0.2,60,base_left_lane,60,20,60,left,0,60,right,3.4598284470998437,False
c2,left,20,0.6,20,base_left_lane,80,80,40,left,60,100,right,3.4030307949866616,False
c4,base,60,1.0,80,right,80,0,20,base,80,80,left,4.034145599037505,False
c2,left,40,0.6,80,right,80,0,80,base,40,80,base,1.912885943811038,False
c4,base,60,0.1,20,right,0,0,60,base,40,100,left,3.192018959419861,False
c1,right,100,0.4,20,base,100,20,60,right,40,100,left,4.210467224564327,False
c1,left,100,0.4,0,left,60,60,20,right,0,20,base,2.6674292566438464,False
c2,left,40,0.4,80,base_left_lane,0,40,60,left,40,0,right,4.637407237444755,False
c1,left,80,0.6,80,left,0,60,20,right,20,60,base,2.53865637921959,False
c4,base,0,1.0,0,right,40,80,40,base,100,0,left,0.0,True
c1,right,80,1.0,80,base,60,20,100,right,100,40,left,6.309036195063771,False
c4,base,60,0.6,20,left,20,80,0,right,100,40,right,1.1773273203113594,False
c2,left,20,0.1,60,right,20,60,80,left,20,100,base,2.7760338953180304,False
c1,right,60,1.0,0,left,20,20,60,right,100,80,base,3.0919263173410916,False
c2,base,80,0.4,20,base_left_lane,60,80,40,left,100,100,right,2.613824957284358,False
c4,base,20,0.8,100,right,0,100,40,base,100,0,left,0.0,True
c4,base,20,0.1,40,right,60,40,40,base,80,40,left,3.6353602128523614,False
c4,base,20,0.1,60,left,100,40,40,right,100,80,right,1.0775281487419555,False
c4,base,100,1.0,80,right,60,40,0,base,100,80,left,0.0,True
c4,right,40,0.2,100,right,40,40,80,base,20,40,left,4.558733814178307,False
c2,left,60,0.2,100,right,60,80,100,left,60,80,base,3.3405417636374546,False
c1,right,0,0.2,40,left,40,20,0,right,60,40,base,2.975608668047019,False
c4,right,0,1.0,80,right,20,0,60,base,100,0,left,0.0,True
c1,right,0,0.8,60,left,40,0,100,right,80,80,base,2.7289198435679127,False
c1,right,20,0.2,80,left,100,0,20,right,0,40,base,3.213403779229694,False
c2,left,20,0.8,80,right,20,0,0,base,20,20,base,2.2465959431166724,False
c4,base,100,0.4,100,right,80,40,60,base,60,60,left,3.355490559344302,False
c2,left,100,0.2,60,base_left_lane,60,100,20,left,80,0,right,5.2956120937163425,False
c2,left,80,0.1,60,base_left_lane,80,20,0,left,20,80,right,5.81322364862364,False
c4,base,60,0.8,40,right,100,60,60,base,60,80,left,2.390980030513338,False
c1,right,100,0.1,100,left,100,80,40,right,20,60,base,3.560264251507396,False
c4,base,100,0.4,20,left,20,20,0,right,40,20,right,1.2966234267264949,False
c1,left,100,0.1,60,left,0,20,100,right,100,0,base,2.6972517166397734,False
c4,right,40,0.6,0,right,40,0,100,base,20,80,left,4.614524827344273,False
c2,base,40,0.6,100,base_left_lane,40,60,20,left,20,100,right,4.153117544475615,False
c2,base,80,0.6,80,base_left_lane,0,20,80,left,20,20,right,2.8485789383266558,False
c1,right,100,0.6,20,left,0,0,20,right,100,100,base,2.6245234031776987,False
c2,left,100,0.1,100,base_left_lane,80,20,20,left,80,0,right,4.982392558784033,False
c2,left,100,0.1,0,base_left_lane,20,0,0,left,0,100,right,3.356494292641128,False
c4,base,20,0.2,60,right,80,0,100,base,40,60,left,2.3478915151180817,False
c2,left,60,0.2,40,base_left_lane,80,40,40,left,80,60,right,3.450873238038305,False
c1,right,0,0.4,40,base,80,80,60,right,80,20,left,5.5698227204692445,False
c2,left,60,0.8,40,base_left_lane,60,80,40,left,80,40,right,3.291092006118012,False
c2,left,40,0.6,0,base_left_lane,20,60,0,left,100,20,right,5.163029209765646,False
c4,base,20,0.2,60,left,80,40,100,right,40,60,right,1.2576913075944558,False
c1,right,0,0.1,0,left,100,0,60,right,80,40,base,3.1435842556892357,False
c4,base,80,0.8,80,right,20,40,0,base,40,0,left,0.0,True
c4,right,0,0.4,80,right,0,80,0,base,80,80,left,2.8955648312331292,False
c2,left,60,0.4,100,right,60,0,100,base,0,40,base,2.2705652711833517,False
c2,left,80,0.4,80,base_left_lane,40,80,40,left,100,0,right,3.3807670771535574,False
c1,right,40,0.4,0,left,60,100,20,right,80,100,base,2.683900886293093,False
c4,base,100,0.4,0,left,40,20,100,right,60,60,right,1.3690141158763314,False
c2,left,40,1.0,0,base_left_lane,60,20,100,left,100,60,right,2.711482572519384,False
c1,right,20,0.8,20,left,40,20,60,right,60,0,base,2.739632827647331,False
c1,right,20,1.0,40,base,40,80,60,right,20,100,left,6.01533261476987,False
c2,left,0,0.8,20,right,0,100,0,base,60,100,base,2.2897751035432394,False
c2,left,20,0.6,80,base_left_lane,80,100,20,left,0,80,right,5.214977473573675,False
c2,base,40,0.4,60,base_left_lane,0,60,100,left,20,80,right,2.6365613350913955,False
c1,right,60,0.8,0,left,100,80,40,right,20,20,base,2.4762757738538586,False
c4,base,40,0.6,0,left,0,20,60,right,80,40,right,1.3912500886531591,False
c2,base,60,0.4,40,base_left_lane,80,60,20,left,80,80,right,4.458548435158284,False
c4,base,60,0.8,20,right,60,60,100,base,20,40,left,2.68885584954737,False
c4,base,80,0.6,20,right,0,80,20,base,20,0,left,2.945814615490773,False
c4,base,40,1.0,40,left,80,100,80,right,60,20,right,0.0,True
c1,right,80,0.2,40,base,20,100,40,right,100,100,left,5.041802587975015,False
c2,left,60,0.1,100,base_left_lane,100,100,80,left,40,40,right,4.4472257174673375,False
c2,left,20,0.2,80,base_left_lane,20,20,20,left,80,60,right,5.282758862984161,False
c2,base,0,0.4,60,base_left_lane,80,60,60,left,40,40,right,3.2118601836973086,False
c2,left,20,1.0,80,base_left_lane,100,40,0,left,20,40,right,3.9716300583227153,False
c4,base,40,1.0,20,right,0,100,0,base,0,40,left,3.8578332913377924,False
c4,right,100,0.8,100,right,80,0,0,base,60,20,left,3.1479506284495984,False
c2,left,60,0.2,100,right,60,0,80,base,100,20,base,1.66763684357018,False
c4,base,60,0.6,0,right,40,100,80,base,0,80,left,2.90261245613025,False
c4,base,100,0.6,0,right,20,60,100,base,60,100,left,2.118004345537843,False
c2,left,20,0.2,80,right,40,60,60,left,100,100,base,4.189399205688418,False
c4,base,0,1.0,100,right,40,20,100,base,20,0,left,3.5089084315732384,False
c1,right,0,0.6,40,base_left_lane,20,80,80,left,0,40,left,0.9326196927664872,False
c1,right,20,0.4,0,base_left_lane,80,100,20,left,100,60,left,0.8191680280268395,False
c4,base,100,0.1,20,left,100,100,80,right,60,0,right,1.1419493959990452,False
c4,base,80,0.8,0,right,60,20,40,base,0,20,left,2.2562387237050303,False
c1,left,80,0.4,20,left,80,100,100,right,60,60,base,2.907671384952645,False
c1,right,60,0.4,20,left,20,20,20,right,80,20,base,2.7011751222559157,False
c4,base,0,0.2,80,right,40,80,60,base,0,80,left,3.332125767541621,False
c1,right,60,0.4,40,left,100,100,0,right,80,80,base,3.3476166988809033,False
c4,base,60,0.1,100,left,20,100,100,right,0,40,right,1.223751387944524,False
c1,left,40,0.4,60,left,0,100,100,right,20,100,base,2.124459003761013,False
c4,base,80,0.6,80,right,20,0,20,base,0,60,left,0.0,True
c1,left,60,0.6,100,left,20,0,20,right,20,100,base,3.231860064221098,False
c2,left,100,0.8,40,base_left_lane,100,20,40,left,100,20,right,3.436434597644737,False
c1,right,100,0.2,20,left,40,0,0,right,60,0,base,5.8478570083685115,False
c4,right,60,0.4,60,right,0,100,100,base,80,40,left,3.0879338866017565,False
c2,left,20,0.2,0,base_left_lane,20,80,40,left,80,0,right,3.791737061803504,False
c1,right,100,1.0,0,left,0,20,20,right,40,60,base,2.926781537911052,False
c1,right,60,0.2,0,left,80,100,20,right,100,100,base,2.3605341739613883,False
c1,left,0,0.4,60,left,80,100,20,right,80,60,base,2.8733685928990265,False
c4,base,60,0.6,100,right,40,100,40,base,40,20,left,3.308005824001129,False
c2,left,40,1.0,60,base_left_lane,20,60,0,left,80,40,right,3.290998394624586,False
c2,left,60,0.2,40,base_left_lane,100,80,40,left,20,80,right,3.4854869464664,False
c1,right,20,0.4,80,base,20,100,60,right,80,40,left,6.423242914741167,False
c4,base,40,0.8,20,right,60,100,0,base,20,0,left,1.8071539436388155,False
c2,base,40,1.0,40,base_left_lane,40,60,20,left,40,60,right,4.477531085832917,False
c4,base,0,0.8,20,right,20,40,0,base,20,60,left,3.4452703484850926,False
c1,right,80,0.6,20,left,60,80,0,right,80,80,base,2.081681150983657,False
c4,right,60,1.0,20,right,0,20,40,base,40,60,left,2.6874844312143353,False
c4,base,80,0.1,100,right,100,100,60,base,80,100,left,3.429850574376125,False
c4,base,20,0.6,0,right,60,80,20,base,60,20,left,1.9094207069156108,False
c4,base,60,0.6,40,left,20,0,40,base,40,0,right,11.477876452550928,False
c2,left,40,0.2,0,base_left_lane,20,20,80,left,100,40,right,3.1706318601035255,False
c4,base,100,1.0,100,right,20,20,40,base,40,0,left,2.8858255777342197,False
c2,left,20,0.1,80,base_left_lane,60,40,100,left,100,60,right,3.0975921847205186,False
c4,base,20,0.1,0,left,100,0,40,base,100,20,right,2.400299472971953,False
c4,base,80,0.6,60,right,100,0,0,base,100,60,left,3.128984894250317,False
c4,base,20,1.0,20,right,20,0,100,base,80,0,left,2.4901955440608603,False
c4,base,20,0.2,20,right,40,60,0,base,40,60,left,0.0,True
c2,base,80,0.4,100,base_left_lane,40,0,20,left,0,0,right,4.145641517714955,False
c2,left,20,1.0,60,right,100,100,0,base,100,60,base,2.2946110317243065,False
c2,left,20,1.0,100,right,20,20,60,left,20,0,base,3.178620681649452,False
c2,left,80,0.6,100,right,80,60,0,left,80,20,base,3.3087496648494223,False
c2,left,20,0.8,0,right,80,100,40,left,80,100,base,3.090970358090189,False
c2,left,80,0.6,0,base_left_lane,60,60,0,left,0,100,right,5.584184723810666,False
c2,left,100,0.1,60,right,80,80,100,base,40,0,base,0.0,True
c4,base,40,0.2,40,right,0,40,60,base,20,100,left,0.0,True
c4,base,100,1.0,80,right,0,60,0,base,60,80,left,0.0,True
c2,base,100,0.2,60,base_left_lane,80,0,60,left,80,80,right,3.006408779744038,False
c1,left,60,0.8,80,left,80,100,60,right,100,60,base,2.7398615647154423,False
c2,base,40,0.4,60,base_left_lane,40,20,80,left,100,20,right,2.849923000632185,False
c2,base,80,1.0,60,base_left_lane,40,40,80,left,60,40,right,3.854418721370689,False
c2,left,20,1.0,60,base_left_lane,0,60,80,left,60,80,right,3.281947313317085,False
c4,right,80,0.6,0,right,20,20,20,base,80,40,left,4.694167004985008,False
c4,base,60,0.6,0,right,100,0,0,base,20,20,left,3.930260430375547,False
c2,left,60,0.2,60,base_left_lane,60,80,20,left,60,40,right,0.0,True
c1,right,60,0.2,40,left,0,80,60,right,40,0,base,9999.0,False
c4,base,20,0.8,80,right,20,100,100,base,100,40,left,5.327638781952146,False
c2,left,100,0.2,80,base_left_lane,80,20,20,left,40,40,right,5.18617208572272,False
c2,left,40,0.6,100,right,80,100,60,base,80,100,base,3.565488370830809,False
c2,left,40,0.2,0,base_left_lane,0,60,40,left,0,80,right,0.0,True
c1,left,100,0.1,20,left,80,100,0,right,20,40,base,3.273265956381814,False
c4,base,60,0.8,40,right,0,80,80,base,80,20,left,0.0,True
c2,left,100,0.1,40,base_left_lane,20,0,0,left,80,40,right,4.319449388383044,False
c1,right,40,0.2,40,left,100,80,0,right,0,100,base,9999.0,False
c2,base,0,0.4,100,base_left_lane,20,80,20,left,100,40,right,1.5188721672795427,False
c4,base,80,0.2,0,left,40,80,100,right,20,100,right,1.2056354608031177,False
c2,left,20,0.4,20,right,60,100,80,base,0,20,base,4.391659226913262,False
c4,base,100,0.4,40,left,100,0,100,right,0,60,right,2.9459333506399012,False
c2,base,40,0.2,20,base_left_lane,80,100,40,left,40,60,right,0.0,True
c2,left,60,0.1,100,base_left_lane,80,100,80,left,100,100,right,0.0,True
c4,right,40,0.1,60,right,80,60,0,base,40,100,left,1514.7257012803964,False
c1,right,60,0.8,0,left,0,0,100,right,80,20,base,9999.0,False
c4,base,80,0.2,80,right,40,80,60,base,0,60,left,3.128692405654269,False
c4,base,60,0.1,60,right,60,60,40,base,20,80,left,3.5864037888027296,False
c2,left,60,0.2,40,base_left_lane,0,40,100,left,0,40,right,3.357602078945559,False
c4,base,20,0.4,20,right,20,0,60,base,60,80,left,1.3099773988842787,False
c1,right,80,0.6,80,left,0,0,0,right,40,80,base,1.0515796629168899,False
c1,right,40,0.6,40,left,60,80,60,right,60,100,base,4.460221004507477,False
c1,right,80,0.6,80,base_left_lane,100,40,100,left,40,80,left,3.0474383305018415,False
c2,base,80,0.1,40,base_left_lane,80,0,60,left,100,80,right,3.209011474167585,False
c1,right,80,0.6,80,left,60,0,100,right,60,80,base,1.2951573651260366,False
c2,left,40,0.4,40,base_left_lane,20,20,40,left,80,60,right,0.0,True
c4,base,60,1.0,20,left,20,100,40,right,40,20,right,1.762294421471116,False
c2,left,0,0.6,40,right,60,60,80,base,60,0,base,0.0,True
c4,base,80,0.2,40,right,40,80,20,base,80,60,left,2.648638662626756,False
c4,base,100,0.1,60,right,100,100,0,base,40,0,left,4337.611511996435,False
c4,base,20,1.0,80,right,100,60,80,base,100,20,left,2.048920647088983,False
c4,base,40,0.4,20,left,20,40,60,right,40,20,right,2.068742228841457,False
c4,base,100,0.2,20,right,80,60,100,base,80,40,left,1.066924857429872,False
c2,left,20,0.4,60,right,60,0,100,base,80,60,base,3.1692159838704903,False
c4,base,40,0.4,80,left,60,20,20,right,20,80,right,0.886113930141909,False
c2,left,100,0.8,40,base_left_lane,20,80,20,left,80,100,right,3.495836060603484,False
c1,right,40,0.4,0,left,80,60,100,right,80,40,base,0.0,True
c2,left,20,0.8,20,right,80,40,20,left,20,0,base,0.0,True
c1,right,80,0.6,20,left,60,60,80,right,20,40,base,0.0,True
c2,left,100,0.8,60,base_left_lane,0,20,20,left,40,40,right,2881.2441233969557,False
c4,right,0,0.1,40,right,0,20,100,base,0,0,left,9784.277658720532,False
c4,base,100,1.0,60,right,100,80,0,base,80,20,left,0.0,True
c4,base,0,0.6,60,right,100,20,20,base,0,60,left,0.813317658202904,False
c2,base,100,0.8,60,base_left_lane,60,100,80,left,0,20,right,4.376018425766013,False
c1,right,60,0.1,20,base_left_lane,40,0,0,left,60,80,left,2.4791537444202323,False
c4,base,40,0.6,40,right,80,60,20,base,80,60,left,4.933374679939243,False
c2,base,0,0.4,80,base_left_lane,40,20,80,left,60,40,right,0.8559424037008586,False
c2,left,20,0.4,40,base_left_lane,80,0,20,left,20,0,right,3.4017905905549863,False
c1,right,100,1.0,80,base_left_lane,100,60,60,left,80,20,left,2.5401057723817764,False
c1,right,20,1.0,60,left,40,40,100,right,20,60,base,2.890150953970015,False
c4,base,80,0.1,100,right,60,60,80,base,100,60,left,22.06354940737691,False
c2,left,80,0.6,20,base_left_lane,0,60,40,left,80,20,right,3.490005297288436,False
c4,base,60,1.0,40,left,0,20,0,base,20,60,right,3.1428000477446316,False
c1,left,20,0.6,100,left,0,60,40,right,0,80,base,3.337422209869919,False
c1,right,80,0.4,20,left,40,40,40,right,100,60,base,0.0,True
c2,left,20,0.1,0,base_left_lane,60,40,20,left,40,60,right,2.558484645014758,False
c2,left,40,0.8,60,base_left_lane,40,80,80,left,20,80,right,4.176182475598353,False
c1,left,60,1.0,20,left,40,0,40,right,40,40,base,0.8342139543961885,False
c4,base,60,0.1,20,right,100,0,40,base,0,20,left,2.416532933287193,False
c1,right,80,0.2,100,base_left_lane,0,0,60,left,80,60,left,2.2276401609570473,False
c4,base,60,0.8,0,right,40,20,100,base,100,100,left,3.290466209140881,False
c4,base,60,0.4,40,right,40,40,40,base,40,20,left,4.044599448122884,False
c2,left,20,1.0,0,base_left_lane,60,0,20,left,0,20,right,2.590926985928731,False
c2,base,60,0.2,0,base_left_lane,0,20,20,left,20,40,right,10.31560381174416,False
c1,right,80,0.2,80,left,100,0,100,right,80,100,base,3.843721266413752,False
c4,base,40,0.8,80,left,0,20,20,base,80,40,right,1.8031061541693696,False
c2,left,0,0.2,80,base_left_lane,60,80,40,left,20,20,right,4.5308461305757595,False
c1,left,0,0.8,100,left,40,100,100,right,0,100,base,0.0,True
c2,left,80,0.8,80,base_left_lane,40,100,20,left,20,20,right,2.1980372581674636,False
c1,right,100,0.1,20,left,0,40,80,right,20,80,base,9999.0,False
c2,left,80,0.4,100,right,80,20,40,base,100,20,base,5.280977422024726,False
c4,base,80,0.8,60,right,20,0,20,base,100,60,left,3.6223820600822823,False
c1,right,20,0.8,20,base,20,40,100,right,60,20,left,2.738472329869307,False
c2,left,40,0.2,60,right,60,0,0,left,0,40,base,4.661129399070693,False
c4,base,60,0.2,20,right,100,0,100,base,0,80,left,3.3871071091303633,False
c4,right,100,0.6,0,right,0,40,80,base,0,80,left,5.369604224177281,False
c4,base,40,0.4,0,right,80,20,0,base,40,40,left,4.259277664442679,False
c2,left,20,0.4,20,base_left_lane,60,40,0,left,60,60,right,1.9535939998623244,False
c2,base,60,0.4,20,base_left_lane,100,80,60,left,60,80,right,2.430163827773293,False
c1,right,40,0.1,100,left,80,100,100,right,100,0,base,0.9898123493894306,False
c1,left,80,0.4,20,left,20,80,60,right,20,100,base,4.954101072323629,False
c1,right,20,0.8,100,base_left_lane,0,100,100,left,0,0,left,2.12520522878007,False
c4,right,0,0.6,20,right,80,0,100,base,0,0,left,0.7933772076301611,False
c1,left,100,0.2,20,left,60,60,40,right,80,100,base,2.789025564322928,False
c1,right,100,0.1,20,base_left_lane,60,40,20,left,60,100,left,0.0,True
c4,right,0,0.1,80,right,40,20,60,base,100,20,left,4.494182463578302,False
c2,left,100,0.1,60,base_left_lane,40,100,0,left,60,100,right,3040.37480152222,False
c4,right,40,0.8,40,right,80,0,0,base,80,0,left,2.298043353860786,False
c1,right,100,0.2,20,left,80,0,100,right,20,100,base,3.371205550379483,False
c4,base,80,0.6,80,right,40,100,80,base,80,40,left,0.0,True
c2,left,0,0.1,100,base_left_lane,40,40,60,left,20,100,right,3.953035315773949,False
c1,right,20,0.6,60,left,0,100,20,right,100,20,base,2.5526675671247303,False
c1,right,100,0.2,60,left,0,0,80,right,80,60,base,2.924901976782788,False
c4,base,40,1.0,80,right,0,60,100,base,40,80,left,3.6977359355849124,False
c2,base,0,1.0,40,base_left_lane,40,0,40,left,0,100,right,2.6147404430253762,False
c1,right,60,0.2,0,left,60,20,100,right,20,40,base,2.1019465496781318,False
c4,right,0,0.1,40,right,100,40,20,base,60,0,left,0.0,True
c4,base,20,0.8,100,right,20,100,0,base,100,40,left,4.279599116027292,False
c2,base,20,1.0,100,base_left_lane,100,100,40,left,20,60,right,4.205513001404059,False
c1,left,40,0.2,100,left,60,80,20,right,60,60,base,3.9143815948686886,False
c4,base,60,1.0,40,right,60,60,20,base,100,100,left,2.797802007675588,False
c1,left,0,0.1,100,left,0,0,60,right,40,60,base,2.214142975089772,False
c1,right,100,0.6,0,base_left_lane,20,0,20,left,60,20,left,0.8295823633248564,False
c2,left,0,1.0,0,right,0,100,20,base,60,0,base,1.6137301303573663,False
c1,right,20,0.1,80,left,0,40,100,right,20,40,base,3.2227114866604096,False
c1,right,0,0.4,20,left,60,20,80,right,80,100,base,2.7340085528956544,False
c4,base,80,0.6,100,right,20,20,0,base,60,40,left,3.8077064707828647,False
c2,left,40,0.6,80,base_left_lane,60,100,100,left,100,80,right,3.980783069417588,False
c1,right,60,0.8,100,left,80,0,80,right,0,20,base,2.5849098433093776,False
c4,base,0,0.2,100,right,0,0,20,base,60,60,left,3.8913931293381814,False
c4,base,20,0.2,40,left,80,40,80,base,0,60,right,3.748468634623469,False
c4,base,40,1.0,100,right,100,0,40,base,40,80,left,2.0078035181017957,False
c4,base,80,0.1,20,left,40,20,0,base,0,100,right,5.02232217964484,False
c2,left,40,0.1,60,base_left_lane,100,40,20,left,0,40,right,5.245272087052011,False
c1,left,0,0.4,40,left,20,0,80,right,20,20,base,2.060567794286723,False
c2,base,100,0.2,40,base_left_lane,100,80,60,left,40,0,right,4.696599873622183,False
c2,left,60,0.8,100,base_left_lane,20,0,20,left,0,40,right,3.4265193426822353,False
c4,base,60,0.2,0,left,60,40,40,base,100,100,right,2.5904190268180516,False
c4,base,0,1.0,80,left,0,40,80,base,80,40,right,4.351172716691034,False
c4,base,80,0.1,100,right,40,40,60,base,100,60,left,3.4877877600184166,False
c1,left,20,0.1,60,left,80,60,60,right,20,0,base,2.093034990438044,False
c1,right,40,0.1,80,left,0,100,0,right,40,100,base,3.7013786989564474,False
c2,base,80,1.0,80,base_left_lane,20,60,100,left,40,40,right,2.7972393614037134,False
c2,left,20,0.8,0,right,40,60,100,base,100,0,base,1.8082341373307265,False
c1,right,20,1.0,40,base_left_lane,40,40,20,left,80,20,left,0.7027246839991236,False
c4,base,40,1.0,40,left,60,20,20,base,60,40,right,18.863064970319467,False
c2,left,20,0.1,80,base_left_lane,20,0,20,left,80,100,right,3.6393446462743007,False
c1,right,60,0.1,60,base_left_lane,60,40,40,left,60,0,left,1.0630651705514083,False
c4,right,20,0.2,40,right,0,40,40,base,0,80,left,2.3827072913807483,False
c1,right,80,0.1,40,base_left_lane,80,100,80,left,80,100,left,1.2872475783266144,False
c1,left,100,0.1,100,left,60,20,20,right,60,80,base,3.716966025894429,False
c1,right,0,0.2,80,base,80,100,20,right,0,0,left,5.663028886817882,False
c1,right,100,0.6,60,base,80,100,60,right,100,40,left,5.401815646141497,False
c1,left,0,0.2,100,left,0,40,40,right,20,60,base,3.3821191912714417,False
c2,base,100,0.4,100,base_left_lane,0,80,80,left,100,0,right,4.36658546810958,False
c4,base,100,0.6,20,right,60,80,40,base,100,60,left,3.7596661843406562,False
c2,left,80,0.4,100,right,80,80,20,left,20,20,base,5.376626809301429,False
