Instances,PathInteraction,feature_StartEgo,feature_GoalEgo,feature_StartOther,feature_GoalOther,feature_Cloudiness,feature_Precipitation,feature_PrecipitationDeposits,feature_WindIntensity,feature_TimeOfDay,feature_FogDensity,feature_FogDistance,feature_Wetness,feature_RoadFriction,Collision,MinTTC,algo_safety
scenario292,c2,right,base,base,left,60,0,0,40,-60,100,40,100,0.2,True,0.0,1
scenario293,c2,right,base,base,left,60,20,20,0,-90,60,40,100,0.6,False,0.291,1
scenario294,c2,right,base,base,left,80,40,20,40,-90,80,20,80,0.2,False,0.837,0
scenario295,c4,left,base,right,base,80,0,0,0,-90,80,20,60,0.1,False,1.927,0
scenario296,c2,base,left,right,base,60,60,20,40,-90,0,20,80,0.1,False,3474.475,0
scenario297,c2,right,left,base,left,100,20,0,20,-90,80,40,80,0.1,True,0.0,1
scenario298,c2,base,left,right,left,100,0,20,20,-90,60,20,100,0.1,False,3.191,0
scenario299,c2,right,base,base,left,60,0,20,100,-90,80,20,80,0.1,False,4.635,0
scenario300,c1,left,right,base,right,80,0,20,20,-90,100,20,60,0.1,False,45.089,0
scenario301,c2,base,left,right,left,80,20,20,40,-90,100,100,20,0.2,False,64.393,0
scenario302,c2,right,base,base,left,80,0,20,20,-90,80,20,80,0.1,True,0.0,1
scenario303,c2,base,left,right,left,60,60,40,0,90,60,20,100,0.2,False,3.307,0
scenario304,c2,right,base,base,left,60,0,0,0,-30,100,20,100,1.0,True,0.0,1
scenario305,c1,base,left,left,right,0,40,20,40,60,100,60,60,0.2,False,2.12,0
scenario306,c1,left,right,base,right,100,0,0,40,-30,100,60,80,0.1,False,43.704,0
scenario307,c2,right,base,base,left,100,0,20,60,-90,60,20,40,0.1,True,0.0,1
scenario308,c2,base,left,right,left,100,0,0,40,-90,80,0,80,0.2,False,3.805,0
scenario309,c1,left,right,base,left,100,40,100,20,-90,100,20,100,0.1,False,4.452,0
scenario310,c1,left,right,base,left,100,0,20,40,-90,100,80,40,0.8,False,4.208,0
scenario311,c1,left,right,base,right,60,0,0,100,-90,40,40,60,0.1,False,56.852,0
scenario312,c1,left,right,base,right,100,0,20,40,-90,100,40,20,0.2,False,4.683,0
scenario313,c2,base,left,right,left,80,0,40,40,-90,100,40,60,0.1,False,3.356,0
scenario314,c2,right,base,base,left,80,0,20,20,-90,80,20,80,0.1,True,0.0,1
scenario315,c2,base,left,right,left,100,20,20,80,-90,60,20,60,0.1,False,3.142,0
scenario316,c1,left,right,base,right,40,40,40,0,90,80,20,40,0.4,False,4124.691,0
scenario317,c4,right,base,left,base,80,0,20,100,-90,100,60,40,0.1,False,6753.01,0
scenario318,c4,right,base,left,base,100,0,20,40,30,100,100,40,0.4,False,5790.788,0
scenario319,c2,base,left,right,left,0,0,0,40,-90,80,0,80,0.2,False,2.911,0
scenario320,c2,base,left,right,left,100,20,20,40,-90,40,80,0,0.8,False,2.505,0
scenario321,c2,right,base,base,left,60,0,0,80,90,20,40,60,0.1,False,4.257,0
scenario322,c2,base,left,right,left,80,0,0,60,-90,60,20,40,0.2,False,2.796,0
scenario323,c4,left,base,right,base,60,0,40,20,-90,80,0,80,0.1,False,2.304,0
scenario324,c1,left,right,base,left,100,80,0,40,-90,100,100,20,0.8,False,5.081,0
scenario325,c2,base,left,right,left,100,100,0,20,-60,60,60,60,0.2,False,32.323,0
scenario326,c2,right,base,base,left,80,0,20,20,-90,80,20,80,0.1,True,0.0,1
scenario327,c2,right,base,base,left,60,0,40,40,-90,100,0,80,0.1,True,0.0,1
scenario328,c1,left,right,base,right,40,20,20,0,-90,100,40,40,0.4,False,9999.0,0
scenario329,c1,base,right,left,right,100,0,0,80,90,80,80,20,0.2,False,4.248,0
scenario330,c2,base,left,right,left,100,0,20,80,-90,60,20,40,0.1,False,3.261,0
scenario331,c2,base,left,right,left,100,20,20,80,-60,60,0,60,0.4,False,2.614,0
scenario332,c1,left,right,base,left,80,60,0,40,-90,100,100,20,0.6,False,4.096,0
scenario333,c4,left,right,right,base,80,20,40,100,-90,100,60,20,0.1,False,4.99,0
scenario334,c1,base,left,left,right,100,80,0,20,0,60,20,60,0.1,False,2.178,0
scenario335,c2,base,left,right,base,20,0,20,20,-90,100,20,60,0.2,False,1.678,0
scenario336,c2,base,left,right,left,100,100,0,40,-60,60,40,40,0.1,False,3.479,0
scenario337,c2,right,left,base,left,100,20,0,80,-90,20,20,60,0.1,False,4.144,0
scenario338,c2,right,base,base,left,80,0,20,20,-90,80,20,80,0.1,True,0.0,1
scenario339,c4,left,base,right,base,80,20,20,80,-90,80,0,60,0.6,False,2.079,0
scenario340,c4,left,right,right,base,60,80,0,40,0,100,100,40,0.1,False,3.584,0
scenario341,c1,left,right,base,left,100,40,20,100,-60,20,20,40,0.1,False,12.21,0
scenario342,c4,left,right,right,base,80,0,60,100,60,100,60,40,0.2,False,5.876,0
scenario343,c1,left,right,base,left,20,20,20,80,-90,20,40,60,0.1,False,4.099,0
scenario344,c2,base,left,right,left,100,100,20,20,-90,40,40,20,0.1,False,3.474,0
scenario345,c1,left,right,base,left,80,60,20,40,-60,100,80,20,0.6,False,3.352,0
scenario346,c2,right,base,base,left,100,0,0,0,-90,100,0,100,0.2,True,0.0,1
scenario347,c1,left,right,base,right,40,20,80,20,-60,20,40,40,0.4,False,8.575,0
scenario348,c4,left,right,right,base,100,40,40,80,-90,100,0,20,0.1,False,4.076,0
scenario349,c2,right,left,base,left,100,20,20,80,-90,40,40,60,0.2,False,0.709,0
scenario350,c2,base,left,right,base,0,20,0,100,-30,80,0,60,1.0,False,1.705,0
scenario351,c2,right,left,base,left,80,100,0,20,-60,60,20,20,0.4,False,1.113,0
scenario352,c2,base,left,right,left,40,20,80,80,-90,60,40,40,0.1,False,3.483,0
scenario353,c2,base,left,right,base,0,20,20,100,-30,80,0,60,1.0,False,1.925,0
scenario354,c2,right,base,base,left,80,80,20,20,-90,60,40,0,0.1,True,0.0,1
scenario355,c1,left,right,base,right,80,0,0,20,-60,80,100,80,0.8,False,21.852,0
scenario356,c1,base,right,left,right,20,60,20,80,-60,80,20,80,0.1,True,0.0,1
scenario357,c1,left,right,base,right,60,40,0,100,-90,80,40,40,0.4,False,4.358,0
scenario358,c1,left,right,base,right,100,0,20,20,60,80,20,80,0.1,False,57.514,0
scenario359,c1,base,left,left,right,80,0,100,20,-90,60,20,80,0.1,False,3.238,0
scenario360,c2,right,base,base,left,0,20,0,100,-30,80,0,80,1.0,False,2.315,0
scenario361,c2,right,base,base,left,80,0,40,20,-90,60,20,80,0.2,False,1.042,0
scenario362,c2,right,base,base,left,80,0,40,20,-90,60,20,80,0.2,False,2.016,0
scenario363,c1,left,right,base,right,80,20,40,0,-90,40,40,60,0.2,False,4.745,0
scenario364,c2,right,base,base,left,100,0,20,40,-90,60,20,60,0.1,False,1.719,0
scenario365,c2,right,base,base,left,80,0,40,40,30,60,20,80,0.2,True,0.0,1
scenario366,c4,left,base,right,base,80,0,40,20,-90,60,40,80,0.2,False,1.306,0
scenario367,c2,right,base,base,left,80,20,0,0,-60,60,20,80,0.4,True,0.0,1
scenario368,c1,left,right,base,right,60,20,80,20,-90,60,0,60,0.2,False,60.259,0
scenario369,c1,left,right,base,left,80,0,40,40,-60,60,20,20,0.2,False,3.85,0
scenario370,c4,left,right,right,base,100,0,40,40,-60,60,0,80,0.2,False,4.199,0
scenario371,c2,right,base,base,left,100,0,60,20,-90,60,40,20,1.0,False,2.992,0
scenario372,c1,left,right,base,right,80,40,40,20,-90,20,20,80,0.8,False,6569.373,0
scenario373,c2,right,left,base,left,60,0,20,20,-90,40,20,80,0.4,False,2.819,0
scenario374,c2,right,base,base,left,80,0,40,40,30,60,20,80,0.2,True,0.0,1
scenario375,c4,left,right,right,base,100,0,60,60,-60,60,20,80,0.6,False,4.93,0
scenario376,c4,left,right,right,base,0,0,20,60,-90,60,0,80,0.8,False,8.02,0
scenario377,c4,left,base,right,base,80,40,60,20,-90,0,100,40,0.1,False,5271.071,0
scenario378,c4,left,right,right,base,100,20,40,0,-30,40,20,80,0.4,False,3.476,0
scenario379,c1,left,right,base,right,80,0,0,20,-60,60,20,80,0.6,False,4.813,0
scenario380,c1,left,right,base,left,80,0,20,20,-60,20,60,80,0.4,False,4.372,0
scenario381,c2,right,base,base,left,0,20,0,20,-30,80,40,60,0.4,False,3.452,0
scenario382,c1,base,right,left,right,40,20,100,20,-90,40,0,40,0.2,False,3.587,0
scenario383,c1,left,right,base,right,0,0,20,20,-60,80,40,60,0.1,False,55.578,0
scenario384,c2,base,left,right,left,80,0,40,40,0,40,20,40,1.0,False,3.248,0
scenario385,c2,right,left,base,left,100,60,40,40,-30,40,40,0,0.1,False,1.194,0
scenario386,c2,right,base,base,left,80,0,40,40,30,60,20,80,0.2,True,0.0,1
scenario387,c1,base,right,left,right,40,20,100,20,-90,40,80,40,0.2,False,2.032,0
scenario388,c2,right,left,base,left,60,20,0,0,-60,20,60,80,0.4,False,3.868,0
scenario389,c1,left,right,base,right,100,80,40,40,30,60,40,60,0.4,False,26.841,0
scenario390,c2,base,left,right,left,80,60,40,60,-60,40,40,40,0.8,False,3.653,0
scenario391,c2,right,base,base,left,100,0,0,0,-60,80,40,0,0.1,False,3.09,0
scenario392,c2,base,left,right,base,80,20,0,20,-60,60,0,60,1.0,False,1.59,0
scenario393,c4,left,right,right,base,80,20,80,0,-30,60,0,60,0.4,False,4.002,0
scenario394,c2,right,left,base,left,60,80,40,40,60,60,0,100,0.4,True,0.0,1
scenario395,c2,right,base,base,left,80,20,80,0,-90,20,100,60,0.2,False,2048.722,0
scenario396,c2,base,left,right,base,20,0,0,20,-30,100,60,80,0.4,False,1.752,0
scenario397,c1,left,right,base,left,40,40,80,0,-90,60,20,60,0.2,False,3.575,0
scenario398,c2,right,base,base,left,80,0,40,40,30,60,20,80,0.2,True,0.0,1
scenario399,c4,left,base,right,base,100,60,40,40,30,60,40,60,0.4,False,1.817,0
scenario400,c1,left,right,base,right,40,40,100,20,90,60,0,60,0.2,False,35.894,0
scenario401,c1,base,right,left,right,100,0,100,0,30,100,40,0,0.1,False,0.77,0
scenario402,c4,right,base,left,right,80,40,20,0,0,20,80,60,0.4,False,4034.611,0
scenario403,c2,right,base,base,left,60,40,0,20,-30,80,80,80,1.0,False,1.788,0
scenario404,c2,right,base,base,left,80,0,60,20,-90,20,20,80,0.2,False,3.233,0
scenario405,c2,right,base,base,left,100,0,0,20,90,60,20,0,0.1,False,3.07,0
scenario406,c2,base,left,right,left,80,80,40,20,-60,20,40,40,1.0,False,4.473,0
scenario407,c4,left,right,right,base,40,80,60,20,30,60,20,100,0.2,False,6.316,0
scenario408,c2,base,left,right,left,20,20,0,100,-30,100,80,60,0.4,False,3.565,0
scenario409,c1,base,right,left,right,0,0,100,20,0,100,60,80,1.0,False,3.376,0
scenario410,c2,right,base,base,left,80,0,40,40,30,60,20,80,0.2,True,0.0,1
scenario411,c4,left,right,right,base,60,60,60,20,0,60,40,100,0.1,False,3.909,0
scenario412,c2,right,left,base,left,80,0,40,40,30,80,40,60,0.4,True,0.0,1
scenario413,c1,left,right,base,right,40,60,100,0,-60,60,20,40,0.2,False,10.944,0
scenario414,c4,left,right,right,base,20,100,20,0,0,60,0,100,0.2,False,3.403,0
scenario415,c1,base,right,left,right,0,100,100,20,30,100,20,60,0.2,False,3.686,0
scenario416,c1,left,right,base,right,100,0,0,40,60,80,20,0,0.1,False,4.043,0
scenario417,c4,right,base,left,right,100,60,40,40,30,60,60,40,0.6,False,551.486,0
scenario418,c2,base,left,right,left,60,40,40,20,30,0,80,40,0.4,False,2353.096,0
scenario419,c2,base,left,right,left,20,20,0,100,0,60,80,80,0.6,False,3.053,0
scenario420,c1,left,right,base,left,0,20,80,40,30,80,40,20,1.0,False,3.781,0
scenario421,c2,base,left,right,base,80,0,100,20,-30,100,40,80,1.0,True,0.0,1
scenario422,c2,right,base,base,left,80,80,20,20,-90,60,40,0,0.1,True,0.0,1
scenario423,c1,base,left,left,right,60,60,80,20,-90,60,20,80,0.1,False,3.237,0
scenario424,c2,right,left,base,left,0,40,0,100,0,80,0,60,1.0,False,3.396,0
scenario425,c2,right,left,base,left,80,60,20,20,-90,60,40,0,1.0,False,3.273,0
scenario426,c2,right,left,base,left,20,20,40,40,30,60,20,80,0.2,True,0.0,1
scenario427,c2,base,left,right,base,80,80,20,0,-90,60,40,0,1.0,False,1.625,0
scenario428,c1,base,right,left,right,20,60,40,80,-60,80,40,80,0.1,False,1.021,0
scenario429,c2,right,base,base,left,80,20,40,40,30,80,20,80,0.2,True,0.0,1
scenario430,c2,right,base,base,left,60,0,40,40,30,20,20,80,0.2,False,3.256,0
scenario431,c1,left,right,base,left,100,100,20,20,-60,60,20,100,0.4,False,3.71,0
scenario432,c4,left,right,right,base,80,100,20,20,-60,40,0,20,0.4,False,4.563,0
scenario433,c2,right,left,base,left,80,100,40,20,60,60,100,20,0.1,False,28.794,0
scenario434,c1,base,right,left,right,20,60,40,80,-60,80,40,80,0.1,False,2.938,0
scenario435,c1,left,right,base,left,100,80,40,80,-60,80,40,80,0.8,False,4.291,0
scenario436,c1,base,right,left,right,40,80,20,80,-90,80,40,80,0.4,False,3.479,0
scenario437,c1,base,left,left,right,0,60,40,60,90,100,20,80,0.4,False,2.86,0
scenario438,c2,base,left,right,base,40,60,40,60,-90,80,60,80,0.8,False,1.802,0
scenario439,c4,right,base,left,base,40,60,20,80,60,100,40,40,0.2,False,3609.207,0
scenario440,c1,base,right,left,right,20,40,60,80,-90,0,60,80,0.6,False,2.704,0
scenario441,c1,base,right,left,right,0,80,20,80,-60,80,40,0,0.2,False,3.106,0
scenario442,c4,right,base,left,base,40,80,60,60,-30,0,0,0,0.1,False,43.191,0
scenario443,c4,left,base,right,base,40,80,20,80,-90,80,40,80,0.2,False,3.2,0
scenario444,c2,base,left,right,left,0,60,40,20,-60,80,60,80,0.1,False,2.907,0
scenario445,c2,base,left,right,base,40,40,40,80,-90,80,40,100,0.1,False,1.806,0
scenario446,c2,base,left,right,base,40,60,40,60,-90,80,60,80,0.8,False,1.884,0
scenario447,c2,right,left,base,left,40,40,40,0,-90,80,40,80,0.2,True,0.0,1
scenario448,c2,base,left,right,base,40,20,60,80,-60,0,100,80,0.8,False,2701.716,0
scenario449,c1,base,right,left,right,20,100,0,20,-60,20,40,100,0.4,False,3.138,0
scenario450,c2,base,left,right,base,20,80,20,80,0,100,60,80,1.0,False,1.386,0
scenario451,c4,left,right,right,base,0,20,40,80,90,100,60,100,0.2,False,4.194,0
scenario452,c2,right,left,base,left,20,40,40,20,-90,60,20,100,0.1,True,0.0,1
scenario453,c2,right,left,base,left,20,40,60,100,-90,0,0,80,0.4,False,3.456,0
scenario454,c4,right,base,left,right,20,0,40,0,-90,80,60,80,0.2,False,4347.129,0
scenario455,c1,base,right,left,right,40,100,40,60,-30,0,0,0,0.1,False,3.187,0
scenario456,c1,left,right,base,right,40,60,60,80,-60,20,40,100,0.6,False,68.955,0
scenario457,c2,base,left,right,base,100,100,20,100,-30,80,40,80,0.8,False,1.77,0
scenario458,c2,right,left,base,left,40,40,40,0,-90,80,40,80,0.2,False,0.628,0
scenario459,c4,left,right,right,base,40,60,80,80,-30,20,40,100,0.8,False,4.069,0
scenario460,c2,right,base,base,left,0,20,60,60,60,100,60,100,0.2,False,2.162,0
scenario461,c2,base,left,right,base,40,40,60,80,-90,40,100,80,0.8,False,7.804,0
scenario462,c1,base,right,left,right,0,60,40,40,-60,100,20,60,0.6,False,3.351,0
scenario463,c2,right,left,base,left,20,40,40,20,-90,60,40,80,0.1,True,0.0,1
scenario464,c1,base,right,left,right,40,80,20,100,0,0,60,80,0.8,False,3.237,0
scenario465,c4,left,right,right,base,20,20,40,40,90,40,20,100,0.1,False,4.46,0
scenario466,c2,base,left,right,base,40,60,40,60,0,100,60,60,1.0,False,1.679,0
scenario467,c1,left,right,base,left,0,20,20,80,60,100,60,80,0.4,False,3.045,0
scenario468,c1,left,right,base,left,40,40,40,100,-90,60,40,60,1.0,False,4.11,0
scenario469,c1,base,left,left,right,20,60,60,0,-90,60,60,60,0.1,False,2.497,0
scenario470,c2,right,left,base,left,20,40,40,20,-90,60,40,80,0.1,True,0.0,1
scenario471,c2,right,left,base,left,80,60,0,0,-90,60,40,80,0.1,False,0.377,1
scenario472,c1,base,left,left,right,20,20,0,100,60,100,40,60,0.6,False,2.76,0
scenario473,c1,left,right,base,left,60,80,0,100,0,20,40,100,1.0,False,4.784,0
scenario474,c2,base,left,right,left,40,40,80,80,0,0,60,0,0.8,False,11.176,0
scenario475,c2,right,left,base,left,40,40,60,60,-90,40,100,0,0.8,False,3.361,0
scenario476,c2,right,base,base,left,20,100,20,60,60,80,60,100,0.4,True,0.0,1
scenario477,c2,right,base,base,left,20,100,40,100,-90,60,20,100,0.1,True,0.0,1
scenario478,c2,base,left,right,base,20,80,60,40,-90,80,40,20,0.1,False,1.705,0
scenario479,c4,right,base,left,right,60,40,100,100,-30,0,40,100,1.0,False,3588.662,0
scenario480,c1,base,right,left,right,40,20,0,100,0,0,60,80,0.6,False,1.109,0
scenario481,c4,left,right,right,base,40,80,80,60,-30,20,20,100,0.8,False,5.64,0
scenario482,c2,right,left,base,left,20,40,40,20,-90,60,40,80,0.1,True,0.0,1
scenario483,c1,left,right,base,right,40,60,80,0,-60,0,20,80,0.8,False,21.847,0
scenario484,c2,right,left,base,left,60,100,100,20,30,100,60,20,0.2,False,1.189,0
scenario485,c4,left,right,right,base,40,100,80,60,90,0,20,100,0.8,False,4.741,0
scenario486,c1,left,right,base,right,0,20,0,100,-90,100,60,60,0.6,False,4443.198,0
scenario487,c1,base,right,left,right,40,40,100,100,0,0,40,80,0.8,False,2.976,0
scenario488,c2,right,base,base,left,60,60,40,40,-90,40,100,0,0.8,False,30.737,0
scenario489,c2,right,left,base,left,20,60,40,60,30,40,100,20,0.8,False,13.183,0
scenario490,c1,left,right,base,right,60,20,80,0,-30,0,80,20,0.4,False,16.094,0
scenario491,c4,left,base,right,base,100,80,0,0,-60,40,40,80,0.1,False,2.393,0
scenario492,c2,right,left,base,left,100,60,0,0,-90,40,20,60,0.2,True,0.0,1
scenario493,c4,right,base,left,right,0,60,0,80,30,0,40,80,0.2,False,4354.088,0
scenario494,c2,right,base,base,left,80,80,20,20,-90,60,40,0,0.1,False,3.108,0
scenario495,c2,right,base,base,left,60,80,40,20,-90,60,60,0,0.1,True,0.0,1
scenario496,c2,right,left,base,left,40,40,60,0,-90,100,0,80,0.2,False,1.66,0
scenario497,c2,base,left,right,left,80,60,100,20,30,60,20,80,0.2,False,3.561,0
scenario498,c2,right,left,base,left,20,20,40,40,-90,60,0,80,0.1,False,3.278,0
scenario499,c2,base,left,right,left,40,60,80,0,-90,60,20,100,0.1,False,2.87,0
scenario500,c2,base,left,right,base,80,60,80,0,-90,80,60,0,1.0,False,1.563,0
scenario501,c1,left,right,base,right,80,20,40,40,0,80,40,100,0.2,False,44.439,0
scenario502,c2,right,base,base,left,100,80,20,20,-90,60,60,0,0.1,False,2.538,0
scenario503,c4,left,base,right,base,80,40,20,20,0,80,20,80,0.2,False,2.256,0
scenario504,c2,base,left,right,base,20,20,0,40,30,40,20,80,0.4,False,2650.118,0
scenario505,c2,right,base,base,left,80,0,40,40,0,60,0,80,0.1,True,0.0,1
scenario506,c2,base,left,right,base,80,60,80,0,-90,80,60,0,1.0,True,0.0,1
scenario507,c2,base,left,right,base,100,80,60,0,90,60,40,20,0.8,False,1.548,0
scenario508,c4,right,base,left,base,80,60,40,0,-90,60,40,0,0.8,False,3.216,0
scenario509,c2,right,base,base,left,100,60,60,0,-90,80,80,20,0.1,False,2.851,0
scenario510,c4,right,base,left,base,80,40,60,0,-90,80,80,0,0.8,False,96.423,0
scenario511,c2,right,left,base,left,80,60,100,0,-90,80,80,0,0.8,True,0.0,1
scenario512,c2,base,left,right,base,80,60,100,20,-90,100,60,20,0.8,False,1.525,0
scenario513,c4,left,base,right,base,100,80,80,20,90,80,60,0,0.8,False,2.98,0
scenario514,c2,base,left,right,left,80,60,100,20,-90,100,80,0,1.0,False,3.477,0
scenario515,c2,base,left,right,base,100,80,100,20,-30,80,40,20,1.0,False,1.592,0
scenario516,c2,base,left,right,left,80,60,0,0,-90,0,80,0,0.8,False,27.887,0
scenario517,c2,right,left,base,left,100,40,80,20,-90,80,40,0,1.0,True,0.0,1
scenario518,c2,base,left,right,base,80,60,80,0,-90,80,60,0,1.0,False,1.67,0
scenario519,c2,base,left,right,left,100,20,0,60,-90,0,80,0,0.6,False,25.271,0
scenario520,c4,left,right,right,base,100,40,100,0,-90,60,80,20,0.8,False,4.624,0
scenario521,c4,left,right,right,base,80,60,40,0,-90,80,80,0,0.1,False,4.388,0
scenario522,c2,right,base,base,left,100,40,100,20,-30,100,80,0,0.8,True,0.0,1
scenario523,c4,left,right,right,base,100,100,60,20,90,80,40,80,0.8,False,3.668,0
scenario524,c4,left,right,right,base,80,80,20,0,90,80,20,60,1.0,False,4.1,0
scenario525,c2,right,left,base,left,100,40,80,20,-90,80,80,0,0.8,False,3.305,0
scenario526,c1,left,right,base,left,100,40,100,0,-60,80,60,0,0.8,False,2.808,0
scenario527,c1,base,right,left,right,80,40,40,0,-90,0,80,0,0.8,False,2.467,0
scenario528,c2,base,left,right,base,60,60,100,40,-90,80,60,20,0.1,False,1.626,0
scenario529,c2,base,left,right,left,100,60,60,20,-90,100,40,40,0.8,False,3.648,0
scenario530,c2,right,base,base,left,100,40,100,20,-30,100,80,0,0.8,False,2.338,0
scenario531,c1,left,right,base,left,80,60,100,0,-60,40,80,0,0.6,False,5.329,0
scenario532,c1,left,right,base,left,100,40,40,0,-90,60,100,20,0.8,False,4.741,0
scenario533,c1,base,right,left,right,80,60,20,0,90,80,60,60,1.0,False,2.017,0
scenario534,c2,base,left,right,left,100,40,0,60,-60,20,60,0,0.6,False,565.324,0
scenario535,c1,base,right,left,right,100,40,80,40,-60,60,60,80,1.0,False,2.841,0
scenario536,c4,left,right,right,base,80,60,20,0,-60,20,80,0,1.0,False,4.267,0
scenario537,c4,left,base,right,base,100,100,40,40,90,80,20,60,1.0,False,2.376,0
scenario538,c2,base,left,right,base,100,0,20,80,-90,40,20,0,0.8,False,1.963,0
scenario539,c2,base,left,right,left,40,40,100,20,0,20,60,20,0.6,False,3058.361,0
scenario540,c1,left,right,base,left,80,40,100,20,-90,60,20,40,1.0,False,4.253,0
scenario541,c1,base,left,left,right,80,80,100,20,90,0,20,100,0.4,False,3.227,0
scenario542,c2,base,left,right,base,100,0,20,80,-90,40,20,0,0.8,False,1.685,0
scenario543,c1,left,right,base,right,100,40,40,0,60,80,40,40,1.0,False,4188.399,0
scenario544,c1,left,right,base,left,40,20,100,0,-90,60,0,20,0.8,False,3.8,0
scenario545,c2,base,left,right,left,80,80,20,0,-30,40,100,40,1.0,False,53.815,0
scenario546,c4,right,base,left,base,100,20,100,20,-30,100,80,20,0.6,False,7559.313,0
scenario547,c1,left,right,base,left,100,20,100,40,0,100,60,0,0.8,False,3.391,0
scenario548,c4,left,right,right,base,100,100,100,40,90,100,100,20,0.1,False,3.954,0
scenario549,c2,right,left,base,left,20,60,100,20,-30,20,100,0,0.8,False,4.332,0
scenario550,c1,left,right,base,left,80,60,20,0,90,80,60,40,1.0,False,2.544,0
scenario551,c4,right,base,left,right,100,20,100,20,90,100,20,40,1.0,True,0.0,1
scenario552,c1,left,right,base,left,60,60,100,0,-60,80,20,20,1.0,False,2.655,0
scenario553,c2,right,base,base,left,80,60,100,40,-30,80,100,20,0.8,False,69.784,0
scenario554,c4,right,base,left,right,100,20,100,20,90,100,20,40,1.0,False,0.973,0
scenario555,c4,left,right,right,base,100,100,100,40,60,0,100,20,0.1,False,4.274,0
scenario556,c4,right,base,left,base,100,20,40,60,0,40,40,60,0.8,False,2.494,0
scenario557,c4,right,base,left,right,100,20,60,40,-30,100,80,0,0.6,False,2.825,0
scenario558,c4,left,base,right,base,100,40,100,0,90,100,20,40,0.8,False,3.487,0
scenario559,c1,base,left,left,right,100,60,0,0,90,80,40,20,1.0,False,2.298,0
scenario560,c1,base,right,left,right,100,0,20,80,-90,40,20,60,0.8,False,3.783,0
scenario561,c1,left,right,base,right,100,60,80,0,-90,80,60,0,1.0,False,5.654,0
scenario562,c1,base,right,left,right,100,80,80,0,90,60,80,20,0.8,False,3.492,0
scenario563,c2,base,left,right,base,80,100,80,40,60,100,0,80,0.1,False,1.766,0
scenario564,c2,base,left,right,left,80,20,60,20,-60,20,100,60,1.0,False,4.966,0
scenario565,c1,left,right,base,left,100,40,0,0,30,80,60,80,0.8,False,2.982,0
scenario566,c2,right,base,base,left,80,80,20,20,-90,60,40,0,0.1,False,2.882,0
scenario567,c2,right,base,base,left,60,80,20,20,-60,80,100,0,0.1,False,2.622,0
scenario568,c2,right,left,base,left,40,60,60,0,-90,100,40,100,0.4,False,3.417,0
scenario569,c2,right,base,base,left,80,80,60,40,-60,60,60,60,0.1,False,1.079,0
scenario570,c1,base,left,left,right,60,80,40,80,-90,60,60,0,0.2,False,2.308,0
scenario571,c2,right,base,base,left,80,80,20,20,-90,80,40,0,0.2,False,2.256,0
scenario572,c2,right,base,base,left,60,80,40,20,-90,80,60,0,0.1,False,0.778,0
scenario573,c2,base,left,right,base,80,60,80,0,-90,80,60,0,1.0,True,0.0,1
scenario574,c2,right,left,base,left,40,40,60,20,-90,100,0,80,0.2,False,2.917,0
scenario575,c1,base,right,left,right,60,40,80,20,-90,80,60,0,1.0,False,4.702,0
scenario576,c4,left,base,right,base,80,40,20,0,0,80,0,80,0.2,False,1.978,0
scenario577,c2,right,left,base,left,20,20,40,20,-90,80,80,0,0.1,False,4.998,0
scenario578,c2,right,base,base,left,60,80,40,20,-90,80,60,0,0.1,True,0.0,1
scenario579,c2,right,base,base,left,60,60,60,40,-60,80,60,20,0.2,False,0.791,0
scenario580,c1,left,right,base,right,60,60,40,20,-60,80,80,0,0.1,False,5388.082,0
scenario581,c2,base,left,right,base,80,80,40,80,60,80,40,0,0.1,True,0.0,1
scenario582,c2,base,left,right,left,60,100,40,20,-60,80,80,20,0.1,False,2.48,0
scenario583,c2,right,base,base,left,80,60,60,0,-90,60,40,0,0.1,False,1.006,0
scenario584,c2,base,left,right,left,80,80,100,100,-90,100,60,0,0.1,False,3.043,0
scenario585,c2,right,base,base,left,80,100,20,20,90,100,0,20,0.2,False,3.443,0
scenario586,c4,left,base,right,base,80,80,40,0,-90,60,60,0,0.1,False,3.165,0
scenario587,c2,right,base,base,left,80,60,20,20,90,80,60,40,0.1,True,0.0,1
scenario588,c4,left,right,right,base,80,100,40,40,0,100,40,0,0.1,False,4.022,0
scenario589,c1,left,right,base,left,20,20,40,0,-90,60,80,20,0.2,False,5.435,0
scenario590,c2,right,base,base,left,60,80,40,20,-90,80,60,0,0.1,False,3.279,0
scenario591,c1,base,left,left,right,60,40,40,100,30,80,0,0,0.1,False,2.279,0
scenario592,c2,right,base,base,left,60,80,40,40,90,100,40,20,0.2,False,2.954,0
scenario593,c1,left,right,base,left,20,20,40,60,-90,40,80,20,0.2,False,4.981,0
scenario594,c2,base,left,right,base,100,60,60,100,0,80,20,0,0.1,True,0.0,1
scenario595,c2,right,base,base,left,100,100,20,20,90,80,20,40,0.2,False,3.045,0
scenario596,c4,left,base,right,base,40,60,40,0,-90,60,40,20,0.8,False,2.444,0
scenario597,c1,base,right,left,right,80,0,60,80,60,40,40,20,0.1,False,2.546,0
scenario598,c2,right,base,base,left,60,60,60,60,-90,80,60,20,0.4,True,0.0,1
scenario599,c1,left,right,base,left,80,80,60,40,-90,60,60,0,0.1,False,3.544,0
scenario600,c2,right,base,base,left,40,40,40,0,-30,80,40,0,0.2,False,2.658,0
