Instances,PathInteraction,feature_GoalEgo,feature_WindIntensity,feature_RoadFriction,feature_FogDistance,feature_StartOther,feature_PrecipitationDeposits,feature_Cloudiness,feature_FogDensity,feature_GoalOther,feature_Precipitation,feature_Wetness,feature_TimeOfDay,feature_StartEgo,collision,min_ttc,algo_safety
scenario40,c2,left,0,0.6,100,base_left_lane,40,40,0,left,100,100,-60,right,0,3.151059313726908,0
scenario41,c4,base,0,0.4,60,left,40,20,40,right,40,20,90,right,0,1.0442799134496674,0
scenario42,c4,base,0,0.6,40,left,60,80,40,right,20,40,30,right,1,0.0,1
scenario43,c2,left,40,0.1,0,right,20,80,80,base,60,100,30,base,0,1.6365725558297743,0
scenario44,c2,left,40,1.0,40,right,60,20,100,left,100,60,-60,base,0,3.502400769801202,0
scenario45,c4,base,20,0.2,0,right,20,60,20,base,60,60,-90,left,0,3.7497463168060094,0
scenario46,c4,base,60,0.1,0,left,40,20,100,base,20,20,60,right,0,2.7953583457062874,0
scenario47,c4,right,80,0.1,40,right,20,80,0,base,0,60,-90,left,0,4.2998549331445926,0
scenario48,c1,right,60,0.4,100,base,40,20,60,right,100,40,-30,left,0,5.330387167592706,0
scenario49,c4,base,80,0.8,100,left,80,0,60,base,40,20,60,right,0,2.385479505867964,0
scenario50,c1,right,100,1.0,20,left,0,80,80,right,0,20,-90,base,0,2.189961715206846,0
scenario51,c4,base,20,1.0,60,left,60,60,40,right,40,100,-90,right,1,0.0,1
scenario52,c1,left,80,0.8,80,left,100,20,60,right,20,100,-30,base,0,2.001124183198242,0
scenario53,c2,base,80,0.4,20,base_left_lane,100,40,80,left,20,20,60,right,0,3.5358710245257114,0
scenario54,c2,left,80,0.8,80,right,0,100,20,left,40,100,0,base,0,4.039797269006877,0
scenario55,c4,base,0,0.8,40,right,20,0,20,base,60,60,-90,left,0,2.981531164115117,0
scenario56,c2,left,60,0.6,60,right,100,80,0,base,100,0,0,base,0,1.84071198787367,0
scenario57,c4,right,100,0.2,80,right,80,100,100,base,80,0,90,left,0,4.380244276222523,0
scenario58,c4,right,20,0.4,0,right,60,40,40,base,40,100,0,left,0,4.371736409713352,0
scenario59,c4,right,20,0.4,20,right,0,40,100,base,80,100,90,left,0,3.862216392508793,0
scenario60,c4,base,20,0.2,40,right,0,60,60,base,60,0,90,left,0,1.8512985948384024,0
scenario61,c1,left,60,0.2,20,left,0,20,100,right,0,40,-90,base,0,2.927127429204051,0
scenario62,c4,base,40,1.0,60,left,80,0,40,right,80,40,90,right,0,0.974483255095854,0
scenario63,c4,base,20,0.1,40,left,20,60,80,base,100,20,0,right,0,1.9190236700179035,0
scenario64,c4,right,40,0.4,20,right,100,0,0,base,100,80,-60,left,0,3.9723507684794814,0
scenario65,c1,right,0,0.2,20,base,80,0,80,right,0,60,-30,left,0,3.228042845649364,0
scenario66,c1,right,60,1.0,40,left,20,0,40,right,20,40,0,base,0,0.8724584506894673,0
scenario67,c1,right,40,1.0,40,left,80,0,60,right,0,100,-30,base,0,3.7124146496691934,0
scenario68,c1,right,0,0.8,0,base_left_lane,60,60,100,left,100,100,60,left,0,0.9406780635180472,0
scenario69,c2,base,0,0.2,40,base_left_lane,60,100,80,left,60,60,30,right,0,2.3842976405315923,0
scenario70,c4,base,40,0.4,80,left,40,80,80,base,0,0,90,right,0,3.1677649268778683,0
scenario71,c4,base,60,0.4,0,right,20,60,100,base,80,20,90,left,0,2.108733433184767,0
scenario72,c2,left,60,0.8,20,right,80,60,60,base,20,40,-90,base,0,1.8492945530112868,0
scenario73,c4,base,100,0.1,100,left,40,20,60,right,20,100,90,right,1,0.0,1
scenario74,c1,right,20,0.4,60,base,20,40,100,right,60,20,0,left,0,2.8900099449928205,0
scenario75,c1,right,80,0.6,40,left,80,40,60,right,40,80,30,base,0,1.8160445859663328,0
scenario76,c1,right,20,0.1,80,base,100,0,60,right,20,60,30,left,0,3.494895801776744,0
scenario77,c2,left,100,1.0,80,base_left_lane,0,0,40,left,60,20,30,right,0,4.2592967995326045,0
scenario78,c4,base,100,0.8,60,left,60,100,20,base,80,20,30,right,0,2.793090342000056,0
scenario79,c2,left,80,1.0,20,right,100,0,40,left,60,0,-30,base,0,3.773286870406417,0
scenario80,c1,right,40,0.1,100,base_left_lane,60,20,80,left,80,60,-60,left,0,1.0143543720797816,0
scenario81,c4,base,100,0.2,100,left,80,20,0,right,20,40,-30,right,0,0.8187165504891046,0
scenario82,c4,base,40,0.4,80,right,20,80,0,base,0,80,90,left,0,1.921742173912408,0
scenario83,c2,base,40,1.0,100,base_left_lane,80,100,100,left,100,0,-60,right,0,2.9235032755189523,0
scenario84,c4,base,80,0.4,20,left,0,40,80,right,60,100,0,right,0,1.510884415080355,0
scenario85,c1,right,40,0.6,40,base,20,0,100,right,80,100,-90,left,0,3.34204060662583,0
scenario86,c4,right,0,0.6,60,right,0,0,40,base,60,60,-30,left,0,5.173809345666745,0
scenario87,c1,left,40,0.8,40,left,20,20,0,right,20,0,-90,base,0,2.8085080185234754,0
scenario88,c2,left,60,1.0,80,right,40,0,20,base,40,20,-90,base,0,1.753075797347653,0
scenario89,c1,right,0,1.0,0,left,40,80,80,right,0,40,-60,base,0,2.507403230585705,0
scenario90,c1,left,0,0.6,100,left,100,80,0,right,40,80,60,base,0,2.2893100494133773,0
scenario91,c4,base,20,0.4,20,left,100,60,100,base,100,0,-60,right,0,2.786485956006932,0
scenario92,c1,right,80,0.6,100,base_left_lane,60,40,20,left,100,100,90,left,0,1.1481359172490166,0
scenario93,c4,base,60,0.6,100,left,60,20,80,base,0,0,30,right,0,5.5762122176824525,0
scenario94,c2,left,0,0.2,0,right,80,60,0,left,60,0,-30,base,0,3.7890551492822144,0
scenario95,c2,base,60,0.4,80,base_left_lane,80,100,20,left,40,80,30,right,0,5.4008929946147415,0
scenario96,c2,left,60,0.1,80,right,80,80,60,base,0,40,60,base,0,1.796197068274522,0
scenario97,c4,base,20,0.4,40,left,0,20,60,right,0,60,60,right,1,0.0,1
scenario98,c1,right,20,0.1,40,left,60,100,20,right,40,0,-30,base,0,3.088426868648756,0
scenario99,c1,right,80,0.2,80,base_left_lane,20,80,0,left,20,0,-30,left,0,1.0600248367107958,0
scenario100,c2,left,40,0.2,40,right,60,40,40,base,100,40,-90,base,1,0.0,1
scenario101,c2,left,100,0.2,100,right,40,80,80,left,40,100,-30,base,0,2.8255299610980336,0
scenario102,c1,left,0,0.2,0,left,20,40,100,right,0,0,30,base,0,2.999123908417781,0
scenario103,c4,base,100,1.0,40,left,100,80,60,base,60,60,-30,right,0,2.7777421281109462,0
scenario104,c2,base,80,0.1,40,base_left_lane,0,100,80,left,60,40,90,right,0,4.43089831123834,0
scenario105,c4,base,0,0.4,80,left,0,100,20,right,40,100,90,right,0,1.0337793175098045,0
scenario106,c2,left,80,0.4,100,base_left_lane,100,100,20,left,60,0,30,right,0,4.367178251008471,0
scenario107,c1,right,60,1.0,0,left,0,80,40,right,100,100,-90,base,1,0.0,1
scenario108,c1,right,0,0.1,60,base_left_lane,60,0,40,left,0,100,60,left,0,0.9828821867924152,0
scenario109,c2,left,60,0.2,40,right,40,40,0,left,60,40,60,base,0,2.9876315910557856,0
scenario110,c4,base,20,0.4,80,right,40,60,40,base,20,40,90,left,0,2.634031693566852,0
scenario111,c1,right,0,0.6,80,base,60,100,20,right,100,100,0,left,0,3.189150652537493,0
scenario112,c1,right,0,0.8,60,left,0,40,60,right,80,80,30,base,1,0.0,1
scenario113,c1,right,100,0.4,40,base_left_lane,40,60,20,left,0,40,-30,left,0,0.9641064774437518,0
scenario114,c4,base,80,0.1,20,left,0,100,100,base,60,0,30,right,0,2.61304147596657,0
scenario115,c1,right,80,0.6,100,base,60,0,100,right,100,0,60,left,0,3.295167225201269,0
scenario116,c2,left,80,0.8,60,right,100,40,0,base,20,20,-90,base,0,1.90582177051468,0
scenario117,c2,base,100,1.0,80,base_left_lane,80,20,0,left,40,80,-90,right,0,2.452449041744942,0
scenario118,c4,base,20,0.1,100,right,100,40,100,base,40,100,-30,left,0,2.459381006906133,0
scenario119,c2,left,100,0.1,20,right,60,100,20,base,100,20,-60,base,1,0.0,1
scenario120,c4,base,100,0.4,20,left,60,40,80,base,60,100,60,right,0,2.1066288072534576,0
scenario121,c4,base,80,0.2,20,left,0,0,40,base,20,0,-30,right,0,2.43598864195956,0
scenario122,c4,base,40,1.0,100,left,0,20,100,right,100,40,0,right,0,1.1537123761141346,0
scenario123,c2,left,100,0.2,0,right,40,80,20,left,0,20,0,base,0,2.591702813422256,0
scenario124,c1,right,0,0.6,0,base,20,60,100,right,60,40,-60,left,0,7.222513786718058,0
scenario125,c1,left,60,0.6,40,left,0,20,20,right,60,20,30,base,0,3.40732145595698,0
scenario126,c2,base,20,1.0,40,base_left_lane,0,40,20,left,80,60,30,right,0,2.743401666019349,0
scenario127,c1,right,40,0.8,80,base_left_lane,60,0,100,left,60,0,30,left,0,0.9363552974460416,0
scenario128,c2,left,40,1.0,20,right,40,60,80,left,0,60,-90,base,0,3.324823438244742,0
scenario129,c4,base,60,0.6,60,right,20,80,0,base,20,80,0,left,0,2.7110347119016303,0
scenario130,c2,base,20,1.0,100,base_left_lane,100,0,80,left,40,60,-90,right,0,2.9342231402798635,0
scenario131,c2,base,60,0.6,0,base_left_lane,40,100,40,left,40,20,90,right,0,2.787446485038843,0
scenario132,c1,right,60,1.0,0,base_left_lane,0,80,60,left,0,60,-30,left,0,1.056005783537875,0
scenario133,c4,base,40,0.2,40,left,60,100,100,right,40,80,60,right,0,1.0407344047690696,0
scenario134,c4,right,40,0.2,20,right,80,100,80,base,80,40,60,left,0,3.4885184639318974,0
scenario135,c4,base,40,0.8,100,left,80,40,80,right,60,80,90,right,0,0.99890687906565,0
scenario136,c1,left,0,0.2,60,left,60,0,60,right,100,100,-90,base,0,2.714452499787109,0
scenario137,c2,base,40,0.6,40,base_left_lane,60,0,80,left,80,100,-60,right,0,2.6521143664684894,0
scenario138,c4,right,0,0.1,20,right,40,80,80,base,0,80,90,left,0,4.236554796969005,0
scenario139,c4,right,80,0.8,40,right,40,40,0,base,0,80,0,left,0,3.901277198317751,0
scenario140,c1,right,60,0.2,80,left,100,100,0,right,20,100,-30,base,0,2.0797654800472785,0
scenario141,c1,right,100,0.2,80,base,20,20,60,right,100,60,0,left,0,4.1416093526583095,0
scenario142,c1,left,20,0.2,60,left,40,100,60,right,20,20,30,base,0,2.0588063366129874,0
scenario143,c1,right,0,0.1,80,left,20,100,80,right,100,0,-60,base,0,3.304022745882835,0
scenario144,c4,base,100,0.8,40,left,80,100,0,right,20,100,90,right,0,0.9923622732036924,0
scenario145,c2,base,100,1.0,60,base_left_lane,20,0,100,left,0,60,30,right,0,2.7521539591011885,0
scenario146,c2,left,80,0.4,20,right,60,20,20,base,0,20,-90,base,0,1.7712092565174644,0
scenario147,c2,left,20,0.1,40,base_left_lane,100,100,40,left,0,100,-90,right,0,2.0890695869188503,0
scenario148,c4,base,40,0.8,60,right,60,40,0,base,100,40,60,left,0,2.573640064762344,0
scenario149,c2,left,40,0.1,40,right,40,40,100,base,80,100,90,base,0,2.09430751771137,0
scenario150,c1,right,60,0.2,20,base_left_lane,80,80,100,left,80,0,60,left,0,0.9263934567411818,0
scenario151,c1,right,20,1.0,0,left,0,80,80,right,20,20,-90,base,0,3.268673729820605,0
scenario152,c2,base,20,0.6,100,base_left_lane,60,0,60,left,100,0,60,right,0,3.3139871372327625,0
scenario153,c4,right,60,0.6,60,right,100,40,60,base,40,100,-30,left,0,3.2534574387573527,0
scenario154,c4,base,40,0.2,20,right,20,80,20,base,100,40,-30,left,0,2.944018691080951,0
scenario155,c4,base,60,0.6,60,left,80,0,40,base,20,60,90,right,0,2.823290090683154,0
scenario156,c2,left,0,0.4,0,right,20,60,0,left,20,0,-30,base,0,3.73039879647624,0
scenario157,c4,right,80,0.2,80,right,60,100,20,base,80,100,0,left,0,4.369772883341399,0
scenario158,c4,base,80,0.1,40,left,0,60,0,base,80,0,-60,right,0,2.785079993683339,0
scenario159,c4,right,40,0.6,80,right,60,100,20,base,40,0,60,left,0,4.099072907327072,0
scenario160,c2,base,60,0.6,80,base_left_lane,100,20,100,left,20,40,30,right,0,4.254236758394032,0
scenario161,c1,left,20,0.8,100,left,20,60,60,right,100,60,-30,base,0,3.0039852474287243,0
scenario162,c4,base,20,0.4,20,left,0,80,40,right,0,40,30,right,0,1.1270927127271675,0
scenario163,c2,base,100,0.4,0,base_left_lane,0,20,80,left,0,40,30,right,0,2.534006561350008,0
scenario164,c1,left,40,0.1,0,left,40,40,20,right,60,80,-30,base,0,3.421509619185932,0
scenario165,c2,left,40,1.0,40,right,0,0,100,left,60,20,-60,base,0,3.164845052989582,0
scenario166,c1,right,80,1.0,40,base,80,80,40,right,80,0,60,left,0,3.0748808186350955,0
scenario167,c1,right,40,0.8,40,base_left_lane,100,80,80,left,60,20,60,left,0,1.042888180137531,0
scenario168,c4,base,60,0.4,60,right,100,20,40,base,60,0,30,left,0,2.6870607578209,0
scenario169,c1,right,100,1.0,40,base_left_lane,40,20,100,left,20,100,90,left,0,0.9503079759470572,0
scenario170,c4,base,20,0.4,0,left,100,80,60,base,80,80,-30,right,0,6.286265165756882,0
scenario171,c4,right,100,0.2,100,right,40,20,60,base,100,20,0,left,0,4.111025587001032,0
scenario172,c4,base,60,0.4,100,left,100,20,80,right,0,20,0,right,1,0.0,1
scenario173,c4,base,20,1.0,0,right,20,40,100,base,100,40,-90,left,0,2.605088594892406,0
scenario174,c1,right,40,1.0,20,left,60,80,60,right,0,20,-90,base,0,3.18981432674945,0
scenario175,c1,left,60,0.1,0,left,20,0,80,right,80,0,30,base,0,2.827051381004078,0
scenario176,c1,right,0,0.6,60,left,80,100,60,right,20,40,-90,base,0,4.164256206245637,0
scenario177,c4,base,100,0.8,100,left,60,40,40,base,60,80,60,right,0,3.844058529951285,0
scenario178,c2,left,20,0.8,20,base_left_lane,40,0,100,left,100,60,30,right,0,1.7285935421061442,0
scenario179,c4,right,80,0.1,40,right,80,20,100,base,40,40,-30,left,0,6.7237236788836015,0
scenario180,c2,base,40,1.0,20,base_left_lane,40,20,20,left,20,100,60,right,0,2.848578414448201,0
scenario181,c2,base,80,0.2,0,base_left_lane,40,60,60,left,60,80,60,right,0,2.424420966222929,0
scenario182,c2,left,20,0.6,0,right,60,80,100,left,0,40,-90,base,0,3.3984685294325043,0
scenario183,c4,base,0,1.0,60,right,60,80,80,base,20,60,-30,left,0,2.503600195444943,0
scenario184,c2,left,20,1.0,0,right,80,60,60,left,20,60,60,base,0,2.3812491959948527,0
scenario185,c1,left,60,0.1,60,left,60,80,0,right,0,40,-90,base,0,3.496224534989495,0
scenario186,c1,right,0,0.8,20,left,0,20,40,right,40,60,60,base,0,2.697955946169295,0
scenario187,c1,right,100,0.6,100,base,20,100,100,right,40,80,0,left,0,8.302088225509353,0
scenario188,c4,right,20,0.1,100,right,0,80,0,base,100,20,-60,left,0,3.967056675778212,0
scenario189,c2,left,100,0.4,60,right,0,60,20,base,40,20,-60,base,0,1.648915342846358,0
scenario190,c4,base,0,0.4,0,right,20,0,40,base,80,20,-90,left,0,2.19798801617547,0
scenario191,c4,base,80,0.2,80,left,80,100,60,right,0,100,30,right,0,1.0234675223900684,0
scenario192,c2,left,100,0.8,80,right,40,0,0,left,100,0,-90,base,0,4.6822889198496105,0
scenario193,c4,base,40,1.0,80,left,40,20,80,right,20,0,90,right,0,1.039215989525868,0
scenario194,c2,base,80,0.8,80,base_left_lane,20,60,80,left,80,100,0,right,0,2.631110193050965,0
scenario195,c2,left,40,0.4,100,right,40,0,80,base,40,20,30,base,0,1.831064339191662,0
scenario196,c4,base,0,1.0,40,left,80,60,60,base,100,20,-90,right,0,2.446593142065964,0
scenario197,c4,base,0,0.2,80,left,100,20,20,base,60,40,-30,right,0,9.821407053368258,0
scenario198,c4,right,40,0.1,60,right,100,40,100,base,0,40,30,left,0,4.444520784990647,0
scenario199,c1,left,20,0.4,100,left,100,20,40,right,100,80,-30,base,0,1.7158651225319574,0
scenario200,c1,right,100,1.0,40,base,100,60,80,right,60,80,30,left,0,3.0067148045530105,0
scenario201,c4,base,100,0.1,100,left,100,0,60,base,20,60,60,right,0,3.232291473899451,0
scenario202,c4,base,40,0.4,80,left,80,80,100,right,80,0,60,right,0,1.012208464501683,0
scenario203,c4,right,20,0.6,0,right,0,40,20,base,80,0,0,left,0,5.954495197255422,0
scenario204,c1,right,100,0.2,100,base_left_lane,60,0,100,left,20,20,-60,left,0,1.0812120952884452,0
scenario205,c4,base,80,0.1,60,left,80,40,80,right,0,40,0,right,0,0.9437848765384412,0
scenario206,c1,right,40,0.8,60,left,0,80,0,right,0,100,-90,base,0,3.0046941300714605,0
scenario207,c4,base,80,0.4,40,right,100,100,100,base,60,20,0,left,0,2.619118973851876,0
scenario208,c2,left,0,0.6,100,right,20,0,80,base,80,60,-60,base,0,1.6702024871098486,0
scenario209,c2,left,20,1.0,40,right,0,40,40,base,20,0,90,base,0,1.8797710102755807,0
scenario210,c2,base,80,0.1,20,base_left_lane,60,80,20,left,0,80,0,right,0,2.9206471252070987,0
scenario211,c2,left,80,0.4,80,right,60,40,100,base,80,60,-60,base,0,1.875586699650964,0
scenario212,c2,left,80,0.1,20,base_left_lane,60,60,100,left,60,0,0,right,0,2.5422412413922406,0
scenario213,c4,base,20,0.4,80,right,100,60,40,base,60,20,90,left,0,5.043325809238444,0
scenario214,c4,base,40,0.6,40,left,0,0,100,right,100,100,90,right,0,1.1365064159019882,0
scenario215,c4,right,20,0.4,40,right,20,20,0,base,0,20,60,left,0,3.840890410338873,0
scenario216,c1,right,40,0.2,20,left,60,100,20,right,40,0,30,base,0,3.3037569439780325,0
scenario217,c1,left,100,0.6,100,left,0,40,40,right,20,40,-30,base,0,2.94672622418745,0
scenario218,c4,base,60,0.8,60,right,80,40,40,base,80,40,-90,left,0,2.7281955768091204,0
scenario219,c1,left,100,0.6,80,left,0,20,20,right,0,0,-30,base,0,2.4877371608371,0
scenario220,c1,right,60,0.6,100,base_left_lane,20,80,40,left,0,100,-60,left,0,1.0854996217804722,0
scenario221,c1,right,80,0.1,80,left,60,60,40,right,100,0,-90,base,0,2.934949163517274,0
scenario222,c4,base,60,0.4,20,left,40,0,60,right,80,0,-60,right,0,1.0984379450063455,0
scenario223,c2,left,100,0.2,60,right,80,100,80,base,60,0,30,base,0,1.656963444672279,0
scenario224,c1,right,80,0.8,0,base,100,0,40,right,0,40,0,left,0,3.3085198977111143,0
scenario225,c4,base,0,0.2,40,left,20,80,80,base,80,100,60,right,0,2.2041310429261705,0
scenario226,c1,right,20,0.1,0,base,100,20,20,right,100,20,90,left,0,4.085056713250031,0
scenario227,c2,left,100,0.6,40,right,0,80,80,left,40,80,-60,base,0,3.048821437306654,0
scenario228,c4,base,40,0.1,0,left,20,40,40,base,100,100,60,right,0,2.5767933012699467,0
scenario229,c1,right,20,0.2,100,left,100,80,60,right,60,80,-30,base,0,4.040172586494331,0
scenario230,c4,right,100,0.2,100,right,0,60,100,base,20,60,90,left,0,4.956294840531707,0
scenario231,c1,right,40,1.0,100,base,0,20,100,right,60,40,-30,left,0,3.8664509162389655,0
scenario232,c1,right,100,0.8,60,base_left_lane,60,80,60,left,20,20,90,left,0,0.9900840517607428,0
scenario233,c2,base,40,1.0,60,base_left_lane,40,0,20,left,0,80,30,right,0,3.253915111654025,0
scenario234,c4,base,20,1.0,0,right,80,20,80,base,0,40,-90,left,0,2.1009029924012985,0
scenario235,c2,left,60,1.0,60,right,20,60,100,base,20,20,0,base,0,1.8503387307866,0
scenario236,c1,right,0,1.0,60,base_left_lane,40,40,100,left,60,100,30,left,0,1.0461031651634607,0
scenario237,c2,base,0,0.1,0,base_left_lane,0,100,80,left,60,40,60,right,0,3.074378721112173,0
scenario238,c2,left,40,0.6,80,right,60,60,80,left,40,0,30,base,0,4.037161990430483,0
scenario239,c4,base,60,0.1,20,left,0,20,20,right,0,0,-60,right,0,1.258270075937642,0
scenario240,c4,base,60,0.8,40,left,80,20,80,right,20,60,30,right,0,0.7642031279856007,0
scenario241,c2,left,40,0.2,20,right,80,80,60,left,60,20,60,base,0,3.350595197288913,0
scenario242,c4,right,60,0.8,100,right,80,20,80,base,80,80,90,left,0,3.226119480118466,0
scenario243,c2,base,80,0.6,20,base_left_lane,20,40,40,left,20,80,30,right,0,3.842356486455362,0
scenario244,c2,left,80,1.0,0,base_left_lane,40,20,40,left,0,40,-30,right,0,2.884313562789431,0
scenario245,c4,base,60,0.8,40,right,0,100,0,base,100,0,-90,left,0,3.2814779458925813,0
scenario246,c1,right,60,0.6,40,left,80,0,60,right,0,100,-90,base,1,0.0,1
scenario247,c4,base,80,0.2,0,left,20,100,40,base,40,20,-90,right,0,2.70134621602236,0
scenario248,c2,left,40,0.8,0,right,20,60,0,left,40,80,60,base,0,3.701805705174975,0
scenario249,c2,left,100,0.2,40,right,80,80,100,left,80,80,30,base,0,3.4698851678412264,0
scenario250,c4,base,60,1.0,40,left,40,0,40,right,80,0,60,right,1,0.0,1
scenario251,c4,base,40,0.2,80,left,40,20,60,right,80,60,-30,right,0,1.007032359544791,0
scenario252,c1,right,80,0.8,20,left,20,40,80,right,0,60,90,base,0,2.330006474152397,0
scenario253,c4,base,100,0.6,60,left,60,40,60,right,20,60,60,right,0,1.094536965068467,0
scenario254,c2,left,20,1.0,60,right,100,60,20,base,40,100,90,base,0,1.6639644272458085,0
scenario255,c1,left,100,0.8,40,left,0,60,100,right,0,0,90,base,0,1.7742833858547993,0
scenario256,c2,base,100,0.4,100,base_left_lane,100,80,0,left,0,80,-60,right,0,3.852701954961298,0
scenario257,c1,right,100,1.0,0,left,80,60,20,right,40,100,-30,base,0,0.8021525742102572,0
scenario258,c2,base,100,0.2,20,base_left_lane,0,80,80,left,20,20,-30,right,0,2.656699522130106,0
scenario259,c1,left,0,1.0,60,left,40,20,80,right,0,60,30,base,0,3.2336981551660986,0
scenario260,c2,base,20,0.4,60,base_left_lane,80,0,100,left,20,0,60,right,0,3.4271112550360683,0
scenario261,c4,right,20,0.4,0,right,20,40,40,base,60,40,30,left,0,6.429957634574023,0
scenario262,c1,right,40,0.2,60,base,80,100,20,right,100,60,90,left,0,3.359410659480426,0
scenario263,c4,base,40,0.2,60,left,100,40,80,base,40,80,-90,right,0,2.4624835948743504,0
scenario264,c4,right,40,0.4,80,right,20,100,0,base,20,60,30,left,0,4.033681905763594,0
scenario265,c2,left,80,0.6,20,base_left_lane,60,0,20,left,20,0,60,right,0,4.550535053190504,0
scenario266,c1,right,0,0.8,80,base,60,0,0,right,80,20,-90,left,0,3.3651810983636,0
scenario267,c1,right,40,0.1,20,base_left_lane,40,80,0,left,80,100,30,left,0,1.0310156624830804,0
scenario268,c2,left,60,0.6,100,right,80,60,60,base,60,80,-90,base,0,1.7285757374959458,0
scenario269,c4,base,20,1.0,80,right,0,80,20,base,40,100,0,left,0,1.9009141973146524,0
scenario270,c4,base,80,0.6,20,right,40,100,80,base,80,0,0,left,0,2.0419610809040902,0
scenario271,c4,base,20,0.1,100,left,100,100,100,base,0,80,-30,right,0,2.619406859507791,0
scenario272,c1,right,0,0.6,40,base_left_lane,60,0,40,left,80,20,-60,left,0,0.9684347534512352,0
scenario273,c4,right,0,1.0,0,right,100,60,100,base,20,80,0,left,0,7.034459340551336,0
scenario274,c2,left,0,0.1,60,right,80,60,100,left,100,40,-30,base,0,3.0910481619982315,0
scenario275,c2,left,40,0.2,0,right,100,100,40,base,0,100,60,base,0,1.6353353359044862,0
